2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
9,172133,[0 5 3 2 1 7 4 9 8 6],204423,[0 6 1 5 9 4 7 3 8 2],483518,[1 3 9 8 5 2 6 4 0 7],342160,[0 9 4 8 2 3 6 7 1 5],1144793,[3 1 5 0 9 8 6 7 4 2]
10,172441,[0 5 3 2 7 1 4 6 9 8],141631,[0 4 6 1 8 3 5 2 9 7],494469,[1 4 3 0 8 6 9 5 7 2],338542,[0 9 4 2 3 1 8 7 5 6],1149206,[3 1 6 0 2 8 7 5 4 9]
11,189297,[0 5 7 4 9 3 2 6 8 1],175873,[0 5 3 9 2 7 1 4 8 6],486902,[1 4 0 7 3 6 8 5 2 9],358942,[0 9 8 2 5 1 7 6 3 4],1128403,[3 0 9 8 2 4 7 1 6 5]
12,137970,[0 4 5 3 7 8 9 1 2 6],168072,[0 5 2 4 6 8 1 3 7 9],488460,[1 4 0 9 5 6 7 2 3 8],344595,[0 9 5 3 6 7 1 4 8 2],1114959,[3 0 7 2 6 4 8 5 9 1]
13,130024,[0 4 2 8 6 5 7 9 1 3],162603,[0 5 1 3 9 2 4 7 8 6],509475,[1 4 7 0 6 8 2 5 9 3],384202,[1 0 6 3 7 8 4 9 2 5],1116307,[3 0 7 5 4 6 9 1 8 2]
14,157774,[0 4 9 3 1 7 8 6 2 5],167703,[0 5 2 3 9 6 7 4 8 1],490546,[1 4 2 5 3 9 6 8 0 7],331749,[0 9 2 7 6 4 8 3 5 1],1147917,[3 1 5 8 2 9 7 4 6 0]
15,182486,[0 5 6 2 4 8 7 3 1 9],185514,[0 5 6 8 4 9 7 1 2 3],518862,[1 4 8 9 5 7 2 0 3 6],336002,[0 9 3 6 7 1 2 5 4 8],1170578,[3 2 0 4 8 9 1 6 5 7]
16,171309,[0 5 2 9 8 4 7 3 6 1],161721,[0 5 1 2 7 8 4 6 9 3],515265,[1 4 8 2 6 9 3 5 7 0],360485,[0 9 8 4 6 1 2 7 5 3],1106822,[3 0 5 7 2 6 8 4 1 9]
17,155379,[0 4 8 7 6 9 1 3 5 2],155140,[0 4 8 7 3 9 1 6 2 5],476675,[1 3 8 6 0 4 5 9 7 2],330538,[0 9 2 6 1 5 4 8 3 7],1146509,[3 1 5 6 4 2 0 9 8 7]
18,167525,[0 5 2 3 8 1 4 9 7 6],201772,[0 6 1 2 4 7 3 9 5 8],502414,[1 4 5 7 8 6 9 3 0 2],379184,[1 0 5 3 7 9 4 6 2 8],1167559,[3 1 9 6 5 7 2 0 8 4]
19,138183,[0 4 5 3 9 6 7 2 8 1],139986,[0 4 5 8 3 6 9 1 2 7],477446,[1 3 8 7 0 6 5 4 2 9],388281,[1 0 7 2 4 8 5 6 9 3],1105656,[3 0 5 4 7 9 1 2 6 8]
20,149377,[0 4 7 6 3 9 1 2 8 5],138137,[0 4 5 3 9 1 7 8 6 2],530658,[1 5 2 4 0 3 9 6 7 8],381885,[1 0 5 8 4 3 9 6 7 2],1155611,[3 1 7 4 0 2 6 9 8 5]
21,137858,[0 4 5 3 6 9 1 7 2 8],199593,[0 5 9 6 2 3 4 7 8 1],513332,[1 4 7 8 9 5 6 2 0 3],371212,[1 0 3 7 6 5 2 9 4 8],1169544,[3 2 0 1 6 5 4 7 8 9]
22,155145,[0 4 8 7 3 9 2 5 6 1],175212,[0 5 3 8 4 1 7 2 6 9],494613,[1 4 3 0 9 7 8 5 6 2],381321,[1 0 5 7 6 8 3 4 9 2],1136178,[3 1 2 6 0 4 9 5 7 8]
23,184082,[0 5 6 4 8 1 2 7 3 9],202124,[0 6 1 2 8 4 9 5 3 7],497357,[1 4 3 7 8 6 0 9 5 2],383752,[1 0 6 2 9 8 5 7 3 4],1107495,[3 0 5 8 2 1 7 6 9 4]
24,130576,[0 4 2 9 5 1 7 8 3 6],170519,[0 5 2 8 7 9 6 4 3 1],535312,[1 5 3 2 6 9 7 8 0 4],374755,[1 0 4 5 6 9 8 2 7 3],1168779,[3 1 9 8 2 7 0 5 6 4]
25,133061,[0 4 3 5 8 9 1 7 6 2],134443,[0 4 3 7 8 2 9 1 6 5],502111,[1 4 5 7 3 2 6 0 9 8],378302,[1 0 5 2 6 7 8 4 3 9],1163685,[3 1 8 9 2 4 7 5 6 0]
26,194218,[0 5 8 4 7 3 2 9 1 6],176783,[0 5 4 1 7 2 9 8 6 3],523201,[1 4 9 7 6 0 2 3 8 5],321359,[0 8 9 6 2 7 5 4 3 1],1136020,[3 1 2 5 8 9 0 7 4 6]
27,186446,[0 5 6 9 8 4 3 2 1 7],148207,[0 4 7 3 9 1 5 2 8 6],535140,[1 5 3 2 4 7 8 0 6 9],381902,[1 0 5 8 4 6 7 3 2 9],1133428,[3 1 0 9 4 5 2 8 6 7]
28,177591,[0 5 4 2 7 9 6 3 8 1],197862,[0 5 9 2 7 8 3 1 4 6],532960,[1 5 2 8 3 4 7 9 0 6],371920,[1 0 3 8 6 4 7 9 2 5],1106180,[3 0 5 6 4 1 9 7 2 8]
29,172760,[0 5 3 2 9 7 4 6 1 8],163823,[0 5 1 6 7 2 9 8 4 3],547466,[1 5 6 7 3 2 0 8 4 9],354007,[0 9 7 2 6 1 4 3 8 5],1137373,[3 1 2 7 8 0 6 4 9 5]
30,154192,[0 4 8 6 1 9 5 7 2 3],136243,[0 4 5 1 3 6 9 2 8 7],514699,[1 4 8 0 9 2 7 3 6 5],377117,[1 0 4 8 7 6 2 9 5 3],1141514,[3 1 4 6 5 8 0 7 2 9]
31,164746,[0 5 1 7 8 9 3 6 2 4],191963,[0 5 8 1 6 7 3 9 4 2],486055,[1 4 0 6 2 7 5 3 9 8],369616,[1 0 3 5 6 2 8 9 4 7],1108372,[3 0 5 9 4 6 1 8 2 7]
32,172167,[0 5 3 2 1 8 7 6 9 4],198252,[0 5 9 3 4 1 7 2 6 8],511434,[1 4 7 5 2 9 8 0 3 6],352776,[0 9 6 8 7 5 1 2 3 4],1156131,[3 1 7 4 8 5 0 6 9 2]
33,195367,[0 5 8 7 3 1 4 2 9 6],202848,[0 6 1 3 8 5 2 4 7 9],519378,[1 4 9 0 5 2 8 3 6 7],360393,[0 9 8 4 5 2 3 6 7 1],1153791,[3 1 6 9 4 8 5 2 7 0]
34,153169,[0 4 8 3 7 5 1 2 9 6],143618,[0 4 6 5 3 9 1 7 2 8],499866,[1 4 5 2 3 7 9 0 6 8],324848,[0 9 1 5 3 2 6 7 4 8],1099161,[3 0 4 1 7 8 5 6 9 2]
35,141819,[0 4 6 1 9 8 2 5 7 3],145340,[0 4 6 8 9 1 7 3 2 5],501256,[1 4 5 6 2 0 8 9 3 7],334815,[0 9 3 5 1 2 7 6 8 4],1169661,[3 2 0 1 7 4 9 6 8 5]
36,148114,[0 4 7 3 8 2 5 9 1 6],202705,[0 6 1 3 7 4 2 5 9 8],483588,[1 3 9 8 5 7 4 0 2 6],324435,[0 9 1 4 6 7 2 5 8 3],1152763,[3 1 6 8 0 4 9 2 7 5]
37,173652,[0 5 3 6 2 1 8 4 7 9],160840,[0 4 9 8 3 2 6 7 1 5],481137,[1 3 9 5 2 6 4 7 8 0],345910,[0 9 5 6 3 4 8 7 1 2],1122273,[3 0 8 6 7 2 4 5 9 1]
38,188706,[0 5 7 4 1 6 9 2 3 8],149809,[0 4 7 8 1 5 2 3 9 6],546241,[1 5 6 3 8 0 2 4 9 7],382001,[1 0 5 8 6 3 7 9 4 2],1128186,[3 0 9 7 8 4 6 1 2 5]
39,145215,[0 4 6 8 7 1 5 3 9 2],144900,[0 4 6 8 2 5 7 1 3 9],532066,[1 5 2 6 9 8 3 7 0 4],333917,[0 9 3 2 7 6 1 8 5 4],1108219,[3 0 5 9 2 1 8 4 7 6]
40,198799,[0 5 9 4 1 7 3 2 8 6],132975,[0 4 3 5 8 1 7 6 9 2],541736,[1 5 4 6 3 7 2 8 0 9],388920,[1 0 7 3 4 2 5 6 8 9],1109593,[3 0 6 2 1 8 4 5 9 7]
41,170906,[0 5 2 9 4 3 1 7 6 8],149698,[0 4 7 6 9 3 2 8 1 5],535545,[1 5 3 2 8 9 4 6 7 0],384979,[1 0 6 4 8 2 9 3 7 5],1160275,[3 1 8 2 5 9 7 0 6 4]
42,149860,[0 4 7 8 1 9 2 6 3 5],143707,[0 4 6 5 7 3 9 1 8 2],512386,[1 4 7 6 5 9 2 8 0 3],384819,[1 0 6 4 5 9 2 7 8 3],1168881,[3 1 9 8 4 6 2 5 7 0]
43,139312,[0 4 5 7 3 9 6 8 1 2],195571,[0 5 8 7 4 6 9 1 3 2],532259,[1 5 2 7 3 6 4 9 8 0],360911,[0 9 8 5 2 4 7 6 3 1],1139631,[3 1 4 0 8 9 6 5 7 2]
44,142288,[0 4 6 2 7 8 5 9 1 3],160956,[0 4 9 8 5 2 6 1 3 7],546499,[1 5 6 4 0 2 9 3 8 7],327799,[0 9 2 1 4 7 5 3 8 6],1111259,[3 0 6 5 4 7 2 9 8 1]
45,152216,[0 4 8 2 5 6 3 7 1 9],138618,[0 4 5 6 7 1 9 2 3 8],516842,[1 4 8 5 9 0 2 6 3 7],345286,[0 9 5 4 6 2 8 7 1 3],1128431,[3 0 9 8 2 5 7 6 4 1]
46,141097,[0 4 5 9 8 7 1 2 6 3],143918,[0 4 6 5 9 2 7 3 1 8],525686,[1 5 0 4 2 8 7 6 3 9],389781,[1 0 7 4 5 2 9 6 8 3],1130000,[3 1 0 4 6 8 5 7 2 9]
47,151688,[0 4 8 1 7 2 5 6 3 9],174218,[0 5 3 6 9 8 1 4 2 7],544510,[1 5 6 0 3 7 9 8 2 4],331786,[0 9 2 7 6 8 3 5 1 4],1121682,[3 0 8 5 9 2 7 1 4 6]
48,187348,[0 5 7 2 3 4 1 9 6 8],136112,[0 4 5 1 2 6 7 8 3 9],480492,[1 3 9 4 5 0 7 2 6 8],365390,[1 0 2 6 5 9 7 4 3 8],1160251,[3 1 8 2 5 7 9 0 6 4]
49,183821,[0 5 6 4 2 9 1 8 7 3],188111,[0 5 7 3 2 6 9 8 4 1],498040,[1 4 3 8 7 2 6 9 0 5],374122,[1 0 4 3 7 8 5 9 2 6],1114139,[3 0 7 1 5 6 4 9 8 2]
50,134128,[0 4 3 7 2 8 6 9 1 5],155261,[0 4 8 7 5 9 1 6 3 2],483177,[1 3 9 8 0 5 4 6 7 2],369721,[1 0 3 5 7 2 4 6 9 8],1104462,[3 0 5 1 9 8 4 2 6 7]
51,192024,[0 5 8 1 7 3 2 4 6 9],180518,[0 5 4 8 7 2 6 3 1 9],507338,[1 4 6 7 5 9 0 3 2 8],381569,[1 0 5 7 9 6 4 8 3 2],1115453,[3 0 7 4 2 6 1 9 8 5]
52,195646,[0 5 8 7 6 2 9 4 1 3],160428,[0 4 9 7 6 8 3 1 2 5],522069,[1 4 9 6 0 5 8 3 7 2],347840,[0 9 6 1 2 7 4 5 3 8],1155057,[3 1 7 2 4 6 5 8 9 0]
53,149444,[0 4 7 6 5 2 9 3 1 8],204103,[0 6 1 5 4 9 3 2 8 7],500688,[1 4 5 3 6 7 0 2 8 9],353326,[0 9 7 1 6 3 8 5 2 4],1115336,[3 0 7 4 1 6 5 8 2 9]
54,186166,[0 5 6 9 4 2 8 7 1 3],187960,[0 5 7 3 1 4 8 9 2 6],501235,[1 4 5 6 0 9 8 2 7 3],343475,[0 9 5 2 1 4 6 8 7 3],1170329,[3 2 0 4 6 8 7 9 5 1]
55,160447,[0 4 9 7 8 1 3 2 6 5],159305,[0 4 9 6 2 5 7 8 3 1],477039,[1 3 8 6 5 2 7 4 9 0],331046,[0 9 2 6 7 5 4 3 1 8],1102635,[3 0 4 8 5 7 1 6 9 2]
56,151863,[0 4 8 1 9 5 6 3 7 2],136869,[0 4 5 2 1 7 9 6 8 3],514756,[1 4 8 0 9 6 2 7 3 5],367705,[1 0 2 9 7 4 3 5 8 6],1165062,[3 1 9 2 0 8 5 4 6 7]
57,160818,[0 4 9 8 3 1 7 2 5 6],166300,[0 5 1 9 8 7 2 6 3 4],546202,[1 5 6 3 7 8 2 9 0 4],356564,[0 9 7 6 2 3 8 4 1 5],1141591,[3 1 4 6 7 2 5 0 9 8]
58,135981,[0 4 3 9 8 1 7 5 6 2],144439,[0 4 6 7 5 8 2 1 9 3],538670,[1 5 3 9 0 8 6 4 2 7],341270,[0 9 4 6 8 7 3 2 1 5],1115283,[3 0 7 4 1 2 5 8 9 6]
59,169961,[0 5 2 8 1 4 7 9 6 3],144101,[0 4 6 7 1 9 2 8 5 3],512120,[1 4 7 6 2 8 3 5 0 9],328542,[0 9 2 3 4 8 5 1 6 7],1120518,[3 0 8 4 2 7 5 1 6 9]
60,136038,[0 4 3 9 8 6 2 1 5 7],166837,[0 5 2 1 8 4 7 3 9 6],522569,[1 4 9 6 7 5 3 8 2 0],375580,[1 0 4 6 7 9 2 8 3 5],1100499,[3 0 4 5 6 9 1 7 8 2]
61,157970,[0 4 9 3 5 6 1 7 2 8],185400,[0 5 6 8 4 1 2 3 7 9],501701,[1 4 5 6 8 9 0 7 3 2],386002,[1 0 6 7 2 8 4 9 3 5],1133443,[3 1 0 9 4 5 8 2 7 6]
62,162723,[0 5 1 4 2 3 6 8 9 7],168417,[0 5 2 4 9 6 3 7 8 1],534479,[1 5 3 0 4 9 8 7 6 2],326290,[0 9 1 7 3 2 5 8 4 6],1148779,[3 1 5 9 6 0 8 2 7 4]
63,197150,[0 5 9 1 7 8 4 3 2 6],149166,[0 4 7 6 2 1 5 3 8 9],526007,[1 5 0 4 7 3 9 8 6 2],383532,[1 0 6 2 8 3 7 4 5 9],1100973,[3 0 4 6 1 8 9 5 7 2]
64,144360,[0 4 6 7 5 1 2 3 8 9],201117,[0 5 9 8 2 7 6 3 4 1],512924,[1 4 7 8 3 2 9 5 0 6],355863,[0 9 7 5 2 4 6 3 8 1],1117155,[3 0 7 6 5 8 1 4 9 2]
65,134115,[0 4 3 7 2 8 1 6 9 5],155182,[0 4 8 7 5 1 9 6 2 3],477589,[1 3 8 7 2 9 5 0 6 4],359746,[0 9 8 3 5 7 2 6 1 4],1137144,[3 1 2 7 5 4 0 6 8 9]
66,143550,[0 4 6 5 3 2 7 1 8 9],183135,[0 5 6 3 4 1 8 7 9 2],524325,[1 5 0 2 4 6 9 7 8 3],318572,[0 8 9 2 4 6 7 3 1 5],1142873,[3 1 4 8 2 9 6 7 5 0]
67,141599,[0 4 6 1 7 9 8 5 3 2],170738,[0 5 2 9 1 8 3 6 4 7],517940,[1 4 8 7 3 0 9 5 2 6],375022,[1 0 4 5 9 2 8 7 3 6],1098149,[3 0 2 9 4 5 1 8 7 6]
68,175851,[0 5 3 9 2 6 1 7 8 4],151922,[0 4 8 2 1 3 5 7 6 9],476393,[1 3 8 5 6 9 4 7 2 0],377597,[1 0 4 9 5 7 2 8 6 3],1153455,[3 1 6 9 0 2 7 5 8 4]
69,142375,[0 4 6 2 8 5 3 1 9 7],155299,[0 4 8 7 6 1 9 2 5 3],538148,[1 5 3 8 4 6 9 2 0 7],387753,[1 0 6 9 5 3 4 7 8 2],1148858,[3 1 5 9 6 8 0 4 2 7]
70,160792,[0 4 9 8 2 7 5 6 1 3],188322,[0 5 7 3 6 2 9 1 4 8],516448,[1 4 8 5 2 7 6 9 0 3],335699,[0 9 3 6 2 5 4 8 7 1],1102619,[3 0 4 8 5 6 2 9 7 1]
71,196654,[0 5 9 1 2 7 8 6 3 4],134769,[0 4 3 8 2 1 6 7 9 5],510400,[1 4 7 2 9 3 6 8 0 5],332818,[0 9 3 1 4 6 5 8 2 7],1159966,[3 1 8 2 0 5 9 7 4 6]
72,165669,[0 5 1 9 2 6 8 4 7 3],138267,[0 4 5 6 1 3 2 8 9 7],488226,[1 4 0 9 2 6 8 3 5 7],339357,[0 9 4 3 2 8 7 5 6 1],1102112,[3 0 4 7 8 2 5 6 1 9]
73,148729,[0 4 7 5 6 3 1 2 9 8],189809,[0 5 7 6 4 8 3 9 2 1],519205,[1 4 9 0 2 7 6 3 8 5],363510,[1 0 2 3 9 5 6 4 7 8],1155343,[3 1 7 2 6 9 4 0 8 5]
74,138381,[0 4 5 6 2 1 9 7 8 3],137311,[0 4 5 2 8 3 6 1 9 7],491959,[1 4 2 7 3 8 5 0 9 6],390180,[1 0 7 4 9 5 6 2 3 8],1116498,[3 0 7 5 8 1 9 2 4 6]
75,177467,[0 5 4 2 6 9 3 8 7 1],193953,[0 5 8 4 3 2 6 7 9 1],543970,[1 5 4 9 6 0 3 8 2 7],387726,[1 0 6 9 5 2 4 3 7 8],1165938,[3 1 9 4 5 0 8 2 6 7]
76,186994,[0 5 7 1 8 3 4 9 2 6],188823,[0 5 7 4 2 6 8 3 9 1],485057,[1 4 0 3 8 2 7 9 6 5],377213,[1 0 4 8 9 5 2 7 6 3],1119772,[3 0 8 2 4 6 1 9 5 7]
77,142253,[0 4 6 2 7 5 1 9 8 3],185154,[0 5 6 8 1 9 7 2 3 4],511211,[1 4 7 5 0 2 6 9 8 3],338653,[0 9 4 2 5 1 7 3 8 6],1167148,[3 1 9 6 0 4 2 8 5 7]
78,168213,[0 5 2 4 7 8 9 3 6 1],174105,[0 5 3 6 8 9 2 4 7 1],499715,[1 4 5 2 0 6 7 9 8 3],374197,[1 0 4 3 8 5 7 2 9 6],1116670,[3 0 7 5 9 4 8 6 1 2]
79,177357,[0 5 4 2 3 9 8 6 7 1],164838,[0 5 1 7 9 6 3 2 4 8],494752,[1 4 3 2 0 9 7 8 5 6],347712,[0 9 5 8 7 4 1 2 3 6],1138374,[3 1 2 9 0 6 5 4 7 8]
80,190961,[0 5 7 9 2 3 6 8 4 1],195740,[0 5 8 7 9 1 6 3 2 4],525282,[1 5 0 3 7 4 9 2 6 8],379340,[1 0 5 3 9 2 8 6 4 7],1131711,[3 1 0 6 8 9 5 4 7 2]
81,168949,[0 5 2 6 7 9 4 1 8 3],133086,[0 4 3 5 9 1 6 2 7 8],527548,[1 5 0 7 8 3 2 9 4 6],380656,[1 0 5 6 8 2 7 9 3 4],1106097,[3 0 5 6 2 7 4 8 9 1]
82,198095,[0 5 9 3 1 7 8 6 4 2],145032,[0 4 6 8 3 7 1 2 5 9],529630,[1 5 2 0 7 6 9 8 3 4],334755,[0 9 3 4 8 6 1 5 7 2],1143778,[3 1 4 9 6 5 2 8 0 7]
83,192767,[0 5 8 2 7 3 9 6 4 1],142688,[0 4 6 3 2 1 7 8 5 9],511201,[1 4 7 5 0 2 3 6 9 8],388617,[1 0 7 2 8 5 4 6 9 3],1112476,[3 0 6 8 1 7 2 9 4 5]
84,165052,[0 5 1 8 3 6 2 9 4 7],141499,[0 4 6 1 7 2 9 3 8 5],544640,[1 5 6 0 4 8 3 7 2 9],375106,[1 0 4 5 9 8 3 7 2 6],1121400,[3 0 8 5 6 1 2 4 7 9]
85,161165,[0 4 9 8 7 1 2 6 5 3],161238,[0 4 9 8 7 5 2 1 3 6],478641,[1 3 8 9 6 5 2 4 7 0],386368,[1 0 6 7 5 8 4 9 2 3],1136532,[3 1 2 6 7 0 8 4 5 9]
86,168096,[0 5 2 4 6 9 1 3 7 8],164471,[0 5 1 7 4 6 9 8 3 2],512844,[1 4 7 8 2 6 5 0 3 9],340019,[0 9 4 5 2 6 3 8 7 1],1125633,[3 0 9 4 5 2 6 7 8 1]
87,149142,[0 4 7 6 1 9 3 2 5 8],199662,[0 5 9 6 2 8 3 1 4 7],487028,[1 4 0 7 5 6 9 3 2 8],390269,[1 0 7 5 2 4 3 9 8 6],1151032,[3 1 6 4 7 9 5 8 0 2]
88,135621,[0 4 3 9 5 1 8 6 7 2],147824,[0 4 7 3 2 9 5 6 1 8],494425,[1 4 3 0 8 5 2 6 9 7],335162,[0 9 3 5 6 1 2 7 4 8],1154064,[3 1 6 9 8 2 0 4 5 7]
89,191719,[0 5 8 1 3 7 4 2 9 6],189827,[0 5 7 6 4 9 2 8 3 1],490902,[1 4 2 5 8 9 3 0 6 7],384622,[1 0 6 4 3 2 9 8 5 7],1116960,[3 0 7 6 4 1 2 5 8 9]
90,188953,[0 5 7 4 3 8 1 2 9 6],141408,[0 4 6 1 5 7 2 3 8 9],535357,[1 5 3 2 7 4 8 0 9 6],357930,[0 9 8 1 2 6 7 3 4 5],1115836,[3 0 7 4 8 6 1 9 2 5]
91,186292,[0 5 6 9 7 3 1 8 2 4],169342,[0 5 2 7 3 1 9 8 4 6],480933,[1 3 9 4 8 6 7 2 5 0],352803,[0 9 7 1 2 3 4 6 8 5],1109262,[3 0 6 1 7 9 4 2 5 8]
92,164090,[0 5 1 6 9 4 2 7 3 8],149337,[0 4 7 6 3 5 2 8 9 1],491334,[1 4 2 6 5 7 3 0 8 9],320098,[0 8 9 4 5 3 2 7 1 6],1101339,[3 0 4 6 7 9 1 5 8 2]
93,145165,[0 4 6 8 5 7 3 1 9 2],138645,[0 4 5 6 7 2 9 3 8 1],510402,[1 4 7 2 9 3 8 0 5 6],371702,[1 0 3 8 4 6 7 5 2 9],1112766,[3 0 6 8 5 1 4 2 7 9]
94,135596,[0 4 3 9 2 8 7 5 1 6],183576,[0 5 6 3 9 8 1 2 4 7],476505,[1 3 8 5 7 9 2 4 6 0],349156,[0 9 6 2 8 5 1 7 3 4],1162881,[3 1 8 7 0 6 4 5 9 2]
95,167248,[0 5 2 3 4 8 7 9 1 6],155725,[0 4 8 9 2 6 5 1 7 3],516317,[1 4 8 5 0 7 2 9 6 3],321821,[0 8 9 6 7 5 1 4 3 2],1146026,[3 1 5 4 8 2 0 7 6 9]
96,134602,[0 4 3 7 9 6 2 8 1 5],186795,[0 5 7 1 4 8 2 6 9 3],484936,[1 4 0 3 7 2 8 9 5 6],376932,[1 0 4 8 6 2 7 3 5 9],1108939,[3 0 6 1 4 2 9 5 8 7]
97,151707,[0 4 8 1 7 3 2 6 9 5],200054,[0 5 9 6 8 1 4 3 2 7],535236,[1 5 3 2 6 4 8 0 7 9],323452,[0 9 1 3 4 6 2 8 5 7],1149420,[3 1 6 0 5 7 8 2 4 9]
98,193948,[0 5 8 4 3 2 1 9 6 7],199968,[0 5 9 6 7 3 1 2 4 8],495616,[1 4 3 5 6 0 8 9 2 7],319691,[0 8 9 4 1 2 5 7 6 3],1136352,[3 1 2 6 4 8 0 5 7 9]
99,134593,[0 4 3 7 9 6 1 2 8 5],138711,[0 4 5 6 7 9 3 2 8 1],538086,[1 5 3 8 4 0 6 2 7 9],358872,[0 9 8 2 4 6 1 3 5 7],1140659,[3 1 4 5 2 7 6 9 8 0]
100,135085,[0 4 3 8 6 7 5 1 9 2],160996,[0 4 9 8 5 6 1 7 2 3],541374,[1 5 4 3 9 6 2 0 7 8],339120,[0 9 4 3 1 2 5 6 7 8],1156159,[3 1 7 4 8 6 2 0 9 5]
1,198495,[0 5 9 3 7 1 6 4 8 2],178694,[0 5 4 6 2 1 8 7 3 9],478256,[1 3 8 9 2 5 4 6 0 7],333003,[0 9 3 1 6 2 4 7 8 5],1110746,[3 0 6 4 8 2 1 7 5 9]
2,174834,[0 5 3 7 8 9 6 1 2 4],155233,[0 4 8 7 5 6 1 2 9 3],534901,[1 5 3 0 9 6 7 2 8 4],345008,[0 9 5 4 2 1 6 7 3 8],1138829,[3 1 2 9 7 4 0 8 6 5]
3,171393,[0 5 3 1 2 6 7 8 9 4],186327,[0 5 6 9 7 4 3 2 8 1],492502,[1 4 2 8 0 3 9 7 5 6],368456,[1 0 3 2 8 6 5 7 4 9],1109041,[3 0 6 1 5 2 4 7 9 8]
4,149448,[0 4 7 6 5 3 1 2 8 9],205302,[0 6 1 8 2 9 4 3 5 7],530450,[1 5 2 3 8 6 0 7 4 9],356667,[0 9 7 6 3 2 1 5 8 4],1159082,[3 1 7 9 8 0 2 5 4 6]
5,136470,[0 4 5 1 7 3 6 2 8 9],154380,[0 4 8 6 3 5 7 1 2 9],517565,[1 4 8 6 9 0 2 7 5 3],355146,[0 9 7 4 2 5 8 1 3 6],1124634,[3 0 9 1 8 7 6 2 4 5]
6,152775,[0 4 8 3 2 1 7 6 9 5],175188,[0 5 3 8 2 9 6 1 4 7],495394,[1 4 3 5 0 6 7 9 2 8],360455,[0 9 8 4 5 6 7 3 2 1],1157261,[3 1 7 6 2 9 0 8 5 4]
7,173336,[0 5 3 4 8 6 2 7 1 9],176133,[0 5 3 9 6 7 8 2 4 1],483139,[1 3 9 8 0 2 7 4 6 5],375150,[1 0 4 6 2 5 7 3 8 9],1170315,[3 2 0 4 6 8 1 7 9 5]
8,137483,[0 4 5 2 9 7 3 8 6 1],199729,[0 5 9 6 3 4 1 2 8 7],477274,[1 3 8 6 9 2 4 7 0 5],353966,[0 9 7 2 5 6 4 3 1 8],1119273,[3 0 8 1 6 4 5 7 9 2]
9,135118,[0 4 3 8 6 9 7 5 1 2],199521,[0 5 9 6 1 7 3 4 8 2],506122,[1 4 6 3 9 7 2 8 0 5],346568,[0 9 5 7 3 1 4 6 2 8],1116044,[3 0 7 5 1 4 9 6 2 8]
10,172449,[0 5 3 2 7 1 6 8 9 4],175995,[0 5 3 9 4 7 1 6 8 2],477984,[1 3 8 7 9 2 0 4 5 6],344652,[0 9 5 3 7 1 6 2 4 8],1103298,[3 0 4 9 5 1 8 2 6 7]
