99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
9,3474026,[9 5 1 3 0 4 2 7 6 8],2030152,[5 6 2 8 4 9 3 7 0 1],2561570,[7 0 5 2 8 4 1 6 3 9],3410270,[9 3 5 6 2 8 4 1 0 7],358761,[0 9 8 2 3 6 4 5 7 1]
10,2998757,[8 2 3 9 7 5 0 6 4 1],280497,[0 7 9 5 4 3 2 6 8 1],3532533,[9 6 4 8 1 5 7 2 3 0],1834319,[5 0 4 9 6 8 7 3 2 1],1870617,[5 1 4 2 0 7 6 8 9 3]
11,1647498,[4 5 8 9 1 0 7 2 3 6],456106,[1 3 4 6 5 9 2 8 0 7],837877,[2 3 8 1 7 4 6 0 9 5],1923120,[5 2 7 6 0 1 3 4 8 9],1558009,[4 2 7 0 9 5 1 3 8 6]
12,1642133,[4 5 7 8 6 2 0 9 3 1],1630798,[4 5 3 6 9 8 7 2 0 1],419522,[1 2 5 3 8 0 4 7 6 9],2760025,[7 5 3 6 2 1 0 4 9 8],913278,[2 5 7 1 4 8 3 0 6 9]
13,2931492,[8 0 6 5 4 1 7 2 3 9],238676,[0 6 9 3 4 8 7 2 1 5],1967414,[5 3 8 2 6 0 7 4 1 9],3283243,[9 0 4 5 1 3 8 2 7 6],1282655,[3 5 8 4 2 7 9 6 1 0]
14,1103817,[3 0 5 1 2 7 6 8 9 4],499708,[1 4 5 2 0 6 3 9 7 8],1918766,[5 2 6 7 9 4 3 1 0 8],756522,[2 0 8 1 7 4 9 3 5 6],2786990,[7 6 0 9 5 8 3 2 1 4]
15,1016067,[2 8 1 6 3 4 0 7 9 5],2479463,[6 8 3 9 5 0 7 4 2 1],2326762,[6 3 7 5 4 8 1 9 0 2],2444301,[6 7 4 9 8 0 5 2 3 1],2316783,[6 3 4 7 8 2 5 1 9 0]
16,1441207,[3 9 6 8 5 0 2 1 7 4],3356052,[9 2 1 8 3 0 6 4 5 7],1507228,[4 1 5 0 6 3 2 9 7 8],2590055,[7 1 2 9 3 6 8 5 4 0],3452384,[9 4 5 8 7 6 1 2 0 3]
17,599701,[1 6 8 9 7 3 4 0 5 2],272258,[0 7 8 1 2 9 3 5 4 6],2656987,[7 2 9 1 3 5 8 0 6 4],3262320,[8 9 7 2 0 1 3 4 5 6],1215065,[3 4 1 0 7 6 8 9 5 2]
18,1757709,[4 8 5 7 1 3 9 2 6 0],838333,[2 3 8 4 5 0 7 1 9 6],2847271,[7 8 4 9 3 1 2 0 6 5],1838427,[5 0 6 8 3 2 1 7 9 4],2792177,[7 6 2 0 1 3 8 9 5 4]
19,2701625,[7 4 0 1 3 6 8 9 5 2],2040321,[5 6 4 8 7 3 1 2 9 0],2763736,[7 5 4 2 6 0 8 9 1 3],3261794,[8 9 7 1 2 5 0 4 3 6],1101185,[3 0 4 6 5 7 8 9 2 1]
20,2104993,[5 8 1 6 4 7 0 2 9 3],904132,[2 5 4 3 8 6 0 9 1 7],1835492,[5 0 6 2 3 8 9 4 1 7],1794052,[4 9 3 8 6 2 0 7 1 5],30092,[0 1 7 9 6 5 8 3 2 4]
21,3227905,[8 9 0 4 2 3 1 5 7 6],283196,[0 8 1 3 4 9 7 5 2 6],3426857,[9 3 8 7 4 0 5 6 2 1],1851370,[5 0 9 3 4 1 6 8 2 7],1195852,[3 2 7 1 9 5 0 8 4 6]
22,1758220,[4 8 5 7 9 6 0 3 1 2],1416334,[3 9 1 0 2 7 8 6 4 5],1037078,[2 8 6 7 3 1 5 4 0 9],279148,[0 7 9 3 6 2 1 8 4 5],127329,[0 4 2 3 9 1 6 7 8 5]
23,2841131,[7 8 3 6 0 1 4 9 5 2],2167178,[5 9 6 8 7 4 0 2 1 3],50285,[0 2 3 9 8 1 4 7 6 5],2458065,[6 7 9 4 8 5 1 2 3 0],2292620,[6 2 8 9 1 0 7 4 3 5]
24,596307,[1 6 8 3 2 4 0 7 9 5],1054130,[2 9 1 3 0 6 4 7 5 8],273266,[0 7 8 2 5 3 1 6 4 9],3576224,[9 7 5 3 8 6 1 2 0 4],1188963,[3 2 5 9 4 0 1 7 8 6]
25,2185661,[6 0 2 7 5 9 1 8 4 3],586391,[1 6 5 3 4 7 9 8 2 0],1055103,[2 9 1 4 5 6 7 3 8 0],1880781,[5 1 7 2 3 0 9 6 8 4],578594,[1 6 3 8 5 7 0 4 2 9]
26,374567,[1 0 4 5 3 6 9 8 7 2],2505859,[6 9 1 2 4 0 8 3 7 5],3309858,[9 1 0 7 2 3 8 4 5 6],314622,[0 8 7 3 9 6 2 1 4 5],1276431,[3 5 7 1 8 9 4 2 6 0]
27,3592309,[9 8 0 6 2 7 4 1 5 3],2280799,[6 2 5 4 8 7 1 0 9 3],1009622,[2 8 0 4 3 6 7 5 1 9],3367723,[9 2 5 1 4 3 8 0 7 6],1499660,[4 1 2 6 9 0 8 5 3 7]
28,3175639,[8 6 7 0 4 5 2 1 9 3],763657,[2 0 9 5 6 8 1 3 7 4],647002,[1 8 0 4 6 7 3 9 2 5],2631427,[7 2 3 0 8 5 9 1 6 4],141252,[0 4 6 1 3 2 8 5 7 9]
29,664682,[1 8 4 9 2 0 3 6 5 7],1176383,[3 2 1 5 9 0 8 7 6 4],1557529,[4 2 7 0 3 6 1 5 9 8],316969,[0 8 7 9 2 4 1 3 6 5],269190,[0 7 6 3 9 2 4 1 5 8]
30,3355078,[9 2 1 6 7 8 5 4 0 3],2650938,[7 2 6 9 8 0 5 1 3 4],2986932,[8 2 0 6 5 1 7 3 4 9],2807470,[7 6 5 0 2 4 9 8 1 3],2779011,[7 5 9 2 6 3 0 4 8 1]
31,1140185,[3 1 4 2 7 6 8 9 5 0],1713778,[4 7 5 0 2 6 3 9 1 8],2588918,[7 1 2 6 8 3 5 4 0 9],1367065,[3 7 9 1 6 2 0 4 8 5],184353,[0 5 6 7 1 3 4 8 9 2]
32,702701,[1 9 4 3 8 7 0 6 5 2],1018416,[2 8 3 0 5 9 1 4 6 7],3555249,[9 7 1 3 8 0 4 5 6 2],73342,[0 2 8 5 9 1 7 6 3 4],3105626,[8 5 0 2 4 3 1 7 6 9]
33,3250417,[8 9 4 7 2 6 0 1 5 3],3116105,[8 5 2 1 9 4 6 7 3 0],311618,[0 8 6 7 5 9 1 3 2 4],668531,[1 8 5 6 4 0 3 9 7 2],2909211,[8 0 2 3 6 5 1 7 9 4]
34,2156819,[5 9 3 8 4 2 1 7 6 0],3214443,[8 7 5 6 3 0 1 4 9 2],1283445,[3 5 8 6 4 1 9 2 7 0],423188,[1 2 5 9 7 4 8 3 0 6],2865959,[7 9 0 5 3 8 6 4 2 1]
35,894138,[2 5 1 4 9 0 8 3 6 7],2817141,[7 6 8 9 4 0 5 2 3 1],1095364,[3 0 2 5 6 1 4 9 7 8],996064,[2 7 6 5 3 4 8 9 0 1],3250224,[8 9 4 7 1 2 0 3 5 6]
36,2851794,[7 8 5 6 4 9 3 0 1 2],137197,[0 4 5 2 7 3 8 1 9 6],3508348,[9 6 0 1 7 3 2 8 4 5],2561430,[7 0 5 2 6 3 4 1 8 9],1782338,[4 9 1 6 3 8 0 5 2 7]
37,1347605,[3 7 4 2 8 0 1 9 6 5],1931031,[5 2 9 0 8 7 4 3 6 1],1441503,[3 9 7 0 1 5 6 4 8 2],2521225,[6 9 4 1 7 2 0 3 8 5],427732,[1 2 6 9 0 5 3 8 4 7]
38,1661253,[4 6 1 7 2 8 9 3 5 0],997215,[2 7 6 9 0 1 5 4 8 3],1133751,[3 1 0 9 6 8 5 4 7 2],3113730,[8 5 1 7 4 6 9 0 2 3],1749443,[4 8 3 0 7 6 2 9 5 1]
39,2108496,[5 8 2 3 4 9 0 1 6 7],3087291,[8 4 5 3 9 2 0 6 7 1],1148622,[3 1 5 9 2 8 4 0 6 7],2169252,[5 9 7 2 8 0 4 1 3 6],1687726,[4 6 8 9 0 2 7 5 1 3]
40,3081619,[8 4 3 5 0 1 9 2 7 6],661101,[1 8 4 2 3 0 9 6 7 5],1311758,[3 6 5 1 9 2 7 4 0 8],462928,[1 3 5 8 9 6 4 7 0 2],3128432,[8 5 4 7 0 2 3 6 1 9]
41,2015749,[5 4 9 8 3 7 2 0 6 1],1837935,[5 0 6 7 8 1 4 3 9 2],3457246,[9 4 6 8 5 1 7 3 0 2],969432,[2 7 0 4 5 8 1 3 6 9],1324839,[3 6 8 9 0 2 5 4 7 1]
42,1694293,[4 7 0 2 3 1 8 5 9 6],3173143,[8 6 5 4 0 9 2 1 7 3],486000,[1 4 0 6 2 3 5 7 8 9],1781218,[4 9 1 3 8 5 2 7 0 6],1561260,[4 2 7 8 3 5 6 0 1 9]
43,2868878,[7 9 1 2 5 3 6 4 0 8],307146,[0 8 5 9 4 3 7 1 2 6],1318162,[3 6 7 4 8 5 1 9 0 2],371983,[1 0 3 8 6 9 4 2 7 5],1703538,[4 7 2 0 1 3 9 5 6 8]
44,1876385,[5 1 6 3 0 7 8 9 4 2],595643,[1 6 8 2 3 7 4 9 5 0],990747,[2 7 5 6 0 3 1 8 9 4],2932503,[8 0 6 7 9 3 4 2 5 1],715224,[1 9 6 8 3 2 0 4 5 7]
45,659648,[1 8 3 9 2 0 5 6 4 7],1620270,[4 5 1 6 3 2 7 0 8 9],2419532,[6 7 0 1 4 8 9 3 2 5],425395,[1 2 6 4 8 9 7 0 5 3],2890627,[7 9 5 3 6 2 8 0 4 1]
46,3434363,[9 4 1 3 8 6 2 7 5 0],2990609,[8 2 1 4 6 7 5 9 3 0],2367745,[6 4 7 8 3 1 0 2 9 5],2633421,[7 2 3 5 6 0 9 4 8 1],70371,[0 2 7 9 6 4 1 5 8 3]
47,3154461,[8 6 1 9 2 0 7 4 5 3],2015223,[5 4 9 7 8 2 3 1 6 0],2795778,[7 6 2 8 0 1 9 3 4 5],1575182,[4 3 0 6 8 5 7 2 1 9],2714760,[7 4 2 6 5 0 1 3 8 9]
48,1280714,[3 5 8 0 7 6 1 4 2 9],1601190,[4 3 7 6 9 1 2 0 5 8],2690810,[7 3 6 9 1 4 0 5 2 8],1560156,[4 2 7 5 9 1 6 0 3 8],2760951,[7 5 3 8 4 9 2 1 6 0]
49,865194,[2 4 5 7 6 9 8 0 1 3],1556333,[4 2 6 8 5 3 0 9 7 1],59356,[0 2 5 8 4 7 1 9 3 6],817615,[2 3 4 1 7 6 5 0 9 8],3335025,[9 1 6 5 8 7 2 3 4 0]
50,1478740,[4 0 7 3 8 9 1 6 2 5],2275347,[6 2 4 5 1 3 0 8 9 7],1822135,[5 0 2 6 8 4 3 1 9 7],316634,[0 8 7 6 5 4 1 3 2 9],3458770,[9 4 7 1 8 0 3 6 2 5]
51,1980545,[5 4 0 9 7 3 6 8 2 1],3403290,[9 3 4 1 7 6 8 0 2 5],2148900,[5 9 2 3 6 4 7 0 1 8],2472006,[6 8 2 4 3 0 5 1 7 9],2174908,[5 9 8 3 6 1 0 7 2 4]
52,2841054,[7 8 3 5 9 2 1 0 4 6],2804592,[7 6 4 3 1 8 0 2 5 9],3528947,[9 6 4 1 2 8 3 7 5 0],1678150,[4 6 5 9 7 2 8 3 0 1],703228,[1 9 4 5 7 2 0 8 3 6]
53,2937512,[8 0 7 6 9 2 3 4 1 5],1765544,[4 8 7 2 0 9 3 5 1 6],2054961,[5 6 9 7 0 4 2 3 8 1],1229224,[3 4 5 9 1 6 7 8 0 2],295607,[0 8 3 6 5 2 9 7 4 1]
54,2409597,[6 5 8 0 4 9 7 2 3 1],250180,[0 7 2 6 4 9 1 8 3 5],1510250,[4 1 5 7 6 3 0 8 2 9],1638391,[4 5 7 0 6 2 3 1 9 8],830297,[2 3 6 8 1 0 7 9 5 4]
55,1049302,[2 9 0 3 5 1 8 7 4 6],189746,[0 5 7 6 4 2 1 8 3 9],3461696,[9 4 7 6 8 2 1 3 0 5],2122933,[5 8 6 1 4 0 7 2 9 3],1166415,[3 1 9 5 0 2 7 6 8 4]
56,1405032,[3 8 7 6 2 5 0 1 4 9],3090915,[8 4 6 1 9 5 0 3 7 2],38184,[0 1 9 6 2 4 3 5 7 8],730085,[2 0 1 9 3 4 5 8 7 6],3448381,[9 4 5 1 3 6 7 0 8 2]
57,1621260,[4 5 1 7 8 3 6 0 2 9],1881638,[5 1 7 3 4 2 8 6 0 9],757447,[2 0 8 4 1 3 6 5 9 7],36789,[0 1 9 4 2 6 8 5 7 3],1001791,[2 7 8 6 3 1 4 0 9 5]
58,3556491,[9 7 1 5 4 3 0 6 8 2],1541400,[4 2 1 8 9 0 3 5 6 7],3184986,[8 6 9 7 3 2 5 0 1 4],2798394,[7 6 3 1 5 9 8 0 2 4],1445492,[3 9 7 6 4 5 8 1 0 2]
59,1653381,[4 6 0 1 5 2 9 7 8 3],3232956,[8 9 1 4 2 3 6 0 5 7],1819956,[5 0 2 1 8 4 7 3 6 9],3210282,[8 7 4 9 5 1 6 0 2 3],135253,[0 4 3 8 9 1 6 2 7 5]
60,292512,[0 8 3 1 4 7 2 5 6 9],3287284,[9 0 5 2 7 1 3 8 4 6],3118172,[8 5 2 6 7 4 9 1 0 3],3532611,[9 6 4 8 2 3 0 5 7 1],671081,[1 8 6 2 0 4 7 9 5 3]
61,564540,[1 6 0 2 3 7 8 4 5 9],2382530,[6 5 0 8 1 4 2 7 3 9],972883,[2 7 1 0 4 5 9 3 8 6],415818,[1 2 4 6 7 0 9 3 5 8],1968948,[5 3 8 6 4 9 2 0 1 7]
62,123288,[0 4 1 6 3 7 2 5 8 9],2424369,[6 7 1 0 3 2 5 8 9 4],3144445,[8 5 9 7 1 4 3 0 6 2],446937,[1 3 0 7 8 5 4 6 9 2],821928,[2 3 5 0 7 6 1 4 8 9]
63,864166,[2 4 5 6 1 3 9 8 0 7],928783,[2 6 0 3 9 8 4 1 7 5],2135714,[5 8 9 6 1 4 0 3 2 7],524016,[1 4 9 8 6 7 0 2 3 5],3373449,[9 2 6 3 4 0 5 7 8 1]
64,10052,[0 1 3 9 8 6 7 4 2 5],2973082,[8 1 6 9 2 5 3 7 0 4],3172010,[8 6 5 2 4 3 0 7 1 9],606048,[1 7 0 3 8 5 2 4 6 9],1597583,[4 3 6 9 8 0 7 5 2 1]
65,1859862,[5 1 2 0 3 9 6 4 7 8],2160588,[5 9 4 6 7 8 2 0 1 3],948476,[2 6 5 1 3 9 8 4 0 7],470502,[1 3 7 4 5 9 2 0 6 8],197104,[0 5 9 1 7 4 6 8 2 3]
66,946086,[2 6 4 8 0 1 5 3 7 9],3031559,[8 3 1 5 4 9 7 6 2 0],880000,[2 4 8 6 1 3 7 9 0 5],1671723,[4 6 3 7 9 0 1 5 8 2],2056099,[5 6 9 8 4 0 7 1 3 2]
67,1985518,[5 4 1 9 6 8 7 3 0 2],2108561,[5 8 2 3 6 1 7 9 4 0],3489469,[9 5 4 2 3 8 6 0 7 1],2094742,[5 7 9 4 2 0 8 6 1 3],218773,[0 6 4 3 9 1 7 2 8 5]
68,775962,[2 1 3 9 7 4 8 0 5 6],618102,[1 7 3 6 4 9 2 0 5 8],688830,[1 9 0 6 7 3 4 2 5 8],2863303,[7 9 0 1 6 8 3 2 5 4],2020413,[5 6 0 9 1 7 8 3 4 2]
69,210968,[0 6 2 9 1 3 5 7 4 8],1276436,[3 5 7 1 8 9 6 2 0 4],828263,[2 3 6 4 5 0 9 8 7 1],3356217,[9 2 1 8 4 5 3 6 7 0],3140482,[8 5 9 0 6 4 2 7 1 3]
70,1758075,[4 8 5 7 6 3 0 2 9 1],2343623,[6 4 1 0 2 3 9 8 7 5],2415786,[6 5 9 2 1 4 8 0 3 7],3478630,[9 5 2 1 4 6 8 7 0 3],585990,[1 6 5 2 9 3 4 0 7 8]
71,35399,[0 1 9 2 3 8 7 6 5 4],1426377,[3 9 4 0 1 6 5 7 8 2],420277,[1 2 5 4 8 3 7 0 9 6],255908,[0 7 3 8 4 5 9 2 1 6],2759681,[7 5 3 4 9 1 6 8 2 0]
72,2532251,[6 9 7 3 0 1 4 8 5 2],2868912,[7 9 1 2 5 6 0 3 4 8],1528096,[4 1 9 2 5 0 7 8 3 6],176148,[0 5 3 9 6 8 4 1 2 7],3069338,[8 4 0 9 7 6 1 3 2 5]
73,3243015,[8 9 3 4 1 0 6 5 7 2],1344910,[3 7 2 8 9 4 6 5 0 1],1703509,[4 7 1 9 8 6 3 0 5 2],3264934,[8 9 7 5 3 4 6 2 0 1],15984,[0 1 5 3 4 6 2 7 8 9]
74,3213808,[8 7 5 4 3 6 2 9 0 1],1380577,[3 8 1 9 4 7 0 2 6 5],1456838,[4 0 2 1 6 5 8 7 3 9],2802114,[7 6 3 9 5 8 4 0 1 2],625900,[1 7 5 2 3 9 0 8 4 6]
75,39756,[0 1 9 8 3 4 6 2 5 7],2660065,[7 2 9 6 4 1 0 3 8 5],1975618,[5 3 9 8 7 2 1 6 0 4],827868,[2 3 6 1 8 9 5 0 4 7],3380425,[9 2 7 6 0 3 1 4 8 5]
76,1534902,[4 2 0 6 8 9 3 1 5 7],703922,[1 9 4 6 7 0 2 5 3 8],3426855,[9 3 8 7 4 0 5 2 6 1],254586,[0 7 3 5 6 4 9 1 2 8],3238308,[8 9 2 4 5 7 3 0 1 6]
77,2483145,[6 8 4 5 7 9 1 2 3 0],1110544,[3 0 6 4 5 7 8 9 1 2],3316288,[9 1 2 8 7 5 4 6 0 3],3272615,[9 0 2 4 3 7 8 6 5 1],2904489,[8 0 1 4 2 3 6 7 9 5]
78,966035,[2 6 9 5 7 1 3 8 4 0],1572891,[4 3 0 1 7 6 2 8 9 5],3047204,[8 3 5 6 1 2 9 4 0 7],3121321,[8 5 3 2 1 0 4 6 9 7],1887409,[5 1 8 4 3 6 0 2 9 7]
79,3530461,[9 6 4 3 2 5 7 0 8 1],3027729,[8 3 0 7 2 1 5 6 9 4],1395437,[3 8 5 9 0 6 1 7 4 2],3154076,[8 6 1 7 4 9 5 2 0 3],1902053,[5 2 1 4 8 6 0 9 7 3]
80,2345100,[6 4 1 3 0 7 8 2 5 9],1189651,[3 2 6 0 4 8 9 1 7 5],2284731,[6 2 7 3 1 5 0 8 9 4],2843119,[7 8 4 0 6 5 2 1 9 3],3095494,[8 4 7 1 2 6 9 5 0 3]
81,813908,[2 3 1 6 5 7 9 4 0 8],491992,[1 4 2 7 3 9 6 8 0 5],518940,[1 4 8 9 6 3 5 0 2 7],2033941,[5 6 3 4 9 2 7 0 8 1],2165387,[5 9 6 4 2 8 1 7 3 0]
82,2312885,[6 3 2 9 4 0 1 8 7 5],680965,[1 8 9 0 6 5 4 2 7 3],1916185,[5 2 6 1 4 3 0 7 9 8],1810814,[4 9 8 2 0 1 6 5 3 7],2342426,[6 4 0 8 3 2 1 7 5 9]
83,2311735,[6 3 2 7 8 4 1 0 9 5],2801193,[7 6 3 8 4 1 2 5 9 0],270507,[0 7 6 5 8 2 1 4 9 3],1817059,[5 0 1 6 8 2 9 3 7 4],1259078,[3 5 1 8 7 2 6 4 0 9]
84,2779744,[7 5 9 3 6 2 4 8 0 1],2494905,[6 8 9 0 1 7 3 4 5 2],3332767,[9 1 6 2 8 0 4 3 7 5],3595425,[9 8 1 3 5 7 2 4 6 0],124244,[0 4 1 7 6 3 9 5 2 8]
85,1375822,[3 8 0 9 7 1 6 5 2 4],2841517,[7 8 3 6 4 1 5 0 9 2],842892,[2 3 9 1 7 0 6 4 5 8],338712,[0 9 4 2 5 7 1 3 6 8],516331,[1 4 8 5 0 7 9 2 6 3]
86,1892933,[5 1 9 6 0 4 2 8 7 3],2503054,[6 9 0 5 3 7 8 4 1 2],2657343,[7 2 9 1 6 4 5 3 8 0],3284674,[9 0 4 7 1 3 5 8 2 6],601559,[1 6 9 3 4 8 7 5 2 0]
87,1358992,[3 7 6 5 2 9 4 8 0 1],2846740,[7 8 4 6 5 9 0 3 1 2],1505149,[4 1 3 7 5 9 6 0 8 2],2621180,[7 2 0 1 6 3 9 5 4 8],2280799,[6 2 5 4 8 7 1 0 9 3]
88,842109,[2 3 9 0 6 5 8 4 7 1],2867281,[7 9 0 8 3 1 2 4 6 5],2266368,[6 2 1 7 8 4 0 3 5 9],2625900,[7 2 1 0 3 6 8 4 5 9],2619074,[7 1 9 5 4 6 0 3 2 8]
89,1108806,[3 0 6 1 2 4 7 5 8 9],3026053,[8 3 0 4 9 1 6 2 7 5],1419122,[3 9 1 6 0 2 4 7 5 8],1896014,[5 2 0 3 6 1 8 7 4 9],1710749,[4 7 3 5 0 2 1 9 8 6]
90,3082909,[8 4 3 6 7 9 2 0 5 1],3320094,[9 1 3 7 2 5 4 0 6 8],647545,[1 8 0 5 4 3 2 6 9 7],58760,[0 2 5 7 6 8 3 4 1 9],3405559,[9 3 4 6 8 5 1 0 7 2]
91,1231824,[3 4 6 2 9 1 0 5 7 8],1849428,[5 0 8 9 4 7 3 1 2 6],2755762,[7 5 2 8 3 6 1 9 0 4],2273481,[6 2 4 0 7 8 3 5 9 1],1663695,[4 6 2 0 8 1 7 5 9 3]
92,1384917,[3 8 2 7 4 9 6 1 5 0],390988,[1 0 7 6 2 4 3 9 5 8],1853890,[5 0 9 7 8 1 3 6 2 4],3318590,[9 1 3 5 0 8 6 4 2 7],2862131,[7 8 9 6 1 0 3 5 4 2]
93,121128,[0 4 1 2 5 7 3 6 8 9],1358127,[3 7 6 4 1 8 5 2 9 0],2911167,[8 0 2 6 3 7 5 4 9 1],3499208,[9 5 7 2 0 1 4 6 3 8],367377,[1 0 2 9 4 6 5 7 8 3]
94,1817274,[5 0 1 6 9 8 7 2 3 4],3393875,[9 3 1 4 7 2 5 8 6 0],1627823,[4 5 2 9 8 0 7 6 3 1],2232400,[6 1 3 9 5 2 7 8 0 4],1238373,[3 4 7 6 9 5 8 1 2 0]
95,2518368,[6 9 3 5 7 2 0 1 4 8],1872439,[5 1 4 6 7 8 2 0 9 3],147127,[0 4 7 2 5 1 6 3 9 8],277628,[0 7 9 1 5 4 8 3 2 6],1170689,[3 2 0 4 9 7 6 8 5 1]
96,2010036,[5 4 8 7 6 1 3 0 2 9],3007434,[8 2 5 6 9 7 4 0 1 3],173201,[0 5 3 4 7 2 8 9 6 1],525743,[1 5 0 4 3 2 9 8 7 6],105306,[0 3 6 9 2 5 8 1 4 7]
97,831416,[2 3 6 9 7 4 1 5 0 8],2245716,[6 1 7 5 0 3 8 2 4 9],1466522,[4 0 3 9 8 1 2 6 5 7],1260449,[3 5 2 0 7 8 6 9 4 1],1791528,[4 9 3 5 1 6 0 2 7 8]
98,2749929,[7 5 1 6 3 0 4 8 9 2],927932,[2 6 0 1 8 7 9 4 3 5],1743524,[4 8 1 9 5 2 7 3 0 6],3361695,[9 2 4 0 1 3 7 6 8 5],1014480,[2 8 1 4 0 3 5 6 7 9]
99,112478,[0 3 8 4 2 5 7 6 1 9],2028924,[5 6 2 4 9 7 3 0 1 8],443731,[1 3 0 2 5 8 9 4 7 6],2465248,[6 8 1 0 9 5 4 7 2 3],3085597,[8 4 5 1 6 2 7 0 9 3]
100,3307364,[9 1 0 3 6 4 8 5 2 7],2182580,[6 0 2 1 5 3 9 7 4 8],1544393,[4 2 3 5 9 8 6 7 1 0],2349432,[6 4 2 1 0 8 3 5 7 9],285907,[0 8 1 7 2 5 9 3 6 4]
1,1450134,[3 9 8 6 0 4 2 1 5 7],883404,[2 4 9 1 8 6 5 0 3 7],2475649,[6 8 3 1 4 5 0 2 9 7],541927,[1 5 4 6 8 0 3 2 9 7],972033,[2 7 0 9 1 4 5 6 8 3]
2,2379788,[6 5 0 2 3 7 9 4 1 8],1398477,[3 8 6 4 1 9 7 2 5 0],2111809,[5 8 3 0 1 6 2 4 9 7],2307639,[6 3 1 9 0 4 7 5 8 2],426087,[1 2 6 5 8 7 4 3 9 0]
3,1071035,[2 9 5 4 6 1 3 8 7 0],326111,[0 9 1 6 8 4 7 5 3 2],1867407,[5 1 3 6 7 8 4 2 9 0],1799698,[4 9 6 0 5 3 2 8 1 7],3224185,[8 7 9 5 0 2 1 3 6 4]
4,2700922,[7 3 9 8 1 5 2 6 0 4],2806579,[7 6 4 9 0 1 8 2 5 3],1613093,[4 5 0 1 6 7 2 9 8 3],934745,[2 6 1 5 3 7 8 9 4 0],2800580,[7 6 3 5 8 0 9 2 1 4]
5,1385139,[3 8 2 7 6 9 0 4 5 1],850326,[2 4 0 8 1 3 6 5 7 9],1756409,[4 8 5 3 2 7 6 9 1 0],3535033,[9 6 5 2 7 4 0 1 8 3],421345,[1 2 5 7 3 4 0 6 9 8]
6,3042097,[8 3 4 6 0 9 1 2 7 5],535734,[1 5 3 4 0 7 6 2 8 9],625665,[1 7 5 0 9 8 3 4 6 2],2323416,[6 3 5 9 8 7 0 1 2 4],2709286,[7 4 1 5 9 2 8 6 0 3]
7,3191842,[8 7 1 3 0 6 4 9 2 5],1461038,[4 0 2 9 3 5 7 6 1 8],1830298,[5 0 4 2 1 7 6 9 3 8],2008976,[5 4 8 6 1 3 2 7 0 9],2916472,[8 0 3 6 5 9 4 7 1 2]
8,3317506,[9 1 3 2 6 8 4 7 0 5],386324,[1 0 6 7 5 3 9 4 2 8],602984,[1 6 9 5 3 8 2 4 0 7],2022870,[5 6 1 3 7 2 4 0 8 9],790141,[2 1 6 8 4 5 7 0 9 3]
