100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
28,460,[0 4 6 1 5 2 3],3719,[5 0 6 4 3 2 1],1554,[2 0 6 5 1 3 4],3123,[4 2 0 1 5 6 3]
29,5008,[6 5 3 2 4 0 1],1775,[2 3 5 6 4 1 0],4508,[6 1 3 5 2 0 4],1395,[1 6 4 0 3 5 2]
30,1612,[2 1 4 0 6 3 5],973,[1 3 0 5 2 6 4],4694,[6 3 0 4 2 1 5],1207,[1 5 0 3 2 6 4]
31,2100,[2 6 3 4 0 1 5],528,[0 5 3 1 2 4 6],3893,[5 2 3 0 6 4 1],4703,[6 3 0 5 4 2 1]
32,1077,[1 3 6 5 2 4 0],2000,[2 5 4 1 3 0 6],3330,[4 3 5 6 0 1 2],2238,[3 0 5 2 1 4 6]
33,161,[0 2 3 5 6 4 1],42,[0 1 3 6 2 4 5],4513,[6 1 4 0 2 5 3],824,[1 0 6 3 4 2 5]
34,1647,[2 1 5 4 3 6 0],2280,[3 1 0 2 4 5 6],3054,[4 1 3 2 0 5 6],2429,[3 2 1 0 6 5 4]
35,2304,[3 1 2 0 4 5 6],3136,[4 2 0 5 6 1 3],3762,[5 1 2 6 0 3 4],2004,[2 5 4 3 0 1 6]
36,449,[0 4 5 3 6 2 1],441,[0 4 5 2 3 6 1],4780,[6 3 5 0 4 1 2],1574,[2 1 0 5 4 3 6]
37,1724,[2 3 1 6 4 0 5],800,[1 0 5 3 4 2 6],1510,[2 0 4 6 5 1 3],232,[0 2 6 4 5 1 3]
38,3059,[4 1 3 2 6 5 0],1981,[2 5 3 4 0 6 1],4526,[6 1 4 3 2 0 5],2534,[3 4 0 5 2 1 6]
39,3364,[4 5 0 1 6 2 3],4764,[6 3 4 2 0 1 5],4392,[6 0 4 1 2 3 5],1681,[2 3 0 1 4 6 5]
40,1802,[2 4 0 1 5 3 6],3585,[4 6 5 1 2 3 0],2183,[3 0 1 6 5 4 2],2975,[4 0 5 6 3 2 1]
41,1884,[2 4 5 3 0 1 6],1685,[2 3 0 1 6 5 4],679,[0 6 4 2 1 5 3],3884,[5 2 1 6 3 0 4]
42,1210,[1 5 0 3 6 2 4],4642,[6 2 4 1 5 0 3],2358,[3 1 5 2 0 4 6],2821,[3 6 2 4 0 5 1]
43,3226,[4 2 6 1 5 0 3],3453,[4 5 3 6 1 2 0],1578,[2 1 0 6 3 4 5],4550,[6 1 5 3 2 0 4]
44,4615,[6 2 3 1 0 5 4],3246,[4 3 0 2 1 5 6],1190,[1 4 6 3 2 0 5],2912,[4 0 2 3 5 1 6]
45,29,[0 1 3 2 6 5 4],2599,[3 4 5 1 0 6 2],4434,[6 0 5 4 1 2 3],1565,[2 1 0 3 6 5 4]
46,2767,[3 6 0 2 1 5 4],1391,[1 6 3 5 4 2 0],2310,[3 1 2 4 0 5 6],4401,[6 0 4 2 3 5 1]
47,4032,[5 3 4 0 1 2 6],3217,[4 2 6 0 1 5 3],1010,[1 3 4 0 5 2 6],4237,[5 6 1 3 0 4 2]
48,2233,[3 0 5 1 2 6 4],2681,[3 5 1 4 6 2 0],1961,[2 5 1 4 6 3 0],493,[0 5 1 4 2 6 3]
49,3214,[4 2 5 6 3 0 1],3800,[5 1 4 2 3 0 6],1828,[2 4 1 0 6 3 5],3627,[5 0 2 1 4 6 3]
50,3437,[4 5 3 0 6 2 1],3137,[4 2 0 5 6 3 1],1163,[1 4 5 2 6 3 0],928,[1 2 5 4 6 0 3]
51,3912,[5 2 4 0 1 3 6],2520,[3 4 0 1 2 5 6],2973,[4 0 5 6 2 3 1],2024,[2 5 6 1 3 0 4]
52,4596,[6 2 1 4 0 3 5],4059,[5 3 6 0 2 4 1],928,[1 2 5 4 6 0 3],2634,[3 4 6 5 0 1 2]
53,2904,[4 0 2 1 3 5 6],1068,[1 3 6 4 0 2 5],2352,[3 1 5 0 2 4 6],1191,[1 4 6 3 2 5 0]
54,2357,[3 1 5 0 6 4 2],4043,[5 3 4 1 6 2 0],2771,[3 6 0 2 5 4 1],1790,[2 3 6 4 1 0 5]
55,3147,[4 2 1 0 5 6 3],3670,[5 0 3 6 4 1 2],289,[0 3 4 1 2 6 5],1674,[2 1 6 5 0 3 4]
56,59,[0 1 4 3 6 5 2],2861,[3 6 5 0 4 2 1],3872,[5 2 1 3 4 0 6],2602,[3 4 5 1 6 0 2]
57,102,[0 1 6 3 2 4 5],429,[0 4 3 6 2 5 1],3890,[5 2 3 0 4 1 6],2429,[3 2 1 0 6 5 4]
58,4819,[6 4 0 5 1 3 2],2455,[3 2 4 1 0 6 5],1592,[2 1 3 4 5 0 6],624,[0 6 2 1 3 4 5]
59,3382,[4 5 0 6 3 1 2],3533,[4 6 2 0 5 3 1],2093,[2 6 3 0 5 4 1],1175,[1 4 5 6 3 2 0]
60,4797,[6 3 5 4 1 2 0],2202,[3 0 2 6 1 4 5],789,[1 0 4 6 3 5 2],1972,[2 5 3 0 6 1 4]
61,2144,[2 6 5 1 3 0 4],930,[1 2 5 6 0 3 4],3537,[4 6 2 1 3 5 0],1994,[2 5 4 0 3 1 6]
62,456,[0 4 6 1 2 3 5],3631,[5 0 2 3 1 6 4],522,[0 5 2 6 1 3 4],759,[1 0 3 5 4 6 2]
63,4012,[5 3 2 0 6 1 4],2954,[4 0 5 1 3 2 6],4363,[6 0 2 5 1 4 3],2689,[3 5 2 0 1 6 4]
64,1765,[2 3 5 4 0 6 1],4804,[6 4 0 1 5 2 3],3090,[4 1 5 6 0 2 3],368,[0 4 1 3 5 2 6]
65,4079,[5 3 6 4 2 1 0],3944,[5 2 6 1 3 0 4],4279,[5 6 3 1 0 4 2],4100,[5 4 0 6 2 1 3]
66,2842,[3 6 4 1 5 0 2],757,[1 0 3 5 2 6 4],2591,[3 4 2 6 5 1 0],2355,[3 1 5 0 4 6 2]
67,4555,[6 1 5 4 0 3 2],2286,[3 1 0 4 2 5 6],3245,[4 3 0 1 6 5 2],1453,[2 0 1 5 3 6 4]
68,1121,[1 4 2 5 6 3 0],432,[0 4 5 1 2 3 6],4993,[6 5 3 0 1 4 2],3498,[4 6 0 5 1 2 3]
69,2770,[3 6 0 2 5 1 4],3940,[5 2 6 0 4 1 3],2806,[3 6 1 5 4 0 2],4060,[5 3 6 0 4 1 2]
70,2187,[3 0 2 1 5 6 4],3368,[4 5 0 2 3 1 6],715,[0 6 5 4 1 3 2],4555,[6 1 5 4 0 3 2]
71,51,[0 1 4 2 5 6 3],1480,[2 0 3 5 6 1 4],1848,[2 4 3 0 1 5 6],864,[1 2 3 0 4 5 6]
72,342,[0 3 6 2 1 4 5],684,[0 6 4 3 1 2 5],4226,[5 6 1 0 3 2 4],1578,[2 1 0 6 3 4 5]
73,2286,[3 1 0 4 2 5 6],2717,[3 5 4 0 6 2 1],155,[0 2 3 4 6 5 1],1724,[2 3 1 6 4 0 5]
74,4844,[6 4 1 5 2 0 3],2062,[2 6 0 5 4 1 3],4195,[5 4 6 3 0 2 1],3434,[4 5 3 0 2 1 6]
75,1645,[2 1 5 4 0 6 3],622,[0 6 1 5 4 2 3],1169,[1 4 5 3 6 2 0],2323,[3 1 2 6 0 5 4]
76,2852,[3 6 4 5 1 0 2],1381,[1 6 3 4 0 5 2],2698,[3 5 2 1 6 0 4],3832,[5 1 6 3 4 0 2]
77,3460,[4 5 6 0 3 1 2],1979,[2 5 3 1 6 4 0],4320,[6 0 1 2 3 4 5],1993,[2 5 4 0 1 6 3]
78,2414,[3 2 0 5 4 1 6],3814,[5 1 4 6 3 0 2],2360,[3 1 5 2 4 0 6],1457,[2 0 1 5 6 4 3]
79,591,[0 5 6 3 2 4 1],4490,[6 1 3 0 4 2 5],4271,[5 6 2 4 3 1 0],2578,[3 4 2 1 6 0 5]
80,294,[0 3 4 2 1 5 6],2004,[2 5 4 3 0 1 6],640,[0 6 2 4 5 1 3],1159,[1 4 5 2 0 6 3]
81,4991,[6 5 2 4 3 1 0],452,[0 4 5 6 2 1 3],633,[0 6 2 3 4 5 1],2569,[3 4 2 0 1 6 5]
82,1058,[1 3 6 0 4 2 5],3982,[5 3 0 6 4 1 2],883,[1 2 3 6 0 5 4],1521,[2 0 5 3 4 6 1]
83,3008,[4 1 0 3 5 2 6],4959,[6 5 1 3 2 4 0],3367,[4 5 0 2 1 6 3],4536,[6 1 5 0 2 3 4]
84,71,[0 1 4 6 5 3 2],2048,[2 6 0 3 4 1 5],3961,[5 3 0 1 2 6 4],4574,[6 2 0 4 3 1 5]
85,483,[0 5 1 2 4 6 3],3467,[4 5 6 1 3 2 0],1721,[2 3 1 5 6 4 0],3713,[5 0 6 3 4 2 1]
86,2545,[3 4 1 0 2 6 5],2373,[3 1 5 6 2 4 0],3111,[4 1 6 3 2 5 0],2068,[2 6 1 0 5 3 4]
87,2701,[3 5 2 4 0 6 1],773,[1 0 4 2 6 5 3],731,[1 0 2 4 6 5 3],378,[0 4 1 6 2 3 5]
88,4164,[5 4 3 2 0 1 6],2876,[3 6 5 4 1 0 2],1741,[2 3 4 5 0 6 1],937,[1 2 6 0 3 5 4]
89,3541,[4 6 2 3 0 5 1],3650,[5 0 3 1 4 2 6],75,[0 1 5 2 4 6 3],2200,[3 0 2 5 6 1 4]
90,920,[1 2 5 3 4 0 6],1645,[2 1 5 4 0 6 3],4931,[6 5 0 2 4 3 1],4442,[6 1 0 2 4 3 5]
91,4694,[6 3 0 4 2 1 5],5028,[6 5 4 2 0 1 3],819,[1 0 6 2 4 5 3],2941,[4 0 3 5 1 6 2]
92,1945,[2 5 1 0 3 6 4],3705,[5 0 6 2 3 4 1],1627,[2 1 4 6 0 5 3],1512,[2 0 5 1 3 4 6]
93,4717,[6 3 1 4 0 5 2],3489,[4 6 0 2 3 5 1],2433,[3 2 1 4 5 6 0],97,[0 1 6 2 3 5 4]
94,3607,[5 0 1 3 2 6 4],2562,[3 4 1 6 0 2 5],3471,[4 5 6 2 1 3 0],3290,[4 3 2 0 5 1 6]
95,4699,[6 3 0 5 1 4 2],2595,[3 4 5 0 2 6 1],3686,[5 0 4 3 2 1 6],922,[1 2 5 3 6 0 4]
96,943,[1 2 6 3 0 5 4],276,[0 3 2 5 1 4 6],4884,[6 4 3 2 0 1 5],2739,[3 5 6 0 2 4 1]
97,182,[0 2 4 5 3 1 6],233,[0 2 6 4 5 3 1],3036,[4 1 2 5 0 3 6],1771,[2 3 5 6 0 4 1]
98,181,[0 2 4 5 1 6 3],3689,[5 0 4 3 6 2 1],2081,[2 6 1 4 5 3 0],3015,[4 1 0 5 3 6 2]
99,1105,[1 4 2 0 3 6 5],4342,[6 0 1 5 4 2 3],429,[0 4 3 6 2 5 1],3853,[5 2 0 4 1 6 3]
100,3811,[5 1 4 6 0 3 2],485,[0 5 1 2 6 4 3],1842,[2 4 1 6 0 3 5],3024,[4 1 2 0 3 5 6]
