2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
28,1669,[2 1 6 4 0 5 3],1905,[2 4 6 1 3 5 0],1748,[2 3 4 6 1 0 5],1936,[2 5 0 4 6 1 3]
29,1653,[2 1 5 6 3 4 0],1929,[2 5 0 3 4 6 1],1753,[2 3 5 0 1 6 4],1930,[2 5 0 3 6 1 4]
30,1707,[2 3 1 0 5 6 4],1956,[2 5 1 4 0 3 6],1736,[2 3 4 1 5 0 6],1879,[2 4 5 1 0 6 3]
31,1623,[2 1 4 5 3 6 0],1894,[2 4 5 6 3 0 1],1722,[2 3 1 6 0 4 5],1919,[2 4 6 5 3 1 0]
32,1632,[2 1 5 0 3 4 6],1978,[2 5 3 1 6 0 4],1770,[2 3 5 6 0 1 4],1936,[2 5 0 4 6 1 3]
33,1635,[2 1 5 0 4 6 3],1969,[2 5 3 0 1 6 4],1725,[2 3 1 6 4 5 0],1945,[2 5 1 0 3 6 4]
34,1651,[2 1 5 6 0 4 3],1887,[2 4 5 3 1 6 0],1700,[2 3 0 6 4 1 5],1867,[2 4 3 6 0 5 1]
35,1675,[2 1 6 5 0 4 3],1961,[2 5 1 4 6 3 0],1676,[2 1 6 5 3 0 4],1936,[2 5 0 4 6 1 3]
36,1627,[2 1 4 6 0 5 3],1888,[2 4 5 3 6 0 1],1760,[2 3 5 1 4 0 6],1877,[2 4 5 0 6 3 1]
37,1701,[2 3 0 6 4 5 1],1974,[2 5 3 1 0 4 6],1728,[2 3 4 0 1 5 6],1867,[2 4 3 6 0 5 1]
38,1623,[2 1 4 5 3 6 0],1898,[2 4 6 0 3 1 5],1701,[2 3 0 6 4 5 1],1895,[2 4 5 6 3 1 0]
39,1639,[2 1 5 3 0 6 4],1911,[2 4 6 3 1 5 0],1706,[2 3 1 0 5 4 6],1926,[2 5 0 3 1 4 6]
40,1688,[2 3 0 4 5 1 6],1959,[2 5 1 4 3 6 0],1689,[2 3 0 4 5 6 1],1898,[2 4 6 0 3 1 5]
41,1670,[2 1 6 4 3 0 5],1921,[2 5 0 1 3 6 4],1760,[2 3 5 1 4 0 6],1907,[2 4 6 1 5 3 0]
42,1645,[2 1 5 4 0 6 3],1901,[2 4 6 0 5 3 1],1745,[2 3 4 5 6 1 0],1908,[2 4 6 3 0 1 5]
43,1612,[2 1 4 0 6 3 5],1972,[2 5 3 0 6 1 4],1753,[2 3 5 0 1 6 4],1930,[2 5 0 3 6 1 4]
44,1685,[2 3 0 1 6 5 4],1915,[2 4 6 5 0 3 1],1705,[2 3 1 0 4 6 5],1882,[2 4 5 1 6 0 3]
45,1621,[2 1 4 5 0 6 3],1924,[2 5 0 1 6 3 4],1750,[2 3 4 6 5 0 1],1897,[2 4 6 0 1 5 3]
46,1628,[2 1 4 6 3 0 5],1914,[2 4 6 5 0 1 3],1697,[2 3 0 5 6 4 1],1894,[2 4 5 6 3 0 1]
47,1639,[2 1 5 3 0 6 4],1981,[2 5 3 4 0 6 1],1676,[2 1 6 5 3 0 4],1882,[2 4 5 1 6 0 3]
48,1626,[2 1 4 6 0 3 5],1918,[2 4 6 5 3 0 1],1682,[2 3 0 1 5 4 6],1900,[2 4 6 0 5 1 3]
49,1659,[2 1 6 0 4 5 3],1905,[2 4 6 1 3 5 0],1767,[2 3 5 4 1 6 0],1893,[2 4 5 6 1 3 0]
50,1610,[2 1 4 0 5 3 6],1909,[2 4 6 3 0 5 1],1726,[2 3 1 6 5 0 4],1932,[2 5 0 4 1 3 6]
51,1660,[2 1 6 0 5 3 4],1980,[2 5 3 4 0 1 6],1760,[2 3 5 1 4 0 6],1905,[2 4 6 1 3 5 0]
52,1649,[2 1 5 4 6 3 0],1951,[2 5 1 3 0 6 4],1767,[2 3 5 4 1 6 0],1955,[2 5 1 3 6 4 0]
53,1687,[2 3 0 4 1 6 5],1901,[2 4 6 0 5 3 1],1771,[2 3 5 6 0 4 1],1893,[2 4 5 6 1 3 0]
54,1666,[2 1 6 3 5 0 4],1948,[2 5 1 0 6 3 4],1733,[2 3 4 0 6 5 1],1896,[2 4 6 0 1 3 5]
55,1652,[2 1 5 6 3 0 4],1939,[2 5 0 6 1 4 3],1718,[2 3 1 5 4 0 6],1954,[2 5 1 3 6 0 4]
56,1690,[2 3 0 4 6 1 5],1894,[2 4 5 6 3 0 1],1679,[2 1 6 5 4 3 0],1878,[2 4 5 1 0 3 6]
57,1697,[2 3 0 5 6 4 1],1909,[2 4 6 3 0 5 1],1695,[2 3 0 5 4 6 1],1956,[2 5 1 4 0 3 6]
58,1659,[2 1 6 0 4 5 3],1909,[2 4 6 3 0 5 1],1732,[2 3 4 0 6 1 5],1933,[2 5 0 4 1 6 3]
59,1666,[2 1 6 3 5 0 4],1976,[2 5 3 1 4 0 6],1764,[2 3 5 4 0 1 6],1948,[2 5 1 0 6 3 4]
60,1619,[2 1 4 3 6 5 0],1968,[2 5 3 0 1 4 6],1676,[2 1 6 5 3 0 4],1932,[2 5 0 4 1 3 6]
61,1633,[2 1 5 0 3 6 4],1923,[2 5 0 1 4 6 3],1722,[2 3 1 6 0 4 5],1944,[2 5 1 0 3 4 6]
62,1689,[2 3 0 4 5 6 1],1959,[2 5 1 4 3 6 0],1775,[2 3 5 6 4 1 0],1958,[2 5 1 4 3 0 6]
63,1685,[2 3 0 1 6 5 4],1964,[2 5 1 6 3 0 4],1681,[2 3 0 1 4 6 5],1879,[2 4 5 1 0 6 3]
64,1663,[2 1 6 3 0 5 4],1885,[2 4 5 3 0 6 1],1758,[2 3 5 1 0 4 6],1902,[2 4 6 1 0 3 5]
65,1676,[2 1 6 5 3 0 4],1935,[2 5 0 4 3 6 1],1685,[2 3 0 1 6 5 4],1876,[2 4 5 0 6 1 3]
66,1701,[2 3 0 6 4 5 1],1970,[2 5 3 0 4 1 6],1758,[2 3 5 1 0 4 6],1959,[2 5 1 4 3 6 0]
67,1661,[2 1 6 0 5 4 3],1931,[2 5 0 3 6 4 1],1733,[2 3 4 0 6 5 1],1898,[2 4 6 0 3 1 5]
68,1646,[2 1 5 4 3 0 6],1890,[2 4 5 6 0 1 3],1712,[2 3 1 4 5 0 6],1927,[2 5 0 3 1 6 4]
69,1703,[2 3 0 6 5 4 1],1981,[2 5 3 4 0 6 1],1744,[2 3 4 5 6 0 1],1962,[2 5 1 6 0 3 4]
70,1641,[2 1 5 3 4 6 0],1897,[2 4 6 0 1 5 3],1722,[2 3 1 6 0 4 5],1866,[2 4 3 6 0 1 5]
71,1649,[2 1 5 4 6 3 0],1961,[2 5 1 4 6 3 0],1678,[2 1 6 5 4 0 3],1947,[2 5 1 0 4 6 3]
72,1628,[2 1 4 6 3 0 5],1922,[2 5 0 1 4 3 6],1744,[2 3 4 5 6 0 1],1958,[2 5 1 4 3 0 6]
73,1648,[2 1 5 4 6 0 3],1979,[2 5 3 1 6 4 0],1717,[2 3 1 5 0 6 4],1910,[2 4 6 3 1 0 5]
74,1695,[2 3 0 5 4 6 1],1907,[2 4 6 1 5 3 0],1713,[2 3 1 4 5 6 0],1929,[2 5 0 3 4 6 1]
75,1613,[2 1 4 0 6 5 3],1898,[2 4 6 0 3 1 5],1700,[2 3 0 6 4 1 5],1907,[2 4 6 1 5 3 0]
76,1642,[2 1 5 3 6 0 4],1967,[2 5 1 6 4 3 0],1716,[2 3 1 5 0 4 6],1880,[2 4 5 1 3 0 6]
77,1639,[2 1 5 3 0 6 4],1931,[2 5 0 3 6 4 1],1724,[2 3 1 6 4 0 5],1898,[2 4 6 0 3 1 5]
78,1636,[2 1 5 0 6 3 4],1917,[2 4 6 5 1 3 0],1725,[2 3 1 6 4 5 0],1910,[2 4 6 3 1 0 5]
79,1627,[2 1 4 6 0 5 3],1947,[2 5 1 0 4 6 3],1747,[2 3 4 6 0 5 1],1935,[2 5 0 4 3 6 1]
80,1703,[2 3 0 6 5 4 1],1973,[2 5 3 0 6 4 1],1766,[2 3 5 4 1 0 6],1877,[2 4 5 0 6 3 1]
81,1653,[2 1 5 6 3 4 0],1936,[2 5 0 4 6 1 3],1741,[2 3 4 5 0 6 1],1876,[2 4 5 0 6 1 3]
82,1662,[2 1 6 3 0 4 5],1939,[2 5 0 6 1 4 3],1759,[2 3 5 1 0 6 4],1933,[2 5 0 4 1 6 3]
83,1632,[2 1 5 0 3 4 6],1982,[2 5 3 4 1 0 6],1756,[2 3 5 0 6 1 4],1920,[2 5 0 1 3 4 6]
84,1628,[2 1 4 6 3 0 5],1884,[2 4 5 3 0 1 6],1682,[2 3 0 1 5 4 6],1922,[2 5 0 1 4 3 6]
85,1656,[2 1 6 0 3 4 5],1959,[2 5 1 4 3 6 0],1752,[2 3 5 0 1 4 6],1925,[2 5 0 1 6 4 3]
86,1686,[2 3 0 4 1 5 6],1940,[2 5 0 6 3 1 4],1730,[2 3 4 0 5 1 6],1929,[2 5 0 3 4 6 1]
87,1610,[2 1 4 0 5 3 6],1959,[2 5 1 4 3 6 0],1775,[2 3 5 6 4 1 0],1925,[2 5 0 1 6 4 3]
88,1657,[2 1 6 0 3 5 4],1899,[2 4 6 0 3 5 1],1767,[2 3 5 4 1 6 0],1937,[2 5 0 4 6 3 1]
89,1707,[2 3 1 0 5 6 4],1958,[2 5 1 4 3 0 6],1742,[2 3 4 5 1 0 6],1913,[2 4 6 3 5 1 0]
90,1693,[2 3 0 5 1 6 4],1935,[2 5 0 4 3 6 1],1707,[2 3 1 0 5 6 4],1910,[2 4 6 3 1 0 5]
91,1616,[2 1 4 3 5 0 6],1900,[2 4 6 0 5 1 3],1746,[2 3 4 6 0 1 5],1868,[2 4 3 6 1 0 5]
92,1651,[2 1 5 6 0 4 3],1962,[2 5 1 6 0 3 4],1771,[2 3 5 6 0 4 1],1934,[2 5 0 4 3 1 6]
93,1670,[2 1 6 4 3 0 5],1891,[2 4 5 6 0 3 1],1690,[2 3 0 4 6 1 5],1878,[2 4 5 1 0 3 6]
94,1689,[2 3 0 4 5 6 1],1896,[2 4 6 0 1 3 5],1746,[2 3 4 6 0 1 5],1959,[2 5 1 4 3 6 0]
95,1680,[2 3 0 1 4 5 6],1885,[2 4 5 3 0 6 1],1749,[2 3 4 6 1 5 0],1877,[2 4 5 0 6 3 1]
96,1690,[2 3 0 4 6 1 5],1944,[2 5 1 0 3 4 6],1761,[2 3 5 1 4 6 0],1915,[2 4 6 5 0 3 1]
97,1668,[2 1 6 4 0 3 5],1883,[2 4 5 1 6 3 0],1716,[2 3 1 5 0 4 6],1884,[2 4 5 3 0 1 6]
98,1684,[2 3 0 1 6 4 5],1936,[2 5 0 4 6 1 3],1771,[2 3 5 6 0 4 1],1929,[2 5 0 3 4 6 1]
99,1632,[2 1 5 0 3 4 6],1935,[2 5 0 4 3 6 1],1755,[2 3 5 0 4 6 1],1960,[2 5 1 4 6 0 3]
100,1614,[2 1 4 3 0 5 6],1937,[2 5 0 4 6 3 1],1767,[2 3 5 4 1 6 0],1891,[2 4 5 6 0 3 1]
