40%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
28,2927,[4 0 2 6 5 3 1],2324,[3 1 2 6 4 0 5],2870,[3 6 5 2 1 0 4],2850,[3 6 4 5 0 1 2]
29,2454,[3 2 4 1 0 5 6],2177,[3 0 1 5 6 4 2],1444,[2 0 1 3 6 4 5],2235,[3 0 5 1 4 6 2]
30,1967,[2 5 1 6 4 3 0],1733,[2 3 4 0 6 5 1],1811,[2 4 0 3 6 5 1],1529,[2 0 5 4 6 3 1]
31,2295,[3 1 0 5 4 6 2],1820,[2 4 0 6 3 1 5],1144,[1 4 3 5 6 0 2],1714,[2 3 1 4 6 0 5]
32,2492,[3 2 5 6 1 0 4],3166,[4 2 1 6 5 0 3],2190,[3 0 2 4 1 5 6],1408,[1 6 4 3 5 0 2]
33,2081,[2 6 1 4 5 3 0],1999,[2 5 4 1 0 6 3],1945,[2 5 1 0 3 6 4],2653,[3 5 0 4 1 6 2]
34,2510,[3 2 6 4 1 0 5],1215,[1 5 0 4 3 6 2],2944,[4 0 3 5 6 1 2],3050,[4 1 3 0 5 2 6]
35,1643,[2 1 5 3 6 4 0],1286,[1 5 4 3 2 0 6],1079,[1 3 6 5 4 2 0],1664,[2 1 6 3 4 0 5]
36,1608,[2 1 4 0 3 5 6],3013,[4 1 0 5 2 6 3],1131,[1 4 3 0 5 6 2],1199,[1 4 6 5 3 2 0]
37,2355,[3 1 5 0 4 6 2],1435,[1 6 5 4 0 3 2],1444,[2 0 1 3 6 4 5],1490,[2 0 4 1 5 3 6]
38,2635,[3 4 6 5 0 2 1],2116,[2 6 4 0 5 1 3],1434,[1 6 5 4 0 2 3],2536,[3 4 0 5 6 1 2]
39,2377,[3 1 6 0 2 5 4],2895,[4 0 1 5 3 6 2],1032,[1 3 5 0 2 4 6],2041,[2 6 0 1 3 5 4]
40,2660,[3 5 0 6 2 1 4],1467,[2 0 3 1 5 6 4],2666,[3 5 1 0 4 2 6],2858,[3 6 5 0 2 1 4]
41,2419,[3 2 0 6 1 5 4],2102,[2 6 3 4 1 0 5],1323,[1 6 0 2 4 5 3],1197,[1 4 6 5 2 3 0]
42,1591,[2 1 3 4 0 6 5],1566,[2 1 0 4 3 5 6],2249,[3 0 5 4 6 2 1],1806,[2 4 0 3 1 5 6]
43,1277,[1 5 4 0 6 3 2],1223,[1 5 0 6 4 3 2],1300,[1 5 6 0 4 2 3],1507,[2 0 4 6 1 5 3]
44,2179,[3 0 1 6 2 5 4],2863,[3 6 5 1 0 4 2],1490,[2 0 4 1 5 3 6],1268,[1 5 3 6 2 0 4]
45,1352,[1 6 2 3 4 0 5],1470,[2 0 3 4 1 5 6],1615,[2 1 4 3 0 6 5],2968,[4 0 5 3 6 1 2]
46,1026,[1 3 4 6 0 2 5],1800,[2 4 0 1 3 5 6],2612,[3 4 5 6 1 0 2],2404,[3 2 0 1 6 4 5]
47,1815,[2 4 0 5 3 6 1],1740,[2 3 4 5 0 1 6],2101,[2 6 3 4 0 5 1],1716,[2 3 1 5 0 4 6]
48,2776,[3 6 0 4 5 1 2],3061,[4 1 3 5 0 6 2],1847,[2 4 1 6 5 3 0],2202,[3 0 2 6 1 4 5]
49,2392,[3 1 6 4 5 0 2],2544,[3 4 1 0 2 5 6],1420,[1 6 5 0 4 2 3],1362,[1 6 2 5 0 3 4]
50,1760,[2 3 5 1 4 0 6],1846,[2 4 1 6 5 0 3],1799,[2 3 6 5 4 1 0],2049,[2 6 0 3 4 5 1]
51,1087,[1 4 0 3 2 6 5],1901,[2 4 6 0 5 3 1],1987,[2 5 3 6 0 4 1],1211,[1 5 0 3 6 4 2]
52,1330,[1 6 0 3 5 2 4],1651,[2 1 5 6 0 4 3],2595,[3 4 5 0 2 6 1],3067,[4 1 3 6 0 5 2]
53,2254,[3 0 5 6 4 1 2],1799,[2 3 6 5 4 1 0],2514,[3 2 6 5 0 1 4],1708,[2 3 1 0 6 4 5]
54,1118,[1 4 2 5 3 0 6],1280,[1 5 4 2 3 0 6],1859,[2 4 3 1 6 5 0],3060,[4 1 3 5 0 2 6]
55,1274,[1 5 4 0 3 2 6],2425,[3 2 1 0 4 6 5],1571,[2 1 0 4 6 5 3],2859,[3 6 5 0 2 4 1]
56,1524,[2 0 5 4 1 3 6],1572,[2 1 0 5 3 4 6],2382,[3 1 6 2 0 4 5],1429,[1 6 5 3 0 4 2]
57,1053,[1 3 5 6 2 4 0],2932,[4 0 3 1 6 2 5],1518,[2 0 5 3 1 4 6],2635,[3 4 6 5 0 2 1]
58,2767,[3 6 0 2 1 5 4],3002,[4 1 0 2 5 3 6],2553,[3 4 1 2 5 6 0],2611,[3 4 5 6 0 2 1]
59,2782,[3 6 0 5 4 1 2],2360,[3 1 5 2 4 0 6],2758,[3 5 6 4 2 0 1],1486,[2 0 3 6 5 1 4]
60,1355,[1 6 2 3 5 4 0],1173,[1 4 5 6 2 3 0],2147,[2 6 5 1 4 3 0],2338,[3 1 4 2 6 0 5]
61,2298,[3 1 0 6 2 4 5],2417,[3 2 0 5 6 4 1],1849,[2 4 3 0 1 6 5],3004,[4 1 0 2 6 3 5]
62,1959,[2 5 1 4 3 6 0],2045,[2 6 0 1 5 4 3],2658,[3 5 0 6 1 2 4],1291,[1 5 4 6 0 3 2]
63,2230,[3 0 4 6 5 1 2],2027,[2 5 6 1 4 3 0],1307,[1 5 6 2 4 3 0],1403,[1 6 4 2 5 3 0]
64,1306,[1 5 6 2 4 0 3],2857,[3 6 5 0 1 4 2],2053,[2 6 0 4 1 5 3],2472,[3 2 5 0 1 4 6]
65,1761,[2 3 5 1 4 6 0],2514,[3 2 6 5 0 1 4],1046,[1 3 5 4 2 0 6],2097,[2 6 3 1 4 5 0]
66,1006,[1 3 2 6 5 0 4],1827,[2 4 1 0 5 6 3],2068,[2 6 1 0 5 3 4],2125,[2 6 4 3 0 5 1]
67,2413,[3 2 0 5 1 6 4],1427,[1 6 5 2 4 3 0],2633,[3 4 6 2 5 1 0],2786,[3 6 1 0 4 2 5]
68,1537,[2 0 6 1 3 5 4],1202,[1 5 0 2 4 3 6],2714,[3 5 4 0 2 1 6],1230,[1 5 2 3 0 4 6]
69,2234,[3 0 5 1 4 2 6],2494,[3 2 5 6 4 0 1],1389,[1 6 3 5 2 4 0],2417,[3 2 0 5 6 4 1]
70,2822,[3 6 2 4 1 0 5],3039,[4 1 2 5 3 6 0],1581,[2 1 0 6 4 5 3],1577,[2 1 0 5 6 4 3]
71,2808,[3 6 2 0 1 4 5],2970,[4 0 5 6 1 2 3],1544,[2 0 6 3 4 1 5],2654,[3 5 0 4 2 1 6]
72,1062,[1 3 6 2 0 4 5],2644,[3 5 0 1 6 2 4],1862,[2 4 3 5 1 0 6],1205,[1 5 0 2 6 4 3]
73,1379,[1 6 3 2 5 4 0],1976,[2 5 3 1 4 0 6],2290,[3 1 0 4 6 2 5],1892,[2 4 5 6 1 0 3]
74,2371,[3 1 5 6 0 4 2],2622,[3 4 6 1 0 2 5],2936,[4 0 3 2 5 1 6],2644,[3 5 0 1 6 2 4]
75,994,[1 3 2 4 6 0 5],1995,[2 5 4 0 3 6 1],2170,[3 0 1 4 6 2 5],2104,[2 6 3 4 5 0 1]
76,1906,[2 4 6 1 5 0 3],1877,[2 4 5 0 6 3 1],2035,[2 5 6 4 0 3 1],2411,[3 2 0 4 6 5 1]
77,1615,[2 1 4 3 0 6 5],1763,[2 3 5 1 6 4 0],2919,[4 0 2 5 3 6 1],2266,[3 0 6 2 5 1 4]
78,2250,[3 0 5 6 1 2 4],2420,[3 2 0 6 4 1 5],2093,[2 6 3 0 5 4 1],2431,[3 2 1 4 0 6 5]
79,1282,[1 5 4 2 6 0 3],1662,[2 1 6 3 0 4 5],1987,[2 5 3 6 0 4 1],2379,[3 1 6 0 4 5 2]
80,2822,[3 6 2 4 1 0 5],1663,[2 1 6 3 0 5 4],1491,[2 0 4 1 5 6 3],1407,[1 6 4 3 2 5 0]
81,1070,[1 3 6 4 2 0 5],1881,[2 4 5 1 3 6 0],1618,[2 1 4 3 6 0 5],2381,[3 1 6 0 5 4 2]
82,2011,[2 5 4 6 0 3 1],1985,[2 5 3 4 6 1 0],1940,[2 5 0 6 3 1 4],2375,[3 1 5 6 4 2 0]
83,1107,[1 4 2 0 5 6 3],2949,[4 0 3 6 2 5 1],2581,[3 4 2 5 0 6 1],2309,[3 1 2 0 6 5 4]
84,1679,[2 1 6 5 4 3 0],2102,[2 6 3 4 1 0 5],2533,[3 4 0 5 1 6 2],1717,[2 3 1 5 0 6 4]
85,1213,[1 5 0 4 2 6 3],1752,[2 3 5 0 1 4 6],2866,[3 6 5 1 4 0 2],2839,[3 6 4 1 0 5 2]
86,1984,[2 5 3 4 6 0 1],3000,[4 1 0 2 3 5 6],2037,[2 5 6 4 1 3 0],1624,[2 1 4 5 6 0 3]
87,1404,[1 6 4 3 0 2 5],3044,[4 1 2 6 3 0 5],2717,[3 5 4 0 6 2 1],1604,[2 1 3 6 4 0 5]
88,1068,[1 3 6 4 0 2 5],1714,[2 3 1 4 6 0 5],1623,[2 1 4 5 3 6 0],2751,[3 5 6 2 1 4 0]
89,2142,[2 6 5 1 0 3 4],2600,[3 4 5 1 2 0 6],2805,[3 6 1 5 2 4 0],1712,[2 3 1 4 5 0 6]
90,1100,[1 4 0 6 3 2 5],1635,[2 1 5 0 4 6 3],2315,[3 1 2 4 6 5 0],2922,[4 0 2 6 1 3 5]
91,2445,[3 2 1 6 4 5 0],1839,[2 4 1 5 3 6 0],1323,[1 6 0 2 4 5 3],2368,[3 1 5 4 6 0 2]
92,2588,[3 4 2 6 1 0 5],1269,[1 5 3 6 2 4 0],1780,[2 3 6 0 5 1 4],2101,[2 6 3 4 0 5 1]
93,2853,[3 6 4 5 1 2 0],2925,[4 0 2 6 3 5 1],1151,[1 4 3 6 5 2 0],2119,[2 6 4 1 0 5 3]
94,2091,[2 6 3 0 4 5 1],2148,[2 6 5 3 0 1 4],2597,[3 4 5 0 6 2 1],2860,[3 6 5 0 4 1 2]
95,1280,[1 5 4 2 3 0 6],2357,[3 1 5 0 6 4 2],1843,[2 4 1 6 0 5 3],3012,[4 1 0 5 2 3 6]
96,1182,[1 4 6 2 0 3 5],1863,[2 4 3 5 1 6 0],1795,[2 3 6 5 0 4 1],1810,[2 4 0 3 6 1 5]
97,1805,[2 4 0 1 6 5 3],2647,[3 5 0 2 1 6 4],1846,[2 4 1 6 5 0 3],2755,[3 5 6 4 0 2 1]
98,1613,[2 1 4 0 6 5 3],2161,[3 0 1 2 4 6 5],2424,[3 2 1 0 4 5 6],2224,[3 0 4 5 6 1 2]
99,1223,[1 5 0 6 4 3 2],1572,[2 1 0 5 3 4 6],2597,[3 4 5 0 6 2 1],2837,[3 6 4 0 5 2 1]
100,2655,[3 5 0 4 2 6 1],1564,[2 1 0 3 6 4 5],2094,[2 6 3 1 0 4 5],1984,[2 5 3 4 6 0 1]
