2%,Optima 1, Optima [1],Optima 2, Optima [2]
79,32645,[0 1 8 5 4 2 3 9 7 6],1655788,[4 6 0 5 8 2 1 9 3 7]
80,50005,[0 2 3 9 5 7 6 1 8 4],1722404,[4 7 6 8 1 2 9 3 0 5]
81,20952,[0 1 6 3 2 8 4 5 7 9],1714233,[4 7 5 0 9 2 3 6 8 1]
82,81555,[0 3 1 4 5 8 2 7 9 6],1713008,[4 7 3 9 1 0 5 6 2 8]
83,56503,[0 2 5 3 6 9 4 1 8 7],1702115,[4 7 1 8 0 3 5 9 6 2]
84,68330,[0 2 7 5 9 4 1 6 3 8],1663909,[4 6 2 0 9 8 5 1 7 3]
85,82045,[0 3 1 4 9 7 6 2 8 5],1682961,[4 6 7 9 2 5 1 3 8 0]
86,13786,[0 1 4 8 2 9 5 7 3 6],1707839,[4 7 2 8 9 6 5 3 1 0]
87,63334,[0 2 6 5 9 7 8 4 1 3],1670905,[4 6 3 5 8 1 0 2 9 7]
88,16665,[0 1 5 4 2 9 6 7 8 3],1663093,[4 6 1 9 8 0 5 2 7 3]
89,23031,[0 1 6 5 9 8 4 3 7 2],1689708,[4 6 9 1 7 8 3 0 2 5]
90,55586,[0 2 5 1 4 6 3 8 7 9],1703532,[4 7 2 0 1 3 8 5 6 9]
91,55937,[0 2 5 1 8 3 7 9 6 4],1696267,[4 7 0 5 9 3 8 1 6 2]
92,36760,[0 1 9 4 2 5 7 8 3 6],1707585,[4 7 2 8 5 9 1 3 6 0]
93,49521,[0 2 3 8 7 6 4 5 9 1],1720569,[4 7 6 2 8 0 3 5 9 1]
94,62202,[0 2 6 4 5 3 9 1 7 8],1666334,[4 6 2 7 3 0 8 5 1 9]
95,64915,[0 2 6 9 1 8 7 3 5 4],1662171,[4 6 1 8 5 3 0 7 9 2]
96,40946,[0 2 1 3 9 5 4 7 6 8],1679003,[4 6 7 0 9 5 2 8 3 1]
97,31946,[0 1 8 4 5 3 2 7 6 9],1668476,[4 6 3 0 2 9 8 5 1 7]
98,38663,[0 1 9 6 7 2 8 5 4 3],1692720,[4 6 9 8 0 1 2 3 5 7]
99,12602,[0 1 4 6 7 2 3 8 5 9],1713691,[4 7 5 0 1 8 9 2 6 3]
100,54002,[0 2 4 8 1 3 5 7 6 9],1686324,[4 6 8 5 0 7 3 1 2 9]
1,15675,[0 1 5 2 8 7 3 6 9 4],1668924,[4 6 3 0 9 7 5 1 2 8]
2,39226,[0 1 9 7 4 8 3 6 2 5],1700871,[4 7 1 5 2 9 6 3 8 0]
3,53869,[0 2 4 7 8 9 5 1 6 3],1670267,[4 6 3 2 8 9 1 7 5 0]
4,75251,[0 2 8 9 5 1 4 7 6 3],1718562,[4 7 5 9 8 1 6 0 2 3]
5,33075,[0 1 8 5 9 6 2 4 7 3],1659432,[4 6 1 2 8 7 0 3 5 9]
6,12741,[0 1 4 6 8 2 9 5 7 3],1670245,[4 6 3 2 8 7 5 0 9 1]
7,71983,[0 2 8 3 9 7 4 1 6 5],1668799,[4 6 3 0 8 7 2 1 9 5]
8,10856,[0 1 4 3 2 7 6 8 5 9],1683295,[4 6 7 9 8 2 1 0 5 3]
9,30698,[0 1 8 2 6 9 3 5 4 7],1661334,[4 6 1 7 3 5 2 0 8 9]
10,15758,[0 1 5 2 9 4 7 6 3 8],1691539,[4 6 9 5 2 0 8 1 7 3]
11,80029,[0 2 9 8 1 7 5 3 6 4],1679713,[4 6 7 1 9 5 0 2 8 3]
12,23571,[0 1 6 7 8 4 2 5 9 3],1701733,[4 7 1 6 5 0 8 2 9 3]
13,75618,[0 2 9 1 3 4 8 5 6 7],1706037,[4 7 2 5 3 9 8 1 6 0]
14,66995,[0 2 7 4 1 5 6 9 8 3],1710024,[4 7 3 2 0 5 1 6 8 9]
15,32701,[0 1 8 5 4 6 7 2 9 3],1727998,[4 7 8 6 9 5 3 2 0 1]
16,58844,[0 2 5 7 8 3 9 4 1 6],1716365,[4 7 5 3 9 0 1 8 6 2]
17,58724,[0 2 5 7 6 3 9 4 1 8],1691197,[4 6 9 3 8 1 5 0 7 2]
18,31574,[0 1 8 3 9 2 6 5 4 7],1681630,[4 6 7 5 3 2 9 8 0 1]
19,80571,[0 2 9 8 7 4 1 5 6 3],1657372,[4 6 0 8 9 3 1 7 2 5]
20,32615,[0 1 8 5 3 7 9 6 4 2],1699507,[4 7 1 2 5 6 9 0 8 3]
21,40060,[0 1 9 8 5 7 2 6 3 4],1705265,[4 7 2 3 5 6 8 9 1 0]
22,57594,[0 2 5 4 9 8 7 1 3 6],1673011,[4 6 3 9 5 7 8 0 2 1]
23,64197,[0 2 6 8 1 9 7 4 5 3],1682905,[4 6 7 9 2 1 0 3 8 5]
24,68040,[0 2 7 5 6 1 3 4 8 9],1711954,[4 7 3 6 8 1 2 9 0 5]
25,51560,[0 2 4 3 7 8 5 6 1 9],1669953,[4 6 3 2 5 1 7 8 9 0]
26,47272,[0 2 3 5 7 9 6 8 1 4],1705755,[4 7 2 5 0 8 1 6 9 3]
27,64189,[0 2 6 8 1 9 5 3 7 4],1724390,[4 7 8 0 9 6 3 2 1 5]
28,12704,[0 1 4 6 7 9 3 5 2 8],1717672,[4 7 5 8 3 9 2 6 0 1]
29,26812,[0 1 7 4 3 6 2 9 5 8],1665528,[4 6 2 5 1 7 0 3 8 9]
30,40581,[0 2 1 3 6 4 9 7 8 5],1693721,[4 7 0 1 5 3 8 9 6 2]
31,78576,[0 2 9 6 1 8 3 4 5 7],1722040,[4 7 6 5 8 1 3 9 0 2]
32,41564,[0 2 1 4 8 5 9 6 3 7],1705871,[4 7 2 5 1 6 9 8 3 0]
33,45133,[0 2 1 9 7 3 6 4 8 5],1709871,[4 7 3 1 8 9 5 2 6 0]
34,34478,[0 1 8 7 9 3 5 4 2 6],1717760,[4 7 5 8 6 3 1 2 0 9]
35,67333,[0 2 7 4 6 1 8 3 9 5],1683291,[4 6 7 9 8 2 0 3 5 1]
36,42107,[0 2 1 5 6 9 4 8 7 3],1693265,[4 6 9 8 5 2 3 7 1 0]
37,50993,[0 2 4 1 8 9 6 7 5 3],1673062,[4 6 3 9 7 0 8 5 1 2]
38,79519,[0 2 9 7 4 6 3 1 8 5],1721415,[4 7 6 3 9 0 5 2 8 1]
39,51994,[0 2 4 5 3 6 7 9 1 8],1679875,[4 6 7 2 0 9 8 1 5 3]
40,24380,[0 1 6 8 9 2 7 4 3 5],1663465,[4 6 2 0 5 3 1 7 9 8]
41,79484,[0 2 9 7 4 3 8 5 1 6],1726393,[4 7 8 3 6 5 0 1 9 2]
42,79368,[0 2 9 7 3 5 1 4 6 8],1681956,[4 6 7 8 0 2 5 1 3 9]
43,15465,[0 1 5 2 6 9 4 7 8 3],1665174,[4 6 2 3 8 5 1 0 7 9]
44,56506,[0 2 5 3 6 9 4 8 1 7],1691307,[4 6 9 5 0 2 1 7 8 3]
45,79195,[0 2 9 6 8 7 5 1 4 3],1662971,[4 6 1 9 7 0 3 8 5 2]
46,10983,[0 1 4 3 5 7 8 6 9 2],1674169,[4 6 5 1 2 7 0 3 9 8]
47,75152,[0 2 8 9 4 3 5 6 1 7],1714970,[4 7 5 1 9 3 0 6 2 8]
48,72964,[0 2 8 5 4 1 3 9 6 7],1678608,[4 6 7 0 3 5 1 2 8 9]
49,50372,[0 2 3 9 8 6 7 4 1 5],1713894,[4 7 5 0 3 6 2 1 8 9]
50,79421,[0 2 9 7 3 8 1 6 5 4],1703358,[4 7 1 9 6 5 2 0 3 8]
51,37377,[0 1 9 4 8 5 3 6 7 2],1702302,[4 7 1 8 2 9 3 0 5 6]
52,76543,[0 2 9 3 4 8 5 1 7 6],1668061,[4 6 2 9 7 3 5 0 8 1]
53,79245,[0 2 9 7 1 4 8 5 6 3],1710305,[4 7 3 2 5 6 8 9 1 0]
54,56683,[0 2 5 3 8 4 9 1 7 6],1714210,[4 7 5 0 9 1 3 8 2 6]
55,76156,[0 2 9 1 7 6 3 8 4 5],1722756,[4 7 6 8 5 1 3 0 2 9]
56,59111,[0 2 5 8 1 6 9 7 4 3],1662905,[4 6 1 9 5 3 7 8 2 0]
57,55119,[0 2 4 9 6 3 7 5 8 1],1683792,[4 6 8 0 5 7 1 2 3 9]
58,30755,[0 1 8 2 7 4 5 9 6 3],1670671,[4 6 3 5 2 1 7 0 9 8]
59,68687,[0 2 7 6 4 3 9 8 5 1],1704108,[4 7 2 0 8 9 5 1 3 6]
60,47930,[0 2 3 6 7 5 1 8 4 9],1691478,[4 6 9 5 1 7 2 0 3 8]
61,43104,[0 2 1 6 9 4 3 5 7 8],1681030,[4 6 7 3 8 2 9 5 0 1]
62,35163,[0 1 8 9 7 2 3 5 6 4],1721459,[4 7 6 3 9 2 1 8 5 0]
63,66350,[0 2 7 3 1 9 6 5 4 8],1694280,[4 7 0 2 3 1 5 6 8 9]
64,69607,[0 2 7 8 6 1 4 3 9 5],1723985,[4 7 8 0 3 5 6 9 2 1]
65,77809,[0 2 9 5 1 6 3 4 8 7],1720579,[4 7 6 2 8 0 9 1 5 3]
66,62033,[0 2 6 4 1 9 7 8 5 3],1682182,[4 6 7 8 2 0 9 5 1 3]
67,40485,[0 2 1 3 5 6 9 7 8 4],1693063,[4 6 9 8 2 7 1 0 5 3]
68,25129,[0 1 6 9 8 4 2 3 7 5],1723373,[4 7 6 9 3 2 0 8 5 1]
69,37271,[0 1 9 4 7 5 8 6 3 2],1662421,[4 6 1 8 9 3 5 0 7 2]
70,11681,[0 1 4 5 3 6 8 9 7 2],1668299,[4 6 3 0 1 7 5 9 8 2]
71,20789,[0 1 6 2 9 4 3 8 7 5],1673116,[4 6 3 9 7 5 0 8 1 2]
72,67416,[0 2 7 4 6 9 1 3 5 8],1692246,[4 6 9 7 2 0 3 1 5 8]
73,76246,[0 2 9 1 8 4 7 6 3 5],1721397,[4 7 6 3 8 9 5 1 2 0]
74,19960,[0 1 5 9 7 3 6 8 2 4],1685424,[4 6 8 2 9 1 0 3 5 7]
75,56723,[0 2 5 3 8 7 4 9 6 1],1712260,[4 7 3 8 0 9 1 6 2 5]
76,31554,[0 1 8 3 7 9 6 2 4 5],1724477,[4 7 8 1 0 6 2 9 5 3]
77,34651,[0 1 8 9 2 6 7 3 5 4],1671203,[4 6 3 7 0 8 2 9 5 1]
78,28278,[0 1 7 6 3 8 4 2 5 9],1705349,[4 7 2 3 6 1 0 9 8 5]
79,52925,[0 2 4 6 7 1 3 9 8 5],1718080,[4 7 5 9 1 2 6 8 0 3]
80,31589,[0 1 8 3 9 4 2 7 6 5],1675762,[4 6 5 3 2 8 1 9 0 7]
81,50458,[0 2 4 1 3 7 6 9 5 8],1657593,[4 6 0 9 2 3 5 7 8 1]
82,78929,[0 2 9 6 5 7 4 8 3 1],1679934,[4 6 7 2 1 5 3 0 8 9]
83,51455,[0 2 4 3 6 8 9 7 5 1],1674791,[4 6 5 2 0 7 9 8 3 1]
84,78892,[0 2 9 6 5 4 1 8 3 7],1717712,[4 7 5 8 6 1 2 3 0 9]
85,27408,[0 1 7 5 2 6 3 4 8 9],1671257,[4 6 3 7 1 0 8 9 5 2]
86,52348,[0 2 4 5 8 3 1 9 6 7],1704763,[4 7 2 1 8 3 9 0 6 5]
87,29567,[0 1 7 9 2 4 8 6 5 3],1695168,[4 7 0 3 5 6 1 2 8 9]
88,66887,[0 2 7 3 9 4 8 6 5 1],1719589,[4 7 6 1 2 9 5 0 8 3]
89,18260,[0 1 5 7 4 2 9 6 3 8],1693774,[4 7 0 1 5 8 9 6 2 3]
90,53045,[0 2 4 6 8 1 3 9 7 5],1702734,[4 7 1 8 9 3 2 0 5 6]
91,10352,[0 1 4 2 6 5 7 8 3 9],1682218,[4 6 7 8 2 3 1 9 0 5]
92,48449,[0 2 3 7 4 8 6 9 5 1],1709058,[4 7 3 0 8 1 9 2 5 6]
93,72479,[0 2 8 4 6 9 7 5 3 1],1690730,[4 6 9 3 1 5 0 7 2 8]
94,78721,[0 2 9 6 4 1 3 5 8 7],1688230,[4 6 8 9 5 2 7 3 0 1]
95,32029,[0 1 8 4 5 9 6 2 7 3],1666020,[4 6 2 5 9 3 7 0 1 8]
96,51447,[0 2 4 3 6 8 7 5 9 1],1668511,[4 6 3 0 5 2 7 1 9 8]
97,18389,[0 1 5 7 6 3 2 9 8 4],1715097,[4 7 5 2 0 6 3 8 9 1]
98,64517,[0 2 6 8 5 7 1 9 4 3],1668874,[4 6 3 0 9 2 5 8 1 7]
99,81604,[0 3 1 4 6 2 5 9 7 8],1726732,[4 7 8 5 1 3 0 9 2 6]
100,59398,[0 2 5 8 4 9 7 6 1 3],1692510,[4 6 9 7 5 1 2 0 3 8]
1,31092,[0 1 8 3 4 2 7 5 6 9],1689710,[4 6 9 1 7 8 3 2 0 5]
2,32571,[0 1 8 5 3 6 2 7 9 4],1662379,[4 6 1 8 9 0 7 2 5 3]
3,22055,[0 1 6 4 7 8 9 5 3 2],1720190,[4 7 6 2 0 9 5 3 1 8]
4,56257,[0 2 5 3 1 9 4 6 8 7],1717035,[4 7 5 6 8 3 0 2 9 1]
5,34297,[0 1 8 7 5 9 2 3 6 4],1697182,[4 7 0 8 2 1 9 6 3 5]
6,24455,[0 1 6 8 9 5 7 4 3 2],1708228,[4 7 2 9 5 1 0 8 3 6]
7,35136,[0 1 8 9 6 7 2 3 4 5],1701331,[4 7 1 5 9 6 8 0 3 2]
8,52306,[0 2 4 5 7 9 3 8 1 6],1662290,[4 6 1 8 7 3 0 5 2 9]
9,74481,[0 2 8 7 4 6 3 5 9 1],1715380,[4 7 5 2 3 9 0 8 1 6]
10,70646,[0 2 8 1 3 7 6 5 4 9],1660374,[4 6 1 5 0 7 3 2 8 9]
11,80261,[0 2 9 8 4 7 1 6 5 3],1708236,[4 7 2 9 5 1 6 0 3 8]
12,14561,[0 1 4 9 3 5 7 8 6 2],1718250,[4 7 5 9 2 6 8 0 1 3]
13,50128,[0 2 3 9 6 7 5 8 1 4],1657646,[4 6 0 9 2 7 5 3 1 8]
14,47720,[0 2 3 6 4 8 5 7 1 9],1700162,[4 7 1 3 5 0 2 8 6 9]
15,68791,[0 2 7 6 5 3 4 1 9 8],1680834,[4 6 7 3 2 9 8 0 1 5]
16,73853,[0 2 8 6 5 4 1 9 7 3],1687394,[4 6 8 7 3 5 0 2 1 9]
17,31658,[0 1 8 3 9 7 2 5 4 6],1684986,[4 6 8 2 1 5 9 0 3 7]
18,42616,[0 2 1 6 4 3 8 9 5 7],1698067,[4 7 0 9 3 5 8 1 6 2]
19,57612,[0 2 5 6 1 3 8 4 7 9],1665672,[4 6 2 5 3 8 0 1 7 9]
20,81059,[0 3 1 2 7 6 5 9 8 4],1676893,[4 6 5 8 0 1 7 2 9 3]
21,38504,[0 1 9 6 4 8 3 5 2 7],1705970,[4 7 2 5 3 6 0 8 1 9]
22,51620,[0 2 4 3 8 1 9 6 5 7],1668944,[4 6 3 0 9 8 2 5 1 7]
23,44788,[0 2 1 9 4 5 3 8 6 7],1721715,[4 7 6 5 1 8 0 3 9 2]
24,45521,[0 2 3 1 5 6 8 9 7 4],1663693,[4 6 2 0 8 1 7 3 9 5]
25,30308,[0 1 8 2 3 6 9 5 4 7],1694350,[4 7 0 2 3 6 9 8 1 5]
26,78035,[0 2 9 5 4 3 6 8 7 1],1670537,[4 6 3 5 1 0 8 9 7 2]
27,76867,[0 2 9 3 7 5 8 1 6 4],1671941,[4 6 3 8 0 9 1 7 5 2]
28,35985,[0 1 9 2 8 7 4 5 6 3],1688905,[4 6 9 0 7 2 1 3 8 5]
29,17765,[0 1 5 6 8 2 3 9 7 4],1715830,[4 7 5 3 0 6 9 8 1 2]
30,43757,[0 2 1 7 8 6 3 9 5 4],1676007,[4 6 5 3 8 7 2 1 9 0]
31,67240,[0 2 7 4 5 3 8 9 1 6],1663627,[4 6 2 0 7 5 9 1 8 3]
32,67203,[0 2 7 4 5 1 3 8 9 6],1701343,[4 7 1 5 9 8 2 0 6 3]
33,47262,[0 2 3 5 7 9 4 1 6 8],1679569,[4 6 7 1 8 3 0 2 9 5]
34,78143,[0 2 9 5 6 1 8 7 4 3],1677662,[4 6 5 9 0 3 7 2 1 8]
35,75053,[0 2 8 9 3 5 1 7 6 4],1665495,[4 6 2 5 1 0 8 7 9 3]
36,70553,[0 2 7 9 8 6 4 5 3 1],1704764,[4 7 2 1 8 3 9 5 0 6]
37,44700,[0 2 1 9 3 6 7 4 5 8],1728009,[4 7 8 9 0 1 3 5 6 2]
38,27633,[0 1 7 5 4 3 6 8 9 2],1715920,[4 7 5 3 1 2 8 9 0 6]
39,59676,[0 2 5 8 9 3 6 1 4 7],1691137,[4 6 9 3 7 8 0 1 5 2]
40,44226,[0 2 1 8 5 6 9 3 4 7],1681340,[4 6 7 5 1 0 9 3 2 8]
41,56324,[0 2 5 3 4 6 9 7 1 8],1695683,[4 7 0 5 1 8 3 9 6 2]
42,61588,[0 2 6 3 7 4 1 9 5 8],1683679,[4 6 8 0 3 7 2 1 9 5]
43,82452,[0 3 1 5 7 2 8 4 6 9],1688450,[4 6 9 0 1 5 2 7 3 8]
44,81291,[0 3 1 2 9 6 4 7 8 5],1688791,[4 6 9 0 5 2 3 1 8 7]
45,45525,[0 2 3 1 5 6 9 7 8 4],1723802,[4 7 8 0 2 1 3 6 5 9]
46,12935,[0 1 4 6 9 7 8 5 3 2],1662525,[4 6 1 9 0 3 8 5 7 2]
47,26250,[0 1 7 3 5 8 9 2 4 6],1699832,[4 7 1 2 9 3 5 6 0 8]
48,50455,[0 2 4 1 3 7 6 5 9 8],1725618,[4 7 8 2 6 0 9 1 3 5]
49,35670,[0 1 9 2 6 4 5 3 7 8],1674799,[4 6 5 2 0 8 3 1 9 7]
50,45015,[0 2 1 9 6 3 7 5 8 4],1720902,[4 7 6 3 0 9 2 1 5 8]
51,32065,[0 1 8 4 6 3 2 5 9 7],1699784,[4 7 1 2 8 9 3 5 0 6]
52,36226,[0 1 9 3 4 8 5 7 2 6],1704166,[4 7 2 0 9 3 8 6 1 5]
53,30501,[0 1 8 2 5 3 9 6 7 4],1726293,[4 7 8 3 5 6 9 1 2 0]
54,78176,[0 2 9 5 6 4 3 7 1 8],1725860,[4 7 8 3 0 1 9 5 2 6]
55,81427,[0 3 1 4 2 7 9 5 8 6],1707804,[4 7 2 8 9 5 3 0 1 6]
56,69890,[0 2 7 9 1 5 3 6 4 8],1680767,[4 6 7 3 2 1 9 8 5 0]
57,59260,[0 2 5 8 3 9 1 7 4 6],1693044,[4 6 9 8 2 5 3 0 1 7]
58,14879,[0 1 4 9 6 8 7 5 3 2],1660663,[4 6 1 5 3 9 2 0 8 7]
59,49024,[0 2 3 8 1 6 7 9 4 5],1673009,[4 6 3 9 5 7 2 8 1 0]
60,77758,[0 2 9 4 8 7 6 5 1 3],1685785,[4 6 8 3 2 1 0 5 9 7]
61,72237,[0 2 8 4 3 9 7 5 6 1],1665527,[4 6 2 5 1 3 9 8 7 0]
62,28016,[0 1 7 5 9 4 3 6 2 8],1660199,[4 6 1 3 8 9 7 5 2 0]
63,36386,[0 1 9 3 6 4 2 7 5 8],1690118,[4 6 9 2 3 1 7 5 0 8]
64,61634,[0 2 6 3 7 8 1 5 4 9],1700546,[4 7 1 3 9 2 0 6 5 8]
65,27740,[0 1 7 5 6 2 9 4 3 8],1698985,[4 7 1 0 8 3 2 5 9 6]
66,74823,[0 2 8 7 9 4 5 3 6 1],1674671,[4 6 5 1 9 3 8 7 2 0]
