10%,Optima 1, Optima [1],Optima 2, Optima [2]
79,26416,[0 1 7 3 8 2 6 9 4 5],1668037,[4 6 2 9 7 1 5 0 8 3]
80,11406,[0 1 4 3 9 2 6 5 7 8],1680768,[4 6 7 3 2 5 0 1 8 9]
81,278308,[0 7 9 2 5 3 1 8 4 6],1791538,[4 9 3 5 1 6 2 8 0 7]
82,170493,[0 5 2 8 7 6 9 3 4 1],1744054,[4 8 2 0 3 7 9 6 1 5]
83,341889,[0 9 4 7 8 1 3 5 6 2],1823169,[5 0 2 8 3 1 6 7 9 4]
84,228490,[0 6 7 3 4 1 5 9 2 8],1571649,[4 2 9 7 8 0 3 5 6 1]
85,230360,[0 6 7 5 9 4 2 3 1 8],1609641,[4 3 9 2 6 7 1 5 8 0]
86,188357,[0 5 7 3 6 8 1 9 4 2],1581470,[4 3 1 8 5 9 6 2 0 7]
87,280607,[0 7 9 5 6 2 8 4 3 1],1738688,[4 8 0 9 7 1 3 5 2 6]
88,241223,[0 6 9 8 1 2 7 5 4 3],1864274,[5 1 2 9 3 7 0 6 4 8]
89,98043,[0 3 5 6 2 1 4 8 9 7],1681408,[4 6 7 5 1 8 3 9 0 2]
90,186180,[0 5 6 9 4 3 7 1 2 8],1747358,[4 8 2 6 9 1 5 3 0 7]
91,133938,[0 4 3 7 1 2 9 5 6 8],1546108,[4 2 3 8 5 1 0 9 6 7]
92,40298,[0 1 9 8 7 6 2 4 3 5],1857112,[5 1 0 6 3 9 7 8 2 4]
93,110603,[0 3 7 9 5 6 2 8 4 1],1656693,[4 6 0 7 9 5 8 2 3 1]
94,73878,[0 2 8 6 5 7 3 1 4 9],1837224,[5 0 6 4 8 2 1 3 7 9]
95,181422,[0 5 4 9 8 7 2 1 3 6],1589880,[4 3 5 6 1 0 2 7 8 9]
96,12871,[0 1 4 6 9 3 5 2 8 7],1540748,[4 2 1 7 9 5 8 3 0 6]
97,345192,[0 9 5 4 3 7 1 2 6 8],1865742,[5 1 3 2 4 9 6 0 7 8]
98,13140,[0 1 4 7 3 6 8 2 5 9],1521621,[4 1 7 9 3 0 8 5 6 2]
99,171162,[0 5 2 9 7 3 8 1 4 6],1585808,[4 3 2 7 6 0 5 8 1 9]
100,243324,[0 7 1 3 9 6 5 2 4 8],1544005,[4 2 3 5 6 8 7 0 9 1]
1,48996,[0 2 3 8 1 5 7 4 6 9],1853540,[5 0 9 7 3 1 8 4 2 6]
2,221069,[0 6 4 9 1 3 2 8 7 5],1777595,[4 9 0 6 8 2 3 7 5 1]
3,251794,[0 7 2 9 6 3 4 8 1 5],1566127,[4 2 8 7 1 0 5 3 9 6]
4,54094,[0 2 4 8 1 7 9 6 3 5],1624990,[4 5 2 3 9 6 8 7 0 1]
5,218200,[0 6 4 3 1 5 8 9 2 7],1653340,[4 6 0 1 3 9 2 8 5 7]
6,142765,[0 4 6 3 2 8 7 1 9 5],1806726,[4 9 7 3 2 0 5 1 6 8]
7,279340,[0 7 9 3 8 6 1 5 2 4],1652929,[4 5 9 8 6 2 0 1 7 3]
8,187760,[0 5 7 2 8 6 3 4 1 9],1565276,[4 2 8 5 9 7 6 1 0 3]
9,294444,[0 8 3 4 9 6 5 1 2 7],1878051,[5 1 6 7 3 4 0 8 9 2]
10,298372,[0 8 4 2 5 6 1 9 3 7],1881078,[5 1 7 2 6 8 3 0 4 9]
11,73855,[0 2 8 6 5 4 3 1 9 7],1663077,[4 6 1 9 7 8 5 2 3 0]
12,323064,[0 9 1 2 7 4 3 5 6 8],1691611,[4 6 9 5 2 7 8 0 3 1]
13,362659,[0 9 8 7 5 1 6 2 4 3],1528558,[4 1 9 2 8 7 6 5 0 3]
14,366863,[1 0 2 8 6 3 9 7 5 4],1629026,[4 5 3 1 7 2 0 8 6 9]
15,342166,[0 9 4 8 2 3 7 6 1 5],1844306,[5 0 7 9 4 2 1 6 3 8]
16,251012,[0 7 2 8 5 6 9 3 1 4],1731750,[4 7 9 5 1 2 3 0 6 8]
17,262306,[0 7 5 1 3 9 4 8 2 6],1580369,[4 3 1 6 9 7 5 8 2 0]
18,129533,[0 4 2 7 9 5 1 8 6 3],1621768,[4 5 1 8 3 7 6 9 0 2]
19,73435,[0 2 8 5 9 7 6 1 4 3],1661196,[4 6 1 7 2 3 8 0 5 9]
20,218028,[0 6 4 2 8 9 5 1 3 7],1709432,[4 7 3 1 2 5 6 8 0 9]
21,119612,[0 3 9 7 1 6 8 4 2 5],1773719,[4 8 9 7 2 6 5 3 1 0]
22,256180,[0 7 3 8 6 9 1 5 2 4],1560649,[4 2 7 6 5 3 0 1 9 8]
23,166041,[0 5 1 9 6 7 3 4 8 2],1573546,[4 3 0 2 6 9 5 8 1 7]
24,307507,[0 8 6 1 2 5 9 3 7 4],1657322,[4 6 0 8 9 1 2 5 3 7]
25,24085,[0 1 6 8 4 7 5 2 9 3],1623766,[4 5 2 1 3 6 9 8 0 7]
26,292005,[0 8 2 9 5 3 7 4 6 1],1717087,[4 7 5 6 9 0 2 1 8 3]
27,282545,[0 8 1 2 5 6 7 9 4 3],1692147,[4 6 9 7 1 2 0 5 8 3]
28,105275,[0 3 6 9 2 4 5 8 7 1],1784360,[4 9 2 0 3 7 5 6 1 8]
29,218520,[0 6 4 3 7 1 2 5 8 9],1544564,[4 2 3 6 1 5 9 7 0 8]
30,85283,[0 3 1 9 5 7 4 8 6 2],1714938,[4 7 5 1 9 0 8 2 3 6]
31,48111,[0 2 3 6 8 9 5 4 7 1],1877569,[5 1 6 4 8 3 0 2 9 7]
32,229051,[0 6 7 4 1 8 9 2 5 3],1549645,[4 2 5 6 1 8 7 0 9 3]
33,331844,[0 9 2 7 8 3 6 4 1 5],1871331,[5 1 4 3 0 7 2 8 9 6]
34,146591,[0 4 7 1 6 5 9 8 3 2],1761131,[4 8 6 3 0 1 5 9 7 2]
35,83614,[0 3 1 7 2 8 9 6 4 5],1817816,[5 0 1 7 8 4 3 6 2 9]
36,42863,[0 2 1 6 7 3 9 8 5 4],1690276,[4 6 9 2 5 7 0 8 1 3]
37,147486,[0 4 7 2 9 1 5 3 6 8],1822028,[5 0 2 6 7 4 9 3 1 8]
38,322573,[0 9 1 2 3 4 7 5 8 6],1815480,[5 0 1 3 7 2 4 6 8 9]
39,212903,[0 6 3 2 8 1 9 7 5 4],1527028,[4 1 8 9 7 2 0 6 3 5]
40,187163,[0 5 7 1 9 6 3 8 4 2],1594051,[4 3 6 1 9 7 8 0 5 2]
41,263601,[0 7 5 3 1 8 4 6 9 2],1813296,[4 9 8 6 2 7 0 1 3 5]
42,305759,[0 8 5 6 4 9 7 3 2 1],1820846,[5 0 2 3 9 7 6 4 1 8]
43,15843,[0 1 5 3 2 4 6 8 9 7],1520565,[4 1 7 6 9 2 8 3 5 0]
44,300150,[0 8 4 5 9 2 3 1 6 7],1729243,[4 7 9 0 6 2 8 1 5 3]
45,261965,[0 7 4 9 8 1 2 6 5 3],1695346,[4 7 0 3 6 9 2 8 1 5]
46,340052,[0 9 4 5 2 7 8 3 1 6],1586174,[4 3 2 8 0 1 7 6 5 9]
47,267758,[0 7 6 1 9 3 5 4 2 8],1557900,[4 2 7 0 8 5 6 1 3 9]
48,122899,[0 4 1 5 8 2 9 3 7 6],1549815,[4 2 5 6 7 0 8 3 9 1]
49,69175,[0 2 7 8 1 5 4 3 9 6],1784475,[4 9 2 0 5 7 1 6 8 3]
50,316144,[0 8 7 6 1 4 5 9 2 3],1537962,[4 2 1 3 0 6 9 5 7 8]
51,88156,[0 3 2 6 5 8 1 9 4 7],1600807,[4 3 7 6 2 0 5 1 9 8]
52,113300,[0 3 8 5 4 1 9 6 2 7],1579832,[4 3 1 6 2 5 7 8 0 9]
53,50327,[0 2 3 9 8 4 7 6 5 1],1696822,[4 7 0 6 8 1 9 5 2 3]
54,10038,[0 1 3 9 8 6 4 2 5 7],1700512,[4 7 1 3 8 9 5 6 0 2]
55,28982,[0 1 7 8 3 5 6 4 2 9],1656342,[4 6 0 7 3 9 2 1 5 8]
56,34279,[0 1 8 7 5 6 3 2 9 4],1579766,[4 3 1 6 0 8 7 5 2 9]
57,191706,[0 5 8 1 3 6 9 2 4 7],1541278,[4 2 1 8 6 9 7 5 0 3]
58,24748,[0 1 6 9 4 3 2 8 5 7],1671752,[4 6 3 7 9 1 2 5 0 8]
59,128229,[0 4 2 6 1 7 9 5 8 3],1769738,[4 8 9 0 7 6 1 3 2 5]
60,17350,[0 1 5 6 2 7 9 8 3 4],1530542,[4 1 9 6 7 3 5 2 0 8]
61,164262,[0 5 1 7 2 9 4 3 6 8],1711484,[4 7 3 6 0 2 9 5 1 8]
62,93491,[0 3 4 6 9 1 5 8 7 2],1772254,[4 8 9 5 2 6 7 3 0 1]
63,235624,[0 6 8 7 2 4 5 9 1 3],1776009,[4 9 0 3 7 1 5 6 8 2]
64,35407,[0 1 9 2 4 3 6 5 8 7],1758362,[4 8 5 9 1 0 2 6 3 7]
65,241074,[0 6 9 7 5 8 4 1 2 3],1622128,[4 5 1 8 9 6 3 7 0 2]
66,232888,[0 6 8 2 4 7 5 9 1 3],1853907,[5 0 9 7 8 2 1 4 6 3]
67,196839,[0 5 9 1 4 3 7 6 8 2],1520779,[4 1 7 8 2 0 9 3 6 5]
68,114720,[0 3 8 7 4 1 2 5 6 9],1680542,[4 6 7 3 0 5 8 2 1 9]
69,201683,[0 6 1 2 3 8 5 9 7 4],1550216,[4 2 5 7 0 6 3 8 1 9]
70,146412,[0 4 7 1 5 2 8 3 6 9],1654546,[4 6 0 2 9 8 3 7 1 5]
71,13031,[0 1 4 7 2 6 9 8 5 3],1847758,[5 0 8 6 2 9 7 4 1 3]
72,198700,[0 5 9 3 8 7 1 6 2 4],1756608,[4 8 5 3 7 2 0 1 6 9]
73,117025,[0 3 9 2 6 4 1 5 8 7],1576829,[4 3 0 9 1 5 2 8 7 6]
74,160840,[0 4 9 8 3 2 6 7 1 5],1595530,[4 3 6 7 0 1 5 9 2 8]
75,227890,[0 6 7 2 5 1 4 9 3 8],1560311,[4 2 7 6 0 5 9 8 3 1]
76,347869,[0 9 6 1 2 8 5 3 7 4],1649512,[4 5 9 1 8 7 3 6 0 2]
77,69683,[0 2 7 8 6 5 3 9 4 1],1849674,[5 0 8 9 7 6 4 1 2 3]
78,305655,[0 8 5 6 4 1 7 3 9 2],1720158,[4 7 6 2 0 8 3 1 5 9]
79,134369,[0 4 3 7 6 8 5 9 2 1],1852533,[5 0 9 4 8 6 7 2 3 1]
80,222962,[0 6 5 2 8 1 3 7 4 9],1716768,[4 7 5 6 2 3 0 1 8 9]
81,52825,[0 2 4 6 5 3 1 7 9 8],1792462,[4 9 3 6 5 0 8 7 1 2]
82,308831,[0 8 6 2 9 4 7 5 3 1],1622508,[4 5 1 9 3 8 6 0 2 7]
83,324691,[0 9 1 4 8 6 7 2 5 3],1785092,[4 9 2 1 3 7 8 5 0 6]
84,202536,[0 6 1 3 4 9 2 5 7 8],1843728,[5 0 7 8 6 3 1 2 4 9]
85,201646,[0 6 1 2 3 5 9 8 4 7],1826000,[5 0 3 4 1 8 6 7 2 9]
86,160032,[0 4 9 7 2 6 1 3 5 8],1543961,[4 2 3 5 6 1 8 9 7 0]
87,366184,[1 0 2 7 6 5 8 9 3 4],1843160,[5 0 7 6 9 4 2 3 1 8]
88,152159,[0 4 8 2 3 9 7 6 5 1],1600819,[4 3 7 6 2 0 9 1 8 5]
89,98481,[0 3 5 6 8 7 2 4 9 1],1647169,[4 5 8 7 6 2 0 1 9 3]
90,32782,[0 1 8 5 6 2 9 7 3 4],1800594,[4 9 6 1 7 8 5 0 2 3]
91,226752,[0 6 5 9 8 4 1 2 3 7],1789735,[4 9 3 0 7 5 2 1 8 6]
92,175861,[0 5 3 9 2 6 7 1 8 4],1752224,[4 8 3 6 5 9 1 2 0 7]
93,303691,[0 8 5 2 7 6 9 1 4 3],1816206,[5 0 1 4 7 2 6 3 8 9]
94,185774,[0 5 6 9 1 2 7 4 3 8],1852042,[5 0 9 4 2 7 3 8 1 6]
95,17924,[0 1 5 6 9 3 8 4 2 7],1710172,[4 7 3 2 1 6 0 9 5 8]
96,244142,[0 7 1 5 2 6 8 4 3 9],1630315,[4 5 3 6 1 9 8 0 7 2]
97,185289,[0 5 6 8 3 1 4 7 9 2],1784696,[4 9 2 0 7 5 3 6 1 8]
98,219073,[0 6 4 5 2 8 1 3 9 7],1766014,[4 8 7 2 6 5 9 3 0 1]
99,56471,[0 2 5 3 6 7 9 8 4 1],1856443,[5 1 0 4 6 3 9 2 8 7]
100,162190,[0 5 1 3 4 7 9 8 2 6],1730184,[4 7 9 2 0 3 1 5 6 8]
1,30400,[0 1 8 2 4 5 7 9 3 6],1832710,[5 0 4 7 3 6 9 8 1 2]
2,188568,[0 5 7 3 9 4 1 2 6 8],1572390,[4 2 9 8 7 1 3 0 5 6]
3,9846,[0 1 3 9 7 2 5 4 6 8],1689114,[4 6 9 0 8 7 5 1 2 3]
4,370156,[1 0 3 6 2 8 4 9 5 7],1823817,[5 0 2 9 1 6 4 7 8 3]
5,136380,[0 4 5 1 6 7 8 2 3 9],1706686,[4 7 2 6 3 1 9 8 0 5]
6,71952,[0 2 8 3 9 6 1 4 5 7],1692068,[4 6 9 7 0 3 8 2 1 5]
7,98673,[0 3 5 7 1 4 6 8 9 2],1582309,[4 3 1 9 6 8 5 0 7 2]
8,24750,[0 1 6 9 4 3 5 2 7 8],1613252,[4 5 0 1 7 8 9 3 2 6]
9,263870,[0 7 5 3 4 9 6 2 1 8],1653959,[4 6 0 2 1 9 8 7 5 3]
10,217068,[0 6 4 1 5 9 7 2 3 8],1874102,[5 1 4 8 9 3 6 2 0 7]
11,206341,[0 6 1 9 5 4 7 2 8 3],1666687,[4 6 2 7 9 0 3 1 8 5]
12,354841,[0 9 7 3 8 1 2 4 6 5],1661969,[4 6 1 8 2 7 5 9 3 0]
13,271945,[0 7 6 9 5 2 1 3 8 4],1745364,[4 8 2 3 0 7 6 1 5 9]
14,211869,[0 6 3 1 4 7 9 5 8 2],1808485,[4 9 7 6 5 3 2 0 8 1]
15,205939,[0 6 1 9 2 3 8 4 7 5],1560940,[4 2 7 6 9 8 0 5 1 3]
16,84280,[0 3 1 8 2 5 7 9 4 6],1591041,[4 3 5 7 8 6 1 2 9 0]
17,271483,[0 7 6 9 1 3 8 2 5 4],1612352,[4 3 9 8 2 1 5 6 0 7]
18,288958,[0 8 2 4 3 9 7 6 1 5],1815538,[5 0 1 3 7 6 4 9 2 8]
19,81020,[0 3 1 2 7 4 9 6 5 8],1546323,[4 2 3 8 7 0 1 6 9 5]
20,157907,[0 4 9 3 2 8 5 7 6 1],1595101,[4 3 6 5 2 7 8 0 9 1]
21,322335,[0 8 9 7 5 1 4 3 6 2],1798981,[4 9 5 8 3 2 6 0 7 1]
22,63200,[0 2 6 5 8 7 3 4 1 9],1578522,[4 3 1 2 6 5 9 0 7 8]
23,325397,[0 9 1 5 8 6 2 7 4 3],1761268,[4 8 6 3 1 2 0 9 5 7]
24,196420,[0 5 8 9 6 7 1 4 2 3],1675026,[4 6 5 2 3 7 9 0 1 8]
25,12194,[0 1 4 5 9 7 2 6 3 8],1647212,[4 5 8 7 6 3 9 1 0 2]
26,106865,[0 3 7 2 5 6 8 9 4 1],1654978,[4 6 0 3 7 5 2 9 1 8]
27,359968,[0 9 8 3 7 5 4 6 1 2],1612181,[4 3 9 8 0 7 1 6 5 2]
28,191655,[0 5 8 1 3 2 7 6 9 4],1588185,[4 3 5 0 8 9 2 6 7 1]
29,368060,[1 0 3 2 5 4 9 7 6 8],1556451,[4 2 6 8 7 3 0 5 9 1]
30,12914,[0 1 4 6 9 7 2 5 3 8],1832987,[5 0 4 7 8 9 2 6 3 1]
31,156826,[0 4 9 1 7 8 3 6 2 5],1698574,[4 7 1 0 2 8 9 6 3 5]
32,176509,[0 5 4 1 2 9 7 3 8 6],1547111,[4 2 3 9 7 5 8 6 1 0]
33,102216,[0 3 6 2 9 8 1 4 5 7],1875827,[5 1 6 2 3 9 4 8 7 0]
34,296427,[0 8 3 7 6 2 1 5 9 4],1694921,[4 7 0 3 1 5 8 9 6 2]
35,51838,[0 2 4 3 9 8 7 6 1 5],1656905,[4 6 0 8 2 5 7 9 3 1]
36,247694,[0 7 2 3 1 4 8 6 5 9],1691197,[4 6 9 3 8 1 5 0 7 2]
37,196149,[0 5 8 9 3 4 7 2 6 1],1639390,[4 5 7 1 9 3 8 6 0 2]
38,356242,[0 9 7 5 6 4 2 8 1 3],1688743,[4 6 9 0 3 8 2 1 7 5]
39,87201,[0 3 2 5 1 8 6 7 9 4],1819456,[5 0 2 1 3 4 8 9 6 7]
40,244402,[0 7 1 5 4 8 3 9 2 6],1847547,[5 0 8 6 1 3 2 7 9 4]
41,162020,[0 5 1 3 2 4 9 7 6 8],1747991,[4 8 2 7 6 3 9 5 1 0]
42,343560,[0 9 5 2 3 1 4 6 7 8],1592969,[4 3 6 0 5 8 7 9 2 1]
43,157739,[0 4 9 3 1 6 5 8 7 2],1746655,[4 8 2 5 9 3 1 0 7 6]
44,167056,[0 5 2 3 1 4 8 9 6 7],1818407,[5 0 1 8 6 3 9 7 4 2]
45,221083,[0 6 4 9 1 3 8 2 7 5],1876655,[5 1 6 3 4 8 9 7 2 0]
46,187901,[0 5 7 2 9 8 1 6 4 3],1882589,[5 1 7 4 8 2 0 9 6 3]
47,233439,[0 6 8 3 2 4 7 5 9 1],1795289,[4 9 5 1 3 7 6 8 2 0]
48,184137,[0 5 6 4 8 3 2 7 9 1],1849297,[5 0 8 9 3 7 1 2 6 4]
49,199596,[0 5 9 6 2 3 7 1 4 8],1771112,[4 8 9 2 7 1 3 5 0 6]
50,285479,[0 8 1 6 4 9 7 5 3 2],1807216,[4 9 7 5 0 1 6 8 2 3]
51,350140,[0 9 6 4 2 8 1 7 3 5],1639582,[4 5 7 2 1 0 9 8 3 6]
52,98229,[0 3 5 6 4 7 9 2 8 1],1854789,[5 1 0 2 3 7 9 6 8 4]
53,176533,[0 5 4 1 3 2 8 6 9 7],1562188,[4 2 7 9 6 1 0 8 3 5]
54,298430,[0 8 4 2 5 9 6 3 1 7],1640725,[4 5 7 3 8 6 2 0 9 1]
55,327881,[0 9 2 1 5 4 7 8 6 3],1814102,[4 9 8 7 3 2 5 1 0 6]
56,20089,[0 1 5 9 8 4 2 3 7 6],1596561,[4 3 6 8 2 7 1 5 9 0]
57,334645,[0 9 3 4 7 6 5 1 8 2],1757713,[4 8 5 7 1 6 0 2 9 3]
58,320027,[0 8 9 4 3 7 2 6 5 1],1608516,[4 3 9 1 0 5 7 2 6 8]
59,215527,[0 6 3 8 4 1 5 2 9 7],1705380,[4 7 2 3 6 5 8 0 1 9]
60,261730,[0 7 4 9 5 1 3 8 2 6],1548690,[4 2 5 1 9 7 8 0 3 6]
61,272666,[0 7 8 1 6 3 2 5 4 9],1592413,[4 3 5 9 7 0 6 1 8 2]
62,71449,[0 2 8 3 4 6 1 5 9 7],1659929,[4 6 1 3 5 8 7 9 2 0]
63,287825,[0 8 2 1 7 5 6 9 4 3],1720140,[4 7 6 2 0 5 8 1 3 9]
64,269150,[0 7 6 3 8 9 4 2 1 5],1716398,[4 7 5 3 9 1 6 2 0 8]
65,353636,[0 9 7 2 1 8 6 4 3 5],1554035,[4 2 6 3 5 1 7 9 8 0]
66,76608,[0 2 9 3 5 6 1 4 7 8],1730120,[4 7 9 1 8 5 2 3 0 6]
