100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,1202,[1 5 0 2 4 3 6],3477,[4 5 6 3 1 2 0],3985,[5 3 1 0 2 6 4],4876,[6 4 3 0 5 1 2]
19,164,[0 2 3 6 4 1 5],3498,[4 6 0 5 1 2 3],3613,[5 0 1 4 2 6 3],4298,[5 6 4 0 2 1 3]
20,286,[0 3 2 6 5 1 4],4825,[6 4 1 0 2 5 3],1159,[1 4 5 2 0 6 3],3734,[5 1 0 4 3 2 6]
21,668,[0 6 3 5 2 1 4],107,[0 1 6 3 5 4 2],1291,[1 5 4 6 0 3 2],4200,[5 6 0 1 2 3 4]
22,4907,[6 4 5 1 3 2 0],4964,[6 5 1 4 2 0 3],4585,[6 2 1 0 3 5 4],849,[1 2 0 4 5 6 3]
23,2931,[4 0 3 1 5 6 2],1925,[2 5 0 1 6 4 3],1013,[1 3 4 0 6 5 2],4261,[5 6 2 3 0 4 1]
24,121,[0 2 1 3 4 6 5],334,[0 3 5 6 4 1 2],3559,[4 6 3 1 0 5 2],3942,[5 2 6 1 0 3 4]
25,714,[0 6 5 4 1 2 3],4392,[6 0 4 1 2 3 5],2145,[2 6 5 1 3 4 0],3225,[4 2 6 1 3 5 0]
26,4609,[6 2 3 0 1 5 4],4653,[6 2 4 5 1 3 0],2263,[3 0 6 2 1 5 4],173,[0 2 4 1 6 5 3]
27,4269,[5 6 2 4 1 3 0],866,[1 2 3 0 5 4 6],3196,[4 2 5 0 6 1 3],4301,[5 6 4 0 3 2 1]
28,333,[0 3 5 6 2 4 1],4999,[6 5 3 1 0 4 2],1322,[1 6 0 2 4 3 5],2404,[3 2 0 1 6 4 5]
29,724,[1 0 2 3 6 4 5],316,[0 3 5 1 6 2 4],2374,[3 1 5 6 4 0 2],4726,[6 3 1 5 4 0 2]
30,2919,[4 0 2 5 3 6 1],797,[1 0 5 2 6 4 3],1955,[2 5 1 3 6 4 0],1754,[2 3 5 0 4 1 6]
31,4278,[5 6 3 1 0 2 4],2420,[3 2 0 6 4 1 5],3283,[4 3 1 6 0 5 2],4395,[6 0 4 1 3 5 2]
32,2490,[3 2 5 6 0 1 4],539,[0 5 3 2 6 4 1],4441,[6 1 0 2 3 5 4],2297,[3 1 0 5 6 4 2]
33,3249,[4 3 0 2 5 6 1],3971,[5 3 0 2 6 4 1],1727,[2 3 1 6 5 4 0],4832,[6 4 1 2 3 0 5]
34,3472,[4 5 6 2 3 0 1],1392,[1 6 4 0 2 3 5],4749,[6 3 2 5 1 4 0],1731,[2 3 4 0 5 6 1]
35,4159,[5 4 3 1 0 6 2],3723,[5 1 0 2 4 6 3],305,[0 3 4 5 6 2 1],3887,[5 2 1 6 4 3 0]
36,4650,[6 2 4 5 0 1 3],4769,[6 3 4 2 5 1 0],1037,[1 3 5 0 6 4 2],4913,[6 4 5 2 3 1 0]
37,1819,[2 4 0 6 1 5 3],2151,[2 6 5 3 1 4 0],3677,[5 0 4 1 6 3 2],205,[0 2 5 4 1 6 3]
38,1879,[2 4 5 1 0 6 3],3568,[4 6 3 2 5 0 1],1338,[1 6 0 5 2 3 4],512,[0 5 2 3 4 1 6]
39,4358,[6 0 2 4 3 1 5],1076,[1 3 6 5 2 0 4],2412,[3 2 0 5 1 4 6],4060,[5 3 6 0 4 1 2]
40,2606,[3 4 5 2 1 0 6],1741,[2 3 4 5 0 6 1],1916,[2 4 6 5 1 0 3],1816,[2 4 0 5 6 1 3]
41,3101,[4 1 6 0 5 3 2],374,[0 4 1 5 3 2 6],4764,[6 3 4 2 0 1 5],4935,[6 5 0 3 2 4 1]
42,85,[0 1 5 4 2 6 3],2296,[3 1 0 5 6 2 4],2543,[3 4 0 6 5 2 1],839,[1 0 6 5 4 3 2]
43,143,[0 2 1 6 5 4 3],4576,[6 2 0 4 5 1 3],180,[0 2 4 5 1 3 6],4117,[5 4 1 3 0 6 2]
44,4413,[6 0 4 5 2 3 1],857,[1 2 0 5 6 4 3],3966,[5 3 0 2 1 4 6],4707,[6 3 1 0 4 5 2]
45,3466,[4 5 6 1 3 0 2],1895,[2 4 5 6 3 1 0],2164,[3 0 1 2 6 4 5],4245,[5 6 1 4 2 3 0]
46,1133,[1 4 3 0 6 5 2],2181,[3 0 1 6 4 5 2],4820,[6 4 0 5 2 1 3],4600,[6 2 1 4 5 0 3]
47,1818,[2 4 0 6 1 3 5],1094,[1 4 0 5 3 2 6],4968,[6 5 2 0 1 3 4],4896,[6 4 5 0 1 2 3]
48,1969,[2 5 3 0 1 6 4],630,[0 6 2 3 1 4 5],1971,[2 5 3 0 4 6 1],2253,[3 0 5 6 2 4 1]
49,4763,[6 3 4 1 5 2 0],740,[1 0 2 6 4 3 5],3110,[4 1 6 3 2 0 5],3301,[4 3 2 5 0 6 1]
50,3422,[4 5 2 3 1 0 6],4871,[6 4 2 5 3 1 0],3199,[4 2 5 1 0 6 3],3331,[4 3 5 6 0 2 1]
51,3071,[4 1 3 6 5 2 0],773,[1 0 4 2 6 5 3],1180,[1 4 6 0 5 2 3],3376,[4 5 0 3 6 1 2]
52,4276,[5 6 3 0 4 1 2],1820,[2 4 0 6 3 1 5],5001,[6 5 3 1 2 4 0],3697,[5 0 6 1 2 4 3]
53,2269,[3 0 6 4 1 5 2],3599,[4 6 5 3 2 1 0],2415,[3 2 0 5 4 6 1],618,[0 6 1 5 2 3 4]
54,2936,[4 0 3 2 5 1 6],4843,[6 4 1 5 0 3 2],1724,[2 3 1 6 4 0 5],3256,[4 3 0 5 6 1 2]
55,775,[1 0 4 3 2 6 5],577,[0 5 6 1 2 4 3],216,[0 2 6 1 3 4 5],328,[0 3 5 4 6 1 2]
56,1266,[1 5 3 6 0 2 4],2052,[2 6 0 4 1 3 5],2627,[3 4 6 1 5 2 0],2220,[3 0 4 5 1 2 6]
57,1161,[1 4 5 2 3 6 0],1064,[1 3 6 2 4 0 5],268,[0 3 2 1 6 4 5],3242,[4 3 0 1 5 2 6]
58,3444,[4 5 3 2 0 1 6],3774,[5 1 3 2 0 4 6],2608,[3 4 5 2 6 0 1],1767,[2 3 5 4 1 6 0]
59,4573,[6 2 0 4 1 5 3],454,[0 4 5 6 3 1 2],1454,[2 0 1 5 4 3 6],2469,[3 2 4 6 1 5 0]
60,2432,[3 2 1 4 5 0 6],2244,[3 0 5 4 1 2 6],3244,[4 3 0 1 6 2 5],3221,[4 2 6 0 5 3 1]
61,2538,[3 4 0 6 1 2 5],1580,[2 1 0 6 4 3 5],4945,[6 5 1 0 2 4 3],284,[0 3 2 6 4 1 5]
62,3170,[4 2 3 0 5 1 6],593,[0 5 6 3 4 2 1],4359,[6 0 2 4 3 5 1],1124,[1 4 2 6 3 0 5]
63,779,[1 0 4 3 6 5 2],1202,[1 5 0 2 4 3 6],4051,[5 3 4 6 0 2 1],1115,[1 4 2 3 6 5 0]
64,3347,[4 3 6 1 5 2 0],3589,[4 6 5 2 0 3 1],967,[1 3 0 4 2 6 5],1614,[2 1 4 3 0 5 6]
65,4827,[6 4 1 0 3 5 2],4963,[6 5 1 4 0 3 2],2016,[2 5 6 0 1 3 4],4264,[5 6 2 3 4 0 1]
66,3140,[4 2 0 6 3 1 5],4317,[5 6 4 3 1 2 0],495,[0 5 1 4 3 6 2],2286,[3 1 0 4 2 5 6]
67,270,[0 3 2 4 1 5 6],3713,[5 0 6 3 4 2 1],379,[0 4 1 6 2 5 3],4920,[6 5 0 1 2 3 4]
68,3797,[5 1 4 0 6 3 2],4892,[6 4 3 5 1 0 2],2505,[3 2 6 1 4 5 0],1350,[1 6 2 3 0 4 5]
69,544,[0 5 3 4 6 1 2],1757,[2 3 5 0 6 4 1],2690,[3 5 2 0 4 1 6],4056,[5 3 6 0 1 2 4]
70,2840,[3 6 4 1 2 0 5],4953,[6 5 1 2 3 4 0],2456,[3 2 4 1 5 0 6],1112,[1 4 2 3 5 0 6]
71,3028,[4 1 2 0 6 3 5],4404,[6 0 4 3 1 2 5],3044,[4 1 2 6 3 0 5],369,[0 4 1 3 5 6 2]
72,4507,[6 1 3 5 0 4 2],4192,[5 4 6 2 3 0 1],4416,[6 0 5 1 2 3 4],1714,[2 3 1 4 6 0 5]
73,1885,[2 4 5 3 0 6 1],1498,[2 0 4 3 6 1 5],107,[0 1 6 3 5 4 2],1331,[1 6 0 3 5 4 2]
74,2777,[3 6 0 4 5 2 1],811,[1 0 5 6 2 4 3],1697,[2 3 0 5 6 4 1],3967,[5 3 0 2 1 6 4]
75,2159,[2 6 5 4 3 1 0],851,[1 2 0 4 6 5 3],882,[1 2 3 6 0 4 5],3840,[5 2 0 1 3 4 6]
76,259,[0 3 1 6 2 5 4],836,[1 0 6 5 3 2 4],2886,[4 0 1 3 2 5 6],2891,[4 0 1 3 6 5 2]
77,4543,[6 1 5 2 0 4 3],2638,[3 4 6 5 2 0 1],3084,[4 1 5 3 0 2 6],2222,[3 0 4 5 2 1 6]
78,3558,[4 6 3 1 0 2 5],3973,[5 3 0 4 1 6 2],1741,[2 3 4 5 0 6 1],4595,[6 2 1 3 5 4 0]
79,1959,[2 5 1 4 3 6 0],1464,[2 0 3 1 4 5 6],285,[0 3 2 6 4 5 1],4738,[6 3 2 1 5 0 4]
80,4621,[6 2 3 4 0 5 1],3547,[4 6 2 5 0 3 1],2365,[3 1 5 4 0 6 2],3665,[5 0 3 4 6 2 1]
81,2790,[3 6 1 2 0 4 5],303,[0 3 4 5 2 6 1],2335,[3 1 4 2 0 6 5],28,[0 1 3 2 6 4 5]
82,2300,[3 1 0 6 4 2 5],4805,[6 4 0 1 5 3 2],456,[0 4 6 1 2 3 5],100,[0 1 6 2 5 3 4]
83,56,[0 1 4 3 5 2 6],311,[0 3 4 6 5 2 1],2289,[3 1 0 4 5 6 2],4144,[5 4 2 3 6 0 1]
84,2343,[3 1 4 5 2 6 0],146,[0 2 3 1 5 4 6],4215,[5 6 0 3 2 4 1],752,[1 0 3 4 5 2 6]
85,4889,[6 4 3 2 5 1 0],5016,[6 5 4 0 1 2 3],225,[0 2 6 3 4 5 1],89,[0 1 5 4 6 3 2]
86,505,[0 5 2 1 3 6 4],4441,[6 1 0 2 3 5 4],3322,[4 3 5 1 6 0 2],1449,[2 0 1 4 5 6 3]
87,285,[0 3 2 6 4 5 1],3928,[5 2 4 3 6 0 1],2026,[2 5 6 1 4 0 3],1379,[1 6 3 2 5 4 0]
88,194,[0 2 5 1 4 3 6],4169,[5 4 3 2 6 1 0],1678,[2 1 6 5 4 0 3],572,[0 5 4 6 2 1 3]
89,2696,[3 5 2 1 4 0 6],4225,[5 6 1 0 2 4 3],3284,[4 3 1 6 2 0 5],3637,[5 0 2 4 1 6 3]
90,2893,[4 0 1 5 2 6 3],275,[0 3 2 4 6 5 1],3788,[5 1 3 6 2 0 4],481,[0 5 1 2 3 6 4]
91,3489,[4 6 0 2 3 5 1],217,[0 2 6 1 3 5 4],4271,[5 6 2 4 3 1 0],477,[0 4 6 5 2 3 1]
92,3415,[4 5 2 1 0 6 3],885,[1 2 3 6 4 5 0],611,[0 6 1 3 5 4 2],585,[0 5 6 2 3 4 1]
93,2347,[3 1 4 6 0 5 2],2029,[2 5 6 3 0 4 1],1565,[2 1 0 3 6 5 4],4207,[5 6 0 2 1 4 3]
94,1926,[2 5 0 3 1 4 6],1857,[2 4 3 1 5 6 0],4209,[5 6 0 2 3 4 1],1309,[1 5 6 3 0 4 2]
95,438,[0 4 5 2 1 3 6],4880,[6 4 3 1 2 0 5],2011,[2 5 4 6 0 3 1],3508,[4 6 1 0 5 2 3]
96,4972,[6 5 2 0 4 1 3],2807,[3 6 1 5 4 2 0],1276,[1 5 4 0 6 2 3],3911,[5 2 3 6 4 1 0]
97,4682,[6 3 0 1 4 2 5],3946,[5 2 6 1 4 0 3],3532,[4 6 2 0 5 1 3],1872,[2 4 5 0 1 3 6]
98,2057,[2 6 0 4 5 3 1],2038,[2 5 6 4 3 0 1],894,[1 2 4 3 0 5 6],3583,[4 6 5 1 0 3 2]
99,4627,[6 2 3 5 0 4 1],779,[1 0 4 3 6 5 2],1950,[2 5 1 3 0 4 6],1705,[2 3 1 0 4 6 5]
100,180,[0 2 4 5 1 3 6],1172,[1 4 5 6 2 0 3],702,[0 6 5 2 1 3 4],189,[0 2 4 6 3 5 1]
