2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,548,[0 5 3 6 2 1 4],3002,[4 1 0 2 5 3 6],1688,[2 3 0 4 5 1 6],2140,[2 6 5 0 4 1 3]
19,588,[0 5 6 3 1 2 4],3013,[4 1 0 5 2 6 3],1727,[2 3 1 6 5 4 0],2110,[2 6 3 5 4 0 1]
20,502,[0 5 1 6 4 2 3],3004,[4 1 0 2 6 3 5],1720,[2 3 1 5 6 0 4],2152,[2 6 5 3 4 0 1]
21,592,[0 5 6 3 4 1 2],2985,[4 0 6 2 3 5 1],1724,[2 3 1 6 4 0 5],2119,[2 6 4 1 0 5 3]
22,583,[0 5 6 2 1 4 3],3015,[4 1 0 5 3 6 2],1668,[2 1 6 4 0 3 5],2132,[2 6 4 5 1 0 3]
23,585,[0 5 6 2 3 4 1],3020,[4 1 0 6 3 2 5],1707,[2 3 1 0 5 6 4],2150,[2 6 5 3 1 0 4]
24,550,[0 5 3 6 4 1 2],3029,[4 1 2 0 6 5 3],1688,[2 3 0 4 5 1 6],2134,[2 6 4 5 3 0 1]
25,520,[0 5 2 4 6 1 3],2990,[4 0 6 3 2 1 5],1721,[2 3 1 5 6 4 0],2148,[2 6 5 3 0 1 4]
26,533,[0 5 3 1 6 4 2],3045,[4 1 2 6 3 5 0],1724,[2 3 1 6 4 0 5],2179,[3 0 1 6 2 5 4]
27,540,[0 5 3 4 1 2 6],2986,[4 0 6 2 5 1 3],1730,[2 3 4 0 5 1 6],2203,[3 0 2 6 1 5 4]
28,550,[0 5 3 6 4 1 2],2988,[4 0 6 3 1 2 5],1653,[2 1 5 6 3 4 0],2118,[2 6 4 1 0 3 5]
29,547,[0 5 3 6 1 4 2],3043,[4 1 2 6 0 5 3],1747,[2 3 4 6 0 5 1],2196,[3 0 2 5 1 4 6]
30,523,[0 5 2 6 1 4 3],3045,[4 1 2 6 3 5 0],1672,[2 1 6 4 5 0 3],2167,[3 0 1 4 2 6 5]
31,531,[0 5 3 1 4 6 2],3058,[4 1 3 2 6 0 5],1709,[2 3 1 0 6 5 4],2195,[3 0 2 4 6 5 1]
32,570,[0 5 4 6 1 2 3],2981,[4 0 6 1 5 3 2],1705,[2 3 1 0 4 6 5],2106,[2 6 3 5 0 1 4]
33,569,[0 5 4 3 6 2 1],2996,[4 0 6 5 2 1 3],1745,[2 3 4 5 6 1 0],2168,[3 0 1 4 5 2 6]
34,510,[0 5 2 3 1 4 6],2984,[4 0 6 2 3 1 5],1662,[2 1 6 3 0 4 5],2188,[3 0 2 1 6 4 5]
35,504,[0 5 2 1 3 4 6],3008,[4 1 0 3 5 2 6],1656,[2 1 6 0 3 4 5],2148,[2 6 5 3 0 1 4]
36,529,[0 5 3 1 2 6 4],2995,[4 0 6 5 1 3 2],1655,[2 1 5 6 4 3 0],2152,[2 6 5 3 4 0 1]
37,539,[0 5 3 2 6 4 1],3006,[4 1 0 3 2 5 6],1719,[2 3 1 5 4 6 0],2189,[3 0 2 1 6 5 4]
38,593,[0 5 6 3 4 2 1],2993,[4 0 6 3 5 2 1],1652,[2 1 5 6 3 0 4],2179,[3 0 1 6 2 5 4]
39,554,[0 5 4 1 3 2 6],3004,[4 1 0 2 6 3 5],1663,[2 1 6 3 0 5 4],2136,[2 6 5 0 1 3 4]
40,507,[0 5 2 1 4 6 3],2988,[4 0 6 3 1 2 5],1700,[2 3 0 6 4 1 5],2191,[3 0 2 4 1 6 5]
41,509,[0 5 2 1 6 4 3],3013,[4 1 0 5 2 6 3],1648,[2 1 5 4 6 0 3],2203,[3 0 2 6 1 5 4]
42,562,[0 5 4 2 6 1 3],3008,[4 1 0 3 5 2 6],1747,[2 3 4 6 0 5 1],2201,[3 0 2 5 6 4 1]
43,579,[0 5 6 1 3 4 2],3021,[4 1 0 6 3 5 2],1725,[2 3 1 6 4 5 0],2130,[2 6 4 5 0 1 3]
44,595,[0 5 6 4 1 3 2],3027,[4 1 2 0 5 6 3],1674,[2 1 6 5 0 3 4],2148,[2 6 5 3 0 1 4]
45,546,[0 5 3 6 1 2 4],3043,[4 1 2 6 0 5 3],1720,[2 3 1 5 6 0 4],2107,[2 6 3 5 0 4 1]
46,506,[0 5 2 1 4 3 6],3023,[4 1 0 6 5 3 2],1719,[2 3 1 5 4 6 0],2133,[2 6 4 5 1 3 0]
47,533,[0 5 3 1 6 4 2],3028,[4 1 2 0 6 3 5],1692,[2 3 0 5 1 4 6],2130,[2 6 4 5 0 1 3]
48,521,[0 5 2 4 6 3 1],2975,[4 0 5 6 3 2 1],1698,[2 3 0 6 1 4 5],2185,[3 0 2 1 4 6 5]
49,550,[0 5 3 6 4 1 2],3058,[4 1 3 2 6 0 5],1721,[2 3 1 5 6 4 0],2111,[2 6 3 5 4 1 0]
50,583,[0 5 6 2 1 4 3],3011,[4 1 0 3 6 5 2],1712,[2 3 1 4 5 0 6],2197,[3 0 2 5 1 6 4]
51,576,[0 5 6 1 2 3 4],3065,[4 1 3 5 6 2 0],1667,[2 1 6 3 5 4 0],2117,[2 6 4 0 5 3 1]
52,592,[0 5 6 3 4 1 2],3054,[4 1 3 2 0 5 6],1668,[2 1 6 4 0 3 5],2170,[3 0 1 4 6 2 5]
53,516,[0 5 2 4 1 3 6],2992,[4 0 6 3 5 1 2],1679,[2 1 6 5 4 3 0],2192,[3 0 2 4 5 1 6]
54,569,[0 5 4 3 6 2 1],2972,[4 0 5 6 2 1 3],1680,[2 3 0 1 4 5 6],2197,[3 0 2 5 1 6 4]
55,567,[0 5 4 3 2 6 1],2993,[4 0 6 3 5 2 1],1658,[2 1 6 0 4 3 5],2203,[3 0 2 6 1 5 4]
56,569,[0 5 4 3 6 2 1],3038,[4 1 2 5 3 0 6],1747,[2 3 4 6 0 5 1],2124,[2 6 4 3 0 1 5]
57,519,[0 5 2 4 3 6 1],3049,[4 1 3 0 2 6 5],1706,[2 3 1 0 5 4 6],2141,[2 6 5 0 4 3 1]
58,518,[0 5 2 4 3 1 6],3009,[4 1 0 3 5 6 2],1745,[2 3 4 5 6 1 0],2155,[2 6 5 4 0 3 1]
59,519,[0 5 2 4 3 6 1],3062,[4 1 3 5 2 0 6],1706,[2 3 1 0 5 4 6],2130,[2 6 4 5 0 1 3]
60,502,[0 5 1 6 4 2 3],2978,[4 0 6 1 3 2 5],1705,[2 3 1 0 4 6 5],2136,[2 6 5 0 1 3 4]
61,565,[0 5 4 3 1 6 2],3028,[4 1 2 0 6 3 5],1691,[2 3 0 4 6 5 1],2164,[3 0 1 2 6 4 5]
62,596,[0 5 6 4 2 1 3],3022,[4 1 0 6 5 2 3],1679,[2 1 6 5 4 3 0],2162,[3 0 1 2 5 4 6]
63,511,[0 5 2 3 1 6 4],3022,[4 1 0 6 5 2 3],1676,[2 1 6 5 3 0 4],2118,[2 6 4 1 0 3 5]
64,567,[0 5 4 3 2 6 1],3025,[4 1 2 0 3 6 5],1729,[2 3 4 0 1 6 5],2137,[2 6 5 0 1 4 3]
65,548,[0 5 3 6 2 1 4],3041,[4 1 2 5 6 3 0],1680,[2 3 0 1 4 5 6],2173,[3 0 1 5 2 6 4]
66,571,[0 5 4 6 1 3 2],3054,[4 1 3 2 0 5 6],1693,[2 3 0 5 1 6 4],2196,[3 0 2 5 1 4 6]
67,535,[0 5 3 2 1 6 4],3054,[4 1 3 2 0 5 6],1675,[2 1 6 5 0 4 3],2196,[3 0 2 5 1 4 6]
68,550,[0 5 3 6 4 1 2],3034,[4 1 2 3 6 0 5],1696,[2 3 0 5 6 1 4],2145,[2 6 5 1 3 4 0]
69,532,[0 5 3 1 6 2 4],3052,[4 1 3 0 6 2 5],1734,[2 3 4 1 0 5 6],2115,[2 6 4 0 3 5 1]
70,570,[0 5 4 6 1 2 3],3005,[4 1 0 2 6 5 3],1668,[2 1 6 4 0 3 5],2137,[2 6 5 0 1 4 3]
71,552,[0 5 4 1 2 3 6],3045,[4 1 2 6 3 5 0],1726,[2 3 1 6 5 0 4],2137,[2 6 5 0 1 4 3]
72,549,[0 5 3 6 2 4 1],3006,[4 1 0 3 2 5 6],1703,[2 3 0 6 5 4 1],2197,[3 0 2 5 1 6 4]
73,590,[0 5 6 3 2 1 4],3024,[4 1 2 0 3 5 6],1656,[2 1 6 0 3 4 5],2201,[3 0 2 5 6 4 1]
74,576,[0 5 6 1 2 3 4],3040,[4 1 2 5 6 0 3],1727,[2 3 1 6 5 4 0],2155,[2 6 5 4 0 3 1]
75,588,[0 5 6 3 1 2 4],3016,[4 1 0 5 6 2 3],1707,[2 3 1 0 5 6 4],2154,[2 6 5 4 0 1 3]
76,526,[0 5 2 6 4 1 3],3003,[4 1 0 2 5 6 3],1711,[2 3 1 4 0 6 5],2115,[2 6 4 0 3 5 1]
77,502,[0 5 1 6 4 2 3],3019,[4 1 0 6 2 5 3],1714,[2 3 1 4 6 0 5],2203,[3 0 2 6 1 5 4]
78,587,[0 5 6 2 4 3 1],2981,[4 0 6 1 5 3 2],1677,[2 1 6 5 3 4 0],2145,[2 6 5 1 3 4 0]
79,503,[0 5 1 6 4 3 2],3052,[4 1 3 0 6 2 5],1670,[2 1 6 4 3 0 5],2177,[3 0 1 5 6 4 2]
80,509,[0 5 2 1 6 4 3],2993,[4 0 6 3 5 2 1],1730,[2 3 4 0 5 1 6],2118,[2 6 4 1 0 3 5]
81,515,[0 5 2 3 6 4 1],3008,[4 1 0 3 5 2 6],1747,[2 3 4 6 0 5 1],2162,[3 0 1 2 5 4 6]
82,596,[0 5 6 4 2 1 3],3054,[4 1 3 2 0 5 6],1696,[2 3 0 5 6 1 4],2130,[2 6 4 5 0 1 3]
83,560,[0 5 4 2 3 1 6],2980,[4 0 6 1 5 2 3],1682,[2 3 0 1 5 4 6],2198,[3 0 2 5 4 1 6]
84,544,[0 5 3 4 6 1 2],3028,[4 1 2 0 6 3 5],1745,[2 3 4 5 6 1 0],2204,[3 0 2 6 4 1 5]
85,536,[0 5 3 2 4 1 6],3046,[4 1 2 6 5 0 3],1691,[2 3 0 4 6 5 1],2115,[2 6 4 0 3 5 1]
86,549,[0 5 3 6 2 4 1],3022,[4 1 0 6 5 2 3],1733,[2 3 4 0 6 5 1],2123,[2 6 4 1 5 3 0]
87,596,[0 5 6 4 2 1 3],3014,[4 1 0 5 3 2 6],1663,[2 1 6 3 0 5 4],2158,[2 6 5 4 3 0 1]
88,540,[0 5 3 4 1 2 6],3042,[4 1 2 6 0 3 5],1738,[2 3 4 1 6 0 5],2175,[3 0 1 5 4 6 2]
89,526,[0 5 2 6 4 1 3],3016,[4 1 0 5 6 2 3],1678,[2 1 6 5 4 0 3],2190,[3 0 2 4 1 5 6]
90,506,[0 5 2 1 4 3 6],2980,[4 0 6 1 5 2 3],1720,[2 3 1 5 6 0 4],2127,[2 6 4 3 1 5 0]
91,517,[0 5 2 4 1 6 3],2978,[4 0 6 1 3 2 5],1717,[2 3 1 5 0 6 4],2106,[2 6 3 5 0 1 4]
92,569,[0 5 4 3 6 2 1],3022,[4 1 0 6 5 2 3],1677,[2 1 6 5 3 4 0],2113,[2 6 4 0 1 5 3]
93,550,[0 5 3 6 4 1 2],2989,[4 0 6 3 1 5 2],1705,[2 3 1 0 4 6 5],2161,[3 0 1 2 4 6 5]
94,539,[0 5 3 2 6 4 1],3040,[4 1 2 5 6 0 3],1742,[2 3 4 5 1 0 6],2204,[3 0 2 6 4 1 5]
95,510,[0 5 2 3 1 4 6],3040,[4 1 2 5 6 0 3],1736,[2 3 4 1 5 0 6],2120,[2 6 4 1 3 0 5]
96,547,[0 5 3 6 1 4 2],3016,[4 1 0 5 6 2 3],1745,[2 3 4 5 6 1 0],2107,[2 6 3 5 0 4 1]
97,507,[0 5 2 1 4 6 3],3011,[4 1 0 3 6 5 2],1721,[2 3 1 5 6 4 0],2172,[3 0 1 5 2 4 6]
98,542,[0 5 3 4 2 1 6],2981,[4 0 6 1 5 3 2],1655,[2 1 5 6 4 3 0],2141,[2 6 5 0 4 3 1]
99,571,[0 5 4 6 1 3 2],3051,[4 1 3 0 5 6 2],1687,[2 3 0 4 1 6 5],2180,[3 0 1 6 4 2 5]
100,568,[0 5 4 3 6 1 2],3054,[4 1 3 2 0 5 6],1654,[2 1 5 6 4 0 3],2154,[2 6 5 4 0 1 3]
