2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
8,192118,[0 5 8 1 7 9 6 4 2 3],144950,[0 4 6 8 2 9 5 3 1 7],536130,[1 5 3 4 7 8 9 0 2 6],384527,[1 0 6 4 2 5 9 8 7 3],1101882,[3 0 4 7 5 2 9 1 6 8],1725918,[4 7 8 3 0 6 2 1 5 9],2128844,[5 8 7 2 6 1 9 3 0 4],1441411,[3 9 6 8 7 4 5 0 2 1],1214724,[3 4 1 0 2 8 7 5 6 9],299180,[0 8 4 3 6 1 9 5 2 7],360988,[0 9 8 5 3 2 1 7 4 6],1199678,[3 2 8 0 4 5 7 6 1 9],2582174,[7 1 0 4 5 2 8 6 3 9],1361793,[3 7 8 1 4 2 5 6 9 0],3108114,[8 5 0 6 7 9 4 1 2 3],3029044,[8 3 1 0 2 4 5 9 6 7],448449,[1 3 0 9 8 2 5 6 7 4],397323,[1 0 8 7 9 2 3 5 6 4],860443,[2 4 3 8 0 5 9 1 7 6],1694364,[4 7 0 2 3 8 6 1 5 9]
9,128015,[0 4 2 5 8 7 9 6 3 1],159340,[0 4 9 6 2 8 1 7 3 5],529658,[1 5 2 0 7 9 3 6 4 8],360104,[0 9 8 4 1 7 3 5 2 6],1120341,[3 0 8 4 1 2 9 6 7 5],1674878,[4 6 5 2 1 3 8 7 0 9],2105260,[5 8 1 6 9 7 0 4 2 3],1444214,[3 9 7 4 8 0 5 2 1 6],1229481,[3 4 5 9 6 7 1 2 8 0],307109,[0 8 5 9 4 2 1 7 6 3],335655,[0 9 3 6 2 1 7 5 8 4],1211132,[3 4 0 5 1 8 9 6 2 7],2572193,[7 0 8 3 4 9 5 6 2 1],1341788,[3 7 2 1 6 5 9 4 0 8],3079416,[8 4 2 9 7 6 0 1 3 5],3039607,[8 3 4 0 7 1 5 2 9 6],454922,[1 3 4 2 9 0 5 7 6 8],411636,[1 2 3 7 8 4 6 0 5 9],845607,[2 3 9 7 4 6 5 1 8 0],1673175,[4 6 3 9 8 0 5 2 7 1]
10,127301,[0 4 2 3 8 9 1 7 6 5],142030,[0 4 6 2 3 7 9 8 1 5],499994,[1 4 5 2 6 8 0 7 3 9],350064,[0 9 6 4 2 3 1 5 7 8],1153763,[3 1 6 9 4 7 2 8 5 0],1735218,[4 8 0 3 1 2 9 5 6 7],2127065,[5 8 7 0 2 4 6 9 3 1],1422395,[3 9 2 1 6 4 5 8 7 0],1217004,[3 4 1 6 2 8 7 0 5 9],273462,[0 7 8 2 6 9 3 1 4 5],306024,[0 8 5 7 1 3 2 4 6 9],1209760,[3 4 0 1 5 6 8 9 2 7],2527812,[6 9 5 3 8 0 4 1 2 7],1363579,[3 7 8 4 9 0 6 1 5 2],3081637,[8 4 3 5 0 2 7 1 9 6],3031608,[8 3 1 5 6 4 0 2 7 9],429258,[1 2 7 3 4 0 9 5 6 8],387714,[1 0 6 9 4 8 7 2 3 5],854642,[2 4 1 7 0 3 5 8 6 9],1664529,[4 6 2 1 9 0 5 7 8 3]
11,136910,[0 4 5 2 1 9 7 6 3 8],138723,[0 4 5 6 8 1 2 7 9 3],481899,[1 3 9 6 2 8 0 5 7 4],359738,[0 9 8 3 5 7 1 4 2 6],1142158,[3 1 4 7 2 9 8 6 0 5],1723024,[4 7 6 9 0 3 5 8 1 2],2134405,[5 8 9 3 2 6 4 0 7 1],1406838,[3 8 9 0 7 5 2 1 4 6],1221449,[3 4 2 5 6 8 7 9 1 0],314402,[0 8 7 3 6 1 2 5 4 9],357873,[0 9 8 1 2 4 5 6 7 3],1215142,[3 4 1 0 8 2 9 7 5 6],2576410,[7 0 9 2 4 1 5 8 3 6],1309537,[3 6 4 8 7 9 0 1 5 2],3096287,[8 4 7 2 3 1 9 6 5 0],3046281,[8 3 5 2 9 6 1 4 7 0],458324,[1 3 4 9 6 2 8 5 0 7],400642,[1 0 9 5 4 7 3 8 2 6],815513,[2 3 1 8 6 9 5 7 4 0],1710336,[4 7 3 2 5 9 0 1 6 8]
12,144410,[0 4 6 7 5 3 1 8 2 9],146934,[0 4 7 2 1 6 5 3 8 9],481349,[1 3 9 5 6 2 0 8 7 4],343507,[0 9 5 2 1 6 8 3 7 4],1139055,[3 1 4 0 2 5 8 7 9 6],1709943,[4 7 3 1 9 5 6 2 8 0],2122320,[5 8 6 0 7 1 2 3 4 9],1407707,[3 8 9 2 0 7 4 6 5 1],1188661,[3 2 5 8 9 4 6 0 7 1],291786,[0 8 2 9 3 5 7 1 4 6],330278,[0 9 2 5 7 3 6 4 1 8],1225169,[3 4 5 0 7 8 6 9 2 1],2531610,[6 9 7 2 0 5 8 1 3 4],1306704,[3 6 4 1 9 2 0 5 7 8],3091064,[8 4 6 2 0 9 3 5 1 7],3044177,[8 3 5 0 1 2 7 9 6 4],475931,[1 3 8 5 0 2 6 9 7 4],433137,[1 2 7 9 5 4 3 6 8 0],830133,[2 3 6 7 9 5 8 1 4 0],1680504,[4 6 7 3 0 2 1 5 8 9]
13,169390,[0 5 2 7 3 6 9 8 1 4],160260,[0 4 9 7 5 3 6 1 2 8],524798,[1 5 0 2 9 4 7 6 3 8],326536,[0 9 1 7 5 2 6 8 3 4],1131989,[3 1 0 7 4 5 2 9 8 6],1710233,[4 7 3 2 1 9 6 8 5 0],2110240,[5 8 2 6 9 1 4 7 0 3],1382159,[3 8 2 1 6 9 7 5 4 0],1237638,[3 4 7 5 9 6 1 0 2 8],258052,[0 7 4 2 5 6 1 9 3 8],349207,[0 9 6 3 1 2 5 4 8 7],1199811,[3 2 8 0 5 6 1 7 9 4],2574527,[7 0 8 6 5 2 9 4 3 1],1337797,[3 7 1 5 0 4 8 2 9 6],3077607,[8 4 2 6 3 7 5 1 9 0],3040035,[8 3 4 1 2 7 0 6 9 5],481345,[1 3 9 5 6 2 0 4 8 7],432065,[1 2 7 8 0 5 6 9 4 3],866718,[2 4 5 9 7 6 1 0 3 8],1677497,[4 6 5 8 9 0 3 7 2 1]
14,162498,[0 5 1 3 8 2 9 4 6 7],150670,[0 4 7 9 2 5 8 6 1 3],502302,[1 4 5 7 6 9 2 0 3 8],318697,[0 8 9 2 5 7 1 3 6 4],1140409,[3 1 4 2 9 6 0 5 8 7],1686827,[4 6 8 5 7 9 1 3 2 0],2143868,[5 9 1 3 6 4 8 2 0 7],1440538,[3 9 6 7 5 2 1 8 0 4],1212636,[3 4 0 7 2 5 8 1 6 9],295839,[0 8 3 6 9 2 5 4 7 1],335432,[0 9 3 5 8 2 4 6 1 7],1182911,[3 2 4 7 9 5 8 6 1 0],2578548,[7 0 9 5 2 8 4 1 3 6],1331404,[3 7 0 2 4 1 5 9 6 8],3094469,[8 4 6 9 7 1 0 5 3 2],3080359,[8 4 3 1 2 7 5 0 9 6],414994,[1 2 4 5 6 3 7 9 0 8],373865,[1 0 4 3 5 7 8 9 6 2],823362,[2 3 5 4 7 1 9 0 6 8],1668766,[4 6 3 0 8 2 9 7 1 5]
15,129816,[0 4 2 8 3 9 1 5 6 7],174386,[0 5 3 7 2 4 1 8 6 9],492249,[1 4 2 7 8 0 5 6 9 3],365707,[1 0 2 6 9 5 8 3 7 4],1132459,[3 1 0 7 9 2 8 4 6 5],1712894,[4 7 3 9 0 1 6 5 2 8],2127051,[5 8 7 0 2 4 1 6 9 3],1427618,[3 9 4 1 7 8 0 5 2 6],1182703,[3 2 4 7 6 9 1 0 8 5],271671,[0 7 6 9 2 8 4 3 5 1],367027,[1 0 2 8 7 5 9 3 6 4],1167504,[3 1 9 6 5 2 0 4 7 8],2538922,[6 9 8 5 1 4 2 7 0 3],1369107,[3 7 9 5 4 1 0 6 8 2],3118534,[8 5 2 7 1 6 9 4 0 3],3023204,[8 2 9 6 7 1 5 3 0 4],442323,[1 2 9 7 4 0 3 6 8 5],432024,[1 2 7 8 0 4 3 5 6 9],864066,[2 4 5 6 0 7 9 1 3 8],1675493,[4 6 5 3 0 7 1 9 8 2]
16,162119,[0 5 1 3 2 9 8 7 6 4],174446,[0 5 3 7 2 8 6 4 1 9],516279,[1 4 8 5 0 3 7 6 9 2],348108,[0 9 6 1 4 8 5 2 3 7],1164466,[3 1 9 0 4 8 5 7 2 6],1724240,[4 7 8 0 6 5 2 3 1 9],2122312,[5 8 6 0 4 9 3 7 1 2],1391093,[3 8 5 0 1 6 2 9 7 4],1250623,[3 5 0 1 9 8 4 2 7 6],262506,[0 7 5 1 6 4 9 2 3 8],313921,[0 8 7 3 1 2 4 5 9 6],1164645,[3 1 9 0 6 4 8 5 7 2],2513617,[6 9 2 7 0 8 1 3 5 4],1354002,[3 7 5 6 4 1 9 0 2 8],3116415,[8 5 2 3 4 0 7 6 9 1],3081979,[8 4 3 5 6 0 9 1 7 2],461967,[1 3 5 7 6 8 4 2 9 0],376080,[1 0 4 7 5 2 3 6 8 9],808347,[2 3 0 5 8 4 1 7 9 6],1723252,[4 7 6 9 2 3 0 8 1 5]
17,131771,[0 4 3 2 1 5 7 9 8 6],189652,[0 5 7 6 3 4 1 9 2 8],534031,[1 5 2 9 7 3 4 0 8 6],371365,[1 0 3 7 8 6 5 2 9 4],1170397,[3 2 0 4 7 5 8 1 9 6],1690332,[4 6 9 2 7 0 5 1 3 8],2079704,[5 7 4 6 2 9 1 3 0 8],1420313,[3 9 1 7 5 8 4 6 2 0],1251413,[3 5 0 4 1 7 2 9 8 6],299752,[0 8 4 5 2 9 6 7 1 3],324487,[0 9 1 4 7 2 5 3 8 6],1167638,[3 1 9 6 7 2 5 4 0 8],2528952,[6 9 5 7 2 4 0 1 3 8],1322946,[3 6 8 4 2 5 9 0 1 7],3096783,[8 4 7 3 0 5 6 2 9 1],3037848,[8 3 2 7 1 5 0 4 6 9],485157,[1 4 0 3 8 9 7 5 6 2],392556,[1 0 7 9 3 4 6 2 5 8],800885,[2 1 8 9 4 0 3 7 6 5],1703503,[4 7 1 9 8 6 2 0 5 3]
18,172156,[0 5 3 2 1 8 4 9 6 7],177629,[0 5 4 2 8 3 1 9 7 6],537085,[1 5 3 6 9 7 4 0 8 2],389247,[1 0 7 3 6 8 5 4 9 2],1114665,[3 0 7 2 1 9 5 6 8 4],1695044,[4 7 0 3 2 5 9 6 1 8],2078096,[5 7 4 2 1 6 3 8 0 9],1410888,[3 8 9 7 4 2 0 1 5 6],1243977,[3 4 8 7 6 2 1 5 9 0],323473,[0 9 1 3 4 7 2 5 8 6],357847,[0 9 8 1 2 3 5 4 7 6],1212763,[3 4 0 7 5 2 9 1 8 6],2533010,[6 9 7 4 0 3 1 5 2 8],1344829,[3 7 2 8 6 9 4 0 5 1],3104880,[8 5 0 1 4 2 3 6 7 9],3066571,[8 4 0 5 1 7 9 2 6 3],450358,[1 3 2 5 6 9 8 7 0 4],414706,[1 2 4 3 9 8 5 7 0 6],855182,[2 4 1 7 8 5 6 3 0 9],1693192,[4 6 9 8 3 7 2 5 0 1]
19,127706,[0 4 2 5 6 3 1 8 7 9],144564,[0 4 6 7 8 5 3 1 2 9],483419,[1 3 9 8 4 5 2 7 6 0],347176,[0 9 5 8 2 1 6 7 3 4],1130256,[3 1 0 4 8 9 2 5 6 7],1696660,[4 7 0 6 3 9 1 8 2 5],2108800,[5 8 2 3 9 1 6 7 0 4],1440293,[3 9 6 7 2 4 0 8 5 1],1246642,[3 4 9 2 5 7 1 8 0 6],324660,[0 9 1 4 8 5 6 2 3 7],356517,[0 9 7 6 1 8 5 3 4 2],1158779,[3 1 7 9 4 5 2 8 6 0],2536448,[6 9 8 1 7 0 3 4 2 5],1320894,[3 6 8 0 5 4 2 1 7 9],3120969,[8 5 3 1 7 0 4 6 9 2],3053930,[8 3 6 9 4 2 0 5 1 7],418537,[1 2 5 0 4 9 3 6 8 7],426359,[1 2 6 7 0 9 8 5 4 3],860045,[2 4 3 7 6 0 1 9 8 5],1671701,[4 6 3 7 8 9 0 5 2 1]
20,183293,[0 5 6 3 7 4 1 9 8 2],194848,[0 5 8 6 4 7 3 9 1 2],520868,[1 4 9 3 5 6 8 2 0 7],372135,[1 0 3 8 9 2 6 5 7 4],1164629,[3 1 9 0 6 4 2 8 7 5],1667358,[4 6 2 8 7 5 1 0 3 9],2139157,[5 9 0 4 1 3 7 2 8 6],1383385,[3 8 2 5 4 1 0 6 9 7],1200423,[3 2 8 1 4 6 7 5 9 0],272156,[0 7 6 9 8 5 4 2 1 3],307350,[0 8 5 9 7 2 3 1 4 6],1212870,[3 4 0 7 6 2 5 1 8 9],2539405,[6 9 8 5 7 3 2 0 4 1],1352133,[3 7 5 1 9 6 8 2 4 0],3094335,[8 4 6 9 5 0 3 2 7 1],3044240,[8 3 5 0 1 7 4 6 2 9],426680,[1 2 6 7 5 8 3 4 0 9],371287,[1 0 3 7 8 2 5 4 9 6],853400,[2 4 1 5 3 8 6 7 0 9],1686141,[4 6 8 3 9 0 7 2 5 1]
21,133305,[0 4 3 6 1 9 5 7 8 2],138605,[0 4 5 6 7 1 2 9 8 3],477176,[1 3 8 6 7 4 2 5 0 9],330202,[0 9 2 5 6 7 3 8 1 4],1106163,[3 0 5 6 4 1 2 8 9 7],1714722,[4 7 5 1 6 2 9 0 3 8],2105346,[5 8 1 7 0 4 9 2 3 6],1432809,[3 9 5 2 0 1 6 7 8 4],1235698,[3 4 7 1 2 6 5 9 0 8],314302,[0 8 7 3 5 1 9 6 2 4],335823,[0 9 3 6 4 5 7 2 8 1],1156559,[3 1 7 5 2 9 8 6 4 0],2547957,[7 0 2 5 8 9 6 3 4 1],1364226,[3 7 8 5 6 2 9 0 1 4],3067480,[8 4 0 6 3 2 7 9 1 5],3039497,[8 3 4 0 6 1 7 9 5 2],417412,[1 2 4 8 7 5 0 9 3 6],418994,[1 2 5 0 9 7 3 6 4 8],802547,[2 1 9 3 6 8 4 7 5 0],1661593,[4 6 1 7 8 5 0 2 9 3]
22,146945,[0 4 7 2 1 6 8 9 5 3],137109,[0 4 5 2 6 7 9 3 8 1],541651,[1 5 4 6 2 8 9 0 7 3],351121,[0 9 6 5 7 1 2 3 8 4],1119564,[3 0 8 1 9 6 5 2 4 7],1730535,[4 7 9 2 5 0 6 3 8 1],2117455,[5 8 4 0 9 3 2 1 7 6],1447431,[3 9 8 1 2 7 5 4 6 0],1202806,[3 2 8 6 5 1 9 7 0 4],306593,[0 8 5 7 6 9 3 4 2 1],344140,[0 9 5 2 8 7 1 6 3 4],1190118,[3 2 6 0 9 7 4 1 5 8],2579845,[7 0 9 8 1 5 4 2 6 3],1325519,[3 6 8 9 7 5 4 2 1 0],3124401,[8 5 3 9 2 6 1 4 7 0],3045906,[8 3 5 2 4 6 9 0 1 7],464991,[1 3 6 2 8 9 5 4 7 0],382873,[1 0 5 9 7 6 2 3 8 4],866662,[2 4 5 9 7 0 8 6 1 3],1696861,[4 7 0 6 8 3 5 1 9 2]
23,131571,[0 4 3 1 8 6 2 7 9 5],161610,[0 5 1 2 6 8 9 3 4 7],525048,[1 5 0 3 4 7 2 6 8 9],380877,[1 0 5 6 9 8 7 3 4 2],1136865,[3 1 2 6 9 8 4 5 7 0],1719504,[4 7 6 1 2 3 0 5 8 9],2120889,[5 8 4 7 6 0 2 3 9 1],1400513,[3 8 6 9 0 7 4 5 2 1],1232507,[3 4 6 5 8 9 1 7 2 0],291163,[0 8 2 7 4 3 9 1 6 5],359255,[0 9 8 2 7 5 6 4 3 1],1210648,[3 4 0 2 6 8 7 9 1 5],2555894,[7 0 4 1 9 2 6 5 3 8],1369010,[3 7 9 5 2 4 0 6 1 8],3119534,[8 5 2 9 6 0 4 3 1 7],3056015,[8 3 7 2 4 6 9 5 1 0],456366,[1 3 4 6 9 0 5 2 7 8],393675,[1 0 8 2 7 6 3 5 9 4],812043,[2 3 1 0 9 4 5 7 8 6],1723593,[4 7 6 9 8 1 2 3 5 0]
24,197098,[0 5 9 1 7 4 3 8 2 6],190616,[0 5 7 8 6 3 2 4 1 9],541659,[1 5 4 6 2 9 0 7 8 3],386865,[1 0 6 8 3 9 4 5 7 2],1098354,[3 0 2 9 5 8 7 1 4 6],1733704,[4 7 9 8 6 2 3 5 0 1],2094838,[5 7 9 4 2 8 6 3 0 1],1450428,[3 9 8 6 2 7 4 0 1 5],1239404,[3 4 7 9 2 1 8 5 0 6],313660,[0 8 7 2 5 9 1 6 3 4],339537,[0 9 4 3 6 5 2 7 8 1],1201123,[3 2 8 4 1 5 9 0 7 6],2514991,[6 9 3 0 1 4 5 2 8 7],1326237,[3 6 9 0 8 7 5 2 4 1],3093446,[8 4 6 7 2 5 3 1 0 9],3070229,[8 4 1 2 3 5 0 9 7 6],451495,[1 3 2 7 0 6 5 4 9 8],427457,[1 2 6 8 7 0 5 9 4 3],826874,[2 3 6 0 5 8 1 7 4 9],1709380,[4 7 3 1 0 9 2 8 5 6]
25,172933,[0 5 3 4 2 1 8 6 9 7],178152,[0 5 4 3 6 8 1 2 7 9],482598,[1 3 9 7 2 6 4 0 5 8],338397,[0 9 4 1 8 7 6 3 5 2],1107945,[3 0 5 8 7 9 2 4 6 1],1708126,[4 7 2 9 3 1 8 6 0 5],2136931,[5 8 9 7 6 3 4 0 2 1],1444799,[3 9 7 5 4 8 6 2 1 0],1195314,[3 2 7 1 0 9 8 4 5 6],315204,[0 8 7 4 6 5 3 1 2 9],349798,[0 9 6 3 7 8 5 4 1 2],1173621,[3 2 0 9 1 4 8 6 7 5],2576552,[7 0 9 2 5 3 4 6 1 8],1369309,[3 7 9 5 6 8 2 0 4 1],3086500,[8 4 5 2 7 9 0 6 1 3],3077901,[8 4 2 6 9 0 7 3 5 1],471674,[1 3 7 6 0 8 2 5 4 9],394853,[1 0 8 4 5 6 2 9 7 3],837586,[2 3 8 1 4 9 5 7 0 6],1695550,[4 7 0 3 9 5 8 6 1 2]
