2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,517,[0 5 2 4 1 6 3],3014,[4 1 0 5 3 2 6],1694,[2 3 0 5 4 1 6],2192,[3 0 2 4 5 1 6]
19,499,[0 5 1 6 2 4 3],2993,[4 0 6 3 5 2 1],1695,[2 3 0 5 4 6 1],2175,[3 0 1 5 4 6 2]
20,525,[0 5 2 6 3 4 1],3013,[4 1 0 5 2 6 3],1649,[2 1 5 4 6 3 0],2156,[2 6 5 4 1 0 3]
21,564,[0 5 4 3 1 2 6],3004,[4 1 0 2 6 3 5],1660,[2 1 6 0 5 3 4],2191,[3 0 2 4 1 6 5]
22,561,[0 5 4 2 3 6 1],3020,[4 1 0 6 3 2 5],1651,[2 1 5 6 0 4 3],2124,[2 6 4 3 0 1 5]
23,550,[0 5 3 6 4 1 2],3004,[4 1 0 2 6 3 5],1698,[2 3 0 6 1 4 5],2144,[2 6 5 1 3 0 4]
24,573,[0 5 4 6 2 3 1],3031,[4 1 2 3 0 6 5],1744,[2 3 4 5 6 0 1],2136,[2 6 5 0 1 3 4]
25,543,[0 5 3 4 2 6 1],3007,[4 1 0 3 2 6 5],1733,[2 3 4 0 6 5 1],2151,[2 6 5 3 1 4 0]
26,502,[0 5 1 6 4 2 3],3036,[4 1 2 5 0 3 6],1704,[2 3 1 0 4 5 6],2162,[3 0 1 2 5 4 6]
27,591,[0 5 6 3 2 4 1],3038,[4 1 2 5 3 0 6],1672,[2 1 6 4 5 0 3],2164,[3 0 1 2 6 4 5]
28,519,[0 5 2 4 3 6 1],2996,[4 0 6 5 2 1 3],1659,[2 1 6 0 4 5 3],2128,[2 6 4 3 5 0 1]
29,565,[0 5 4 3 1 6 2],2978,[4 0 6 1 3 2 5],1687,[2 3 0 4 1 6 5],2142,[2 6 5 1 0 3 4]
30,550,[0 5 3 6 4 1 2],3013,[4 1 0 5 2 6 3],1725,[2 3 1 6 4 5 0],2133,[2 6 4 5 1 3 0]
31,504,[0 5 2 1 3 4 6],2995,[4 0 6 5 1 3 2],1651,[2 1 5 6 0 4 3],2133,[2 6 4 5 1 3 0]
32,539,[0 5 3 2 6 4 1],3058,[4 1 3 2 6 0 5],1716,[2 3 1 5 0 4 6],2138,[2 6 5 0 3 1 4]
33,517,[0 5 2 4 1 6 3],2975,[4 0 5 6 3 2 1],1699,[2 3 0 6 1 5 4],2169,[3 0 1 4 5 6 2]
34,592,[0 5 6 3 4 1 2],2994,[4 0 6 5 1 2 3],1696,[2 3 0 5 6 1 4],2166,[3 0 1 4 2 5 6]
35,565,[0 5 4 3 1 6 2],3006,[4 1 0 3 2 5 6],1737,[2 3 4 1 5 6 0],2195,[3 0 2 4 6 5 1]
36,595,[0 5 6 4 1 3 2],2987,[4 0 6 2 5 3 1],1660,[2 1 6 0 5 3 4],2150,[2 6 5 3 1 0 4]
37,531,[0 5 3 1 4 6 2],3021,[4 1 0 6 3 5 2],1652,[2 1 5 6 3 0 4],2181,[3 0 1 6 4 5 2]
38,539,[0 5 3 2 6 4 1],3000,[4 1 0 2 3 5 6],1717,[2 3 1 5 0 6 4],2160,[3 0 1 2 4 5 6]
39,584,[0 5 6 2 3 1 4],3019,[4 1 0 6 2 5 3],1705,[2 3 1 0 4 6 5],2172,[3 0 1 5 2 4 6]
40,525,[0 5 2 6 3 4 1],3037,[4 1 2 5 0 6 3],1722,[2 3 1 6 0 4 5],2170,[3 0 1 4 6 2 5]
41,577,[0 5 6 1 2 4 3],2995,[4 0 6 5 1 3 2],1721,[2 3 1 5 6 4 0],2192,[3 0 2 4 5 1 6]
42,554,[0 5 4 1 3 2 6],2998,[4 0 6 5 3 1 2],1737,[2 3 4 1 5 6 0],2162,[3 0 1 2 5 4 6]
43,543,[0 5 3 4 2 6 1],3022,[4 1 0 6 5 2 3],1744,[2 3 4 5 6 0 1],2139,[2 6 5 0 3 4 1]
44,498,[0 5 1 6 2 3 4],3057,[4 1 3 2 5 6 0],1678,[2 1 6 5 4 0 3],2170,[3 0 1 4 6 2 5]
45,516,[0 5 2 4 1 3 6],3015,[4 1 0 5 3 6 2],1740,[2 3 4 5 0 1 6],2191,[3 0 2 4 1 6 5]
46,533,[0 5 3 1 6 4 2],2976,[4 0 6 1 2 3 5],1736,[2 3 4 1 5 0 6],2157,[2 6 5 4 1 3 0]
47,534,[0 5 3 2 1 4 6],2976,[4 0 6 1 2 3 5],1672,[2 1 6 4 5 0 3],2199,[3 0 2 5 4 6 1]
48,549,[0 5 3 6 2 4 1],3015,[4 1 0 5 3 6 2],1686,[2 3 0 4 1 5 6],2141,[2 6 5 0 4 3 1]
49,558,[0 5 4 2 1 3 6],2988,[4 0 6 3 1 2 5],1722,[2 3 1 6 0 4 5],2164,[3 0 1 2 6 4 5]
50,566,[0 5 4 3 2 1 6],2974,[4 0 5 6 3 1 2],1746,[2 3 4 6 0 1 5],2204,[3 0 2 6 4 1 5]
51,567,[0 5 4 3 2 6 1],2984,[4 0 6 2 3 1 5],1690,[2 3 0 4 6 1 5],2177,[3 0 1 5 6 4 2]
52,541,[0 5 3 4 1 6 2],2984,[4 0 6 2 3 1 5],1736,[2 3 4 1 5 0 6],2127,[2 6 4 3 1 5 0]
53,564,[0 5 4 3 1 2 6],3048,[4 1 3 0 2 5 6],1655,[2 1 5 6 4 3 0],2145,[2 6 5 1 3 4 0]
54,508,[0 5 2 1 6 3 4],3018,[4 1 0 6 2 3 5],1732,[2 3 4 0 6 1 5],2169,[3 0 1 4 5 6 2]
55,527,[0 5 2 6 4 3 1],2976,[4 0 6 1 2 3 5],1712,[2 3 1 4 5 0 6],2157,[2 6 5 4 1 3 0]
56,522,[0 5 2 6 1 3 4],3059,[4 1 3 2 6 5 0],1733,[2 3 4 0 6 5 1],2148,[2 6 5 3 0 1 4]
57,525,[0 5 2 6 3 4 1],3060,[4 1 3 5 0 2 6],1700,[2 3 0 6 4 1 5],2195,[3 0 2 4 6 5 1]
58,581,[0 5 6 1 4 3 2],2982,[4 0 6 2 1 3 5],1655,[2 1 5 6 4 3 0],2166,[3 0 1 4 2 5 6]
59,538,[0 5 3 2 6 1 4],3026,[4 1 2 0 5 3 6],1747,[2 3 4 6 0 5 1],2204,[3 0 2 6 4 1 5]
60,534,[0 5 3 2 1 4 6],3033,[4 1 2 3 5 6 0],1686,[2 3 0 4 1 5 6],2125,[2 6 4 3 0 5 1]
61,523,[0 5 2 6 1 4 3],3059,[4 1 3 2 6 5 0],1733,[2 3 4 0 6 5 1],2163,[3 0 1 2 5 6 4]
62,521,[0 5 2 4 6 3 1],3035,[4 1 2 3 6 5 0],1729,[2 3 4 0 1 6 5],2131,[2 6 4 5 0 3 1]
63,573,[0 5 4 6 2 3 1],3027,[4 1 2 0 5 6 3],1733,[2 3 4 0 6 5 1],2133,[2 6 4 5 1 3 0]
64,584,[0 5 6 2 3 1 4],3063,[4 1 3 5 2 6 0],1649,[2 1 5 4 6 3 0],2201,[3 0 2 5 6 4 1]
65,535,[0 5 3 2 1 6 4],3013,[4 1 0 5 2 6 3],1744,[2 3 4 5 6 0 1],2190,[3 0 2 4 1 5 6]
66,579,[0 5 6 1 3 4 2],3064,[4 1 3 5 6 0 2],1710,[2 3 1 4 0 5 6],2170,[3 0 1 4 6 2 5]
67,543,[0 5 3 4 2 6 1],2972,[4 0 5 6 2 1 3],1734,[2 3 4 1 0 5 6],2111,[2 6 3 5 4 1 0]
68,555,[0 5 4 1 3 6 2],3061,[4 1 3 5 0 6 2],1669,[2 1 6 4 0 5 3],2171,[3 0 1 4 6 5 2]
69,502,[0 5 1 6 4 2 3],3013,[4 1 0 5 2 6 3],1689,[2 3 0 4 5 6 1],2190,[3 0 2 4 1 5 6]
70,568,[0 5 4 3 6 1 2],3014,[4 1 0 5 3 2 6],1736,[2 3 4 1 5 0 6],2145,[2 6 5 1 3 4 0]
71,513,[0 5 2 3 4 6 1],2980,[4 0 6 1 5 2 3],1676,[2 1 6 5 3 0 4],2155,[2 6 5 4 0 3 1]
72,558,[0 5 4 2 1 3 6],3022,[4 1 0 6 5 2 3],1736,[2 3 4 1 5 0 6],2116,[2 6 4 0 5 1 3]
73,530,[0 5 3 1 4 2 6],3020,[4 1 0 6 3 2 5],1721,[2 3 1 5 6 4 0],2144,[2 6 5 1 3 0 4]
74,574,[0 5 4 6 3 1 2],3025,[4 1 2 0 3 6 5],1705,[2 3 1 0 4 6 5],2191,[3 0 2 4 1 6 5]
75,545,[0 5 3 4 6 2 1],3048,[4 1 3 0 2 5 6],1650,[2 1 5 6 0 3 4],2204,[3 0 2 6 4 1 5]
76,497,[0 5 1 4 6 3 2],3060,[4 1 3 5 0 2 6],1652,[2 1 5 6 3 0 4],2170,[3 0 1 4 6 2 5]
77,514,[0 5 2 3 6 1 4],3024,[4 1 2 0 3 5 6],1702,[2 3 0 6 5 1 4],2197,[3 0 2 5 1 6 4]
78,542,[0 5 3 4 2 1 6],2995,[4 0 6 5 1 3 2],1741,[2 3 4 5 0 6 1],2109,[2 6 3 5 1 4 0]
79,553,[0 5 4 1 2 6 3],2970,[4 0 5 6 1 2 3],1741,[2 3 4 5 0 6 1],2122,[2 6 4 1 5 0 3]
80,497,[0 5 1 4 6 3 2],3034,[4 1 2 3 6 0 5],1715,[2 3 1 4 6 5 0],2198,[3 0 2 5 4 1 6]
81,562,[0 5 4 2 6 1 3],3004,[4 1 0 2 6 3 5],1729,[2 3 4 0 1 6 5],2167,[3 0 1 4 2 6 5]
82,538,[0 5 3 2 6 1 4],3027,[4 1 2 0 5 6 3],1712,[2 3 1 4 5 0 6],2157,[2 6 5 4 1 3 0]
83,558,[0 5 4 2 1 3 6],3057,[4 1 3 2 5 6 0],1726,[2 3 1 6 5 0 4],2165,[3 0 1 2 6 5 4]
84,595,[0 5 6 4 1 3 2],3061,[4 1 3 5 0 6 2],1733,[2 3 4 0 6 5 1],2141,[2 6 5 0 4 3 1]
85,580,[0 5 6 1 4 2 3],3037,[4 1 2 5 0 6 3],1727,[2 3 1 6 5 4 0],2147,[2 6 5 1 4 3 0]
86,553,[0 5 4 1 2 6 3],3055,[4 1 3 2 0 6 5],1654,[2 1 5 6 4 0 3],2199,[3 0 2 5 4 6 1]
87,571,[0 5 4 6 1 3 2],3016,[4 1 0 5 6 2 3],1711,[2 3 1 4 0 6 5],2141,[2 6 5 0 4 3 1]
88,497,[0 5 1 4 6 3 2],2982,[4 0 6 2 1 3 5],1655,[2 1 5 6 4 3 0],2204,[3 0 2 6 4 1 5]
89,560,[0 5 4 2 3 1 6],3047,[4 1 2 6 5 3 0],1681,[2 3 0 1 4 6 5],2139,[2 6 5 0 3 4 1]
90,538,[0 5 3 2 6 1 4],2999,[4 0 6 5 3 2 1],1723,[2 3 1 6 0 5 4],2152,[2 6 5 3 4 0 1]
91,565,[0 5 4 3 1 6 2],2981,[4 0 6 1 5 3 2],1692,[2 3 0 5 1 4 6],2159,[2 6 5 4 3 1 0]
92,547,[0 5 3 6 1 4 2],3027,[4 1 2 0 5 6 3],1705,[2 3 1 0 4 6 5],2133,[2 6 4 5 1 3 0]
93,505,[0 5 2 1 3 6 4],3030,[4 1 2 3 0 5 6],1682,[2 3 0 1 5 4 6],2161,[3 0 1 2 4 6 5]
94,546,[0 5 3 6 1 2 4],2987,[4 0 6 2 5 3 1],1735,[2 3 4 1 0 6 5],2149,[2 6 5 3 0 4 1]
95,504,[0 5 2 1 3 4 6],3044,[4 1 2 6 3 0 5],1672,[2 1 6 4 5 0 3],2141,[2 6 5 0 4 3 1]
96,551,[0 5 3 6 4 2 1],3026,[4 1 2 0 5 3 6],1665,[2 1 6 3 4 5 0],2175,[3 0 1 5 4 6 2]
97,578,[0 5 6 1 3 2 4],3030,[4 1 2 3 0 5 6],1712,[2 3 1 4 5 0 6],2148,[2 6 5 3 0 1 4]
98,555,[0 5 4 1 3 6 2],3019,[4 1 0 6 2 5 3],1674,[2 1 6 5 0 3 4],2136,[2 6 5 0 1 3 4]
99,565,[0 5 4 3 1 6 2],3044,[4 1 2 6 3 0 5],1650,[2 1 5 6 0 3 4],2185,[3 0 2 1 4 6 5]
100,533,[0 5 3 1 6 4 2],3014,[4 1 0 5 3 2 6],1679,[2 1 6 5 4 3 0],2126,[2 6 4 3 1 0 5]
1,587,[0 5 6 2 4 3 1],3062,[4 1 3 5 2 0 6],1744,[2 3 4 5 6 0 1],2132,[2 6 4 5 1 0 3]
2,575,[0 5 4 6 3 2 1],2971,[4 0 5 6 1 3 2],1745,[2 3 4 5 6 1 0],2119,[2 6 4 1 0 5 3]
3,544,[0 5 3 4 6 1 2],3064,[4 1 3 5 6 0 2],1734,[2 3 4 1 0 5 6],2126,[2 6 4 3 1 0 5]
4,587,[0 5 6 2 4 3 1],2999,[4 0 6 5 3 2 1],1742,[2 3 4 5 1 0 6],2161,[3 0 1 2 4 6 5]
5,548,[0 5 3 6 2 1 4],3020,[4 1 0 6 3 2 5],1701,[2 3 0 6 4 5 1],2154,[2 6 5 4 0 1 3]
6,498,[0 5 1 6 2 3 4],2988,[4 0 6 3 1 2 5],1665,[2 1 6 3 4 5 0],2107,[2 6 3 5 0 4 1]
7,507,[0 5 2 1 4 6 3],2990,[4 0 6 3 2 1 5],1715,[2 3 1 4 6 5 0],2131,[2 6 4 5 0 3 1]
8,587,[0 5 6 2 4 3 1],3002,[4 1 0 2 5 3 6],1702,[2 3 0 6 5 1 4],2131,[2 6 4 5 0 3 1]
9,559,[0 5 4 2 1 6 3],3000,[4 1 0 2 3 5 6],1684,[2 3 0 1 6 4 5],2169,[3 0 1 4 5 6 2]
10,518,[0 5 2 4 3 1 6],2971,[4 0 5 6 1 3 2],1650,[2 1 5 6 0 3 4],2191,[3 0 2 4 1 6 5]
11,498,[0 5 1 6 2 3 4],3057,[4 1 3 2 5 6 0],1706,[2 3 1 0 5 4 6],2155,[2 6 5 4 0 3 1]
12,580,[0 5 6 1 4 2 3],3030,[4 1 2 3 0 5 6],1648,[2 1 5 4 6 0 3],2156,[2 6 5 4 1 0 3]
13,524,[0 5 2 6 3 1 4],3053,[4 1 3 0 6 5 2],1648,[2 1 5 4 6 0 3],2111,[2 6 3 5 4 1 0]
14,528,[0 5 3 1 2 4 6],3057,[4 1 3 2 5 6 0],1686,[2 3 0 4 1 5 6],2142,[2 6 5 1 0 3 4]
15,568,[0 5 4 3 6 1 2],2979,[4 0 6 1 3 5 2],1676,[2 1 6 5 3 0 4],2165,[3 0 1 2 6 5 4]
16,582,[0 5 6 2 1 3 4],2994,[4 0 6 5 1 2 3],1664,[2 1 6 3 4 0 5],2142,[2 6 5 1 0 3 4]
17,560,[0 5 4 2 3 1 6],3043,[4 1 2 6 0 5 3],1674,[2 1 6 5 0 3 4],2161,[3 0 1 2 4 6 5]
18,574,[0 5 4 6 3 1 2],3031,[4 1 2 3 0 6 5],1692,[2 3 0 5 1 4 6],2139,[2 6 5 0 3 4 1]
19,503,[0 5 1 6 4 3 2],3000,[4 1 0 2 3 5 6],1664,[2 1 6 3 4 0 5],2158,[2 6 5 4 3 0 1]
20,579,[0 5 6 1 3 4 2],3002,[4 1 0 2 5 3 6],1683,[2 3 0 1 5 6 4],2195,[3 0 2 4 6 5 1]
21,498,[0 5 1 6 2 3 4],3055,[4 1 3 2 0 6 5],1657,[2 1 6 0 3 5 4],2163,[3 0 1 2 5 6 4]
22,533,[0 5 3 1 6 4 2],3016,[4 1 0 5 6 2 3],1734,[2 3 4 1 0 5 6],2111,[2 6 3 5 4 1 0]
23,591,[0 5 6 3 2 4 1],3012,[4 1 0 5 2 3 6],1673,[2 1 6 4 5 3 0],2163,[3 0 1 2 5 6 4]
24,559,[0 5 4 2 1 6 3],3051,[4 1 3 0 5 6 2],1667,[2 1 6 3 5 4 0],2110,[2 6 3 5 4 0 1]
25,503,[0 5 1 6 4 3 2],3033,[4 1 2 3 5 6 0],1707,[2 3 1 0 5 6 4],2152,[2 6 5 3 4 0 1]
26,563,[0 5 4 2 6 3 1],3049,[4 1 3 0 2 6 5],1649,[2 1 5 4 6 3 0],2112,[2 6 4 0 1 3 5]
27,557,[0 5 4 1 6 3 2],2986,[4 0 6 2 5 1 3],1685,[2 3 0 1 6 5 4],2180,[3 0 1 6 4 2 5]
28,581,[0 5 6 1 4 3 2],3033,[4 1 2 3 5 6 0],1717,[2 3 1 5 0 6 4],2163,[3 0 1 2 5 6 4]
29,572,[0 5 4 6 2 1 3],3047,[4 1 2 6 5 3 0],1658,[2 1 6 0 4 3 5],2184,[3 0 2 1 4 5 6]
30,590,[0 5 6 3 2 1 4],3004,[4 1 0 2 6 3 5],1668,[2 1 6 4 0 3 5],2118,[2 6 4 1 0 3 5]
31,524,[0 5 2 6 3 1 4],2996,[4 0 6 5 2 1 3],1738,[2 3 4 1 6 0 5],2125,[2 6 4 3 0 5 1]
32,555,[0 5 4 1 3 6 2],3061,[4 1 3 5 0 6 2],1735,[2 3 4 1 0 6 5],2185,[3 0 2 1 4 6 5]
33,574,[0 5 4 6 3 1 2],2974,[4 0 5 6 3 1 2],1710,[2 3 1 4 0 5 6],2163,[3 0 1 2 5 6 4]
34,516,[0 5 2 4 1 3 6],2981,[4 0 6 1 5 3 2],1713,[2 3 1 4 5 6 0],2143,[2 6 5 1 0 4 3]
35,515,[0 5 2 3 6 4 1],3038,[4 1 2 5 3 0 6],1677,[2 1 6 5 3 4 0],2183,[3 0 1 6 5 4 2]
36,583,[0 5 6 2 1 4 3],3033,[4 1 2 3 5 6 0],1731,[2 3 4 0 5 6 1],2113,[2 6 4 0 1 5 3]
37,590,[0 5 6 3 2 1 4],3028,[4 1 2 0 6 3 5],1726,[2 3 1 6 5 0 4],2116,[2 6 4 0 5 1 3]
38,568,[0 5 4 3 6 1 2],3031,[4 1 2 3 0 6 5],1731,[2 3 4 0 5 6 1],2144,[2 6 5 1 3 0 4]
39,543,[0 5 3 4 2 6 1],3055,[4 1 3 2 0 6 5],1649,[2 1 5 4 6 3 0],2161,[3 0 1 2 4 6 5]
40,571,[0 5 4 6 1 3 2],2990,[4 0 6 3 2 1 5],1712,[2 3 1 4 5 0 6],2145,[2 6 5 1 3 4 0]
41,541,[0 5 3 4 1 6 2],2971,[4 0 5 6 1 3 2],1706,[2 3 1 0 5 4 6],2182,[3 0 1 6 5 2 4]
42,581,[0 5 6 1 4 3 2],3052,[4 1 3 0 6 2 5],1671,[2 1 6 4 3 5 0],2194,[3 0 2 4 6 1 5]
43,543,[0 5 3 4 2 6 1],3007,[4 1 0 3 2 6 5],1735,[2 3 4 1 0 6 5],2113,[2 6 4 0 1 5 3]
44,538,[0 5 3 2 6 1 4],2997,[4 0 6 5 2 3 1],1677,[2 1 6 5 3 4 0],2125,[2 6 4 3 0 5 1]
45,530,[0 5 3 1 4 2 6],2991,[4 0 6 3 2 5 1],1663,[2 1 6 3 0 5 4],2202,[3 0 2 6 1 4 5]
46,582,[0 5 6 2 1 3 4],3045,[4 1 2 6 3 5 0],1667,[2 1 6 3 5 4 0],2145,[2 6 5 1 3 4 0]
47,519,[0 5 2 4 3 6 1],3039,[4 1 2 5 3 6 0],1655,[2 1 5 6 4 3 0],2183,[3 0 1 6 5 4 2]
48,566,[0 5 4 3 2 1 6],3038,[4 1 2 5 3 0 6],1743,[2 3 4 5 1 6 0],2155,[2 6 5 4 0 3 1]
49,574,[0 5 4 6 3 1 2],3057,[4 1 3 2 5 6 0],1731,[2 3 4 0 5 6 1],2189,[3 0 2 1 6 5 4]
50,513,[0 5 2 3 4 6 1],2978,[4 0 6 1 3 2 5],1739,[2 3 4 1 6 5 0],2146,[2 6 5 1 4 0 3]
51,588,[0 5 6 3 1 2 4],3048,[4 1 3 0 2 5 6],1672,[2 1 6 4 5 0 3],2134,[2 6 4 5 3 0 1]
52,503,[0 5 1 6 4 3 2],3065,[4 1 3 5 6 2 0],1661,[2 1 6 0 5 4 3],2112,[2 6 4 0 1 3 5]
53,552,[0 5 4 1 2 3 6],3046,[4 1 2 6 5 0 3],1737,[2 3 4 1 5 6 0],2163,[3 0 1 2 5 6 4]
54,583,[0 5 6 2 1 4 3],2970,[4 0 5 6 1 2 3],1741,[2 3 4 5 0 6 1],2194,[3 0 2 4 6 1 5]
55,524,[0 5 2 6 3 1 4],3003,[4 1 0 2 5 6 3],1726,[2 3 1 6 5 0 4],2167,[3 0 1 4 2 6 5]
56,550,[0 5 3 6 4 1 2],3052,[4 1 3 0 6 2 5],1671,[2 1 6 4 3 5 0],2183,[3 0 1 6 5 4 2]
57,581,[0 5 6 1 4 3 2],2985,[4 0 6 2 3 5 1],1738,[2 3 4 1 6 0 5],2174,[3 0 1 5 4 2 6]
58,581,[0 5 6 1 4 3 2],3013,[4 1 0 5 2 6 3],1721,[2 3 1 5 6 4 0],2189,[3 0 2 1 6 5 4]
59,583,[0 5 6 2 1 4 3],2966,[4 0 5 3 2 1 6],1682,[2 3 0 1 5 4 6],2138,[2 6 5 0 3 1 4]
60,582,[0 5 6 2 1 3 4],3004,[4 1 0 2 6 3 5],1657,[2 1 6 0 3 5 4],2134,[2 6 4 5 3 0 1]
61,544,[0 5 3 4 6 1 2],3063,[4 1 3 5 2 6 0],1724,[2 3 1 6 4 0 5],2169,[3 0 1 4 5 6 2]
62,522,[0 5 2 6 1 3 4],3033,[4 1 2 3 5 6 0],1745,[2 3 4 5 6 1 0],2162,[3 0 1 2 5 4 6]
63,510,[0 5 2 3 1 4 6],2983,[4 0 6 2 1 5 3],1648,[2 1 5 4 6 0 3],2110,[2 6 3 5 4 0 1]
64,566,[0 5 4 3 2 1 6],3022,[4 1 0 6 5 2 3],1656,[2 1 6 0 3 4 5],2112,[2 6 4 0 1 3 5]
65,590,[0 5 6 3 2 1 4],3001,[4 1 0 2 3 6 5],1687,[2 3 0 4 1 6 5],2169,[3 0 1 4 5 6 2]
66,545,[0 5 3 4 6 2 1],3062,[4 1 3 5 2 0 6],1718,[2 3 1 5 4 0 6],2174,[3 0 1 5 4 2 6]
67,501,[0 5 1 6 3 4 2],3012,[4 1 0 5 2 3 6],1716,[2 3 1 5 0 4 6],2198,[3 0 2 5 4 1 6]
68,498,[0 5 1 6 2 3 4],2981,[4 0 6 1 5 3 2],1714,[2 3 1 4 6 0 5],2115,[2 6 4 0 3 5 1]
69,509,[0 5 2 1 6 4 3],3007,[4 1 0 3 2 6 5],1683,[2 3 0 1 5 6 4],2120,[2 6 4 1 3 0 5]
70,581,[0 5 6 1 4 3 2],3044,[4 1 2 6 3 0 5],1660,[2 1 6 0 5 3 4],2122,[2 6 4 1 5 0 3]
71,588,[0 5 6 3 1 2 4],3034,[4 1 2 3 6 0 5],1685,[2 3 0 1 6 5 4],2179,[3 0 1 6 2 5 4]
72,589,[0 5 6 3 1 4 2],3013,[4 1 0 5 2 6 3],1657,[2 1 6 0 3 5 4],2157,[2 6 5 4 1 3 0]
73,527,[0 5 2 6 4 3 1],3042,[4 1 2 6 0 3 5],1666,[2 1 6 3 5 0 4],2156,[2 6 5 4 1 0 3]
74,524,[0 5 2 6 3 1 4],3056,[4 1 3 2 5 0 6],1699,[2 3 0 6 1 5 4],2156,[2 6 5 4 1 0 3]
75,533,[0 5 3 1 6 4 2],3035,[4 1 2 3 6 5 0],1725,[2 3 1 6 4 5 0],2134,[2 6 4 5 3 0 1]
76,520,[0 5 2 4 6 1 3],3023,[4 1 0 6 5 3 2],1666,[2 1 6 3 5 0 4],2174,[3 0 1 5 4 2 6]
77,587,[0 5 6 2 4 3 1],3057,[4 1 3 2 5 6 0],1746,[2 3 4 6 0 1 5],2146,[2 6 5 1 4 0 3]
78,548,[0 5 3 6 2 1 4],3050,[4 1 3 0 5 2 6],1677,[2 1 6 5 3 4 0],2111,[2 6 3 5 4 1 0]
79,525,[0 5 2 6 3 4 1],2973,[4 0 5 6 2 3 1],1744,[2 3 4 5 6 0 1],2107,[2 6 3 5 0 4 1]
80,513,[0 5 2 3 4 6 1],3053,[4 1 3 0 6 5 2],1693,[2 3 0 5 1 6 4],2149,[2 6 5 3 0 4 1]
81,540,[0 5 3 4 1 2 6],3015,[4 1 0 5 3 6 2],1675,[2 1 6 5 0 4 3],2162,[3 0 1 2 5 4 6]
82,588,[0 5 6 3 1 2 4],3031,[4 1 2 3 0 6 5],1690,[2 3 0 4 6 1 5],2122,[2 6 4 1 5 0 3]
83,499,[0 5 1 6 2 4 3],3041,[4 1 2 5 6 3 0],1734,[2 3 4 1 0 5 6],2179,[3 0 1 6 2 5 4]
84,555,[0 5 4 1 3 6 2],2991,[4 0 6 3 2 5 1],1649,[2 1 5 4 6 3 0],2183,[3 0 1 6 5 4 2]
85,505,[0 5 2 1 3 6 4],2987,[4 0 6 2 5 3 1],1676,[2 1 6 5 3 0 4],2132,[2 6 4 5 1 0 3]
