100%,Optima 1, Optima [1]
71,3716,[5 0 6 4 2 1 3]
72,453,[0 4 5 6 2 3 1]
73,3902,[5 2 3 4 1 0 6]
74,520,[0 5 2 4 6 1 3]
75,406,[0 4 2 6 5 1 3]
76,3449,[4 5 3 2 6 1 0]
77,2138,[2 6 5 0 3 1 4]
78,603,[0 6 1 2 4 5 3]
79,3367,[4 5 0 2 1 6 3]
80,11,[0 1 2 4 6 5 3]
81,3726,[5 1 0 3 2 4 6]
82,2138,[2 6 5 0 3 1 4]
83,3444,[4 5 3 2 0 1 6]
84,1670,[2 1 6 4 3 0 5]
85,1336,[1 6 0 4 5 2 3]
86,4481,[6 1 2 4 5 3 0]
87,2392,[3 1 6 4 5 0 2]
88,2564,[3 4 1 6 2 0 5]
89,4833,[6 4 1 2 3 5 0]
90,701,[0 6 5 1 4 3 2]
91,4598,[6 2 1 4 3 0 5]
92,1918,[2 4 6 5 3 0 1]
93,1908,[2 4 6 3 0 1 5]
94,3756,[5 1 2 4 0 3 6]
95,1237,[1 5 2 4 0 6 3]
96,3148,[4 2 1 0 6 3 5]
97,3045,[4 1 2 6 3 5 0]
98,141,[0 2 1 6 4 5 3]
99,1126,[1 4 2 6 5 0 3]
100,4122,[5 4 1 6 0 2 3]
1,4851,[6 4 2 0 3 5 1]
2,1401,[1 6 4 2 3 5 0]
3,868,[1 2 3 0 6 4 5]
4,1126,[1 4 2 6 5 0 3]
5,4733,[6 3 2 0 5 4 1]
6,3251,[4 3 0 2 6 5 1]
7,4974,[6 5 2 1 0 3 4]
8,1099,[1 4 0 6 2 5 3]
9,643,[0 6 2 5 1 4 3]
10,1358,[1 6 2 4 3 0 5]
11,2296,[3 1 0 5 6 2 4]
12,4740,[6 3 2 4 0 1 5]
13,1008,[1 3 4 0 2 5 6]
14,3977,[5 3 0 4 6 2 1]
15,4964,[6 5 1 4 2 0 3]
16,4851,[6 4 2 0 3 5 1]
17,3758,[5 1 2 4 3 0 6]
18,3984,[5 3 1 0 2 4 6]
19,288,[0 3 4 1 2 5 6]
20,1661,[2 1 6 0 5 4 3]
21,2396,[3 1 6 5 2 0 4]
22,3549,[4 6 2 5 1 3 0]
23,737,[1 0 2 5 6 4 3]
24,371,[0 4 1 3 6 5 2]
25,4954,[6 5 1 2 4 0 3]
26,1797,[2 3 6 5 1 4 0]
27,3585,[4 6 5 1 2 3 0]
28,276,[0 3 2 5 1 4 6]
29,4324,[6 0 1 2 5 3 4]
30,1908,[2 4 6 3 0 1 5]
31,17,[0 1 2 5 6 4 3]
32,1858,[2 4 3 1 6 0 5]
33,4518,[6 1 4 2 0 3 5]
34,4286,[5 6 3 2 1 0 4]
35,600,[0 6 1 2 3 4 5]
36,2324,[3 1 2 6 4 0 5]
37,1270,[1 5 3 6 4 0 2]
38,2318,[3 1 2 5 4 0 6]
39,1977,[2 5 3 1 4 6 0]
40,3125,[4 2 0 1 6 5 3]
41,4548,[6 1 5 3 0 2 4]
42,1292,[1 5 4 6 2 0 3]
43,1920,[2 5 0 1 3 4 6]
44,3474,[4 5 6 3 0 1 2]
45,3446,[4 5 3 2 1 0 6]
46,4898,[6 4 5 0 2 1 3]
47,910,[1 2 4 6 5 0 3]
48,2971,[4 0 5 6 1 3 2]
49,3833,[5 1 6 3 4 2 0]
50,1426,[1 6 5 2 4 0 3]
51,4431,[6 0 5 3 2 4 1]
52,4102,[5 4 0 6 3 1 2]
53,275,[0 3 2 4 6 5 1]
54,4505,[6 1 3 4 5 2 0]
55,1726,[2 3 1 6 5 0 4]
56,1301,[1 5 6 0 4 3 2]
57,664,[0 6 3 4 5 1 2]
58,817,[1 0 6 2 3 5 4]
59,1212,[1 5 0 4 2 3 6]
60,2935,[4 0 3 2 1 6 5]
61,1217,[1 5 0 4 6 3 2]
62,1217,[1 5 0 4 6 3 2]
63,1217,[1 5 0 4 6 3 2]
64,1217,[1 5 0 4 6 3 2]
65,1217,[1 5 0 4 6 3 2]
66,1217,[1 5 0 4 6 3 2]
67,1217,[1 5 0 4 6 3 2]
68,1217,[1 5 0 4 6 3 2]
69,1217,[1 5 0 4 6 3 2]
70,1217,[1 5 0 4 6 3 2]
71,1217,[1 5 0 4 6 3 2]
72,1217,[1 5 0 4 6 3 2]
73,1217,[1 5 0 4 6 3 2]
74,1217,[1 5 0 4 6 3 2]
75,1217,[1 5 0 4 6 3 2]
76,1217,[1 5 0 4 6 3 2]
77,1217,[1 5 0 4 6 3 2]
78,1217,[1 5 0 4 6 3 2]
79,1217,[1 5 0 4 6 3 2]
80,1217,[1 5 0 4 6 3 2]
81,1217,[1 5 0 4 6 3 2]
82,1217,[1 5 0 4 6 3 2]
83,1217,[1 5 0 4 6 3 2]
84,1217,[1 5 0 4 6 3 2]
85,1217,[1 5 0 4 6 3 2]
86,1217,[1 5 0 4 6 3 2]
87,1217,[1 5 0 4 6 3 2]
88,1217,[1 5 0 4 6 3 2]
89,1217,[1 5 0 4 6 3 2]
90,1217,[1 5 0 4 6 3 2]
91,1217,[1 5 0 4 6 3 2]
92,1217,[1 5 0 4 6 3 2]
93,1217,[1 5 0 4 6 3 2]
94,1217,[1 5 0 4 6 3 2]
95,1217,[1 5 0 4 6 3 2]
96,1217,[1 5 0 4 6 3 2]
97,1217,[1 5 0 4 6 3 2]
98,1217,[1 5 0 4 6 3 2]
99,1217,[1 5 0 4 6 3 2]
100,1217,[1 5 0 4 6 3 2]
