2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
41,82438,[0 3 1 5 6 9 8 7 2 4],1661250,[4 6 1 7 2 8 9 0 3 5],493989,[1 4 3 0 2 7 9 6 8 5],362050,[0 9 8 6 7 1 3 5 2 4],1124027,[3 0 9 1 2 8 5 7 6 4]
42,58455,[0 2 5 7 3 1 8 6 9 4],1678863,[4 6 7 0 8 3 5 2 9 1],484386,[1 4 0 2 8 6 9 3 5 7],359537,[0 9 8 3 4 1 6 7 5 2],1146077,[3 1 5 4 8 7 0 9 6 2]
43,81869,[0 3 1 4 8 5 2 9 7 6],1707240,[4 7 2 8 1 0 3 5 6 9],535583,[1 5 3 2 9 0 8 7 6 4],389297,[1 0 7 3 8 2 6 9 5 4],1163558,[3 1 8 9 0 4 6 5 2 7]
44,53262,[0 2 4 6 9 8 3 1 5 7],1662998,[4 6 1 9 7 2 5 3 0 8],496445,[1 4 3 6 7 0 2 9 8 5],370213,[1 0 3 6 4 2 8 5 9 7],1115701,[3 0 7 4 6 5 8 1 9 2]
45,32175,[0 1 8 4 7 2 6 5 9 3],1659433,[4 6 1 2 8 7 0 3 9 5],532768,[1 5 2 7 9 6 4 8 0 3],370087,[1 0 3 6 2 4 7 5 9 8],1151899,[3 1 6 5 9 0 8 2 7 4]
46,19051,[0 1 5 8 4 7 9 2 6 3],1677023,[4 6 5 8 1 0 9 7 3 2],539497,[1 5 4 0 3 9 2 6 8 7],339975,[0 9 4 5 2 1 7 6 8 3],1104187,[3 0 5 1 7 6 9 2 8 4]
47,53895,[0 2 4 7 9 1 6 5 8 3],1676350,[4 6 5 7 1 3 9 8 0 2],511083,[1 4 7 3 9 0 2 6 8 5],338304,[0 9 4 1 8 3 2 5 6 7],1160839,[3 1 8 4 2 7 5 0 9 6]
48,26165,[0 1 7 3 5 2 4 9 8 6],1721578,[4 7 6 5 0 3 2 9 1 8],481747,[1 3 9 6 0 5 8 2 7 4],364966,[1 0 2 5 9 4 8 7 3 6],1161509,[3 1 8 5 2 4 0 9 7 6]
49,70097,[0 2 7 9 4 1 6 8 5 3],1686389,[4 6 8 5 1 2 0 9 7 3],491278,[1 4 2 6 3 9 8 7 0 5],348659,[0 9 6 2 3 5 4 8 7 1],1106750,[3 0 5 7 1 9 6 4 2 8]
50,42206,[0 2 1 5 7 8 6 4 3 9],1679371,[4 6 7 1 3 8 9 0 5 2],534353,[1 5 3 0 2 9 7 8 6 4],376304,[1 0 4 7 6 9 3 5 2 8],1100989,[3 0 4 6 1 9 7 2 8 5]
51,64446,[0 2 6 8 5 1 4 3 7 9],1658364,[4 6 1 0 3 8 7 2 5 9],531631,[1 5 2 6 4 3 7 0 9 8],379233,[1 0 5 3 8 4 6 7 9 2],1153692,[3 1 6 9 4 0 7 2 5 8]
52,62726,[0 2 6 5 1 8 7 4 3 9],1708915,[4 7 3 0 5 9 8 1 6 2],532113,[1 5 2 7 0 4 6 8 9 3],350153,[0 9 6 4 2 8 5 7 3 1],1142013,[3 1 4 7 0 8 9 5 6 2]
53,53133,[0 2 4 6 8 7 9 3 5 1],1678057,[4 6 5 9 3 8 0 1 7 2],524983,[1 5 0 3 2 9 6 4 8 7],384759,[1 0 6 4 5 3 8 7 9 2],1114125,[3 0 7 1 5 4 9 6 8 2]
54,74352,[0 2 8 7 3 6 1 4 5 9],1658972,[4 6 1 2 0 8 9 5 3 7],546958,[1 5 6 4 7 9 8 3 0 2],320388,[0 8 9 4 7 6 3 1 2 5],1128782,[3 0 9 8 6 4 5 2 1 7]
55,70075,[0 2 7 9 3 8 6 1 5 4],1710254,[4 7 3 2 5 0 8 6 1 9],493582,[1 4 2 9 6 0 8 7 3 5],367615,[1 0 2 9 6 5 4 3 8 7],1150054,[3 1 6 2 4 8 9 7 0 5]
56,39746,[0 1 9 8 3 4 2 6 5 7],1725135,[4 7 8 2 0 1 6 5 9 3],499381,[1 4 5 0 7 6 8 2 9 3],320503,[0 8 9 5 1 7 3 2 6 4],1156783,[3 1 7 5 6 9 2 0 8 4]
57,40010,[0 1 9 8 5 4 2 6 3 7],1710296,[4 7 3 2 5 6 1 8 0 9],546051,[1 5 6 3 4 7 0 8 9 2],367057,[1 0 2 8 7 9 3 4 6 5],1127195,[3 0 9 6 5 2 4 8 7 1]
58,19708,[0 1 5 9 4 3 2 8 6 7],1666277,[4 6 2 7 1 8 0 9 5 3],532348,[1 5 2 7 4 3 0 9 6 8],376927,[1 0 4 8 6 2 5 3 9 7],1141771,[3 1 4 6 8 7 9 0 5 2]
59,48793,[0 2 3 7 8 6 1 4 9 5],1668003,[4 6 2 9 7 0 1 5 8 3],493126,[1 4 2 8 9 3 7 6 0 5],362245,[0 9 8 7 1 5 4 2 6 3],1101670,[3 0 4 7 1 6 9 8 2 5]
60,46323,[0 2 3 4 6 1 5 8 9 7],1682973,[4 6 7 9 2 5 8 1 3 0],496494,[1 4 3 6 7 5 2 0 8 9],350490,[0 9 6 4 7 5 8 1 2 3],1129785,[3 1 0 4 2 9 6 7 8 5]
61,51099,[0 2 4 1 9 8 3 6 7 5],1682829,[4 6 7 9 1 3 8 2 5 0],491500,[1 4 2 6 7 9 0 8 3 5],334856,[0 9 3 5 1 6 4 7 2 8],1163864,[3 1 8 9 4 7 2 5 0 6]
62,23162,[0 1 6 7 3 2 4 8 5 9],1670149,[4 6 3 2 7 9 5 0 8 1],533337,[1 5 2 8 7 4 3 6 9 0],341957,[0 9 4 7 8 5 1 6 3 2],1142626,[3 1 4 7 9 8 2 6 0 5]
63,12973,[0 1 4 7 2 3 8 5 9 6],1666787,[4 6 2 7 9 8 1 5 3 0],490592,[1 4 2 5 6 3 7 8 0 9],381971,[1 0 5 8 6 2 4 9 7 3],1115403,[3 0 7 4 2 1 5 8 9 6]
64,32477,[0 1 8 5 2 7 3 9 6 4],1681666,[4 6 7 5 3 9 1 8 0 2],523148,[1 4 9 7 5 3 8 2 0 6],325919,[0 9 1 6 5 8 7 4 3 2],1126486,[3 0 9 5 6 2 8 7 1 4]
65,49244,[0 2 3 8 5 4 9 6 1 7],1696645,[4 7 0 6 3 8 5 1 9 2],501214,[1 4 5 6 0 8 9 7 2 3],374016,[1 0 4 3 6 9 2 5 7 8],1114772,[3 0 7 2 4 8 9 5 1 6]
66,56107,[0 2 5 1 9 6 8 3 7 4],1698487,[4 7 1 0 2 3 6 5 9 8],487927,[1 4 0 8 7 2 5 3 9 6],386854,[1 0 6 8 3 7 9 5 2 4],1098446,[3 0 2 9 6 7 5 4 1 8]
67,27916,[0 1 7 5 8 6 2 9 3 4],1709204,[4 7 3 0 9 2 8 5 1 6],479872,[1 3 9 2 5 8 6 7 0 4],373899,[1 0 4 3 5 9 2 7 8 6],1159416,[3 1 8 0 4 9 2 5 6 7]
68,66422,[0 2 7 3 4 6 8 5 1 9],1656504,[4 6 0 7 8 2 1 3 5 9],494515,[1 4 3 0 8 9 7 2 6 5],375471,[1 0 4 6 5 9 7 3 8 2],1129658,[3 1 0 2 9 8 4 6 5 7]
69,26053,[0 1 7 3 4 2 8 5 9 6],1675331,[4 6 5 2 9 0 3 8 7 1],515424,[1 4 8 2 9 3 0 5 6 7],350032,[0 9 6 4 1 8 5 7 2 3],1142821,[3 1 4 8 2 6 7 0 9 5]
70,25548,[0 1 7 2 5 9 6 3 4 8],1721470,[4 7 6 3 9 2 8 5 0 1],536253,[1 5 3 4 8 7 9 2 6 0],381117,[1 0 5 7 3 9 8 4 6 2],1103815,[3 0 5 1 2 7 6 4 9 8]
71,41019,[0 2 1 3 9 8 4 6 7 5],1669176,[4 6 3 1 2 9 0 5 7 8],482382,[1 3 9 6 8 7 2 0 4 5],346246,[0 9 5 6 8 2 7 4 1 3],1126040,[3 0 9 4 8 6 2 5 1 7]
72,43833,[0 2 1 7 9 4 5 6 8 3],1716485,[4 7 5 6 0 1 2 9 8 3],478645,[1 3 8 9 6 5 4 0 7 2],330583,[0 9 2 6 1 8 4 3 7 5],1165185,[3 1 9 2 4 8 5 6 7 0]
73,32524,[0 1 8 5 3 2 4 9 6 7],1678225,[4 6 5 9 8 1 0 2 7 3],540246,[1 5 4 2 6 0 7 3 8 9],378678,[1 0 5 2 9 7 4 3 6 8],1145447,[3 1 5 2 9 4 8 7 6 0]
74,70690,[0 2 8 1 4 3 6 9 5 7],1723419,[4 7 6 9 3 8 0 2 5 1],511649,[1 4 7 5 6 8 3 9 2 0],320178,[0 8 9 4 6 1 7 2 3 5],1112839,[3 0 6 8 5 7 2 1 9 4]
75,57138,[0 2 5 4 6 1 9 3 7 8],1686322,[4 6 8 5 0 7 2 9 1 3],533213,[1 5 2 8 6 4 0 9 7 3],318788,[0 8 9 2 6 4 7 3 1 5],1142813,[3 1 4 8 2 6 0 9 7 5]
76,52954,[0 2 4 6 7 3 5 9 1 8],1665423,[4 6 2 5 0 7 8 3 9 1],531274,[1 5 2 4 9 3 6 8 0 7],363372,[1 0 2 3 8 4 7 5 6 9],1110245,[3 0 6 4 1 2 5 9 8 7]
77,59549,[0 2 5 8 7 3 1 9 6 4],1656779,[4 6 0 8 1 5 3 9 7 2],488479,[1 4 0 9 5 7 3 2 8 6],346481,[0 9 5 7 2 3 6 8 4 1],1110886,[3 0 6 4 9 2 8 7 1 5]
78,56178,[0 2 5 3 1 4 9 6 7 8],1660342,[4 6 1 5 0 2 9 8 3 7],487747,[1 4 0 8 5 6 9 2 7 3],333637,[0 9 3 2 5 4 7 1 8 6],1120661,[3 0 8 4 5 9 1 7 6 2]
79,21427,[0 1 6 3 8 5 9 2 7 4],1682587,[4 6 7 8 9 2 5 0 3 1],481909,[1 3 9 6 2 8 5 0 7 4],368241,[1 0 3 2 6 8 5 7 9 4],1100704,[3 0 4 5 8 6 7 9 1 2]
80,56008,[0 2 5 1 8 7 6 9 3 4],1718938,[4 7 6 0 3 5 2 9 1 8],490361,[1 4 2 5 0 6 8 9 7 3],355437,[0 9 7 4 5 8 6 2 3 1],1125202,[3 0 9 2 7 6 4 8 1 5]
81,60690,[0 2 6 1 4 8 9 3 5 7],1657541,[4 6 0 9 1 8 2 7 5 3],544105,[1 5 4 9 7 2 0 3 8 6],327377,[0 9 1 8 6 2 5 7 4 3],1152627,[3 1 6 7 9 2 0 5 8 4]
82,64524,[0 2 6 8 5 7 4 1 3 9],1700672,[4 7 1 5 0 3 6 8 2 9],508626,[1 4 6 9 3 5 8 0 2 7],342350,[0 9 4 8 3 7 5 2 1 6],1167323,[3 1 9 6 2 7 4 8 5 0]
83,62918,[0 2 6 5 4 3 8 7 1 9],1717178,[4 7 5 6 9 8 0 2 1 3],510348,[1 4 7 2 8 9 5 0 3 6],381007,[1 0 5 7 3 2 6 4 9 8],1105321,[3 0 5 4 2 1 6 7 9 8]
84,40115,[0 1 9 8 6 3 4 7 5 2],1674415,[4 6 5 1 7 3 2 0 9 8],548569,[1 5 6 8 9 3 0 2 7 4],386618,[1 0 6 7 9 8 2 4 3 5],1100145,[3 0 4 2 9 8 5 6 7 1]
85,76564,[0 2 9 3 5 1 4 8 6 7],1662678,[4 6 1 9 2 7 3 0 5 8],476857,[1 3 8 6 2 9 0 4 7 5],379827,[1 0 5 4 7 3 2 8 9 6],1103190,[3 0 4 9 2 5 6 1 7 8]
86,63542,[0 2 6 7 3 5 8 4 1 9],1668342,[4 6 3 0 1 9 5 2 7 8],496577,[1 4 3 6 8 0 7 9 5 2],372100,[1 0 3 8 7 9 2 6 4 5],1160733,[3 1 8 4 0 7 9 5 6 2]
87,40829,[0 2 1 3 8 5 4 9 7 6],1700154,[4 7 1 3 2 9 8 0 5 6],526381,[1 5 0 6 2 7 8 3 9 4],333742,[0 9 3 2 6 1 8 7 4 5],1121555,[3 0 8 5 7 2 4 9 6 1]
88,27645,[0 1 7 5 4 3 9 6 8 2],1676453,[4 6 5 7 2 3 0 9 8 1],518419,[1 4 8 9 0 2 7 3 6 5],324434,[0 9 1 4 6 7 2 5 3 8],1142749,[3 1 4 8 0 9 6 2 7 5]
89,32397,[0 1 8 4 9 7 6 3 5 2],1682695,[4 6 7 9 0 3 2 1 8 5],521711,[1 4 9 5 6 3 8 7 2 0],361136,[0 9 8 5 4 3 2 6 1 7],1165348,[3 1 9 2 6 4 0 8 5 7]
90,43985,[0 2 1 8 3 6 7 9 5 4],1721772,[4 7 6 5 2 0 8 1 3 9],499963,[1 4 5 2 6 3 9 0 8 7],350607,[0 9 6 4 8 5 3 2 7 1],1130154,[3 1 0 4 7 9 8 2 5 6]
91,60295,[0 2 5 9 7 4 3 1 8 6],1722731,[4 7 6 8 5 0 2 9 3 1],535096,[1 5 3 2 4 0 8 9 6 7],331893,[0 9 2 7 8 5 6 3 4 1],1136958,[3 1 2 7 0 8 5 4 6 9]
92,70716,[0 2 8 1 4 5 7 3 6 9],1710355,[4 7 3 2 5 9 8 0 6 1],505779,[1 4 6 3 5 9 0 7 8 2],333037,[0 9 3 1 6 4 7 2 8 5],1124021,[3 0 9 1 2 8 4 7 6 5]
93,10793,[0 1 4 2 9 8 6 7 5 3],1722823,[4 7 6 8 5 9 1 0 3 2],512768,[1 4 7 8 2 0 5 6 3 9],356745,[0 9 7 6 3 8 2 4 5 1],1132975,[3 1 0 8 6 5 4 2 9 7]
94,81419,[0 3 1 4 2 7 6 9 8 5],1675771,[4 6 5 3 2 8 9 0 7 1],480355,[1 3 9 4 0 8 7 2 6 5],366685,[1 0 2 8 4 7 6 3 9 5],1125060,[3 0 9 2 6 5 7 1 4 8]
95,51205,[0 2 4 3 1 8 7 5 9 6],1699124,[4 7 1 0 9 3 8 5 2 6],505282,[1 4 6 2 8 7 3 9 0 5],362578,[0 9 8 7 4 3 2 6 1 5],1139659,[3 1 4 0 9 2 8 5 7 6]
96,69282,[0 2 7 8 3 4 9 1 5 6],1680381,[4 6 7 2 9 0 8 3 5 1],509509,[1 4 7 0 6 9 5 2 8 3],338336,[0 9 4 1 8 5 3 6 2 7],1152002,[3 1 6 7 0 2 4 8 5 9]
97,55488,[0 2 5 1 3 7 4 6 8 9],1715995,[4 7 5 3 1 9 8 0 6 2],536164,[1 5 3 4 8 0 2 9 6 7],368386,[1 0 3 2 7 9 5 8 4 6],1141045,[3 1 4 5 8 7 6 0 9 2]
98,59397,[0 2 5 8 4 9 7 3 6 1],1699625,[4 7 1 2 6 5 8 9 3 0],488716,[1 4 0 9 7 6 2 8 3 5],381621,[1 0 5 8 2 3 9 6 7 4],1135097,[3 1 2 4 7 0 8 9 6 5]
99,14024,[0 1 4 8 5 9 3 6 2 7],1713203,[4 7 3 9 2 6 1 8 5 0],544089,[1 5 4 9 7 0 3 6 8 2],387017,[1 0 6 8 5 2 7 9 4 3],1169672,[3 2 0 1 7 5 6 8 4 9]
100,58649,[0 2 5 7 4 8 6 9 3 1],1714926,[4 7 5 1 9 0 3 2 6 8],521122,[1 4 9 3 7 6 2 8 0 5],374053,[1 0 4 3 7 2 8 5 9 6],1129911,[3 1 0 4 5 9 7 6 8 2]
1,73717,[0 2 8 6 4 3 7 1 9 5],1658156,[4 6 0 9 8 7 5 2 1 3],533367,[1 5 2 8 7 6 4 3 9 0],356895,[0 9 7 6 5 1 4 3 8 2],1125459,[3 0 9 4 1 8 2 6 7 5]
2,70054,[0 2 7 9 3 6 8 5 1 4],1708224,[4 7 2 9 5 1 0 3 6 8],492849,[1 4 2 8 6 0 5 7 9 3],353653,[0 9 7 2 3 1 6 4 8 5],1129206,[3 1 0 2 6 4 7 5 8 9]
3,10099,[0 1 4 2 3 5 9 6 8 7],1707629,[4 7 2 8 6 1 0 9 5 3],513971,[1 4 7 9 8 0 3 6 5 2],333177,[0 9 3 1 7 5 4 6 8 2],1101746,[3 0 4 7 2 5 1 8 6 9]
4,54555,[0 2 4 8 7 6 1 5 9 3],1679788,[4 6 7 2 0 3 1 9 5 8],503882,[1 4 5 9 8 0 2 6 3 7],358362,[0 9 8 1 6 3 7 2 4 5],1167667,[3 1 9 6 7 4 8 0 5 2]
5,11193,[0 1 4 3 7 5 6 8 9 2],1717875,[4 7 5 8 9 3 0 2 6 1],530732,[1 5 2 4 0 8 9 6 3 7],348302,[0 9 6 1 7 4 5 3 2 8],1162033,[3 1 8 5 9 6 0 2 7 4]
6,30618,[0 1 8 2 6 3 9 4 5 7],1697997,[4 7 0 9 2 8 6 3 5 1],524273,[1 5 0 2 3 9 7 8 6 4],366893,[1 0 2 8 6 5 3 9 7 4],1159108,[3 1 7 9 8 2 0 6 4 5]
7,40208,[0 1 9 8 7 2 4 5 3 6],1697860,[4 7 0 9 1 8 2 6 3 5],540724,[1 5 4 3 0 2 6 9 7 8],362295,[0 9 8 7 2 1 5 4 6 3],1167167,[3 1 9 6 0 4 8 7 5 2]
8,65024,[0 2 6 9 3 8 4 5 1 7],1673406,[4 6 5 0 2 1 7 3 8 9],489615,[1 4 2 3 0 5 8 7 9 6],380199,[1 0 5 6 2 4 8 7 9 3],1169316,[3 2 0 1 4 6 8 5 7 9]
9,27219,[0 1 7 4 8 9 2 5 6 3],1661930,[4 6 1 8 2 5 0 7 3 9],490027,[1 4 2 3 7 6 9 0 8 5],389220,[1 0 7 3 6 5 8 2 4 9],1156570,[3 1 7 5 4 0 6 9 2 8]
