98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
40,360382,[0 9 8 4 5 1 7 6 2 3],445117,[1 3 0 5 4 6 8 2 9 7],2636816,[7 2 4 1 3 6 5 8 0 9],1282816,[3 5 8 4 7 0 6 9 1 2],1470952,[4 0 5 8 9 7 3 6 1 2]
41,1939802,[5 3 0 9 2 1 4 7 6 8],848941,[2 4 0 6 1 7 8 3 9 5],2254317,[6 1 9 2 8 7 5 3 4 0],2243181,[6 1 7 0 5 2 9 4 8 3],2614902,[7 1 8 6 5 9 2 0 3 4]
42,3170253,[8 6 5 0 1 7 9 3 4 2],3148917,[8 6 0 7 3 9 5 2 4 1],2394966,[6 5 3 1 4 0 7 2 8 9],754891,[2 0 7 8 4 6 9 1 5 3],3308104,[9 1 0 4 6 5 7 8 2 3]
43,1165167,[3 1 9 2 4 7 6 5 8 0],2859028,[7 8 9 1 6 2 0 5 3 4],2216100,[6 0 9 5 8 3 4 1 2 7],95746,[0 3 4 9 8 7 2 6 1 5],1699411,[4 7 1 2 3 8 9 0 6 5]
44,2561618,[7 0 5 2 8 9 1 4 3 6],3261072,[8 9 7 0 2 5 1 3 4 6],805770,[2 1 9 8 0 6 7 3 4 5],2657623,[7 2 9 3 0 8 4 1 6 5],1193586,[3 2 6 8 7 4 9 0 1 5]
45,3198397,[8 7 2 5 1 3 6 0 9 4],2496252,[6 8 9 2 0 1 5 3 4 7],2569493,[7 0 6 8 5 3 1 9 4 2],2284586,[6 2 7 3 0 4 1 8 5 9],2073079,[5 7 3 2 1 8 4 0 9 6]
46,1491532,[4 0 9 8 5 3 1 7 2 6],2393378,[6 5 2 9 0 8 1 4 3 7],2788900,[7 6 1 3 4 9 0 8 2 5],190477,[0 5 7 8 4 2 6 1 9 3],1354321,[3 7 5 8 0 1 2 4 9 6]
47,560416,[1 5 9 2 4 0 7 8 3 6],2790485,[7 6 1 5 8 0 2 9 4 3],398388,[1 0 9 2 4 8 6 3 5 7],2663301,[7 3 0 5 1 2 9 6 8 4],480329,[1 3 9 4 0 7 6 8 5 2]
48,1535216,[4 2 0 7 3 6 5 8 1 9],3090174,[8 4 6 0 9 3 2 1 5 7],2122517,[5 8 6 0 9 4 1 7 3 2],3173938,[8 6 5 7 1 3 2 9 0 4],2228809,[6 1 3 2 7 5 0 4 9 8]
49,2400661,[6 5 4 2 1 7 8 0 9 3],2009292,[5 4 8 6 7 0 3 1 2 9],2274938,[6 2 4 3 7 9 0 5 1 8],93215,[0 3 4 6 5 8 9 7 2 1],1261742,[3 5 2 4 6 7 8 1 0 9]
50,3371033,[9 2 5 7 8 6 3 4 1 0],3174670,[8 6 5 9 1 3 7 4 0 2],3500871,[9 5 7 4 1 8 3 2 6 0],3287900,[9 0 5 3 6 1 8 4 2 7],2048915,[5 6 8 3 7 1 2 9 4 0]
51,1730262,[4 7 9 2 0 8 3 1 5 6],3142391,[8 5 9 3 2 4 7 6 1 0],191791,[0 5 8 1 4 3 6 2 9 7],2904833,[8 0 1 4 5 9 6 7 3 2],1619408,[4 5 1 3 2 0 7 8 6 9]
52,2848163,[7 8 5 0 6 4 2 9 3 1],3489247,[9 5 4 2 1 0 6 3 8 7],137583,[0 4 5 3 1 7 8 6 9 2],954361,[2 6 7 3 5 0 1 4 9 8],1487753,[4 0 9 2 3 8 6 7 5 1]
53,2015147,[5 4 9 7 6 8 1 3 2 0],2436705,[6 7 3 4 1 9 2 5 8 0],2035397,[5 6 3 8 9 4 0 7 2 1],3062263,[8 3 9 5 0 7 2 1 6 4],3364843,[9 2 4 6 3 1 8 0 7 5]
54,2501705,[6 9 0 3 5 4 7 8 2 1],1486721,[4 0 8 9 7 2 5 6 3 1],1053925,[2 9 1 0 7 6 5 3 8 4],876370,[2 4 7 9 1 0 5 8 3 6],2214632,[6 0 9 3 8 2 4 5 1 7]
55,1376057,[3 8 1 0 4 2 7 9 6 5],3292211,[9 0 6 2 5 1 4 8 7 3],2718114,[7 4 3 2 0 9 8 1 5 6],1514904,[4 1 6 7 0 3 2 5 8 9],269382,[0 7 6 4 1 9 3 2 5 8]
56,3501848,[9 5 7 6 4 0 2 3 1 8],354213,[0 9 7 2 8 5 6 3 4 1],1332200,[3 7 0 4 2 8 5 6 1 9],1856074,[5 1 0 3 9 4 6 8 2 7],2919424,[8 0 4 2 7 5 6 9 1 3]
57,801776,[2 1 9 0 6 5 4 7 3 8],3185783,[8 7 0 1 6 2 9 5 4 3],1961054,[5 3 7 0 8 1 6 4 2 9],346373,[0 9 5 7 1 4 2 8 6 3],1691443,[4 6 9 5 1 2 8 0 7 3]
58,2792357,[7 6 2 0 3 8 1 9 5 4],2131394,[5 8 7 9 1 4 0 3 2 6],2721806,[7 4 5 0 2 8 6 3 1 9],250925,[0 7 2 8 5 1 3 9 6 4],1392071,[3 8 5 1 4 6 9 7 2 0]
59,3142290,[8 5 9 3 1 6 7 0 2 4],1767107,[4 8 7 5 1 9 2 6 3 0],1125420,[3 0 9 4 1 6 7 2 5 8],1169100,[3 1 9 8 6 4 5 0 2 7],929592,[2 6 0 5 1 8 3 4 7 9]
60,1287400,[3 5 9 4 0 2 7 8 1 6],2614703,[7 1 8 6 4 0 9 5 3 2],1759798,[4 8 6 1 0 9 7 5 2 3],2327500,[6 3 7 8 4 9 0 5 1 2],928352,[2 6 0 3 5 4 7 8 1 9]
61,2218467,[6 1 0 3 4 5 2 8 9 7],2111204,[5 8 2 9 1 3 7 4 0 6],2008762,[5 4 8 3 9 6 1 7 0 2],3308267,[9 1 0 4 7 8 3 6 5 2],2180313,[6 0 1 7 3 4 5 8 9 2]
62,1563399,[4 2 8 1 5 3 7 6 9 0],2444084,[6 7 4 9 3 1 8 2 0 5],930724,[2 6 0 7 8 1 3 9 4 5],296890,[0 8 3 9 4 1 5 7 2 6],3124746,[8 5 3 9 7 2 6 0 1 4]
63,2873002,[7 9 2 0 3 6 4 8 1 5],2030041,[5 6 2 8 4 0 1 3 9 7],2682640,[7 3 5 1 9 2 6 8 0 4],366169,[1 0 2 7 6 5 3 4 9 8],3249223,[8 9 4 5 6 7 1 0 3 2]
64,2677038,[7 3 4 1 0 8 5 2 6 9],1516985,[4 1 6 9 8 3 5 7 2 0],95696,[0 3 4 9 8 5 2 6 1 7],730285,[2 0 1 9 4 7 6 3 8 5],1361940,[3 7 8 1 5 4 6 0 2 9]
65,1879094,[5 1 6 8 9 0 4 3 2 7],2866750,[7 9 0 6 4 3 8 5 1 2],1657717,[4 6 0 9 3 2 7 1 8 5],1155345,[3 1 7 2 6 9 4 5 8 0],845427,[2 3 9 7 1 4 0 6 8 5]
66,1637117,[4 5 6 8 7 3 0 9 2 1],1054129,[2 9 1 3 0 6 4 5 8 7],683353,[1 8 9 5 0 6 2 3 7 4],1413011,[3 9 0 4 6 1 5 8 7 2],296103,[0 8 3 7 2 5 6 4 9 1]
67,313363,[0 8 7 2 3 4 9 1 6 5],293883,[0 8 3 4 2 1 5 7 9 6],1809391,[4 9 8 0 1 3 5 2 7 6],3489592,[9 5 4 2 6 8 3 7 0 1],2626096,[7 2 1 0 5 3 8 9 4 6]
68,137457,[0 4 5 2 9 6 3 7 8 1],2692312,[7 3 8 1 2 9 5 6 0 4],2278354,[6 2 5 0 4 3 7 9 1 8],412101,[1 2 3 8 5 0 9 6 7 4],588145,[1 6 5 7 9 2 0 3 8 4]
69,3186953,[8 7 0 3 2 9 5 6 4 1],362856,[0 9 8 7 6 5 1 2 3 4],2194788,[6 0 4 5 2 9 7 1 3 8],920919,[2 5 8 7 0 3 6 4 9 1],147224,[0 4 7 2 5 9 3 6 1 8]
70,1106793,[3 0 5 7 2 4 6 8 9 1],61359,[0 2 6 3 4 5 8 7 9 1],3478239,[9 5 2 0 8 3 6 4 7 1],2787526,[7 6 1 0 5 3 9 8 2 4],416949,[1 2 4 8 0 6 9 5 7 3]
71,1158006,[3 1 7 8 4 0 5 2 6 9],2963791,[8 1 5 0 4 3 6 2 9 7],2055997,[5 6 9 8 3 1 4 0 7 2],2721266,[7 4 3 9 5 1 0 6 2 8],2721254,[7 4 3 9 5 0 6 2 1 8]
72,1223471,[3 4 2 8 1 6 9 7 5 0],186069,[0 5 6 9 3 4 8 2 7 1],1818988,[5 0 1 9 4 3 2 8 6 7],1408887,[3 8 9 4 6 5 2 1 7 0],1601008,[4 3 7 6 5 8 2 9 0 1]
73,2078778,[5 7 4 3 1 0 9 2 6 8],1781276,[4 9 1 3 8 7 6 2 0 5],994921,[2 7 6 3 9 0 1 4 8 5],848359,[2 4 0 5 3 8 6 1 9 7],2308593,[6 3 2 0 5 4 7 8 9 1]
74,937025,[2 6 1 9 4 5 7 8 3 0],3235874,[8 9 2 0 3 6 1 5 4 7],318016,[0 8 9 1 6 2 5 7 3 4],997249,[2 7 6 9 0 4 1 3 8 5],3228320,[8 9 0 4 6 5 2 3 1 7]
75,1534795,[4 2 0 6 7 9 8 1 5 3],1184338,[3 2 4 9 8 5 1 7 0 6],1526594,[4 1 8 9 2 6 0 5 3 7],3208036,[8 7 4 3 5 6 0 9 1 2],2339259,[6 4 0 1 9 8 2 5 7 3]
76,2946476,[8 1 0 6 3 9 7 4 2 5],242099,[0 7 1 2 4 6 5 9 8 3],1894132,[5 1 9 7 6 3 0 8 2 4],73335,[0 2 8 5 9 1 6 4 7 3],779925,[2 1 4 8 3 5 9 6 7 0]
77,1068096,[2 9 4 8 3 7 0 1 5 6],2261857,[6 2 0 8 4 9 1 3 7 5],1112096,[3 0 6 7 5 4 2 8 1 9],229701,[0 6 7 5 1 2 9 4 8 3],334714,[0 9 3 4 8 2 5 7 1 6]
78,59403,[0 2 5 8 6 1 3 7 9 4],900058,[2 5 3 7 0 6 4 9 1 8],906756,[2 5 4 9 3 1 7 0 6 8],2886794,[7 9 4 6 2 5 0 3 1 8],2515402,[6 9 3 0 5 7 2 8 1 4]
79,1406693,[3 8 9 0 6 4 1 7 5 2],281911,[0 7 9 8 4 2 3 1 6 5],3529846,[9 6 4 2 5 1 8 7 0 3],2220825,[6 1 0 7 4 9 3 5 8 2],279473,[0 7 9 4 1 8 5 6 3 2]
80,3336339,[9 1 6 8 5 7 0 3 4 2],2019551,[5 6 0 7 9 3 8 4 2 1],447666,[1 3 0 8 7 5 9 2 4 6],1228821,[3 4 5 8 7 0 9 2 6 1],1781923,[4 9 1 5 8 2 7 0 6 3]
81,589790,[1 6 7 0 2 9 5 4 3 8],2503963,[6 9 0 7 5 2 8 1 4 3],1117034,[3 0 7 6 4 8 1 5 2 9],3404494,[9 3 4 5 2 7 8 6 0 1],1272063,[3 5 6 2 8 4 7 1 9 0]
82,1834036,[5 0 4 9 2 7 1 8 3 6],3247744,[8 9 4 2 6 3 5 7 0 1],2474164,[6 8 2 9 3 0 1 7 4 5],2911156,[8 0 2 6 3 7 1 9 4 5],3309282,[9 1 0 6 3 4 8 2 5 7]
83,438914,[1 2 9 0 6 7 3 5 4 8],2908589,[8 0 2 1 7 4 3 9 6 5],591587,[1 6 7 3 5 9 2 8 4 0],2615947,[7 1 9 0 3 5 8 2 6 4],2598449,[7 1 4 5 9 6 3 8 2 0]
84,2750183,[7 5 1 6 8 0 9 4 3 2],714932,[1 9 6 7 8 4 5 2 0 3],1627169,[4 5 2 8 9 6 3 7 1 0],2237485,[6 1 4 9 5 7 3 0 8 2],3317147,[9 1 3 2 0 8 5 7 6 4]
85,1815809,[5 0 1 3 9 7 6 8 4 2],1426590,[3 9 4 0 5 2 6 1 7 8],2771984,[7 5 6 9 8 4 1 2 0 3],2409980,[6 5 8 1 2 0 9 4 3 7],671895,[1 8 6 3 2 0 7 5 9 4]
86,3133627,[8 5 6 7 1 3 9 0 4 2],411779,[1 2 3 7 9 5 4 8 6 0],799975,[2 1 8 7 0 5 4 3 9 6],3082034,[8 4 3 5 6 7 0 2 1 9],943249,[2 6 4 1 0 7 3 5 9 8]
87,2868927,[7 9 1 2 5 6 4 3 8 0],3250828,[8 9 5 0 1 3 2 7 4 6],817596,[2 3 4 1 7 5 8 0 6 9],2236603,[6 1 4 8 3 2 9 0 7 5],2473633,[6 8 2 7 4 5 0 1 9 3]
88,2112753,[5 8 3 1 4 2 6 7 9 0],1031843,[2 8 5 7 0 6 3 9 4 1],1132042,[3 1 0 7 4 8 5 9 2 6],1727923,[4 7 8 6 9 1 5 0 3 2],229865,[0 6 7 5 2 4 8 9 3 1]
89,1893461,[5 1 9 6 7 8 0 4 3 2],1510259,[4 1 5 7 6 3 2 9 8 0],1134428,[3 1 2 0 7 6 9 5 4 8],2204468,[6 0 7 3 8 4 9 2 1 5],3142664,[8 5 9 3 6 7 1 2 0 4]
90,2264340,[6 2 1 3 9 5 7 0 4 8],1360849,[3 7 8 0 1 5 2 4 9 6],3039366,[8 3 4 0 5 1 6 2 7 9],628155,[1 7 5 6 3 8 0 4 9 2],2173456,[5 9 8 1 6 0 4 7 2 3]
91,2003002,[5 4 7 2 9 6 1 8 0 3],2010122,[5 4 8 7 9 0 1 3 2 6],671247,[1 8 6 2 3 7 5 4 9 0],3104013,[8 4 9 7 0 5 6 2 3 1],1350549,[3 7 4 9 6 2 8 1 5 0]
92,2436898,[6 7 3 4 5 2 1 9 0 8],3005371,[8 2 5 3 0 7 9 1 6 4],2022948,[5 6 1 3 7 9 4 0 2 8],2856331,[7 8 6 5 0 4 9 1 3 2],1910519,[5 2 4 0 6 9 8 7 3 1]
93,2535442,[6 9 8 0 3 5 2 7 1 4],1182636,[3 2 4 7 6 1 8 0 5 9],2471602,[6 8 2 3 7 5 1 9 0 4],3159375,[8 6 2 9 0 1 5 4 7 3],136610,[0 4 5 1 8 6 2 7 3 9]
94,2412305,[6 5 8 4 2 3 7 9 1 0],1982957,[5 4 1 6 0 8 2 9 7 3],1329863,[3 6 9 8 0 1 7 5 4 2],2131914,[5 8 7 9 6 4 3 0 1 2],3196675,[8 7 2 1 6 9 5 0 4 3]
95,1698344,[4 7 0 9 6 8 2 3 1 5],2756755,[7 5 2 9 6 8 4 0 3 1],637774,[1 7 8 4 6 5 9 3 0 2],1537268,[4 2 1 0 3 7 9 6 5 8],2869271,[7 9 1 3 0 5 8 6 4 2]
96,376608,[1 0 4 8 2 6 3 5 7 9],2020050,[5 6 0 8 4 7 9 1 2 3],1333314,[3 7 0 5 8 9 6 1 2 4],2215332,[6 0 9 4 8 1 5 2 3 7],3068789,[8 4 0 9 2 3 1 7 6 5]
97,297456,[0 8 4 1 2 9 3 5 6 7],570404,[1 6 2 3 4 5 9 7 0 8],3278270,[9 0 3 5 1 8 6 4 2 7],395217,[1 0 8 4 9 5 3 6 7 2],1061553,[2 9 3 6 4 1 5 7 8 0]
98,2044558,[5 6 7 4 3 9 8 2 0 1],2686733,[7 3 6 0 5 4 1 9 8 2],1825794,[5 0 3 2 8 9 7 1 4 6],3067920,[8 4 0 7 1 2 3 5 6 9],782964,[2 1 5 4 6 8 7 0 3 9]
99,682728,[1 8 9 4 2 5 0 3 6 7],1294958,[3 6 0 9 5 2 7 4 1 8],2713998,[7 4 2 5 3 8 1 0 6 9],1508773,[4 1 5 3 7 0 8 2 9 6],224265,[0 6 5 4 3 9 2 7 8 1]
100,1561484,[4 2 7 8 6 1 9 3 0 5],1861100,[5 1 2 3 9 0 8 6 4 7],1895861,[5 2 0 3 1 9 4 8 7 6],878070,[2 4 8 1 6 3 5 0 7 9],1248748,[3 4 9 7 2 1 0 8 5 6]
1,1178374,[3 2 1 8 6 7 9 5 0 4],725085,[1 9 8 7 0 3 6 4 5 2],989230,[2 7 5 1 9 4 8 6 0 3],117351,[0 3 9 2 8 7 5 4 6 1],2306857,[6 3 1 7 9 8 0 2 5 4]
2,423163,[1 2 5 9 7 3 8 0 6 4],1591108,[4 3 5 7 9 1 0 8 2 6],1384926,[3 8 2 7 5 0 4 1 6 9],2257695,[6 1 9 8 5 0 4 3 7 2],1012618,[2 8 0 9 4 5 3 7 1 6]
3,1904692,[5 2 1 9 4 6 0 8 3 7],1763750,[4 8 6 9 3 7 2 1 0 5],3493674,[9 5 6 1 2 8 7 0 3 4],2259513,[6 2 0 4 3 5 7 8 9 1],1255599,[3 5 1 0 9 4 7 6 8 2]
4,1294072,[3 6 0 8 2 9 5 7 1 4],1341695,[3 7 2 1 5 8 9 6 4 0],2362644,[6 4 5 8 2 7 3 0 1 9],1013211,[2 8 1 0 4 6 3 7 9 5],584587,[1 6 4 9 8 3 7 0 5 2]
5,2213232,[6 0 9 1 8 5 2 3 4 7],1478402,[4 0 7 3 5 1 2 8 6 9],1454594,[4 0 1 7 3 8 2 6 5 9],573129,[1 6 2 8 0 3 5 7 9 4],2906293,[8 0 1 6 5 2 7 3 9 4]
6,506995,[1 4 6 7 0 9 8 2 5 3],83886,[0 3 1 7 6 2 5 4 8 9],2050888,[5 6 8 9 2 4 3 7 0 1],1502441,[4 1 3 0 8 5 7 9 6 2],1102034,[3 0 4 7 6 8 1 5 2 9]
7,769589,[2 1 0 7 9 4 3 8 6 5],1741757,[4 8 1 6 0 7 2 9 5 3],2929163,[8 0 6 2 3 7 4 9 5 1],218736,[0 6 4 3 8 9 1 2 5 7],2757793,[7 5 3 1 2 8 0 4 9 6]
