100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
31,2498560,[6 8 9 5 1 2 4 7 0 3],3540890,[9 6 7 3 8 2 0 4 1 5],2768713,[7 5 6 2 3 8 0 1 9 4],789501,[2 1 6 7 5 0 9 4 8 3],2504034,[6 9 0 7 5 8 4 1 2 3],2024248,[5 6 1 7 3 8 4 9 0 2],1996258,[5 4 6 0 7 3 2 9 1 8],2175454,[5 9 8 4 2 6 7 3 0 1],3021687,[8 2 9 4 6 5 3 1 7 0],3262718,[8 9 7 2 4 1 5 3 0 6]
32,2684756,[7 3 5 6 8 9 4 1 0 2],3175274,[8 6 7 0 1 5 2 4 3 9],1120958,[3 0 8 4 9 2 6 5 1 7],672388,[1 8 6 3 9 2 0 7 4 5],1127874,[3 0 9 7 4 8 6 1 2 5],3238763,[8 9 2 5 1 6 3 7 4 0],2128111,[5 8 7 1 6 2 3 0 9 4],2841658,[7 8 3 6 5 2 1 9 0 4],1193323,[3 2 6 8 4 1 9 0 7 5],3031919,[8 3 1 5 9 7 6 4 2 0]
33,1589154,[4 3 5 2 0 9 8 1 6 7],287131,[0 8 1 9 6 5 7 2 4 3],1660352,[4 6 1 5 0 3 7 8 2 9],1460687,[4 0 2 8 7 3 9 6 5 1],2176777,[5 9 8 7 1 6 0 2 4 3],2807904,[7 6 5 0 9 2 1 3 4 8],525236,[1 5 0 3 6 9 8 4 2 7],662112,[1 8 4 3 6 7 0 2 5 9],3114008,[8 5 1 9 0 2 4 6 3 7],2971035,[8 1 6 4 3 7 0 5 9 2]
34,408493,[1 2 3 0 6 4 8 5 9 7],1927975,[5 2 8 4 7 3 1 0 9 6],1014078,[2 8 1 3 5 7 4 0 6 9],2082188,[5 7 6 0 9 3 8 2 1 4],43689,[0 2 1 7 8 3 5 6 9 4],1442514,[3 9 7 1 4 8 6 0 2 5],1626760,[4 5 2 8 3 1 7 9 0 6],278660,[0 7 9 3 1 2 8 5 4 6],2450876,[6 7 8 1 9 5 4 2 0 3],3075165,[8 4 2 1 0 5 9 6 7 3]
35,144505,[0 4 6 7 8 2 1 3 9 5],3593842,[9 8 1 0 4 6 3 7 2 5],2204881,[6 0 7 4 3 1 2 5 9 8],898011,[2 5 3 1 4 7 0 8 9 6],1196453,[3 2 7 4 8 5 0 9 6 1],2756711,[7 5 2 9 6 3 8 4 1 0],1855404,[5 1 0 2 9 7 6 3 4 8],1134374,[3 1 2 0 7 4 8 6 5 9],3539276,[9 6 7 1 4 8 5 2 0 3],3139740,[8 5 7 9 4 2 3 0 1 6]
36,674696,[1 8 6 9 0 4 3 5 2 7],560649,[1 5 9 2 7 0 4 6 8 3],2185133,[6 0 2 5 9 4 1 8 7 3],953210,[2 6 7 0 9 4 1 5 3 8],1367028,[3 7 9 1 5 8 4 0 2 6],88118,[0 3 2 6 5 4 8 7 1 9],498303,[1 4 3 9 0 6 7 5 8 2],1818064,[5 0 1 8 2 6 7 9 3 4],450670,[1 3 2 5 9 6 8 7 0 4],330914,[0 9 2 6 5 7 1 4 3 8]
37,1233535,[3 4 6 8 1 5 2 0 9 7],3118310,[8 5 2 6 9 7 3 1 0 4],336768,[0 9 3 7 6 4 1 2 5 8],834154,[2 3 7 5 6 1 4 9 0 8],366116,[1 0 2 7 5 9 8 4 3 6],870667,[2 4 6 8 1 5 9 0 7 3],2181214,[6 0 1 8 4 7 9 5 2 3],3303981,[9 0 8 4 7 1 6 3 5 2],1612305,[4 3 9 8 1 7 2 5 6 0],1303783,[3 6 2 7 8 9 1 0 5 4]
38,3626272,[9 8 7 3 2 6 4 5 0 1],658652,[1 8 3 6 7 5 9 2 0 4],2619198,[7 1 9 5 6 4 2 0 3 8],669529,[1 8 5 7 9 3 0 2 6 4],2152001,[5 9 2 8 7 1 4 6 3 0],3387471,[9 3 0 1 7 8 5 4 6 2],918832,[2 5 8 3 0 9 6 7 1 4],3439042,[9 4 2 3 5 7 1 8 0 6],1842874,[5 0 7 6 4 2 3 9 1 8],2921872,[8 0 4 7 1 9 5 6 2 3]
39,2039911,[5 6 4 8 1 2 3 0 9 7],996374,[2 7 6 5 9 0 4 3 1 8],135393,[0 4 3 9 1 5 6 7 8 2],2200254,[6 0 5 4 9 3 2 1 7 8],2069147,[5 7 2 4 8 9 1 6 3 0],2459930,[6 8 0 1 5 4 2 7 3 9],2316831,[6 3 4 7 8 9 2 1 5 0],3234588,[8 9 1 6 3 7 4 0 2 5],2635617,[7 2 3 9 5 4 1 6 8 0],846721,[2 4 0 1 3 5 6 7 9 8]
40,1082968,[2 9 7 8 0 5 4 6 1 3],1029862,[2 8 5 3 4 0 9 7 1 6],803751,[2 1 9 5 3 8 6 4 7 0],1265114,[3 5 4 0 1 8 2 7 6 9],1454294,[4 0 1 6 9 2 7 5 3 8],2619573,[7 1 9 6 2 5 8 3 4 0],1725358,[4 7 8 2 1 9 6 5 0 3],3231401,[8 9 1 2 0 4 6 7 5 3],2771969,[7 5 6 9 8 3 2 4 1 0],1894936,[5 1 9 8 7 0 4 6 2 3]
41,690188,[1 9 0 8 5 4 7 3 2 6],2245418,[6 1 7 4 5 9 0 3 2 8],2484010,[6 8 4 9 0 1 3 7 2 5],3303562,[9 0 8 4 2 6 3 7 1 5],1181317,[3 2 4 5 8 1 7 0 9 6],2788566,[7 6 1 3 0 2 5 4 8 9],2987442,[8 2 0 7 3 4 9 1 5 6],3348560,[9 2 0 4 7 6 3 5 1 8],1744403,[4 8 2 0 7 6 3 9 5 1],2795851,[7 6 2 8 0 5 9 1 4 3]
42,616009,[1 7 3 2 6 5 0 4 9 8],1189798,[3 2 6 0 5 9 8 7 1 4],1913370,[5 2 4 7 3 8 9 0 1 6],1455649,[4 0 1 8 7 5 2 3 9 6],393345,[1 0 8 2 4 9 5 6 7 3],3075314,[8 4 2 1 3 7 0 6 5 9],2918363,[8 0 4 1 3 7 5 9 6 2],2119515,[5 8 4 3 7 6 0 2 9 1],2020807,[5 6 0 9 7 1 3 2 8 4],2131204,[5 8 7 9 0 1 2 6 3 4]
43,967047,[2 6 9 8 0 5 4 3 7 1],3052351,[8 3 6 5 2 1 4 0 9 7],3301983,[9 0 8 2 1 5 6 4 7 3],767997,[2 1 0 5 7 9 8 4 6 3],19262,[0 1 5 8 7 4 6 3 2 9],2323419,[6 3 5 9 8 7 0 2 4 1],363210,[1 0 2 3 6 8 9 4 5 7],281094,[0 7 9 6 3 4 2 1 5 8],2982763,[8 1 9 6 5 2 7 0 4 3],2426642,[6 7 1 4 3 0 2 8 5 9]
44,2967897,[8 1 5 9 0 4 3 6 7 2],3401166,[9 3 2 7 8 0 4 1 5 6],670073,[1 8 5 9 4 7 3 6 2 0],3080233,[8 4 3 1 0 7 2 5 9 6],1262009,[3 5 2 4 8 7 6 9 1 0],558479,[1 5 8 7 4 9 6 3 2 0],77781,[0 2 9 5 1 3 8 6 7 4],2199740,[6 0 5 4 2 1 9 7 3 8],3399685,[9 3 2 5 7 6 4 0 8 1],1689955,[4 6 9 2 0 8 7 1 5 3]
45,3529108,[9 6 4 1 5 2 0 8 3 7],3572711,[9 7 4 8 0 3 6 5 2 1],2686727,[7 3 6 0 5 2 9 8 4 1],1567854,[4 2 9 0 6 5 3 1 7 8],1337342,[3 7 1 4 5 6 8 2 0 9],2718557,[7 4 3 2 8 6 0 9 5 1],3533185,[9 6 5 0 2 3 1 4 8 7],3069062,[8 4 0 9 5 3 6 2 1 7],1724449,[4 7 8 1 0 5 2 3 9 6],2348248,[6 4 1 9 3 7 5 8 0 2]
46,1533930,[4 2 0 5 6 8 9 1 3 7],2464909,[6 8 1 0 4 9 5 2 7 3],2508572,[6 9 1 7 0 5 8 3 2 4],1177607,[3 2 1 7 6 4 9 8 5 0],220482,[0 6 4 8 2 3 9 1 5 7],1368908,[3 7 9 5 1 4 8 2 0 6],2611176,[7 1 8 0 5 9 2 3 4 6],2820412,[7 6 9 4 1 3 0 8 2 5],306313,[0 8 5 7 3 6 1 2 9 4],163867,[0 5 1 6 7 4 9 2 8 3]
47,187180,[0 5 7 1 9 8 2 6 3 4],414725,[1 2 4 5 0 3 6 9 8 7],2685638,[7 3 5 9 0 2 6 4 1 8],2752964,[7 5 2 1 6 3 9 4 0 8],3599433,[9 8 2 1 3 4 5 6 7 0],157670,[0 4 9 2 8 7 5 3 1 6],1222233,[3 4 2 6 7 1 5 8 9 0],1123526,[3 0 8 9 4 6 5 2 1 7],1057506,[2 9 1 7 6 4 8 0 3 5],192598,[0 5 8 2 4 9 7 6 1 3]
48,2457756,[6 7 9 4 3 1 5 0 2 8],1584929,[4 3 2 6 1 8 7 9 5 0],658851,[1 8 3 7 0 5 2 6 9 4],403436,[1 2 0 3 5 9 8 6 4 7],2246337,[6 1 7 5 9 3 2 4 8 0],3558503,[9 7 2 0 4 1 8 6 5 3],3303194,[9 0 8 3 6 5 1 4 2 7],1799319,[4 9 6 0 1 3 7 5 8 2],2916524,[8 0 3 6 7 2 9 4 1 5],3501333,[9 5 7 4 8 3 6 1 2 0]
49,1005131,[2 7 9 4 0 1 5 8 6 3],1010590,[2 8 0 5 6 4 9 7 1 3],1740355,[4 8 1 3 0 9 7 2 6 5],2418810,[6 5 9 8 2 4 7 0 1 3],1132497,[3 1 0 7 9 5 4 6 8 2],2038782,[5 6 4 3 7 9 1 0 2 8],3270179,[9 0 1 7 8 4 3 6 5 2],2054779,[5 6 9 4 8 0 7 1 3 2],3555929,[9 7 1 4 6 5 3 8 2 0],3365817,[9 2 4 7 6 3 1 5 8 0]
50,1947250,[5 3 2 4 7 0 6 9 1 8],1953541,[5 3 4 7 1 6 8 0 9 2],1069390,[2 9 5 1 3 6 8 7 0 4],1912760,[5 2 4 6 7 8 1 3 0 9],3320592,[9 1 3 7 8 5 0 2 4 6],3435541,[9 4 1 6 5 3 7 0 8 2],2649532,[7 2 6 5 9 3 0 8 1 4],1776259,[4 9 0 5 1 2 8 3 7 6],1643761,[4 5 8 1 0 2 3 6 9 7],1345768,[3 7 4 0 1 8 6 9 2 5]
51,451304,[1 3 2 6 8 9 4 5 0 7],1575802,[4 3 0 7 6 8 2 9 1 5],3417922,[9 3 7 1 0 6 4 8 2 5],854450,[2 4 1 6 8 5 0 7 3 9],484788,[1 4 0 3 5 9 7 2 6 8],2643511,[7 2 5 4 6 1 3 0 9 8],1550871,[4 2 5 7 9 8 3 1 6 0],13087,[0 1 4 7 3 2 6 5 9 8],2098023,[5 8 0 2 9 4 6 3 7 1],1716857,[4 7 5 6 3 0 8 9 2 1]
52,2616867,[7 1 9 2 5 3 0 6 8 4],3488393,[9 5 4 0 8 7 3 6 2 1],3131764,[8 5 6 2 7 0 1 9 3 4],490124,[1 4 2 3 8 5 9 6 0 7],3201393,[8 7 3 1 4 2 5 6 9 0],1670114,[4 6 3 2 7 8 0 5 1 9],504005,[1 4 6 0 2 3 5 9 8 7],2956743,[8 1 3 6 5 4 7 2 9 0],693626,[1 9 2 6 4 3 0 7 5 8],3227769,[8 9 0 4 1 2 5 6 7 3]
53,1939546,[5 3 0 8 7 9 2 6 1 4],2598477,[7 1 4 5 9 8 6 2 3 0],3527501,[9 6 3 8 1 7 0 5 4 2],3608464,[9 8 3 7 5 2 4 6 0 1],2585023,[7 1 0 9 3 8 4 2 6 5],1952610,[5 3 4 2 9 7 8 0 1 6],1135708,[3 1 2 5 6 4 0 9 7 8],2406528,[6 5 7 3 2 4 0 1 8 9],1048794,[2 9 0 1 6 8 7 3 4 5],3280819,[9 0 3 8 6 1 7 2 5 4]
