98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
31,1601063,[4 3 7 6 8 0 9 5 2 1],201025,[0 5 9 8 2 3 1 4 7 6],67907,[0 2 7 5 3 9 4 8 6 1],1211020,[3 4 0 2 9 8 1 7 5 6],2906239,[8 0 1 6 4 7 3 2 9 5],2716795,[7 4 3 0 2 9 8 1 6 5],2481132,[6 8 4 2 0 1 7 3 5 9],56022,[0 2 5 1 8 9 4 3 6 7],2641066,[7 2 5 0 1 9 4 8 3 6],295706,[0 8 3 6 7 2 1 5 4 9]
32,2508351,[6 9 1 5 7 8 3 2 4 0],605518,[1 7 0 2 9 8 6 5 3 4],355885,[0 9 7 5 2 6 4 1 8 3],2572617,[7 0 8 4 1 5 3 6 9 2],702786,[1 9 4 5 0 6 8 2 3 7],1370674,[3 7 9 8 5 1 2 6 0 4],1068578,[2 9 5 0 1 8 3 6 4 7],2005253,[5 4 7 9 0 3 1 8 6 2],2188664,[6 0 3 2 8 9 4 5 1 7],2984566,[8 2 0 3 4 5 9 7 1 6]
33,1965751,[5 3 8 0 2 4 6 1 9 7],1326208,[3 6 9 0 8 5 4 7 1 2],1854432,[5 0 9 8 4 6 1 2 3 7],1463639,[4 0 3 5 8 9 7 6 2 1],1603734,[4 3 8 1 5 6 2 0 7 9],2097524,[5 8 0 2 3 4 9 6 1 7],3398891,[9 3 2 4 7 0 5 8 6 1],3514499,[9 6 1 3 2 5 4 8 7 0],2470653,[6 8 2 1 4 7 9 3 5 0],142954,[0 4 6 3 7 2 5 9 1 8]
34,950262,[2 6 5 4 8 9 1 0 3 7],1983030,[5 4 1 6 2 3 7 0 8 9],626313,[1 7 5 2 9 3 4 6 8 0],1175142,[3 2 1 4 0 9 6 5 7 8],1048393,[2 9 0 1 3 7 4 5 8 6],3560800,[9 7 2 4 5 1 6 8 0 3],1630231,[4 5 3 6 1 2 7 0 9 8],474352,[1 3 8 0 7 9 5 6 2 4],27253,[0 1 7 4 9 2 6 3 8 5],3253742,[8 9 5 4 0 3 6 2 1 7]
35,1753274,[4 8 3 9 0 6 1 5 2 7],2915492,[8 0 3 5 2 7 9 4 1 6],2240281,[6 1 5 4 7 0 2 3 9 8],668851,[1 8 5 6 9 4 7 0 3 2],363050,[1 0 2 3 5 7 4 8 6 9],66616,[0 2 7 3 6 1 8 9 4 5],2137708,[5 9 0 2 1 4 3 8 6 7],2653475,[7 2 8 4 3 1 5 9 6 0],412482,[1 2 3 8 9 4 7 0 5 6],2072699,[5 7 3 1 8 4 2 9 6 0]
36,2473943,[6 8 2 9 0 1 7 5 4 3],3052739,[8 3 6 5 9 2 1 7 4 0],2133992,[5 8 9 2 7 1 3 4 0 6],853774,[2 4 1 5 8 7 9 6 0 3],2990813,[8 2 1 4 9 5 0 7 6 3],1238311,[3 4 7 6 9 1 2 0 8 5],3535029,[9 6 5 2 7 3 8 1 4 0],407384,[1 2 0 8 7 9 4 5 3 6],1087372,[2 9 8 6 1 4 0 7 3 5],970365,[2 7 0 5 8 3 9 4 6 1]
37,298635,[0 8 4 2 7 6 1 5 9 3],1405317,[3 8 7 6 5 9 4 1 2 0],29062,[0 1 7 8 4 2 9 6 3 5],2694037,[7 3 8 4 6 1 5 0 9 2],1241282,[3 4 8 2 0 1 5 7 6 9],1296032,[3 6 1 2 0 5 7 8 4 9],1519989,[4 1 7 6 0 5 9 3 8 2],3186798,[8 7 0 3 1 6 4 2 5 9],1200106,[3 2 8 0 7 9 4 6 1 5],2753968,[7 5 2 3 9 6 4 8 0 1]
38,1343625,[3 7 2 6 0 9 4 5 8 1],1035594,[2 8 6 4 1 9 7 0 3 5],3501127,[9 5 7 4 6 0 2 1 8 3],2426101,[6 7 1 3 5 4 8 0 9 2],381448,[1 0 5 7 8 6 4 9 2 3],3087998,[8 4 5 6 9 1 3 2 0 7],570376,[1 6 2 3 4 0 8 9 5 7],2700048,[7 3 9 6 0 4 1 2 5 8],628811,[1 7 5 8 3 0 4 9 6 2],997267,[2 7 6 9 0 4 8 1 5 3]
39,3256861,[8 9 6 1 3 4 5 0 7 2],1802533,[4 9 6 5 3 0 7 1 8 2],230622,[0 6 7 8 2 9 3 1 4 5],2682978,[7 3 5 2 4 0 9 1 6 8],2451632,[6 7 8 3 0 2 4 5 1 9],3560784,[9 7 2 4 5 1 0 3 6 8],2480670,[6 8 4 1 3 2 5 0 7 9],796199,[2 1 7 9 6 8 5 4 3 0],2018466,[5 6 0 4 3 7 9 1 2 8],1268534,[3 5 4 7 9 0 6 2 1 8]
40,1722492,[4 7 6 8 2 0 5 1 3 9],658540,[1 8 3 6 5 9 0 7 2 4],3074211,[8 4 1 9 6 3 0 5 7 2],2653141,[7 2 8 3 9 4 5 0 6 1],2690031,[7 3 6 8 0 9 4 2 5 1],140527,[0 4 5 9 2 1 6 3 8 7],3406931,[9 3 4 8 7 0 2 6 5 1],932254,[2 6 0 9 7 5 8 4 1 3],3217802,[8 7 6 3 1 0 2 5 4 9],1247893,[3 4 9 6 1 0 7 2 8 5]
41,1654816,[4 6 0 3 5 1 8 9 2 7],2679740,[7 3 4 6 9 0 8 2 1 5],1173762,[3 2 0 9 4 5 8 1 6 7],1326247,[3 6 9 1 0 2 5 4 8 7],1937761,[5 3 0 6 4 1 2 7 9 8],3410999,[9 3 5 7 2 8 6 4 1 0],2930241,[8 0 6 3 7 5 2 4 9 1],2630263,[7 2 1 9 0 8 4 3 6 5],2969961,[8 1 6 2 9 5 3 4 7 0],2881766,[7 9 3 6 2 5 4 1 0 8]
42,502539,[1 4 5 7 9 8 0 3 6 2],879563,[2 4 8 5 6 7 1 9 3 0],606130,[1 7 0 3 9 2 5 8 4 6],409473,[1 2 3 4 8 5 6 7 9 0],3272455,[9 0 2 4 1 6 5 3 8 7],1899217,[5 2 0 8 7 9 1 3 6 4],1210910,[3 4 0 2 8 9 6 5 1 7],2479663,[6 8 3 9 7 5 1 0 4 2],313507,[0 8 7 2 4 5 9 1 6 3],1236806,[3 4 7 2 8 6 5 1 0 9]
43,528381,[1 5 0 8 9 2 7 4 6 3],2249674,[6 1 8 3 5 2 4 9 0 7],3087578,[8 4 5 6 1 9 0 3 2 7],3424738,[9 3 8 4 5 2 1 7 0 6],1777528,[4 9 0 6 7 5 3 8 1 2],163675,[0 5 1 6 3 9 8 2 7 4],2461011,[6 8 0 3 1 5 2 7 9 4],2844628,[7 8 4 2 9 1 0 6 3 5],2259961,[6 2 0 4 9 1 3 5 8 7],1386222,[3 8 4 0 2 9 5 1 6 7]
44,2953727,[8 1 3 0 5 4 9 7 6 2],3497765,[9 5 7 0 1 2 3 8 6 4],3375067,[9 2 6 5 4 3 8 0 7 1],3024968,[8 3 0 2 5 1 6 7 4 9],1748457,[4 8 2 9 3 5 1 6 7 0],48753,[0 2 3 7 8 4 5 6 9 1],2373231,[6 4 8 9 0 7 3 2 5 1],751285,[2 0 7 1 5 8 6 3 9 4],3342449,[9 1 8 2 3 6 5 7 4 0],775986,[2 1 3 9 7 5 8 0 4 6]
45,2824415,[7 8 0 3 6 5 9 4 2 1],1991943,[5 4 3 1 7 6 8 2 9 0],556502,[1 5 8 3 9 4 6 2 0 7],776296,[2 1 4 0 5 3 8 9 6 7],2785257,[7 6 0 5 3 4 2 8 9 1],2659452,[7 2 9 5 6 0 4 1 3 8],2469802,[6 8 2 0 3 7 4 9 1 5],2909117,[8 0 2 3 5 7 1 9 6 4],3445385,[9 4 3 6 1 5 7 8 2 0],812141,[2 3 1 0 9 8 4 7 6 5]
46,2163873,[5 9 6 2 3 1 4 7 8 0],405508,[1 2 0 6 4 5 3 9 7 8],39073,[0 1 9 7 3 6 2 4 8 5],2091139,[5 7 8 9 2 0 6 1 4 3],2404467,[6 5 7 0 4 2 1 8 9 3],2361333,[6 4 5 3 7 8 9 1 2 0],2696400,[7 3 9 0 1 2 4 5 6 8],2764398,[7 5 4 3 2 8 1 0 6 9],3445189,[9 4 3 5 8 7 2 0 6 1],2206060,[6 0 7 5 9 8 1 4 2 3]
47,12167,[0 1 4 5 9 3 8 7 6 2],3120332,[8 5 3 0 7 6 9 2 1 4],1024017,[2 8 4 1 3 6 5 7 9 0],3281573,[9 0 4 1 7 5 2 8 6 3],2336829,[6 3 9 5 4 2 8 1 7 0],2593492,[7 1 3 6 0 5 2 9 4 8],3291360,[9 0 6 1 4 2 3 5 7 8],1652605,[4 5 9 8 1 6 3 0 7 2],1704678,[4 7 2 1 6 8 3 0 5 9],1481805,[4 0 8 1 2 5 9 6 7 3]
48,1642419,[4 5 7 9 0 8 1 3 6 2],361847,[0 9 8 6 4 2 7 5 3 1],1118391,[3 0 7 9 2 8 5 4 6 1],799450,[2 1 8 6 4 0 5 9 3 7],3042491,[8 3 4 6 7 0 2 9 5 1],341734,[0 9 4 7 5 6 8 3 1 2],2140525,[5 9 0 6 8 4 3 1 7 2],2929949,[8 0 6 3 4 2 1 9 7 5],49019,[0 2 3 8 1 6 5 9 7 4],1216358,[3 4 1 5 6 2 8 7 0 9]
49,2168194,[5 9 7 1 3 2 4 8 0 6],2878205,[7 9 3 0 5 1 2 8 6 4],2891917,[7 9 5 6 3 1 4 0 8 2],226702,[0 6 5 9 8 1 7 4 2 3],3296666,[9 0 7 1 6 3 2 5 4 8],2670984,[7 3 1 9 6 2 0 4 5 8],3433551,[9 4 1 2 7 8 5 3 6 0],603766,[1 6 9 7 4 2 8 5 0 3],3239922,[8 9 2 6 7 1 5 0 3 4],193362,[0 5 8 3 6 2 9 1 4 7]
50,1286562,[3 5 9 1 8 2 7 0 4 6],542794,[1 5 4 7 9 2 3 8 0 6],2526427,[6 9 5 1 8 3 7 0 4 2],366720,[1 0 2 8 5 3 4 6 7 9],3010403,[8 2 6 3 0 7 4 9 5 1],2239866,[6 1 5 3 9 4 8 0 2 7],948704,[2 6 5 1 7 9 3 4 0 8],2941049,[8 0 9 4 6 5 3 7 2 1],1042708,[2 8 7 9 1 3 0 6 4 5],3347618,[9 2 0 3 5 8 1 6 4 7]
51,1275899,[3 5 7 1 0 6 4 9 8 2],66327,[0 2 7 3 1 8 6 5 9 4],2538845,[6 9 8 5 1 0 2 7 4 3],292760,[0 8 3 1 6 7 4 5 2 9],3266195,[9 0 1 2 5 4 6 8 7 3],2357500,[6 4 3 8 1 9 0 7 2 5],325857,[0 9 1 6 5 4 3 7 8 2],2382007,[6 5 0 7 3 1 4 2 9 8],3058362,[8 3 7 6 5 1 9 0 2 4],2661904,[7 3 0 2 1 6 8 9 4 5]
52,3170816,[8 6 5 0 9 3 2 4 1 7],3534405,[9 6 5 1 8 2 7 3 4 0],3023227,[8 2 9 6 7 3 5 0 4 1],777233,[2 1 4 3 6 9 7 8 5 0],271759,[0 7 6 9 3 5 2 1 8 4],2618798,[7 1 9 5 2 3 6 4 0 8],944304,[2 6 4 3 7 1 0 5 8 9],2701060,[7 3 9 8 2 6 0 5 1 4],3154997,[8 6 1 9 7 4 0 5 3 2],1233310,[3 4 6 7 9 2 8 5 0 1]
53,3492778,[9 5 6 0 1 4 3 8 2 7],1255184,[3 5 1 0 4 9 6 7 2 8],1013677,[2 8 1 0 9 4 6 3 7 5],177011,[0 5 4 1 9 2 6 8 7 3],2987482,[8 2 0 7 3 6 4 9 1 5],1862947,[5 1 2 7 4 6 9 0 8 3],925004,[2 5 9 4 7 1 8 3 0 6],1275594,[3 5 7 0 6 9 8 1 2 4],1418256,[3 9 1 4 7 8 0 2 5 6],1451974,[4 0 1 2 7 8 9 6 3 5]
