2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
32,31575,[0 1 8 3 9 2 6 5 7 4],1727149,[4 7 8 5 6 9 2 0 3 1],486860,[1 4 0 7 3 2 9 6 5 8],386374,[1 0 6 7 5 8 9 4 2 3],1145292,[3 1 5 2 8 0 7 4 6 9],1707814,[4 7 2 8 9 5 6 3 0 1],2108101,[5 8 2 1 9 4 6 0 7 3],1424295,[3 9 2 6 1 0 7 5 8 4],1221703,[3 4 2 5 8 9 1 0 7 6],309603,[0 8 6 4 1 2 3 7 9 5]
33,18494,[0 1 5 7 8 2 6 4 3 9],1683556,[4 6 8 0 2 7 1 9 3 5],523466,[1 4 9 8 0 3 2 6 5 7],365378,[1 0 2 6 5 9 3 7 4 8],1143924,[3 1 4 9 7 6 5 0 2 8],1677189,[4 6 5 8 2 3 9 1 7 0],2131804,[5 8 7 9 6 0 1 4 2 3],1385528,[3 8 2 9 4 0 5 6 1 7],1186469,[3 2 5 4 9 1 0 8 7 6],252943,[0 7 3 2 4 9 5 1 8 6]
34,53427,[0 2 4 7 3 5 1 8 9 6],1697671,[4 7 0 8 9 2 3 1 6 5],544571,[1 5 6 0 4 2 7 9 8 3],359932,[0 9 8 3 7 4 1 6 2 5],1137568,[3 1 2 7 9 6 5 8 0 4],1713505,[4 7 3 9 8 1 0 2 6 5],2100528,[5 8 0 7 3 4 1 2 6 9],1426556,[3 9 4 0 2 8 7 5 1 6],1243063,[3 4 8 6 2 9 1 0 7 5],287503,[0 8 2 1 4 9 5 3 7 6]
35,80315,[0 2 9 8 5 3 4 7 6 1],1703775,[4 7 2 0 5 1 8 6 9 3],499649,[1 4 5 0 9 7 6 8 3 2],378225,[1 0 5 2 4 9 6 7 8 3],1117880,[3 0 7 8 5 6 2 4 1 9],1718183,[4 7 5 9 2 0 8 6 3 1],2088835,[5 7 8 3 0 9 6 1 4 2],1389087,[3 8 4 6 1 7 5 2 9 0],1194596,[3 2 7 0 1 9 8 5 4 6],304283,[0 8 5 3 6 7 2 9 4 1]
36,10744,[0 1 4 2 9 6 7 8 3 5],1696297,[4 7 0 5 9 8 1 2 6 3],533850,[1 5 2 9 4 7 8 0 3 6],359141,[0 9 8 2 6 7 1 5 4 3],1142808,[3 1 4 8 2 6 0 5 7 9],1734488,[4 8 0 2 1 3 6 7 5 9],2076951,[5 7 4 0 6 9 3 2 8 1],1385638,[3 8 2 9 4 7 6 5 0 1],1197295,[3 2 7 5 9 4 1 0 8 6],263881,[0 7 5 3 6 1 2 4 9 8]
37,56656,[0 2 5 3 8 1 7 9 4 6],1655909,[4 6 0 5 9 2 1 8 7 3],484380,[1 4 0 2 8 6 7 3 5 9],371115,[1 0 3 7 5 8 2 6 9 4],1115064,[3 0 7 2 8 4 1 5 6 9],1707444,[4 7 2 8 3 6 5 0 1 9],2129491,[5 8 7 3 4 6 9 0 2 1],1404129,[3 8 7 5 1 0 4 6 9 2],1229787,[3 4 6 0 1 5 2 8 9 7],309453,[0 8 6 3 7 5 9 2 4 1]
38,79718,[0 2 9 7 6 3 5 4 1 8],1672725,[4 6 3 9 1 2 8 5 7 0],481564,[1 3 9 5 8 0 2 7 4 6],362071,[0 9 8 6 7 2 3 1 5 4],1149588,[3 1 6 0 7 9 5 2 4 8],1719360,[4 7 6 1 0 2 3 5 8 9],2143863,[5 9 1 3 6 4 7 2 8 0],1444548,[3 9 7 5 1 8 4 0 2 6],1218952,[3 4 1 8 9 7 5 6 0 2],289202,[0 8 2 4 7 1 3 6 5 9]
39,26504,[0 1 7 3 8 9 4 5 2 6],1701985,[4 7 1 6 9 2 0 3 8 5],518626,[1 4 8 9 2 7 3 6 0 5],329863,[0 9 2 5 1 8 4 3 7 6],1167809,[3 1 9 6 8 5 4 7 2 0],1706912,[4 7 2 6 8 1 3 5 0 9],2078471,[5 7 4 2 8 3 9 6 1 0],1405397,[3 8 7 6 9 4 0 5 2 1],1232585,[3 4 6 5 9 2 7 8 1 0],263675,[0 7 5 3 2 4 6 9 8 1]
40,13709,[0 1 4 8 2 5 3 9 7 6],1665501,[4 6 2 5 1 0 9 7 8 3],534995,[1 5 3 2 0 6 7 9 8 4],343032,[0 9 5 1 4 7 2 3 6 8],1131759,[3 1 0 6 9 4 7 5 8 2],1678428,[4 6 7 0 1 9 5 2 3 8],2080364,[5 7 4 8 2 1 9 3 0 6],1405642,[3 8 7 9 1 5 2 6 0 4],1244384,[3 4 8 9 1 7 2 5 0 6],282878,[0 8 1 2 9 4 6 5 3 7]
41,73621,[0 2 8 6 3 5 7 1 9 4],1698315,[4 7 0 9 6 5 1 3 8 2],482190,[1 3 9 6 7 2 4 0 5 8],379282,[1 0 5 3 8 7 4 9 2 6],1121055,[3 0 8 5 1 2 7 6 9 4],1685107,[4 6 8 2 3 5 9 0 7 1],2079868,[5 7 4 6 8 1 0 9 2 3],1392852,[3 8 5 2 6 0 7 1 4 9],1238897,[3 4 7 8 6 0 5 9 2 1],288689,[0 8 2 3 9 6 5 7 4 1]
42,45374,[0 2 3 1 4 5 8 7 6 9],1696490,[4 7 0 6 2 5 1 8 3 9],509878,[1 4 7 2 0 9 8 6 3 5],318449,[0 8 9 2 3 6 5 7 4 1],1131523,[3 1 0 6 7 4 9 2 8 5],1720301,[4 7 6 2 1 9 0 8 5 3],2136174,[5 8 9 6 7 2 1 0 3 4],1426602,[3 9 4 0 5 2 8 1 6 7],1190336,[3 2 6 1 4 7 5 8 0 9],253988,[0 7 3 4 8 5 9 2 1 6]
43,34600,[0 1 8 9 2 4 6 7 3 5],1694560,[4 7 0 2 6 3 8 9 1 5],536068,[1 5 3 4 7 2 0 9 6 8],344835,[0 9 5 3 8 6 1 4 7 2],1144604,[3 1 5 0 8 4 9 6 2 7],1732795,[4 7 9 6 3 8 5 0 2 1],2087269,[5 7 8 0 9 6 3 1 4 2],1380179,[3 8 1 7 9 4 2 6 5 0],1181387,[3 2 4 5 8 9 1 7 6 0],313170,[0 8 7 1 9 5 6 2 3 4]
44,62455,[0 2 6 4 8 5 3 1 9 7],1670610,[4 6 3 5 1 8 9 0 2 7],543896,[1 5 4 9 3 6 2 7 0 8],378893,[1 0 5 3 4 7 2 9 8 6],1136542,[3 1 2 6 7 0 9 8 4 5],1678007,[4 6 5 9 3 1 8 7 2 0],2118961,[5 8 4 3 0 1 2 6 9 7],1413492,[3 9 0 5 2 1 7 4 6 8],1229887,[3 4 6 0 2 1 7 5 9 8],321989,[0 8 9 7 2 3 1 6 5 4]
45,12023,[0 1 4 5 8 2 9 7 6 3],1722266,[4 7 6 8 0 2 1 5 3 9],512886,[1 4 7 8 3 0 5 2 6 9],329517,[0 9 2 4 6 8 7 3 5 1],1128509,[3 0 9 8 4 2 1 7 6 5],1678774,[4 6 7 0 5 8 9 3 1 2],2138492,[5 9 0 3 1 7 8 4 2 6],1394664,[3 8 5 7 0 2 1 4 6 9],1204837,[3 2 9 0 5 4 7 1 8 6],322969,[0 9 1 2 6 5 3 4 8 7]
46,17669,[0 1 5 6 7 3 2 9 8 4],1698204,[4 7 0 9 5 6 3 1 2 8],544679,[1 5 6 0 4 9 8 7 3 2],380853,[1 0 5 6 9 7 8 3 4 2],1118473,[3 0 7 9 4 6 1 2 8 5],1716673,[4 7 5 6 1 8 0 2 9 3],2141585,[5 9 0 8 3 4 6 7 2 1],1449958,[3 9 8 5 6 7 4 2 0 1],1205667,[3 2 9 1 6 4 0 7 8 5],254448,[0 7 3 5 4 6 1 2 8 9]
47,73266,[0 2 8 5 7 4 9 1 3 6],1726538,[4 7 8 3 9 6 0 2 1 5],531397,[1 5 2 6 0 4 8 3 9 7],370875,[1 0 3 7 2 8 4 6 9 5],1169077,[3 1 9 8 6 2 5 0 7 4],1716893,[4 7 5 6 3 2 0 9 8 1],2132273,[5 8 9 0 3 7 4 6 2 1],1386642,[3 8 4 0 9 2 7 1 5 6],1239862,[3 4 8 0 1 2 9 7 5 6],300736,[0 8 4 6 7 1 5 9 2 3]
48,29933,[0 1 7 9 5 4 2 8 6 3],1676684,[4 6 5 7 8 1 9 2 0 3],523681,[1 4 9 8 3 0 2 5 7 6],322630,[0 9 1 2 3 6 8 7 4 5],1125435,[3 0 9 4 1 7 2 6 8 5],1672295,[4 6 3 8 5 7 9 2 1 0],2097720,[5 8 0 2 6 1 3 4 7 9],1442688,[3 9 7 1 6 4 0 2 5 8],1190825,[3 2 6 1 9 5 7 8 4 0],286233,[0 8 1 7 5 3 4 6 9 2]
49,15678,[0 1 5 2 8 7 4 3 6 9],1710734,[4 7 3 5 0 1 8 6 2 9],479145,[1 3 9 0 5 8 4 6 7 2],328941,[0 9 2 3 8 1 7 5 6 4],1139904,[3 1 4 2 5 6 0 7 8 9],1710148,[4 7 3 2 1 5 0 9 6 8],2094958,[5 7 9 4 3 8 6 2 0 1],1413357,[3 9 0 4 8 7 6 2 5 1],1198757,[3 2 7 8 9 5 0 6 4 1],282860,[0 8 1 2 9 3 7 5 4 6]
50,39453,[0 1 9 7 6 5 8 3 4 2],1677255,[4 6 5 8 3 0 7 2 9 1],482660,[1 3 9 7 4 0 8 5 2 6],322252,[0 8 9 7 4 3 1 6 2 5],1128933,[3 0 9 8 7 5 6 2 4 1],1678618,[4 6 7 0 3 5 2 9 1 8],2095777,[5 7 9 6 4 8 0 1 3 2],1444014,[3 9 7 4 5 2 1 0 6 8],1184087,[3 2 4 9 6 1 8 7 5 0],292564,[0 8 3 1 5 2 4 9 6 7]
51,14996,[0 1 4 9 7 8 6 3 2 5],1714262,[4 7 5 0 9 3 6 2 1 8],542537,[1 5 4 7 6 0 8 9 3 2],341820,[0 9 4 7 6 3 5 1 2 8],1108302,[3 0 5 9 2 8 4 1 6 7],1708323,[4 7 2 9 6 0 1 5 8 3],2125395,[5 8 6 4 9 3 0 2 7 1],1428784,[3 9 4 5 2 6 7 8 0 1],1236313,[3 4 7 2 0 8 1 5 9 6],282967,[0 8 1 3 2 4 6 5 9 7]
52,64724,[0 2 6 8 9 3 7 4 1 5],1725993,[4 7 8 3 1 2 5 6 9 0],482190,[1 3 9 6 7 2 4 0 5 8],345748,[0 9 5 6 2 3 1 8 4 7],1156176,[3 1 7 4 8 9 0 2 5 6],1678757,[4 6 7 0 5 8 1 9 3 2],2083592,[5 7 6 2 9 1 3 4 0 8],1412493,[3 9 0 2 7 6 8 4 5 1],1219592,[3 4 1 9 8 2 5 6 0 7],322089,[0 8 9 7 3 1 4 5 6 2]
53,17623,[0 1 5 6 4 9 3 2 8 7],1658200,[4 6 1 0 2 5 8 9 3 7],483692,[1 3 9 8 6 5 7 2 0 4],383824,[1 0 6 3 2 7 8 9 4 5],1101071,[3 0 4 6 2 7 9 8 5 1],1722730,[4 7 6 8 5 0 2 9 1 3],2096312,[5 7 9 8 3 1 2 4 0 6],1426110,[3 9 2 8 6 1 4 0 5 7],1237203,[3 4 7 5 2 0 1 8 9 6],323585,[0 9 1 3 5 6 7 8 4 2]
