10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
28,1500,[2 0 4 5 1 3 6],1837,[2 4 1 5 0 6 3],1562,[2 1 0 3 5 4 6],1737,[2 3 4 1 5 6 0]
29,1869,[2 4 3 6 1 5 0],2221,[3 0 4 5 1 6 2],1847,[2 4 1 6 5 3 0],2208,[3 0 4 1 2 5 6]
30,1829,[2 4 1 0 6 5 3],1848,[2 4 3 0 1 5 6],1764,[2 3 5 4 0 1 6],1810,[2 4 0 3 6 1 5]
31,1975,[2 5 3 1 0 6 4],1923,[2 5 0 1 4 6 3],1942,[2 5 0 6 4 1 3],1857,[2 4 3 1 5 6 0]
32,1540,[2 0 6 1 5 3 4],1967,[2 5 1 6 4 3 0],1700,[2 3 0 6 4 1 5],1773,[2 3 5 6 1 4 0]
33,1493,[2 0 4 1 6 5 3],1791,[2 3 6 4 1 5 0],1869,[2 4 3 6 1 5 0],1834,[2 4 1 3 6 0 5]
34,1850,[2 4 3 0 5 1 6],1739,[2 3 4 1 6 5 0],1636,[2 1 5 0 6 3 4],1730,[2 3 4 0 5 1 6]
35,1729,[2 3 4 0 1 6 5],2165,[3 0 1 2 6 5 4],1851,[2 4 3 0 5 6 1],2186,[3 0 2 1 5 4 6]
36,1663,[2 1 6 3 0 5 4],2064,[2 6 1 0 3 4 5],1911,[2 4 6 3 1 5 0],2086,[2 6 1 5 4 0 3]
37,1968,[2 5 3 0 1 4 6],2055,[2 6 0 4 3 5 1],1774,[2 3 5 6 4 0 1],2124,[2 6 4 3 0 1 5]
38,1932,[2 5 0 4 1 3 6],2140,[2 6 5 0 4 1 3],1753,[2 3 5 0 1 6 4],2153,[2 6 5 3 4 1 0]
39,1804,[2 4 0 1 6 3 5],1932,[2 5 0 4 1 3 6],1962,[2 5 1 6 0 3 4],1789,[2 3 6 4 0 5 1]
40,1562,[2 1 0 3 5 4 6],1846,[2 4 1 6 5 0 3],1926,[2 5 0 3 1 4 6],1731,[2 3 4 0 5 6 1]
41,1720,[2 3 1 5 6 0 4],1976,[2 5 3 1 4 0 6],1577,[2 1 0 5 6 4 3],1965,[2 5 1 6 3 4 0]
42,1875,[2 4 5 0 3 6 1],2172,[3 0 1 5 2 4 6],1714,[2 3 1 4 6 0 5],1919,[2 4 6 5 3 1 0]
43,1877,[2 4 5 0 6 3 1],2076,[2 6 1 4 0 3 5],1889,[2 4 5 3 6 1 0],1926,[2 5 0 3 1 4 6]
44,1933,[2 5 0 4 1 6 3],2048,[2 6 0 3 4 1 5],1796,[2 3 6 5 1 0 4],1856,[2 4 3 1 5 0 6]
45,1762,[2 3 5 1 6 0 4],2163,[3 0 1 2 5 6 4],1758,[2 3 5 1 0 4 6],2019,[2 5 6 0 3 4 1]
46,1602,[2 1 3 6 0 4 5],1820,[2 4 0 6 3 1 5],1847,[2 4 1 6 5 3 0],1889,[2 4 5 3 6 1 0]
47,1805,[2 4 0 1 6 5 3],2132,[2 6 4 5 1 0 3],1924,[2 5 0 1 6 3 4],1824,[2 4 1 0 3 5 6]
48,1678,[2 1 6 5 4 0 3],1864,[2 4 3 5 6 0 1],1558,[2 0 6 5 4 1 3],2177,[3 0 1 5 6 4 2]
49,1964,[2 5 1 6 3 0 4],1877,[2 4 5 0 6 3 1],1710,[2 3 1 4 0 5 6],2177,[3 0 1 5 6 4 2]
50,1697,[2 3 0 5 6 4 1],2060,[2 6 0 5 3 1 4],1601,[2 1 3 5 6 4 0],2120,[2 6 4 1 3 0 5]
51,1585,[2 1 3 0 4 6 5],2161,[3 0 1 2 4 6 5],1918,[2 4 6 5 3 0 1],1748,[2 3 4 6 1 0 5]
52,1690,[2 3 0 4 6 1 5],1730,[2 3 4 0 5 1 6],1560,[2 1 0 3 4 5 6],1809,[2 4 0 3 5 6 1]
53,1926,[2 5 0 3 1 4 6],1803,[2 4 0 1 5 6 3],1950,[2 5 1 3 0 4 6],2093,[2 6 3 0 5 4 1]
54,1669,[2 1 6 4 0 5 3],1771,[2 3 5 6 0 4 1],1652,[2 1 5 6 3 0 4],2216,[3 0 4 2 5 1 6]
55,1705,[2 3 1 0 4 6 5],1901,[2 4 6 0 5 3 1],1844,[2 4 1 6 3 0 5],2153,[2 6 5 3 4 1 0]
56,1686,[2 3 0 4 1 5 6],1995,[2 5 4 0 3 6 1],1828,[2 4 1 0 6 3 5],1934,[2 5 0 4 3 1 6]
57,1579,[2 1 0 6 3 5 4],1900,[2 4 6 0 5 1 3],1621,[2 1 4 5 0 6 3],2200,[3 0 2 5 6 1 4]
58,1648,[2 1 5 4 6 0 3],1884,[2 4 5 3 0 1 6],1657,[2 1 6 0 3 5 4],1855,[2 4 3 1 0 6 5]
59,1514,[2 0 5 1 4 3 6],1784,[2 3 6 1 4 0 5],1966,[2 5 1 6 4 0 3],1906,[2 4 6 1 5 0 3]
60,1712,[2 3 1 4 5 0 6],1887,[2 4 5 3 1 6 0],1981,[2 5 3 4 0 6 1],1960,[2 5 1 4 6 0 3]
61,1815,[2 4 0 5 3 6 1],1940,[2 5 0 6 3 1 4],1904,[2 4 6 1 3 0 5],1978,[2 5 3 1 6 0 4]
62,1713,[2 3 1 4 5 6 0],2187,[3 0 2 1 5 6 4],1767,[2 3 5 4 1 6 0],2052,[2 6 0 4 1 3 5]
63,1667,[2 1 6 3 5 4 0],1955,[2 5 1 3 6 4 0],1569,[2 1 0 4 5 6 3],2121,[2 6 4 1 3 5 0]
64,1604,[2 1 3 6 4 0 5],1880,[2 4 5 1 3 0 6],1950,[2 5 1 3 0 4 6],2183,[3 0 1 6 5 4 2]
65,1597,[2 1 3 5 0 6 4],1786,[2 3 6 1 5 0 4],1705,[2 3 1 0 4 6 5],1725,[2 3 1 6 4 5 0]
66,1687,[2 3 0 4 1 6 5],2106,[2 6 3 5 0 1 4],1983,[2 5 3 4 1 6 0],1813,[2 4 0 5 1 6 3]
67,1525,[2 0 5 4 1 6 3],2128,[2 6 4 3 5 0 1],1719,[2 3 1 5 4 6 0],1913,[2 4 6 3 5 1 0]
68,1955,[2 5 1 3 6 4 0],1967,[2 5 1 6 4 3 0],1875,[2 4 5 0 3 6 1],2146,[2 6 5 1 4 0 3]
69,1537,[2 0 6 1 3 5 4],2067,[2 6 1 0 4 5 3],1854,[2 4 3 1 0 5 6],2073,[2 6 1 3 4 5 0]
70,1714,[2 3 1 4 6 0 5],1945,[2 5 1 0 3 6 4],1579,[2 1 0 6 3 5 4],1753,[2 3 5 0 1 6 4]
71,1730,[2 3 4 0 5 1 6],1830,[2 4 1 3 0 5 6],1687,[2 3 0 4 1 6 5],1923,[2 5 0 1 4 6 3]
72,1815,[2 4 0 5 3 6 1],1749,[2 3 4 6 1 5 0],1741,[2 3 4 5 0 6 1],2029,[2 5 6 3 0 4 1]
73,1652,[2 1 5 6 3 0 4],2046,[2 6 0 3 1 4 5],1562,[2 1 0 3 5 4 6],2042,[2 6 0 1 4 3 5]
74,1710,[2 3 1 4 0 5 6],1749,[2 3 4 6 1 5 0],1697,[2 3 0 5 6 4 1],2105,[2 6 3 4 5 1 0]
75,1562,[2 1 0 3 5 4 6],1905,[2 4 6 1 3 5 0],2040,[2 6 0 1 3 4 5],1902,[2 4 6 1 0 3 5]
76,1880,[2 4 5 1 3 0 6],1805,[2 4 0 1 6 5 3],1629,[2 1 4 6 3 5 0],1768,[2 3 5 4 6 0 1]
77,1544,[2 0 6 3 4 1 5],2045,[2 6 0 1 5 4 3],1641,[2 1 5 3 4 6 0],1909,[2 4 6 3 0 5 1]
78,1604,[2 1 3 6 4 0 5],1907,[2 4 6 1 5 3 0],1861,[2 4 3 5 0 6 1],1886,[2 4 5 3 1 0 6]
79,1732,[2 3 4 0 6 1 5],1790,[2 3 6 4 1 0 5],1992,[2 5 4 0 1 3 6],2202,[3 0 2 6 1 4 5]
80,1836,[2 4 1 5 0 3 6],1907,[2 4 6 1 5 3 0],1612,[2 1 4 0 6 3 5],2048,[2 6 0 3 4 1 5]
81,1663,[2 1 6 3 0 5 4],1886,[2 4 5 3 1 0 6],1960,[2 5 1 4 6 0 3],1976,[2 5 3 1 4 0 6]
82,1901,[2 4 6 0 5 3 1],2186,[3 0 2 1 5 4 6],1786,[2 3 6 1 5 0 4],2167,[3 0 1 4 2 6 5]
83,1484,[2 0 3 6 4 1 5],1880,[2 4 5 1 3 0 6],2019,[2 5 6 0 3 4 1],1918,[2 4 6 5 3 0 1]
84,1648,[2 1 5 4 6 0 3],1760,[2 3 5 1 4 0 6],1739,[2 3 4 1 6 5 0],1816,[2 4 0 5 6 1 3]
85,1773,[2 3 5 6 1 4 0],1776,[2 3 6 0 1 4 5],1889,[2 4 5 3 6 1 0],2154,[2 6 5 4 0 1 3]
86,1762,[2 3 5 1 6 0 4],1916,[2 4 6 5 1 0 3],1793,[2 3 6 4 5 1 0],2169,[3 0 1 4 5 6 2]
87,1486,[2 0 3 6 5 1 4],1799,[2 3 6 5 4 1 0],1608,[2 1 4 0 3 5 6],1966,[2 5 1 6 4 0 3]
88,1937,[2 5 0 4 6 3 1],2213,[3 0 4 1 6 5 2],1812,[2 4 0 5 1 3 6],1834,[2 4 1 3 6 0 5]
89,1496,[2 0 4 3 5 1 6],1758,[2 3 5 1 0 4 6],1810,[2 4 0 3 6 1 5],1950,[2 5 1 3 0 4 6]
90,1599,[2 1 3 5 4 6 0],1750,[2 3 4 6 5 0 1],1686,[2 3 0 4 1 5 6],1964,[2 5 1 6 3 0 4]
91,1517,[2 0 5 1 6 4 3],2044,[2 6 0 1 5 3 4],1823,[2 4 0 6 5 3 1],2102,[2 6 3 4 1 0 5]
92,1796,[2 3 6 5 1 0 4],2019,[2 5 6 0 3 4 1],1722,[2 3 1 6 0 4 5],2075,[2 6 1 3 5 4 0]
93,1805,[2 4 0 1 6 5 3],2003,[2 5 4 1 6 3 0],1830,[2 4 1 3 0 5 6],1959,[2 5 1 4 3 6 0]
94,1549,[2 0 6 4 1 5 3],1749,[2 3 4 6 1 5 0],2024,[2 5 6 1 3 0 4],2084,[2 6 1 5 3 0 4]
95,1722,[2 3 1 6 0 4 5],2095,[2 6 3 1 0 5 4],1688,[2 3 0 4 5 1 6],2124,[2 6 4 3 0 1 5]
96,1635,[2 1 5 0 4 6 3],2022,[2 5 6 1 0 3 4],1946,[2 5 1 0 4 3 6],2130,[2 6 4 5 0 1 3]
97,1685,[2 3 0 1 6 5 4],1944,[2 5 1 0 3 4 6],1675,[2 1 6 5 0 4 3],2015,[2 5 4 6 3 1 0]
98,1839,[2 4 1 5 3 6 0],2035,[2 5 6 4 0 3 1],1981,[2 5 3 4 0 6 1],1960,[2 5 1 4 6 0 3]
99,1889,[2 4 5 3 6 1 0],1734,[2 3 4 1 0 5 6],1792,[2 3 6 4 5 0 1],2085,[2 6 1 5 3 4 0]
100,1567,[2 1 0 4 3 6 5],1863,[2 4 3 5 1 6 0],1818,[2 4 0 6 1 3 5],1929,[2 5 0 3 4 6 1]
