70%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
28,1875,[2 4 5 0 3 6 1],3353,[4 3 6 2 5 1 0],1579,[2 1 0 6 3 5 4],919,[1 2 5 3 0 6 4]
29,1183,[1 4 6 2 0 5 3],641,[0 6 2 4 5 3 1],1126,[1 4 2 6 5 0 3],1970,[2 5 3 0 4 1 6]
30,2572,[3 4 2 0 6 1 5],3876,[5 2 1 4 0 3 6],2554,[3 4 1 2 6 0 5],2808,[3 6 2 0 1 4 5]
31,1828,[2 4 1 0 6 3 5],3729,[5 1 0 3 4 6 2],2140,[2 6 5 0 4 1 3],2527,[3 4 0 2 1 6 5]
32,2886,[4 0 1 3 2 5 6],2999,[4 0 6 5 3 2 1],2085,[2 6 1 5 3 4 0],3532,[4 6 2 0 5 1 3]
33,2176,[3 0 1 5 6 2 4],840,[1 2 0 3 4 5 6],1514,[2 0 5 1 4 3 6],858,[1 2 0 6 3 4 5]
34,3490,[4 6 0 2 5 1 3],845,[1 2 0 3 6 5 4],1267,[1 5 3 6 0 4 2],1781,[2 3 6 0 5 4 1]
35,654,[0 6 3 2 1 4 5],2479,[3 2 5 1 0 6 4],1895,[2 4 5 6 3 1 0],1156,[1 4 5 0 6 2 3]
36,3276,[4 3 1 5 0 2 6],767,[1 0 3 6 5 4 2],3015,[4 1 0 5 3 6 2],4069,[5 3 6 2 0 4 1]
37,3971,[5 3 0 2 6 4 1],1406,[1 6 4 3 2 0 5],2698,[3 5 2 1 6 0 4],3190,[4 2 3 6 5 0 1]
38,3883,[5 2 1 6 0 4 3],800,[1 0 5 3 4 2 6],2292,[3 1 0 5 2 4 6],3249,[4 3 0 2 5 6 1]
39,1071,[1 3 6 4 2 5 0],3465,[4 5 6 1 2 3 0],1638,[2 1 5 3 0 4 6],2970,[4 0 5 6 1 2 3]
40,3986,[5 3 1 0 4 2 6],4006,[5 3 1 6 4 0 2],2004,[2 5 4 3 0 1 6],4043,[5 3 4 1 6 2 0]
41,2933,[4 0 3 1 6 5 2],2012,[2 5 4 6 1 0 3],1808,[2 4 0 3 5 1 6],3757,[5 1 2 4 0 6 3]
42,2061,[2 6 0 5 3 4 1],3848,[5 2 0 3 4 1 6],2662,[3 5 0 6 4 1 2],1764,[2 3 5 4 0 1 6]
43,1400,[1 6 4 2 3 0 5],3660,[5 0 3 4 1 2 6],865,[1 2 3 0 4 6 5],1444,[2 0 1 3 6 4 5]
44,3126,[4 2 0 3 1 5 6],659,[0 6 3 2 5 4 1],1559,[2 0 6 5 4 3 1],1287,[1 5 4 3 2 6 0]
45,3932,[5 2 4 6 1 0 3],1625,[2 1 4 5 6 3 0],3609,[5 0 1 3 4 6 2],3592,[4 6 5 2 3 0 1]
46,3664,[5 0 3 4 6 1 2],2123,[2 6 4 1 5 3 0],1008,[1 3 4 0 2 5 6],1823,[2 4 0 6 5 3 1]
47,1912,[2 4 6 3 5 0 1],3861,[5 2 0 6 3 4 1],3759,[5 1 2 4 3 6 0],3857,[5 2 0 4 6 3 1]
48,756,[1 0 3 5 2 4 6],1143,[1 4 3 5 2 6 0],949,[1 2 6 4 0 5 3],2858,[3 6 5 0 2 1 4]
49,2411,[3 2 0 4 6 5 1],1662,[2 1 6 3 0 4 5],2066,[2 6 1 0 4 3 5],1336,[1 6 0 4 5 2 3]
50,2465,[3 2 4 5 6 1 0],2729,[3 5 4 2 6 1 0],3319,[4 3 5 1 0 6 2],1692,[2 3 0 5 1 4 6]
51,870,[1 2 3 4 0 5 6],2858,[3 6 5 0 2 1 4],3245,[4 3 0 1 6 5 2],843,[1 2 0 3 5 6 4]
52,1603,[2 1 3 6 0 5 4],2897,[4 0 1 5 6 3 2],2806,[3 6 1 5 4 0 2],3813,[5 1 4 6 2 3 0]
53,3575,[4 6 3 5 2 1 0],1922,[2 5 0 1 4 3 6],1320,[1 6 0 2 3 4 5],3908,[5 2 3 6 1 0 4]
54,1141,[1 4 3 5 0 6 2],3892,[5 2 3 0 6 1 4],1542,[2 0 6 3 1 4 5],1941,[2 5 0 6 3 4 1]
55,3406,[4 5 1 6 3 0 2],2580,[3 4 2 5 0 1 6],678,[0 6 4 2 1 3 5],1071,[1 3 6 4 2 5 0]
56,3884,[5 2 1 6 3 0 4],1117,[1 4 2 5 0 6 3],2392,[3 1 6 4 5 0 2],3496,[4 6 0 3 5 1 2]
57,3696,[5 0 6 1 2 3 4],1930,[2 5 0 3 6 1 4],3675,[5 0 4 1 3 6 2],2122,[2 6 4 1 5 0 3]
58,3543,[4 6 2 3 1 5 0],2140,[2 6 5 0 4 1 3],631,[0 6 2 3 1 5 4],2160,[3 0 1 2 4 5 6]
59,1332,[1 6 0 4 2 3 5],1980,[2 5 3 4 0 1 6],690,[0 6 4 5 1 2 3],1735,[2 3 4 1 0 6 5]
60,3662,[5 0 3 4 2 1 6],1685,[2 3 0 1 6 5 4],2478,[3 2 5 1 0 4 6],3739,[5 1 0 6 2 4 3]
61,1752,[2 3 5 0 1 4 6],2169,[3 0 1 4 5 6 2],1694,[2 3 0 5 4 1 6],1621,[2 1 4 5 0 6 3]
62,3832,[5 1 6 3 4 0 2],1309,[1 5 6 3 0 4 2],3447,[4 5 3 2 1 6 0],2789,[3 6 1 0 5 4 2]
63,1010,[1 3 4 0 5 2 6],2392,[3 1 6 4 5 0 2],2383,[3 1 6 2 0 5 4],3742,[5 1 0 6 4 2 3]
64,1540,[2 0 6 1 5 3 4],2432,[3 2 1 4 5 0 6],2448,[3 2 4 0 1 5 6],1045,[1 3 5 4 0 6 2]
65,2564,[3 4 1 6 2 0 5],3303,[4 3 2 5 1 6 0],888,[1 2 4 0 3 5 6],1537,[2 0 6 1 3 5 4]
66,2630,[3 4 6 2 1 0 5],2510,[3 2 6 4 1 0 5],4000,[5 3 1 4 6 0 2],1328,[1 6 0 3 4 2 5]
67,1630,[2 1 4 6 5 0 3],1440,[2 0 1 3 4 5 6],2942,[4 0 3 5 2 1 6],2312,[3 1 2 4 5 0 6]
68,1567,[2 1 0 4 3 6 5],3701,[5 0 6 1 4 3 2],2830,[3 6 2 5 4 0 1],678,[0 6 4 2 1 3 5]
69,1419,[1 6 5 0 3 4 2],1521,[2 0 5 3 4 6 1],609,[0 6 1 3 4 5 2],650,[0 6 3 1 4 2 5]
70,1595,[2 1 3 4 6 5 0],3623,[5 0 1 6 4 3 2],2639,[3 4 6 5 2 1 0],809,[1 0 5 4 6 3 2]
71,3339,[4 3 6 0 2 5 1],3673,[5 0 4 1 2 6 3],1337,[1 6 0 4 5 3 2],2743,[3 5 6 1 0 4 2]
72,3386,[4 5 1 0 3 2 6],3332,[4 3 5 6 1 0 2],3881,[5 2 1 4 6 3 0],2249,[3 0 5 4 6 2 1]
73,1463,[2 0 1 6 5 4 3],3360,[4 5 0 1 2 3 6],3131,[4 2 0 3 6 5 1],2264,[3 0 6 2 4 1 5]
74,4007,[5 3 1 6 4 2 0],2996,[4 0 6 5 2 1 3],3388,[4 5 1 0 6 2 3],3253,[4 3 0 5 1 6 2]
75,2894,[4 0 1 5 3 2 6],3443,[4 5 3 1 6 2 0],1110,[1 4 2 3 0 5 6],2399,[3 1 6 5 4 2 0]
76,1079,[1 3 6 5 4 2 0],3659,[5 0 3 2 6 4 1],2749,[3 5 6 2 0 4 1],2736,[3 5 6 0 1 2 4]
77,3055,[4 1 3 2 0 6 5],3377,[4 5 0 3 6 2 1],2383,[3 1 6 2 0 5 4],2513,[3 2 6 4 5 1 0]
78,2136,[2 6 5 0 1 3 4],2834,[3 6 4 0 2 1 5],1335,[1 6 0 4 3 5 2],2859,[3 6 5 0 2 4 1]
79,2870,[3 6 5 2 1 0 4],2908,[4 0 2 1 6 3 5],3772,[5 1 3 0 6 2 4],2675,[3 5 1 2 6 4 0]
80,2028,[2 5 6 3 0 1 4],3025,[4 1 2 0 3 6 5],3059,[4 1 3 2 6 5 0],3276,[4 3 1 5 0 2 6]
81,2990,[4 0 6 3 2 1 5],3238,[4 2 6 5 3 0 1],809,[1 0 5 4 6 3 2],3606,[5 0 1 3 2 4 6]
82,1669,[2 1 6 4 0 5 3],3140,[4 2 0 6 3 1 5],2791,[3 6 1 2 0 5 4],1581,[2 1 0 6 4 5 3]
83,3484,[4 6 0 1 5 2 3],3095,[4 1 5 6 3 2 0],2618,[3 4 6 0 2 1 5],1486,[2 0 3 6 5 1 4]
84,2507,[3 2 6 1 5 4 0],3231,[4 2 6 3 1 5 0],1818,[2 4 0 6 1 3 5],716,[0 6 5 4 2 1 3]
85,1801,[2 4 0 1 3 6 5],903,[1 2 4 5 3 6 0],3349,[4 3 6 2 0 5 1],726,[1 0 2 4 3 5 6]
86,1789,[2 3 6 4 0 5 1],1088,[1 4 0 3 5 2 6],3375,[4 5 0 3 2 6 1],2813,[3 6 2 0 5 4 1]
87,3332,[4 3 5 6 1 0 2],844,[1 2 0 3 6 4 5],527,[0 5 2 6 4 3 1],3723,[5 1 0 2 4 6 3]
88,1676,[2 1 6 5 3 0 4],627,[0 6 2 1 4 5 3],1682,[2 3 0 1 5 4 6],3774,[5 1 3 2 0 4 6]
89,1557,[2 0 6 5 3 4 1],3176,[4 2 3 1 5 0 6],3452,[4 5 3 6 1 0 2],3389,[4 5 1 0 6 3 2]
90,518,[0 5 2 4 3 1 6],820,[1 0 6 2 5 3 4],3543,[4 6 2 3 1 5 0],1921,[2 5 0 1 3 6 4]
91,3600,[5 0 1 2 3 4 6],3903,[5 2 3 4 1 6 0],3381,[4 5 0 6 2 3 1],2517,[3 2 6 5 1 4 0]
92,1213,[1 5 0 4 2 6 3],3054,[4 1 3 2 0 5 6],603,[0 6 1 2 4 5 3],874,[1 2 3 4 6 0 5]
93,3573,[4 6 3 5 1 2 0],3820,[5 1 6 0 4 2 3],950,[1 2 6 4 3 0 5],3080,[4 1 5 2 3 0 6]
94,712,[0 6 5 3 4 1 2],3230,[4 2 6 3 1 0 5],2146,[2 6 5 1 4 0 3],3329,[4 3 5 2 6 1 0]
95,2727,[3 5 4 2 1 6 0],2412,[3 2 0 5 1 4 6],1988,[2 5 3 6 1 0 4],3760,[5 1 2 4 6 0 3]
96,3122,[4 2 0 1 5 3 6],1095,[1 4 0 5 3 6 2],2402,[3 2 0 1 5 4 6],936,[1 2 6 0 3 4 5]
97,704,[0 6 5 2 3 1 4],2031,[2 5 6 3 1 4 0],1430,[1 6 5 3 2 0 4],1408,[1 6 4 3 5 0 2]
98,1502,[2 0 4 5 3 1 6],692,[0 6 4 5 2 1 3],2949,[4 0 3 6 2 5 1],3700,[5 0 6 1 4 2 3]
99,1079,[1 3 6 5 4 2 0],2638,[3 4 6 5 2 0 1],3370,[4 5 0 2 6 1 3],1653,[2 1 5 6 3 4 0]
100,1795,[2 3 6 5 0 4 1],2465,[3 2 4 5 6 1 0],3650,[5 0 3 1 4 2 6],3017,[4 1 0 5 6 3 2]
