99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,2975,[4 0 5 6 3 2 1],3909,[5 2 3 6 1 4 0],4695,[6 3 0 4 2 5 1],4250,[5 6 2 0 3 1 4]
19,2093,[2 6 3 0 5 4 1],870,[1 2 3 4 0 5 6],2189,[3 0 2 1 6 5 4],3734,[5 1 0 4 3 2 6]
20,1201,[1 5 0 2 3 6 4],3198,[4 2 5 1 0 3 6],165,[0 2 3 6 4 5 1],4699,[6 3 0 5 1 4 2]
21,1233,[1 5 2 3 4 6 0],39,[0 1 3 5 4 6 2],2075,[2 6 1 3 5 4 0],3756,[5 1 2 4 0 3 6]
22,4179,[5 4 6 0 2 3 1],212,[0 2 5 6 3 1 4],998,[1 3 2 5 4 0 6],4858,[6 4 2 1 5 0 3]
23,1649,[2 1 5 4 6 3 0],137,[0 2 1 5 6 4 3],3522,[4 6 1 5 0 2 3],3601,[5 0 1 2 3 6 4]
24,777,[1 0 4 3 5 6 2],2953,[4 0 5 1 2 6 3],867,[1 2 3 0 5 6 4],255,[0 3 1 5 4 6 2]
25,3592,[4 6 5 2 3 0 1],4398,[6 0 4 2 1 3 5],749,[1 0 3 2 6 5 4],1307,[1 5 6 2 4 3 0]
26,3387,[4 5 1 0 3 6 2],2547,[3 4 1 0 5 6 2],3091,[4 1 5 6 0 3 2],1910,[2 4 6 3 1 0 5]
27,4437,[6 0 5 4 2 3 1],3464,[4 5 6 1 2 0 3],3889,[5 2 3 0 1 6 4],3177,[4 2 3 1 5 6 0]
28,4485,[6 1 2 5 3 4 0],1157,[1 4 5 0 6 3 2],4550,[6 1 5 3 2 0 4],1401,[1 6 4 2 3 5 0]
29,2161,[3 0 1 2 4 6 5],2827,[3 6 2 5 0 4 1],1852,[2 4 3 0 6 1 5],3015,[4 1 0 5 3 6 2]
30,4437,[6 0 5 4 2 3 1],3146,[4 2 1 0 5 3 6],975,[1 3 0 5 4 6 2],4462,[6 1 0 5 4 2 3]
31,4213,[5 6 0 3 1 4 2],84,[0 1 5 4 2 3 6],1381,[1 6 3 4 0 5 2],4601,[6 2 1 4 5 3 0]
32,232,[0 2 6 4 5 1 3],4027,[5 3 2 6 0 4 1],2910,[4 0 2 3 1 5 6],1036,[1 3 5 0 6 2 4]
33,2252,[3 0 5 6 2 1 4],2449,[3 2 4 0 1 6 5],1580,[2 1 0 6 4 3 5],3616,[5 0 1 4 6 2 3]
34,526,[0 5 2 6 4 1 3],2779,[3 6 0 5 1 4 2],1589,[2 1 3 0 6 5 4],2010,[2 5 4 6 0 1 3]
35,311,[0 3 4 6 5 2 1],3390,[4 5 1 2 0 3 6],904,[1 2 4 5 6 0 3],732,[1 0 2 5 3 4 6]
36,2523,[3 4 0 1 5 6 2],2931,[4 0 3 1 5 6 2],334,[0 3 5 6 4 1 2],1661,[2 1 6 0 5 4 3]
37,4783,[6 3 5 1 0 4 2],3440,[4 5 3 1 2 0 6],4563,[6 2 0 1 4 5 3],1866,[2 4 3 6 0 1 5]
38,3390,[4 5 1 2 0 3 6],4623,[6 2 3 4 1 5 0],3161,[4 2 1 5 6 3 0],2464,[3 2 4 5 6 0 1]
39,2608,[3 4 5 2 6 0 1],1654,[2 1 5 6 4 0 3],1412,[1 6 4 5 2 0 3],1454,[2 0 1 5 4 3 6]
40,2649,[3 5 0 2 4 6 1],3005,[4 1 0 2 6 5 3],2042,[2 6 0 1 4 3 5],1361,[1 6 2 4 5 3 0]
41,2571,[3 4 2 0 5 6 1],3032,[4 1 2 3 5 0 6],4106,[5 4 1 0 3 2 6],1113,[1 4 2 3 5 6 0]
42,1216,[1 5 0 4 6 2 3],1864,[2 4 3 5 6 0 1],1055,[1 3 5 6 4 2 0],1701,[2 3 0 6 4 5 1]
43,247,[0 3 1 4 2 6 5],1585,[2 1 3 0 4 6 5],2638,[3 4 6 5 2 0 1],4064,[5 3 6 1 2 0 4]
44,1338,[1 6 0 5 2 3 4],991,[1 3 2 4 0 6 5],156,[0 2 3 5 1 4 6],3993,[5 3 1 2 4 6 0]
45,2259,[3 0 6 1 4 5 2],1384,[1 6 3 4 5 0 2],1172,[1 4 5 6 2 0 3],845,[1 2 0 3 6 5 4]
46,2790,[3 6 1 2 0 4 5],1378,[1 6 3 2 5 0 4],2625,[3 4 6 1 2 5 0],4728,[6 3 2 0 1 4 5]
47,3728,[5 1 0 3 4 2 6],3830,[5 1 6 3 2 0 4],5005,[6 5 3 2 0 4 1],2188,[3 0 2 1 6 4 5]
48,479,[0 4 6 5 3 2 1],1304,[1 5 6 2 3 0 4],2515,[3 2 6 5 0 4 1],3991,[5 3 1 2 0 6 4]
49,602,[0 6 1 2 4 3 5],4062,[5 3 6 1 0 2 4],444,[0 4 5 3 1 2 6],1992,[2 5 4 0 1 3 6]
50,1905,[2 4 6 1 3 5 0],2774,[3 6 0 4 2 1 5],2308,[3 1 2 0 6 4 5],3657,[5 0 3 2 4 6 1]
51,1262,[1 5 3 4 2 0 6],699,[0 6 5 1 3 4 2],3751,[5 1 2 3 0 6 4],1999,[2 5 4 1 0 6 3]
52,792,[1 0 5 2 3 4 6],3205,[4 2 5 3 0 6 1],1854,[2 4 3 1 0 5 6],2626,[3 4 6 1 5 0 2]
53,4273,[5 6 3 0 1 4 2],273,[0 3 2 4 5 6 1],383,[0 4 1 6 5 3 2],3238,[4 2 6 5 3 0 1]
54,4713,[6 3 1 2 4 5 0],1470,[2 0 3 4 1 5 6],4244,[5 6 1 4 2 0 3],3710,[5 0 6 3 2 1 4]
55,4245,[5 6 1 4 2 3 0],2752,[3 5 6 2 4 0 1],409,[0 4 3 1 2 6 5],724,[1 0 2 3 6 4 5]
56,1240,[1 5 2 4 6 0 3],4637,[6 2 4 0 5 3 1],419,[0 4 3 2 6 5 1],96,[0 1 6 2 3 4 5]
57,595,[0 5 6 4 1 3 2],1361,[1 6 2 4 5 3 0],1822,[2 4 0 6 5 1 3],4022,[5 3 2 4 1 0 6]
58,2248,[3 0 5 4 6 1 2],2104,[2 6 3 4 5 0 1],338,[0 3 6 1 4 2 5],4212,[5 6 0 3 1 2 4]
59,3732,[5 1 0 4 2 3 6],4932,[6 5 0 3 1 2 4],3756,[5 1 2 4 0 3 6],2133,[2 6 4 5 1 3 0]
60,4109,[5 4 1 0 6 3 2],3427,[4 5 2 6 0 3 1],86,[0 1 5 4 3 2 6],3625,[5 0 2 1 3 6 4]
61,3403,[4 5 1 6 0 3 2],4740,[6 3 2 4 0 1 5],4888,[6 4 3 2 5 0 1],3031,[4 1 2 3 0 6 5]
62,2067,[2 6 1 0 4 5 3],3571,[4 6 3 5 0 2 1],557,[0 5 4 1 6 3 2],477,[0 4 6 5 2 3 1]
63,4141,[5 4 2 3 0 6 1],4655,[6 2 4 5 3 1 0],3789,[5 1 3 6 2 4 0],3168,[4 2 3 0 1 5 6]
64,166,[0 2 3 6 5 1 4],65,[0 1 4 5 6 3 2],997,[1 3 2 5 0 6 4],2383,[3 1 6 2 0 5 4]
65,1605,[2 1 3 6 4 5 0],1743,[2 3 4 5 1 6 0],3155,[4 2 1 3 6 5 0],1899,[2 4 6 0 3 5 1]
66,3988,[5 3 1 0 6 2 4],3332,[4 3 5 6 1 0 2],1340,[1 6 0 5 3 2 4],58,[0 1 4 3 6 2 5]
67,153,[0 2 3 4 5 6 1],4723,[6 3 1 5 0 4 2],970,[1 3 0 4 6 2 5],928,[1 2 5 4 6 0 3]
68,4163,[5 4 3 1 6 2 0],3509,[4 6 1 0 5 3 2],2416,[3 2 0 5 6 1 4],1247,[1 5 2 6 4 3 0]
69,4029,[5 3 2 6 1 4 0],4585,[6 2 1 0 3 5 4],274,[0 3 2 4 6 1 5],4022,[5 3 2 4 1 0 6]
70,1311,[1 5 6 3 2 4 0],4381,[6 0 3 4 1 5 2],1299,[1 5 6 0 3 4 2],3044,[4 1 2 6 3 0 5]
71,3019,[4 1 0 6 2 5 3],2452,[3 2 4 0 6 1 5],3458,[4 5 6 0 2 1 3],3239,[4 2 6 5 3 1 0]
72,3097,[4 1 6 0 2 5 3],3593,[4 6 5 2 3 1 0],2577,[3 4 2 1 5 6 0],1773,[2 3 5 6 1 4 0]
73,140,[0 2 1 6 4 3 5],518,[0 5 2 4 3 1 6],4427,[6 0 5 2 4 3 1],3557,[4 6 3 0 5 2 1]
74,4439,[6 0 5 4 3 2 1],891,[1 2 4 0 5 6 3],1533,[2 0 5 6 3 4 1],2947,[4 0 3 6 1 5 2]
75,3625,[5 0 2 1 3 6 4],2859,[3 6 5 0 2 4 1],2433,[3 2 1 4 5 6 0],3664,[5 0 3 4 6 1 2]
76,490,[0 5 1 3 6 2 4],1200,[1 5 0 2 3 4 6],248,[0 3 1 4 5 2 6],3309,[4 3 2 6 1 5 0]
77,3920,[5 2 4 1 3 0 6],1652,[2 1 5 6 3 0 4],3067,[4 1 3 6 0 5 2],1353,[1 6 2 3 4 5 0]
78,196,[0 2 5 1 6 3 4],2172,[3 0 1 5 2 4 6],1997,[2 5 4 0 6 3 1],4619,[6 2 3 1 5 4 0]
79,3512,[4 6 1 2 3 0 5],3451,[4 5 3 6 0 2 1],1375,[1 6 3 2 0 5 4],1558,[2 0 6 5 4 1 3]
80,807,[1 0 5 4 3 6 2],306,[0 3 4 6 1 2 5],3330,[4 3 5 6 0 1 2],1024,[1 3 4 5 6 0 2]
81,4653,[6 2 4 5 1 3 0],1358,[1 6 2 4 3 0 5],3092,[4 1 5 6 2 0 3],3082,[4 1 5 2 6 0 3]
82,4409,[6 0 4 3 5 2 1],1313,[1 5 6 3 4 2 0],307,[0 3 4 6 1 5 2],4197,[5 4 6 3 1 2 0]
83,3889,[5 2 3 0 1 6 4],200,[0 2 5 3 4 1 6],3313,[4 3 5 0 1 6 2],1557,[2 0 6 5 3 4 1]
84,250,[0 3 1 4 6 2 5],4966,[6 5 1 4 3 0 2],4550,[6 1 5 3 2 0 4],4369,[6 0 3 1 2 5 4]
85,3180,[4 2 3 5 0 1 6],2237,[3 0 5 1 6 4 2],1978,[2 5 3 1 6 0 4],4313,[5 6 4 2 3 1 0]
86,3426,[4 5 2 6 0 1 3],4786,[6 3 5 1 4 0 2],3468,[4 5 6 2 0 1 3],173,[0 2 4 1 6 5 3]
87,1002,[1 3 2 6 0 4 5],1782,[2 3 6 1 0 4 5],84,[0 1 5 4 2 3 6],2906,[4 0 2 1 5 3 6]
88,2534,[3 4 0 5 2 1 6],4041,[5 3 4 1 2 6 0],817,[1 0 6 2 3 5 4],4918,[6 4 5 3 2 0 1]
89,1275,[1 5 4 0 3 6 2],4993,[6 5 3 0 1 4 2],3827,[5 1 6 2 4 3 0],3725,[5 1 0 2 6 4 3]
90,3956,[5 2 6 4 1 0 3],3772,[5 1 3 0 6 2 4],4521,[6 1 4 2 3 5 0],4375,[6 0 3 2 1 5 4]
91,1933,[2 5 0 4 1 6 3],3449,[4 5 3 2 6 1 0],4548,[6 1 5 3 0 2 4],672,[0 6 4 1 2 3 5]
92,2541,[3 4 0 6 2 5 1],537,[0 5 3 2 4 6 1],3220,[4 2 6 0 5 1 3],1066,[1 3 6 2 5 0 4]
93,4652,[6 2 4 5 1 0 3],4711,[6 3 1 2 0 5 4],4412,[6 0 4 5 2 1 3],2450,[3 2 4 0 5 1 6]
94,3493,[4 6 0 3 1 5 2],61,[0 1 4 5 2 6 3],3681,[5 0 4 2 3 6 1],67,[0 1 4 6 2 5 3]
95,4240,[5 6 1 3 4 0 2],2726,[3 5 4 2 1 0 6],2160,[3 0 1 2 4 5 6],2789,[3 6 1 0 5 4 2]
96,510,[0 5 2 3 1 4 6],4480,[6 1 2 4 5 0 3],2982,[4 0 6 2 1 3 5],4375,[6 0 3 2 1 5 4]
97,2070,[2 6 1 3 0 4 5],1500,[2 0 4 5 1 3 6],1860,[2 4 3 5 0 1 6],2311,[3 1 2 4 0 6 5]
98,4913,[6 4 5 2 3 1 0],3499,[4 6 0 5 1 3 2],1955,[2 5 1 3 6 4 0],466,[0 4 6 2 5 1 3]
99,4728,[6 3 2 0 1 4 5],2273,[3 0 6 4 5 2 1],3393,[4 5 1 2 3 6 0],3745,[5 1 2 0 3 6 4]
100,3266,[4 3 1 0 5 2 6],3360,[4 5 0 1 2 3 6],1513,[2 0 5 1 3 6 4],4224,[5 6 1 0 2 3 4]
