2%,Optima 1, Optima [1]
8,99,[0 1 6 2 4 5 3]
9,38,[0 1 3 5 4 2 6]
10,27,[0 1 3 2 5 6 4]
11,64,[0 1 4 5 6 2 3]
12,10,[0 1 2 4 6 3 5]
13,35,[0 1 3 4 6 5 2]
14,79,[0 1 5 3 2 6 4]
15,8,[0 1 2 4 5 3 6]
16,34,[0 1 3 4 6 2 5]
17,50,[0 1 4 2 5 3 6]
18,78,[0 1 5 3 2 4 6]
19,75,[0 1 5 2 4 6 3]
20,79,[0 1 5 3 2 6 4]
21,85,[0 1 5 4 2 6 3]
22,83,[0 1 5 3 6 4 2]
23,73,[0 1 5 2 3 6 4]
24,30,[0 1 3 4 2 5 6]
25,64,[0 1 4 5 6 2 3]
26,55,[0 1 4 3 2 6 5]
27,63,[0 1 4 5 3 6 2]
28,24,[0 1 3 2 4 5 6]
29,98,[0 1 6 2 4 3 5]
30,47,[0 1 3 6 5 4 2]
31,62,[0 1 4 5 3 2 6]
32,75,[0 1 5 2 4 6 3]
33,17,[0 1 2 5 6 4 3]
34,49,[0 1 4 2 3 6 5]
35,28,[0 1 3 2 6 4 5]
36,8,[0 1 2 4 5 3 6]
37,2,[0 1 2 3 5 4 6]
38,66,[0 1 4 6 2 3 5]
39,52,[0 1 4 2 6 3 5]
40,87,[0 1 5 4 3 6 2]
41,88,[0 1 5 4 6 2 3]
42,59,[0 1 4 3 6 5 2]
43,72,[0 1 5 2 3 4 6]
44,58,[0 1 4 3 6 2 5]
45,38,[0 1 3 5 4 2 6]
46,21,[0 1 2 6 4 5 3]
47,100,[0 1 6 2 5 3 4]
48,74,[0 1 5 2 4 3 6]
49,99,[0 1 6 2 4 5 3]
50,55,[0 1 4 3 2 6 5]
51,88,[0 1 5 4 6 2 3]
52,30,[0 1 3 4 2 5 6]
53,23,[0 1 2 6 5 4 3]
54,82,[0 1 5 3 6 2 4]
55,44,[0 1 3 6 4 2 5]
56,4,[0 1 2 3 6 4 5]
57,74,[0 1 5 2 4 3 6]
58,100,[0 1 6 2 5 3 4]
59,52,[0 1 4 2 6 3 5]
60,69,[0 1 4 6 3 5 2]
61,8,[0 1 2 4 5 3 6]
62,32,[0 1 3 4 5 2 6]
63,93,[0 1 5 6 3 4 2]
64,66,[0 1 4 6 2 3 5]
65,91,[0 1 5 6 2 4 3]
66,94,[0 1 5 6 4 2 3]
67,87,[0 1 5 4 3 6 2]
68,51,[0 1 4 2 5 6 3]
69,101,[0 1 6 2 5 4 3]
70,33,[0 1 3 4 5 6 2]
71,85,[0 1 5 4 2 6 3]
72,26,[0 1 3 2 5 4 6]
73,90,[0 1 5 6 2 3 4]
74,93,[0 1 5 6 3 4 2]
75,26,[0 1 3 2 5 4 6]
76,11,[0 1 2 4 6 5 3]
77,16,[0 1 2 5 6 3 4]
78,94,[0 1 5 6 4 2 3]
79,43,[0 1 3 6 2 5 4]
80,57,[0 1 4 3 5 6 2]
81,90,[0 1 5 6 2 3 4]
82,27,[0 1 3 2 5 6 4]
83,44,[0 1 3 6 4 2 5]
84,60,[0 1 4 5 2 3 6]
85,33,[0 1 3 4 5 6 2]
86,53,[0 1 4 2 6 5 3]
87,36,[0 1 3 5 2 4 6]
88,5,[0 1 2 3 6 5 4]
89,25,[0 1 3 2 4 6 5]
90,35,[0 1 3 4 6 5 2]
91,3,[0 1 2 3 5 6 4]
92,14,[0 1 2 5 4 3 6]
93,85,[0 1 5 4 2 6 3]
94,79,[0 1 5 3 2 6 4]
95,56,[0 1 4 3 5 2 6]
96,58,[0 1 4 3 6 2 5]
97,81,[0 1 5 3 4 6 2]
98,94,[0 1 5 6 4 2 3]
99,49,[0 1 4 2 3 6 5]
100,28,[0 1 3 2 6 4 5]
1,13,[0 1 2 5 3 6 4]
2,24,[0 1 3 2 4 5 6]
3,99,[0 1 6 2 4 5 3]
4,22,[0 1 2 6 5 3 4]
5,4,[0 1 2 3 6 4 5]
6,4,[0 1 2 3 6 4 5]
7,35,[0 1 3 4 6 5 2]
8,91,[0 1 5 6 2 4 3]
9,18,[0 1 2 6 3 4 5]
10,94,[0 1 5 6 4 2 3]
11,59,[0 1 4 3 6 5 2]
12,7,[0 1 2 4 3 6 5]
13,10,[0 1 2 4 6 3 5]
14,13,[0 1 2 5 3 6 4]
15,20,[0 1 2 6 4 3 5]
16,5,[0 1 2 3 6 5 4]
17,59,[0 1 4 3 6 5 2]
18,34,[0 1 3 4 6 2 5]
19,33,[0 1 3 4 5 6 2]
20,39,[0 1 3 5 4 6 2]
21,59,[0 1 4 3 6 5 2]
22,82,[0 1 5 3 6 2 4]
23,27,[0 1 3 2 5 6 4]
24,67,[0 1 4 6 2 5 3]
25,31,[0 1 3 4 2 6 5]
26,71,[0 1 4 6 5 3 2]
27,43,[0 1 3 6 2 5 4]
28,11,[0 1 2 4 6 5 3]
29,37,[0 1 3 5 2 6 4]
30,69,[0 1 4 6 3 5 2]
31,32,[0 1 3 4 5 2 6]
32,24,[0 1 3 2 4 5 6]
33,46,[0 1 3 6 5 2 4]
34,15,[0 1 2 5 4 6 3]
35,44,[0 1 3 6 4 2 5]
36,67,[0 1 4 6 2 5 3]
37,30,[0 1 3 4 2 5 6]
38,22,[0 1 2 6 5 3 4]
39,57,[0 1 4 3 5 6 2]
40,29,[0 1 3 2 6 5 4]
41,18,[0 1 2 6 3 4 5]
42,47,[0 1 3 6 5 4 2]
43,89,[0 1 5 4 6 3 2]
44,33,[0 1 3 4 5 6 2]
45,78,[0 1 5 3 2 4 6]
46,98,[0 1 6 2 4 3 5]
47,5,[0 1 2 3 6 5 4]
48,72,[0 1 5 2 3 4 6]
49,60,[0 1 4 5 2 3 6]
50,51,[0 1 4 2 5 6 3]
51,101,[0 1 6 2 5 4 3]
52,48,[0 1 4 2 3 5 6]
53,61,[0 1 4 5 2 6 3]
54,10,[0 1 2 4 6 3 5]
55,71,[0 1 4 6 5 3 2]
56,32,[0 1 3 4 5 2 6]
57,98,[0 1 6 2 4 3 5]
58,33,[0 1 3 4 5 6 2]
59,93,[0 1 5 6 3 4 2]
60,34,[0 1 3 4 6 2 5]
61,5039,[6 5 4 3 2 1 0]
62,5039,[6 5 4 3 2 1 0]
63,5039,[6 5 4 3 2 1 0]
64,5039,[6 5 4 3 2 1 0]
65,5039,[6 5 4 3 2 1 0]
66,5039,[6 5 4 3 2 1 0]
67,5039,[6 5 4 3 2 1 0]
68,5039,[6 5 4 3 2 1 0]
69,5039,[6 5 4 3 2 1 0]
70,5039,[6 5 4 3 2 1 0]
71,5039,[6 5 4 3 2 1 0]
72,5039,[6 5 4 3 2 1 0]
73,5039,[6 5 4 3 2 1 0]
74,5039,[6 5 4 3 2 1 0]
75,5039,[6 5 4 3 2 1 0]
76,5039,[6 5 4 3 2 1 0]
77,5039,[6 5 4 3 2 1 0]
78,5039,[6 5 4 3 2 1 0]
79,5039,[6 5 4 3 2 1 0]
80,5039,[6 5 4 3 2 1 0]
81,5039,[6 5 4 3 2 1 0]
82,5039,[6 5 4 3 2 1 0]
83,5039,[6 5 4 3 2 1 0]
84,5039,[6 5 4 3 2 1 0]
85,5039,[6 5 4 3 2 1 0]
86,5039,[6 5 4 3 2 1 0]
87,5039,[6 5 4 3 2 1 0]
88,5039,[6 5 4 3 2 1 0]
89,5039,[6 5 4 3 2 1 0]
90,5039,[6 5 4 3 2 1 0]
91,5039,[6 5 4 3 2 1 0]
92,5039,[6 5 4 3 2 1 0]
93,5039,[6 5 4 3 2 1 0]
94,5039,[6 5 4 3 2 1 0]
95,5039,[6 5 4 3 2 1 0]
96,5039,[6 5 4 3 2 1 0]
97,5039,[6 5 4 3 2 1 0]
98,5039,[6 5 4 3 2 1 0]
99,5039,[6 5 4 3 2 1 0]
100,5039,[6 5 4 3 2 1 0]
