10%,Optima 1, Optima [1]
8,159,[0 2 3 5 4 6 1]
9,201,[0 2 5 3 4 6 1]
10,21,[0 1 2 6 4 5 3]
11,241,[0 3 1 2 4 6 5]
12,494,[0 5 1 4 3 2 6]
13,489,[0 5 1 3 4 6 2]
14,204,[0 2 5 4 1 3 6]
15,418,[0 4 3 2 6 1 5]
16,39,[0 1 3 5 4 6 2]
17,90,[0 1 5 6 2 3 4]
18,59,[0 1 4 3 6 5 2]
19,45,[0 1 3 6 4 5 2]
20,194,[0 2 5 1 4 3 6]
21,451,[0 4 5 6 1 3 2]
22,272,[0 3 2 4 5 1 6]
23,279,[0 3 2 5 4 6 1]
24,280,[0 3 2 5 6 1 4]
25,452,[0 4 5 6 2 1 3]
26,334,[0 3 5 6 4 1 2]
27,265,[0 3 2 1 4 6 5]
28,389,[0 4 2 1 6 5 3]
29,129,[0 2 1 4 5 6 3]
30,192,[0 2 5 1 3 4 6]
31,146,[0 2 3 1 5 4 6]
32,83,[0 1 5 3 6 4 2]
33,42,[0 1 3 6 2 4 5]
34,482,[0 5 1 2 4 3 6]
35,336,[0 3 6 1 2 4 5]
36,249,[0 3 1 4 5 6 2]
37,155,[0 2 3 4 6 5 1]
38,300,[0 3 4 5 1 2 6]
39,82,[0 1 5 3 6 2 4]
40,127,[0 2 1 4 3 6 5]
41,383,[0 4 1 6 5 3 2]
42,313,[0 3 5 1 2 6 4]
43,94,[0 1 5 6 4 2 3]
44,65,[0 1 4 5 6 3 2]
45,203,[0 2 5 3 6 4 1]
46,341,[0 3 6 1 5 4 2]
47,419,[0 4 3 2 6 5 1]
48,23,[0 1 2 6 5 4 3]
49,290,[0 3 4 1 5 2 6]
50,14,[0 1 2 5 4 3 6]
51,17,[0 1 2 5 6 4 3]
52,170,[0 2 4 1 5 3 6]
53,454,[0 4 5 6 3 1 2]
54,87,[0 1 5 4 3 6 2]
55,100,[0 1 6 2 5 3 4]
56,7,[0 1 2 4 3 6 5]
57,389,[0 4 2 1 6 5 3]
58,441,[0 4 5 2 3 6 1]
59,423,[0 4 3 5 2 6 1]
60,16,[0 1 2 5 6 3 4]
61,464,[0 4 6 2 3 1 5]
62,66,[0 1 4 6 2 3 5]
63,31,[0 1 3 4 2 6 5]
64,10,[0 1 2 4 6 3 5]
65,379,[0 4 1 6 2 5 3]
66,159,[0 2 3 5 4 6 1]
67,453,[0 4 5 6 2 3 1]
68,8,[0 1 2 4 5 3 6]
69,372,[0 4 1 5 2 3 6]
70,170,[0 2 4 1 5 3 6]
71,388,[0 4 2 1 6 3 5]
72,295,[0 3 4 2 1 6 5]
73,482,[0 5 1 2 4 3 6]
74,423,[0 4 3 5 2 6 1]
75,316,[0 3 5 1 6 2 4]
76,139,[0 2 1 6 3 5 4]
77,178,[0 2 4 3 6 1 5]
78,214,[0 2 5 6 4 1 3]
79,78,[0 1 5 3 2 4 6]
80,112,[0 1 6 4 5 2 3]
81,419,[0 4 3 2 6 5 1]
82,242,[0 3 1 2 5 4 6]
83,100,[0 1 6 2 5 3 4]
84,116,[0 1 6 5 3 2 4]
85,175,[0 2 4 3 1 6 5]
86,481,[0 5 1 2 3 6 4]
87,133,[0 2 1 5 3 6 4]
88,460,[0 4 6 1 5 2 3]
89,382,[0 4 1 6 5 2 3]
90,330,[0 3 5 6 1 2 4]
91,364,[0 4 1 2 6 3 5]
92,218,[0 2 6 1 4 3 5]
93,382,[0 4 1 6 5 2 3]
94,67,[0 1 4 6 2 5 3]
95,168,[0 2 4 1 3 5 6]
96,318,[0 3 5 2 1 4 6]
97,283,[0 3 2 6 1 5 4]
98,85,[0 1 5 4 2 6 3]
99,191,[0 2 4 6 5 3 1]
100,45,[0 1 3 6 4 5 2]
1,393,[0 4 2 3 5 6 1]
2,412,[0 4 3 1 6 2 5]
3,156,[0 2 3 5 1 4 6]
4,121,[0 2 1 3 4 6 5]
5,130,[0 2 1 4 6 3 5]
6,226,[0 2 6 3 5 1 4]
7,192,[0 2 5 1 3 4 6]
8,32,[0 1 3 4 5 2 6]
9,276,[0 3 2 5 1 4 6]
10,466,[0 4 6 2 5 1 3]
11,333,[0 3 5 6 2 4 1]
12,175,[0 2 4 3 1 6 5]
13,364,[0 4 1 2 6 3 5]
14,311,[0 3 4 6 5 2 1]
15,101,[0 1 6 2 5 4 3]
16,222,[0 2 6 3 1 4 5]
17,471,[0 4 6 3 2 5 1]
18,419,[0 4 3 2 6 5 1]
19,339,[0 3 6 1 4 5 2]
20,402,[0 4 2 6 1 3 5]
21,26,[0 1 3 2 5 4 6]
22,497,[0 5 1 4 6 3 2]
23,131,[0 2 1 4 6 5 3]
24,42,[0 1 3 6 2 4 5]
25,311,[0 3 4 6 5 2 1]
26,171,[0 2 4 1 5 6 3]
27,418,[0 4 3 2 6 1 5]
28,415,[0 4 3 2 1 6 5]
29,255,[0 3 1 5 4 6 2]
30,503,[0 5 1 6 4 3 2]
31,360,[0 4 1 2 3 5 6]
32,94,[0 1 5 6 4 2 3]
33,24,[0 1 3 2 4 5 6]
34,33,[0 1 3 4 5 6 2]
35,224,[0 2 6 3 4 1 5]
36,8,[0 1 2 4 5 3 6]
37,87,[0 1 5 4 3 6 2]
38,483,[0 5 1 2 4 6 3]
39,491,[0 5 1 3 6 4 2]
40,454,[0 4 5 6 3 1 2]
41,290,[0 3 4 1 5 2 6]
42,102,[0 1 6 3 2 4 5]
43,184,[0 2 4 5 6 1 3]
44,420,[0 4 3 5 1 2 6]
45,502,[0 5 1 6 4 2 3]
46,189,[0 2 4 6 3 5 1]
47,359,[0 3 6 5 4 2 1]
48,71,[0 1 4 6 5 3 2]
49,470,[0 4 6 3 2 1 5]
50,450,[0 4 5 6 1 2 3]
51,352,[0 3 6 4 5 1 2]
52,368,[0 4 1 3 5 2 6]
53,251,[0 3 1 4 6 5 2]
54,293,[0 3 4 1 6 5 2]
55,19,[0 1 2 6 3 5 4]
56,400,[0 4 2 5 6 1 3]
57,281,[0 3 2 5 6 4 1]
58,114,[0 1 6 5 2 3 4]
59,314,[0 3 5 1 4 2 6]
60,463,[0 4 6 2 1 5 3]
61,5039,[6 5 4 3 2 1 0]
62,5039,[6 5 4 3 2 1 0]
63,5039,[6 5 4 3 2 1 0]
64,5039,[6 5 4 3 2 1 0]
65,5039,[6 5 4 3 2 1 0]
66,5039,[6 5 4 3 2 1 0]
67,5039,[6 5 4 3 2 1 0]
68,5039,[6 5 4 3 2 1 0]
69,5039,[6 5 4 3 2 1 0]
70,5039,[6 5 4 3 2 1 0]
71,5039,[6 5 4 3 2 1 0]
72,5039,[6 5 4 3 2 1 0]
73,5039,[6 5 4 3 2 1 0]
74,5039,[6 5 4 3 2 1 0]
75,5039,[6 5 4 3 2 1 0]
76,5039,[6 5 4 3 2 1 0]
77,5039,[6 5 4 3 2 1 0]
78,5039,[6 5 4 3 2 1 0]
79,5039,[6 5 4 3 2 1 0]
80,5039,[6 5 4 3 2 1 0]
81,5039,[6 5 4 3 2 1 0]
82,5039,[6 5 4 3 2 1 0]
83,5039,[6 5 4 3 2 1 0]
84,5039,[6 5 4 3 2 1 0]
85,5039,[6 5 4 3 2 1 0]
86,5039,[6 5 4 3 2 1 0]
87,5039,[6 5 4 3 2 1 0]
88,5039,[6 5 4 3 2 1 0]
89,5039,[6 5 4 3 2 1 0]
90,5039,[6 5 4 3 2 1 0]
91,5039,[6 5 4 3 2 1 0]
92,5039,[6 5 4 3 2 1 0]
93,5039,[6 5 4 3 2 1 0]
94,5039,[6 5 4 3 2 1 0]
95,5039,[6 5 4 3 2 1 0]
96,5039,[6 5 4 3 2 1 0]
97,5039,[6 5 4 3 2 1 0]
98,5039,[6 5 4 3 2 1 0]
99,5039,[6 5 4 3 2 1 0]
100,5039,[6 5 4 3 2 1 0]
