70%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
42,454144,[1 3 4 0 8 6 7 9 2 5],2516360,[6 9 3 1 8 5 2 4 0 7],2024622,[5 6 1 7 9 8 2 0 3 4],1591138,[4 3 5 7 9 2 1 8 0 6]
43,260351,[0 7 4 6 5 3 9 8 2 1],406753,[1 2 0 7 9 6 3 4 8 5],77951,[0 2 9 5 3 6 8 7 4 1],2055895,[5 6 9 8 2 3 1 0 7 4]
44,62003,[0 2 6 4 1 8 5 9 7 3],658826,[1 8 3 7 0 4 2 6 5 9],1663216,[4 6 2 0 1 3 8 9 5 7],1394417,[3 8 5 6 7 0 4 9 2 1]
45,640779,[1 7 9 0 8 6 2 4 5 3],1068612,[2 9 5 0 3 1 7 4 6 8],1497334,[4 1 2 0 7 8 9 6 3 5],776562,[2 1 4 0 7 5 9 3 6 8]
46,1751977,[4 8 3 6 1 9 0 2 7 5],816354,[2 3 1 9 7 8 6 0 4 5],1612865,[4 5 0 1 2 7 8 9 6 3],2516538,[6 9 3 2 1 0 8 4 5 7]
47,84437,[0 3 1 8 4 7 2 9 6 5],1832539,[5 0 4 7 2 1 9 3 8 6],1607664,[4 3 8 9 7 1 0 2 5 6],2325162,[6 3 7 2 4 1 9 0 5 8]
48,1915930,[5 2 6 1 0 3 7 9 4 8],2058072,[5 7 0 3 4 8 1 2 6 9],787288,[2 1 6 3 5 8 7 9 0 4],55015,[0 2 4 9 5 6 3 1 8 7]
49,1884442,[5 1 7 9 2 6 3 8 0 4],2356407,[6 4 3 5 8 7 2 1 9 0],288038,[0 8 2 3 1 5 7 6 4 9],2203429,[6 0 7 2 3 9 5 1 8 4]
50,377197,[1 0 4 8 9 3 6 2 7 5],1826872,[5 0 3 6 2 9 7 8 1 4],1427634,[3 9 4 1 7 8 6 0 2 5],1690559,[4 6 9 2 8 7 5 3 1 0]
51,892217,[2 5 1 0 4 3 8 9 7 6],1515540,[4 1 6 7 9 3 5 0 2 8],1481607,[4 0 7 9 6 5 3 2 8 1],2503283,[6 9 0 5 7 4 2 8 3 1]
52,656362,[1 8 3 2 6 7 4 9 0 5],1012051,[2 8 0 7 5 6 9 1 4 3],2174194,[5 9 8 2 6 1 3 7 0 4],642872,[1 7 9 4 8 2 3 5 0 6]
53,1506284,[4 1 3 9 0 5 8 6 2 7],2501650,[6 9 0 3 5 1 4 8 2 7],905616,[2 5 4 7 8 9 0 1 3 6],2260033,[6 2 0 4 9 7 1 3 8 5]
54,528618,[1 5 0 9 3 2 8 4 6 7],1139613,[3 1 4 0 8 7 9 5 6 2],630650,[1 7 6 0 9 4 2 5 3 8],1033696,[2 8 6 0 7 1 5 9 3 4]
55,1743250,[4 8 1 9 2 0 5 7 3 6],1906505,[5 2 3 1 9 6 7 8 4 0],425060,[1 2 6 4 5 0 9 7 3 8],334564,[0 9 3 4 7 1 2 8 5 6]
56,2384299,[6 5 1 0 7 2 9 3 8 4],2514348,[6 9 2 8 0 7 4 1 3 5],2540135,[6 9 8 7 5 3 4 2 1 0],247425,[0 7 2 1 6 9 4 5 8 3]
57,629676,[1 7 5 9 4 2 6 0 3 8],1934606,[5 2 9 7 8 4 3 1 0 6],2245004,[6 1 7 4 0 3 9 5 2 8],1842942,[5 0 7 6 4 9 2 1 3 8]
58,1537939,[4 2 1 3 0 5 9 6 8 7],1509836,[4 1 5 6 9 8 7 2 0 3],2232919,[6 1 4 0 3 8 5 2 9 7],1681164,[4 6 7 3 9 5 2 0 1 8]
59,1463815,[4 0 3 6 1 7 5 2 9 8],1138016,[3 1 2 8 6 5 4 7 0 9],1689260,[4 6 9 1 2 0 8 5 3 7],2478969,[6 8 3 9 0 1 4 5 7 2]
60,540915,[1 5 4 3 2 8 0 7 9 6],1737298,[4 8 0 6 9 3 2 7 1 5],2394178,[6 5 3 0 2 7 4 9 1 8],498869,[1 4 3 9 8 2 0 7 6 5]
61,2253426,[6 1 9 0 7 4 8 2 3 5],1984910,[5 4 1 8 7 9 3 2 0 6],2432187,[6 7 2 5 0 3 1 8 9 4],1642715,[4 5 7 9 3 1 2 8 6 0]
62,2220145,[6 1 0 5 7 3 2 4 9 8],356031,[0 9 7 5 3 8 4 2 6 1],946345,[2 6 4 8 3 1 0 5 9 7],417933,[1 2 4 9 5 7 8 3 6 0]
63,845585,[2 3 9 7 4 5 6 8 1 0],1857031,[5 1 0 6 3 4 7 2 9 8],1904048,[5 2 1 8 6 0 4 7 3 9],726944,[2 0 1 4 7 9 5 6 3 8]
64,1057872,[2 9 1 8 3 6 0 4 5 7],2096987,[5 8 0 1 4 9 3 7 6 2],758446,[2 0 8 5 4 3 9 7 1 6],819906,[2 3 4 7 8 5 9 0 1 6]
65,642631,[1 7 9 4 5 2 3 0 8 6],1558563,[4 2 7 1 8 0 3 6 9 5],648210,[1 8 0 6 3 7 9 2 4 5],1570210,[4 2 9 5 8 0 3 7 1 6]
66,341439,[0 9 4 7 2 3 6 5 8 1],402236,[1 0 9 7 5 8 6 3 2 4],944358,[2 6 4 3 7 8 1 0 5 9],2132696,[5 8 9 1 0 4 3 6 2 7]
67,1433176,[3 9 5 2 6 0 7 8 1 4],2145974,[5 9 1 7 4 0 6 3 2 8],353332,[0 9 7 1 6 4 2 8 3 5],1987659,[5 4 2 3 7 9 0 6 8 1]
68,962493,[2 6 8 9 5 4 7 1 3 0],2369403,[6 4 8 0 9 1 2 5 7 3],413168,[1 2 3 9 8 0 5 6 4 7],2405059,[6 5 7 1 3 0 9 2 8 4]
69,2268218,[6 2 3 0 4 9 1 7 5 8],678500,[1 8 7 5 3 0 9 4 2 6],644599,[1 7 9 8 2 5 3 0 6 4],2362004,[6 4 5 7 3 1 9 2 0 8]
70,1620271,[4 5 1 6 3 2 7 0 9 8],1301986,[3 6 2 4 1 9 5 8 0 7],2237264,[6 1 4 9 2 8 3 5 0 7],715051,[1 9 6 8 0 5 7 2 4 3]
71,1138030,[3 1 2 8 6 5 9 7 0 4],199397,[0 5 9 4 8 6 1 7 3 2],108018,[0 3 7 5 1 2 9 4 6 8],1057430,[2 9 1 7 5 8 4 3 0 6]
72,1573419,[4 3 0 2 5 9 1 7 8 6],78441,[0 2 9 5 8 6 3 4 7 1],644851,[1 7 9 8 4 5 6 0 3 2],779491,[2 1 4 7 6 8 9 0 5 3]
73,1373379,[3 8 0 5 4 9 1 6 7 2],669789,[1 8 5 9 2 4 7 3 6 0],1823453,[5 0 2 8 6 4 1 9 7 3],913569,[2 5 7 1 9 0 4 6 8 3]
74,2074191,[5 7 3 4 8 9 2 1 6 0],1826098,[5 0 3 4 2 7 6 9 1 8],1771312,[4 8 9 3 0 7 5 6 1 2],1820172,[5 0 2 3 1 4 8 6 7 9]
75,2387120,[6 5 1 7 3 8 2 4 0 9],283063,[0 8 1 3 2 9 5 4 7 6],805664,[2 1 9 7 8 6 3 4 0 5],2207747,[6 0 8 1 3 9 4 7 5 2]
76,1167232,[3 1 9 6 0 8 5 7 2 4],959518,[2 6 8 3 5 9 7 4 0 1],758366,[2 0 8 5 3 7 6 4 1 9],1169367,[3 2 0 1 4 8 7 6 9 5]
77,1862881,[5 1 2 7 4 0 3 6 9 8],2480744,[6 8 4 1 3 9 2 5 0 7],1134126,[3 1 2 0 5 4 7 6 8 9],1498306,[4 1 2 3 9 8 5 7 0 6]
78,1492226,[4 1 0 2 7 5 3 8 6 9],1611554,[4 3 9 7 1 6 0 5 2 8],636749,[1 7 8 3 4 2 0 9 6 5],499229,[1 4 5 0 6 3 2 9 8 7]
79,2274627,[6 2 4 3 1 5 0 8 9 7],2152307,[5 9 3 0 2 8 4 7 6 1],190991,[0 5 7 9 2 4 8 6 3 1],227057,[0 6 7 1 4 2 8 9 5 3]
80,1822668,[5 0 2 7 4 9 6 1 3 8],852684,[2 4 1 3 5 8 7 0 6 9],293968,[0 8 3 4 2 7 6 9 1 5],677682,[1 8 7 4 2 3 9 0 5 6]
81,451046,[1 3 2 6 5 8 7 4 0 9],752372,[2 0 7 3 9 6 8 4 1 5],167305,[0 5 2 3 6 4 1 7 9 8],1037678,[2 8 6 9 1 3 5 4 0 7]
82,2121480,[5 8 4 9 3 0 1 2 6 7],358858,[0 9 8 2 4 5 3 7 1 6],759297,[2 0 8 6 5 4 3 7 9 1],1681120,[4 6 7 3 9 1 5 8 0 2]
83,2473547,[6 8 2 7 3 9 1 5 4 0],1653587,[4 6 0 1 7 9 3 8 5 2],1649550,[4 5 9 2 0 3 6 1 7 8],271472,[0 7 6 9 1 3 4 5 2 8]
84,2248171,[6 1 8 0 4 7 9 2 5 3],831232,[2 3 6 9 4 8 5 7 0 1],2425702,[6 7 1 3 0 2 9 8 4 5],1799055,[4 9 5 8 6 0 3 2 7 1]
85,1815976,[5 0 1 4 3 2 8 9 6 7],2152173,[5 9 3 0 1 7 8 4 6 2],1158169,[3 1 7 8 5 4 0 2 9 6],1584051,[4 3 2 5 0 7 1 8 9 6]
86,2361965,[6 4 5 7 3 0 1 9 8 2],548286,[1 5 6 8 4 0 3 2 7 9],666256,[1 8 5 2 4 0 7 9 3 6],2535865,[6 9 8 1 0 3 2 4 7 5]
87,1947697,[5 3 2 6 0 9 1 4 8 7],160416,[0 4 9 7 6 8 1 2 3 5],725302,[1 9 8 7 3 0 6 5 2 4],2095533,[5 7 9 6 2 4 8 1 3 0]
88,1087654,[2 9 8 6 4 5 7 3 0 1],934905,[2 6 1 5 4 9 3 7 8 0],1880741,[5 1 7 2 0 9 3 8 6 4],1128992,[3 1 0 2 4 6 7 8 5 9]
89,1234088,[3 4 6 9 0 1 5 7 2 8],70446,[0 2 7 9 8 1 4 3 5 6],1060971,[2 9 3 5 6 4 0 7 8 1],1844398,[5 0 7 9 4 8 6 3 1 2]
90,1589274,[4 3 5 2 1 9 8 0 6 7],1531342,[4 1 9 7 8 0 6 5 2 3],2182430,[6 0 2 1 3 9 7 5 4 8],1327956,[3 6 9 4 2 1 7 0 5 8]
91,2493208,[6 8 7 4 5 3 2 9 0 1],1936320,[5 3 0 2 6 1 4 7 8 9],1584492,[4 3 2 5 8 0 7 1 6 9],2210973,[6 0 8 5 7 4 9 2 3 1]
92,1095095,[3 0 2 4 9 7 8 6 5 1],965596,[2 6 9 5 0 7 1 8 3 4],1826788,[5 0 3 6 2 4 1 9 7 8],1476389,[4 0 6 9 5 2 1 8 7 3]
93,1698464,[4 7 0 9 8 6 2 3 1 5],1073024,[2 9 5 8 1 7 3 4 0 6],1450166,[3 9 8 6 0 5 4 2 1 7],1120590,[3 0 8 4 5 2 6 1 7 9]
94,2445521,[6 7 5 1 4 2 8 9 3 0],1273369,[3 5 6 7 4 2 0 1 9 8],1890001,[5 1 9 0 2 3 4 6 8 7],608001,[1 7 0 6 4 8 3 5 9 2]
95,1958062,[5 3 6 4 7 0 9 8 1 2],513931,[1 4 7 9 6 5 8 0 3 2],823147,[2 3 5 4 1 7 9 0 8 6],1219644,[3 4 1 9 8 6 5 0 2 7]
96,1261382,[3 5 2 1 9 6 7 4 0 8],184455,[0 5 6 7 2 1 8 4 9 3],1799939,[4 9 6 0 8 3 2 7 5 1],2438527,[6 7 3 8 9 0 2 1 5 4]
97,2148870,[5 9 2 3 6 1 4 0 7 8],660236,[1 8 3 9 7 6 5 2 0 4],121077,[0 4 1 2 3 9 8 6 7 5],864839,[2 4 5 7 0 9 8 6 3 1]
98,1742790,[4 8 1 7 5 2 3 0 6 9],850834,[2 4 0 8 7 3 5 9 1 6],1860169,[5 1 2 0 7 6 3 4 9 8],1236634,[3 4 7 2 6 1 5 9 0 8]
99,1959683,[5 3 6 8 7 4 1 9 2 0],1641331,[4 5 7 6 3 8 9 0 2 1],1015510,[2 8 1 5 4 6 9 7 0 3],2365012,[6 4 7 1 8 3 0 9 2 5]
100,299491,[0 8 4 3 9 6 7 1 5 2],667284,[1 8 5 3 7 6 4 0 2 9],553479,[1 5 7 8 6 2 4 3 9 0],1184670,[3 2 5 0 6 4 7 1 8 9]
