10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
43,90401,[0 3 2 9 6 4 7 8 5 1],3264,[0 1 2 7 6 4 3 5 8 9],46224,[0 2 3 4 5 6 1 7 8 9],208286,[0 6 2 4 3 8 7 5 1 9]
44,24718,[0 1 6 9 3 8 7 5 2 4],216235,[0 6 3 9 2 8 7 1 5 4],238369,[0 6 9 3 1 5 2 4 8 7],211949,[0 6 3 1 5 4 2 9 8 7]
45,225580,[0 6 5 8 2 9 1 7 3 4],362485,[0 9 8 7 3 5 4 1 6 2],141408,[0 4 6 1 5 7 2 3 8 9],41248,[0 2 1 4 5 8 7 9 3 6]
46,129061,[0 4 2 7 3 6 8 1 9 5],111180,[0 3 8 1 5 6 7 2 4 9],218741,[0 6 4 3 8 9 1 7 5 2],207934,[0 6 2 3 8 7 9 5 1 4]
47,2951,[0 1 2 7 3 6 9 8 5 4],75654,[0 2 9 1 3 6 5 4 7 8],221497,[0 6 4 9 5 8 1 2 7 3],60331,[0 2 5 9 7 6 8 1 4 3]
48,294949,[0 8 3 5 6 9 4 1 7 2],198551,[0 5 9 3 7 4 8 6 2 1],272725,[0 7 8 1 6 5 4 2 9 3],247992,[0 7 2 3 5 8 1 4 6 9]
49,300642,[0 8 4 6 5 2 9 1 3 7],12187,[0 1 4 5 9 6 8 2 7 3],283758,[0 8 1 4 2 7 5 3 6 9],344196,[0 9 5 3 1 4 7 2 6 8]
50,151404,[0 4 8 1 3 7 6 2 5 9],130426,[0 4 2 9 1 8 5 7 3 6],292178,[0 8 2 9 6 7 1 4 3 5],146585,[0 4 7 1 6 5 8 9 3 2]
51,232405,[0 6 8 1 7 5 4 2 9 3],346246,[0 9 5 6 8 2 7 4 1 3],320233,[0 8 9 4 6 5 1 2 7 3],97566,[0 3 5 4 7 1 6 2 8 9]
52,313096,[0 8 7 1 9 2 5 6 3 4],148675,[0 4 7 5 3 9 8 1 6 2],285369,[0 8 1 6 4 2 5 7 9 3],213482,[0 6 3 4 7 1 2 8 5 9]
53,90905,[0 3 4 1 5 7 8 9 6 2],313201,[0 8 7 2 1 3 4 5 9 6],10309,[0 1 4 2 5 9 7 3 8 6],158390,[0 4 9 3 8 7 5 2 1 6]
54,118829,[0 3 9 6 1 4 2 8 7 5],125349,[0 4 1 9 2 6 8 5 7 3],215922,[0 6 3 8 9 2 7 1 4 5],133815,[0 4 3 6 9 1 7 5 8 2]
55,240273,[0 6 9 5 7 2 3 4 8 1],362387,[0 9 8 7 2 6 3 5 4 1],69280,[0 2 7 8 3 4 6 9 1 5],144528,[0 4 6 7 8 3 1 2 5 9]
56,328361,[0 9 2 3 1 5 7 8 6 4],342874,[0 9 5 1 3 4 6 8 2 7],280503,[0 7 9 5 4 3 6 2 8 1],149721,[0 4 7 6 9 5 2 3 8 1]
57,98637,[0 3 5 6 9 8 7 2 4 1],129840,[0 4 2 8 5 1 3 6 7 9],128765,[0 4 2 6 9 1 3 8 7 5],225383,[0 6 5 8 1 2 9 7 4 3]
58,358394,[0 9 8 1 6 5 2 4 3 7],94833,[0 3 4 8 7 2 5 6 9 1],8070,[0 1 3 7 4 5 6 2 8 9],136625,[0 4 5 1 8 6 7 9 3 2]
59,54061,[0 2 4 8 1 6 7 3 9 5],177820,[0 5 4 2 9 8 1 7 3 6],81992,[0 3 1 4 9 5 6 7 2 8],192949,[0 5 8 2 9 7 4 1 6 3]
60,81921,[0 3 1 4 8 7 5 6 9 2],339871,[0 9 4 5 1 3 6 2 8 7],341245,[0 9 4 6 8 5 3 1 7 2],350145,[0 9 6 4 2 8 3 5 7 1]
61,14269,[0 1 4 8 7 9 5 2 6 3],318531,[0 8 9 2 4 5 1 6 7 3],319753,[0 8 9 4 1 6 2 3 7 5],329900,[0 9 2 5 3 1 8 6 4 7]
62,18241,[0 1 5 7 4 2 3 6 9 8],333901,[0 9 3 2 7 5 6 1 8 4],82915,[0 3 1 6 2 9 8 4 7 5],301061,[0 8 4 7 1 9 2 6 5 3]
63,340028,[0 9 4 5 2 6 8 3 1 7],292477,[0 8 3 1 4 5 7 2 9 6],134771,[0 4 3 8 2 1 6 9 7 5],212491,[0 6 3 2 1 8 9 4 7 5]
64,62829,[0 2 6 5 3 7 9 4 8 1],139568,[0 4 5 7 9 1 3 6 2 8],227697,[0 6 7 2 3 5 4 8 9 1],160924,[0 4 9 8 5 1 2 7 3 6]
65,249254,[0 7 2 5 3 1 8 6 4 9],313318,[0 8 7 2 1 9 6 5 3 4],58306,[0 2 5 6 9 8 3 7 1 4],85086,[0 3 1 9 4 2 6 5 7 8]
66,210718,[0 6 2 8 5 9 7 4 1 3],55396,[0 2 4 9 8 6 1 7 3 5],92204,[0 3 4 5 1 6 9 7 2 8],61621,[0 2 6 3 7 5 8 1 9 4]
67,94671,[0 3 4 8 5 9 6 2 7 1],312882,[0 8 7 1 5 3 9 2 4 6],60940,[0 2 6 1 7 9 3 8 4 5],334768,[0 9 3 4 8 6 5 7 1 2]
68,221339,[0 6 4 9 3 5 2 8 7 1],268623,[0 7 6 3 1 5 8 4 9 2],2598,[0 1 2 6 7 8 4 3 5 9],208809,[0 6 2 5 1 3 7 8 9 4]
69,188340,[0 5 7 3 6 4 8 1 2 9],309093,[0 8 6 3 2 7 9 4 5 1],310188,[0 8 6 4 7 9 3 1 2 5],197528,[0 5 9 2 4 1 6 7 3 8]
70,184728,[0 5 6 7 4 3 1 2 8 9],56016,[0 2 5 1 8 9 3 4 6 7],310855,[0 8 6 5 7 3 2 1 9 4],55521,[0 2 5 1 3 8 6 7 9 4]
71,5345,[0 1 3 2 6 7 8 9 5 4],225387,[0 6 5 8 1 3 2 7 9 4],133716,[0 4 3 6 8 2 7 1 5 9],325163,[0 9 1 5 6 7 3 8 4 2]
72,228556,[0 6 7 3 4 8 1 9 2 5],140899,[0 4 5 9 7 1 8 2 6 3],330927,[0 9 2 6 5 7 4 3 8 1],350959,[0 9 6 5 3 7 2 1 8 4]
73,356365,[0 9 7 5 8 4 3 1 6 2],295265,[0 8 3 6 1 5 7 9 4 2],299334,[0 8 4 3 7 5 2 1 6 9],360508,[0 9 8 4 6 2 1 7 3 5]
74,269282,[0 7 6 4 1 2 3 8 5 9],104144,[0 3 6 7 5 9 2 4 1 8],142691,[0 4 6 3 2 1 7 9 8 5],177833,[0 5 4 2 9 8 6 7 3 1]
75,82273,[0 3 1 5 4 8 2 6 9 7],104969,[0 3 6 8 7 5 4 9 2 1],9979,[0 1 3 9 8 2 7 4 6 5],27532,[0 1 7 5 3 6 2 9 4 8]
76,250277,[0 7 2 6 5 8 1 9 4 3],13120,[0 1 4 7 3 5 8 9 2 6],273658,[0 7 8 3 1 5 4 9 2 6],317834,[0 8 9 1 4 6 2 5 3 7]
77,151857,[0 4 8 1 9 5 3 6 7 2],59300,[0 2 5 8 4 1 9 6 3 7],201867,[0 6 1 2 5 4 3 8 9 7],168471,[0 5 2 4 9 8 6 3 7 1]
78,326519,[0 9 1 7 4 8 6 5 3 2],169465,[0 5 2 7 4 3 1 6 9 8],170192,[0 5 2 8 4 3 6 7 1 9],150244,[0 4 7 8 6 1 2 9 3 5]
79,235345,[0 6 8 5 9 2 1 3 7 4],20339,[0 1 6 2 4 7 5 9 8 3],107395,[0 3 7 4 1 9 8 2 6 5],153341,[0 4 8 3 9 7 1 6 5 2]
80,72708,[0 2 8 4 9 7 5 1 3 6],197962,[0 5 9 2 8 6 3 7 1 4],22854,[0 1 6 5 8 4 3 2 7 9],303578,[0 8 5 2 6 9 1 4 3 7]
81,86787,[0 3 2 4 7 5 1 8 9 6],101581,[0 3 6 2 1 7 8 4 9 5],72593,[0 2 8 4 7 9 5 6 3 1],116663,[0 3 9 2 1 4 8 7 6 5]
82,130774,[0 4 2 9 6 7 8 5 1 3],220694,[0 6 4 8 5 1 7 3 2 9],343166,[0 9 5 1 6 7 4 3 2 8],142971,[0 4 6 3 7 5 1 8 9 2]
83,179657,[0 5 4 7 6 1 8 9 3 2],344570,[0 9 5 3 6 4 1 7 2 8],217032,[0 6 4 1 5 8 2 3 7 9],72335,[0 2 8 4 5 7 9 6 3 1]
84,278440,[0 7 9 2 6 3 5 8 1 4],132648,[0 4 3 5 2 7 1 6 8 9],149524,[0 4 7 6 8 1 2 9 3 5],240100,[0 6 9 5 3 8 1 7 2 4]
85,345736,[0 9 5 6 2 1 7 8 3 4],284669,[0 8 1 5 4 3 2 9 7 6],202747,[0 6 1 3 7 5 9 2 8 4],316130,[0 8 7 6 1 4 2 5 3 9]
86,233537,[0 6 8 3 4 1 7 9 5 2],261931,[0 7 4 9 6 5 8 1 3 2],10127,[0 1 4 2 3 6 9 8 7 5],228612,[0 6 7 3 5 1 8 2 4 9]
87,192640,[0 5 8 2 6 3 7 9 1 4],178955,[0 5 4 6 7 2 3 9 8 1],185597,[0 5 6 8 7 4 1 9 3 2],227302,[0 6 7 1 8 2 9 5 3 4]
88,37552,[0 1 9 5 2 8 6 7 3 4],67815,[0 2 7 5 3 1 8 6 9 4],50928,[0 2 4 1 8 6 3 5 7 9],221547,[0 6 4 9 7 2 1 5 8 3]
89,203964,[0 6 1 5 3 8 7 2 4 9],225966,[0 6 5 8 9 1 3 2 4 7],7151,[0 1 3 5 9 6 8 7 4 2],278896,[0 7 9 3 4 1 6 8 2 5]
90,173841,[0 5 3 6 4 8 2 7 9 1],63313,[0 2 6 5 9 7 1 3 8 4],119463,[0 3 9 6 8 4 5 2 7 1],80566,[0 2 9 8 7 3 6 5 1 4]
91,243911,[0 7 1 4 8 5 9 6 3 2],180325,[0 5 4 8 3 7 6 1 9 2],166087,[0 5 1 9 7 2 4 3 8 6],356424,[0 9 7 6 1 3 2 4 5 8]
92,196435,[0 5 8 9 6 7 4 1 3 2],297201,[0 8 3 9 6 5 2 4 7 1],323467,[0 9 1 3 4 6 8 2 7 5],246357,[0 7 1 9 2 8 6 4 5 3]
93,177636,[0 5 4 2 8 3 7 1 6 9],253793,[0 7 3 4 5 9 6 8 2 1],306709,[0 8 5 7 9 6 3 1 4 2],53533,[0 2 4 7 5 1 8 3 9 6]
94,5054,[0 1 3 2 4 5 8 7 6 9],160379,[0 4 9 7 6 3 2 8 5 1],249547,[0 7 2 5 6 4 9 1 8 3],6151,[0 1 3 4 7 5 6 2 9 8]
95,11653,[0 1 4 5 3 2 8 6 9 7],28346,[0 1 7 6 4 3 2 8 5 9],122751,[0 4 1 5 6 9 7 3 8 2],248774,[0 7 2 4 6 1 8 5 3 9]
96,182563,[0 5 6 2 7 3 9 1 8 4],310774,[0 8 6 5 4 7 9 3 1 2],325909,[0 9 1 6 5 8 4 2 7 3],88264,[0 3 2 6 7 5 8 9 1 4]
97,207996,[0 6 2 3 9 4 7 1 5 8],83528,[0 3 1 7 2 4 6 8 5 9],198308,[0 5 9 3 4 6 8 2 1 7],107841,[0 3 7 4 8 6 2 5 9 1]
98,28027,[0 1 7 5 9 4 8 2 6 3],229298,[0 6 7 4 3 9 1 5 2 8],182920,[0 5 6 3 1 4 8 9 2 7],49294,[0 2 3 8 5 7 9 6 1 4]
99,138800,[0 4 5 6 8 7 2 3 1 9],268519,[0 7 6 2 9 5 3 1 8 4],181574,[0 5 6 1 3 2 8 7 4 9],128795,[0 4 2 6 9 3 5 8 7 1]
100,15318,[0 1 5 2 4 8 6 3 7 9],309812,[0 8 6 4 2 7 9 3 1 5],50715,[0 2 4 1 6 8 3 7 9 5],344440,[0 9 5 3 4 2 7 8 1 6]
