100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
42,1321687,[3 6 8 1 7 0 4 2 9 5],891690,[2 5 0 9 4 7 8 1 3 6],2791916,[7 6 1 9 4 8 5 2 0 3],1416034,[3 9 0 8 6 2 4 7 1 5]
43,2685805,[7 3 5 9 1 6 4 0 8 2],3108893,[8 5 0 7 9 3 1 6 4 2],1884911,[5 1 7 9 8 3 6 4 2 0],1265394,[3 5 4 0 6 9 8 1 2 7]
44,3510556,[9 6 0 4 7 5 1 8 2 3],2683239,[7 3 5 2 8 1 6 4 9 0],822359,[2 3 5 1 0 9 8 7 6 4],3483010,[9 5 3 0 6 1 4 8 2 7]
45,1607124,[4 3 8 9 0 6 5 1 2 7],2319947,[6 3 5 2 0 9 4 8 7 1],3443830,[9 4 3 2 0 6 8 7 1 5],976151,[2 7 1 6 8 4 9 5 3 0]
46,2332043,[6 3 8 5 9 4 1 7 2 0],3420965,[9 3 7 6 2 0 1 8 5 4],3218522,[8 7 6 4 1 0 2 5 3 9],3393199,[9 3 1 2 7 6 4 0 8 5]
47,2268134,[6 2 3 0 4 1 8 7 5 9],145100,[0 4 6 8 5 1 9 3 2 7],1816621,[5 0 1 6 2 7 8 3 9 4],2086448,[5 7 6 9 8 0 2 3 1 4]
48,967446,[2 6 9 8 5 0 3 1 4 7],292002,[0 8 2 9 5 3 7 1 4 6],101466,[0 3 6 1 9 5 8 2 4 7],1377159,[3 8 1 2 7 4 6 5 9 0]
49,2099187,[5 8 0 4 6 2 1 7 9 3],525428,[1 5 0 3 8 6 9 4 2 7],3485849,[9 5 3 6 2 7 4 8 1 0],1479874,[4 0 7 6 3 2 5 9 1 8]
50,2603449,[7 1 5 4 9 3 0 2 8 6],1640273,[4 5 7 3 0 9 6 8 2 1],3265772,[8 9 7 6 4 3 5 1 0 2],870523,[2 4 6 8 0 3 9 1 7 5]
51,1643588,[4 5 8 0 7 3 9 2 1 6],777622,[2 1 4 5 0 3 9 8 6 7],2440516,[6 7 4 1 5 8 0 9 2 3],2610966,[7 1 8 0 4 2 5 3 6 9]
52,1527176,[4 1 9 0 2 6 5 7 3 8],3565378,[9 7 3 2 8 4 1 6 0 5],1291619,[3 6 0 2 9 5 4 8 7 1],440782,[1 2 9 5 3 0 8 7 4 6]
53,2927834,[8 0 5 9 3 6 1 4 2 7],2413644,[6 5 8 9 1 4 3 0 2 7],908362,[2 5 6 1 7 8 3 9 0 4],954553,[2 6 7 3 8 5 0 1 9 4]
54,3300258,[9 0 7 6 5 1 8 2 3 4],1008210,[2 8 0 1 4 7 9 3 5 6],2803518,[7 6 4 1 8 5 2 0 3 9],412554,[1 2 3 8 9 7 6 0 4 5]
55,2324233,[6 3 7 1 0 8 2 4 9 5],1126571,[3 0 9 5 7 1 4 8 6 2],1611837,[4 3 9 7 5 8 6 1 2 0],3128691,[8 5 4 7 2 3 0 6 9 1]
56,2262587,[6 2 0 9 4 8 3 7 5 1],398617,[1 0 9 2 6 8 3 4 7 5],2445335,[6 7 5 1 2 8 9 4 3 0],3316835,[9 1 3 0 7 4 5 8 6 2]
57,2998806,[8 2 4 0 1 3 6 5 7 9],632059,[1 7 6 3 9 0 8 2 5 4],2246347,[6 1 7 5 9 3 8 0 4 2],1739083,[4 8 1 0 5 3 9 2 7 6]
58,1256333,[3 5 1 2 9 6 0 8 7 4],2084281,[5 7 6 3 9 0 1 2 8 4],2751912,[7 5 2 0 1 8 3 4 6 9],2021968,[5 6 1 2 3 8 7 9 0 4]
59,708366,[1 9 5 4 8 0 3 2 6 7],1379128,[3 8 1 6 4 7 5 9 0 2],1053095,[2 9 0 8 5 6 7 4 3 1],485580,[1 4 0 5 6 7 8 2 3 9]
60,2784554,[7 6 0 4 3 8 1 5 2 9],2240381,[6 1 5 4 7 9 0 8 3 2],3325318,[9 1 4 7 3 8 6 5 0 2],220048,[0 6 4 7 5 8 3 9 1 2]
61,816868,[2 3 4 0 7 5 1 9 6 8],2008564,[5 4 8 3 7 0 1 9 2 6],2804332,[7 6 4 2 9 3 0 8 1 5],2700972,[7 3 9 8 2 0 5 1 4 6]
62,394080,[1 0 8 3 5 2 4 6 7 9],340743,[0 9 4 6 2 5 7 3 8 1],1328013,[3 6 9 4 2 7 8 1 5 0],534135,[1 5 2 9 8 0 6 4 7 3]
63,2239801,[6 1 5 3 9 0 2 4 8 7],2807460,[7 6 5 0 2 4 8 1 3 9],1093449,[3 0 1 9 7 2 5 6 8 4],2295000,[6 2 9 3 5 0 1 4 7 8]
64,1299013,[3 6 1 8 2 0 7 4 9 5],349557,[0 9 6 3 4 8 7 2 5 1],2769601,[7 5 6 3 8 0 1 2 9 4],1334958,[3 7 0 9 1 6 4 2 5 8]
65,1430860,[3 9 4 8 1 7 0 6 2 5],1351487,[3 7 5 1 0 4 9 8 6 2],981502,[2 7 3 8 1 0 9 6 4 5],657728,[1 8 3 5 6 0 4 7 2 9]
66,2288612,[6 2 8 0 5 7 9 3 1 4],218705,[0 6 4 3 8 5 7 9 2 1],2919367,[8 0 4 2 7 1 5 3 9 6],1543508,[4 2 3 1 8 6 9 5 0 7]
67,519640,[1 4 9 0 7 3 6 8 2 5],896550,[2 5 1 9 3 4 6 0 7 8],1602369,[4 3 7 9 5 0 2 6 8 1],3224250,[8 7 9 5 0 4 6 1 2 3]
68,2400915,[6 5 4 2 7 8 0 3 9 1],1273717,[3 5 6 8 0 2 7 1 9 4],108648,[0 3 7 5 9 4 1 2 6 8],17495,[0 1 5 6 3 8 9 7 4 2]
69,3596781,[9 8 1 5 4 0 7 3 6 2],1538822,[4 2 1 5 3 7 8 6 0 9],1653408,[4 6 0 1 5 7 2 3 8 9],2417418,[6 5 9 4 3 0 8 1 2 7]
70,1617227,[4 5 0 9 1 8 3 7 6 2],1571096,[4 2 9 7 0 5 3 6 1 8],975368,[2 7 1 5 8 0 4 6 3 9],3142042,[8 5 9 2 7 4 1 6 0 3]
71,149769,[0 4 7 8 1 2 5 6 9 3],2810311,[7 6 5 4 1 2 3 0 9 8],2220121,[6 1 0 5 7 2 3 4 9 8],2023160,[5 6 1 3 9 7 2 4 0 8]
72,72209,[0 2 8 4 3 7 6 9 5 1],71609,[0 2 8 3 5 7 6 9 4 1],1929142,[5 2 8 7 3 0 9 6 1 4],3344458,[9 1 8 5 0 4 3 7 2 6]
73,163638,[0 5 1 6 3 8 4 2 7 9],2133298,[5 8 9 1 7 3 2 6 0 4],494125,[1 4 3 0 5 8 7 2 9 6],2467570,[6 8 1 5 2 0 4 9 3 7]
74,3351652,[9 2 1 0 3 6 4 8 5 7],1847459,[5 0 8 4 9 3 2 7 6 1],429601,[1 2 7 3 8 0 4 5 9 6],1320890,[3 6 8 0 5 4 1 7 2 9]
75,45693,[0 2 3 1 6 8 9 5 7 4],2075651,[5 7 3 8 9 0 2 6 4 1],765860,[2 0 9 8 6 1 7 4 3 5],2301397,[6 3 0 7 4 2 8 1 9 5]
76,1841717,[5 0 7 3 9 6 1 8 4 2],929050,[2 6 0 4 5 1 7 9 3 8],1326288,[3 6 9 1 0 5 2 4 7 8],3237339,[8 9 2 3 1 7 0 5 6 4]
77,3529737,[9 6 4 2 3 5 1 7 8 0],1933693,[5 2 9 6 7 0 4 1 8 3],1822969,[5 0 2 7 9 4 1 3 8 6],662723,[1 8 4 5 3 7 2 9 6 0]
78,276575,[0 7 8 9 1 5 6 4 3 2],180721,[0 5 4 9 1 2 3 6 8 7],3060278,[8 3 9 1 4 2 6 5 0 7],114680,[0 3 8 7 2 6 4 5 1 9]
79,1464964,[4 0 3 7 8 1 2 9 5 6],224037,[0 6 5 4 1 9 8 3 7 2],3443839,[9 4 3 2 0 7 5 1 8 6],2707540,[7 4 1 2 5 9 0 8 3 6]
80,490973,[1 4 2 5 9 6 0 8 7 3],2939468,[8 0 9 2 5 4 7 3 1 6],1940315,[5 3 0 9 8 2 4 7 6 1],2260501,[6 2 0 5 7 4 8 1 9 3]
81,540338,[1 5 4 2 6 9 0 7 3 8],68197,[0 2 7 5 8 3 6 1 9 4],945624,[2 6 4 7 3 1 0 5 8 9],2367954,[6 4 7 8 5 9 3 0 1 2]
82,3131812,[8 5 6 2 7 3 0 9 1 4],2899612,[7 9 8 2 1 4 0 6 3 5],1429015,[3 9 4 5 7 2 1 0 8 6],62043,[0 2 6 4 3 1 5 8 9 7]
83,402215,[1 0 9 7 5 6 8 4 3 2],497366,[1 4 3 7 8 6 5 2 0 9],247017,[0 7 2 1 3 6 5 8 9 4],2412284,[6 5 8 4 2 1 9 3 0 7]
84,3094492,[8 4 6 9 7 2 0 5 1 3],2386049,[6 5 1 3 9 7 4 8 2 0],3464565,[9 4 8 2 7 1 6 3 5 0],942038,[2 6 3 9 4 1 7 5 0 8]
85,2325866,[6 3 7 4 2 1 0 8 5 9],2127385,[5 8 7 0 6 2 1 3 9 4],980042,[2 7 3 5 1 0 4 8 6 9],1720533,[4 7 6 2 5 8 9 1 3 0]
86,359373,[0 9 8 3 1 6 7 4 5 2],2823253,[7 8 0 2 3 1 6 4 9 5],1553200,[4 2 6 1 3 5 8 9 0 7],2815839,[7 6 8 4 9 1 3 2 5 0]
87,467872,[1 3 6 8 7 9 4 5 0 2],3358101,[9 2 3 4 0 1 8 6 7 5],1894795,[5 1 9 8 4 7 6 0 3 2],1753105,[4 8 3 7 9 1 0 2 6 5]
88,2734656,[7 4 8 5 0 9 1 2 3 6],817470,[2 3 4 1 6 5 7 0 8 9],3303052,[9 0 8 3 5 4 1 7 2 6],2806866,[7 6 4 9 2 3 8 0 1 5]
89,3165756,[8 6 4 0 9 2 5 1 3 7],1019881,[2 8 3 4 6 0 1 5 9 7],139758,[0 4 5 8 1 7 3 2 6 9],3419487,[9 3 7 4 1 6 5 2 8 0]
90,1052796,[2 9 0 8 3 4 6 1 5 7],1908754,[5 2 3 8 0 4 6 9 1 7],1598517,[4 3 7 1 0 9 8 5 6 2],636127,[1 7 8 2 5 0 4 3 9 6]
91,2514395,[6 9 2 8 1 3 4 7 5 0],41059,[0 2 1 4 3 5 9 6 8 7],2579268,[7 0 9 6 2 8 4 1 3 5],1127369,[3 0 9 6 7 5 4 8 2 1]
92,3565271,[9 7 3 2 6 4 8 5 1 0],48065,[0 2 3 6 8 5 7 9 4 1],1394520,[3 8 5 6 9 0 1 2 4 7],958989,[2 6 8 1 9 4 7 3 5 0]
93,509396,[1 4 7 0 5 9 8 3 2 6],2169927,[5 9 7 3 6 4 2 1 8 0],489939,[1 4 2 3 6 9 0 7 8 5],879757,[2 4 8 5 9 1 6 0 7 3]
94,2769644,[7 5 6 3 8 1 9 2 0 4],2029231,[5 6 2 7 3 1 4 0 9 8],230767,[0 6 7 8 4 1 3 2 9 5],2198866,[6 0 5 2 9 8 3 7 1 4]
95,2954130,[8 1 3 0 9 6 7 2 4 5],2374724,[6 4 9 1 2 3 8 5 0 7],2245840,[6 1 7 5 2 3 8 9 0 4],1396496,[3 8 6 0 5 4 2 7 1 9]
96,769486,[2 1 0 7 8 4 9 6 3 5],2283893,[6 2 7 1 0 5 3 9 8 4],63160,[0 2 6 5 8 3 7 9 1 4],221570,[0 6 4 9 7 3 1 5 2 8]
97,2710687,[7 4 1 8 9 0 3 2 6 5],1713031,[4 7 3 9 1 2 5 0 8 6],1698467,[4 7 0 9 8 6 2 5 3 1],2749834,[7 5 1 6 2 3 4 9 0 8]
98,1386791,[3 8 4 1 0 6 9 7 5 2],2759335,[7 5 3 4 2 6 1 0 9 8],2744111,[7 5 0 4 2 6 9 8 3 1],3559236,[9 7 2 1 4 3 6 0 5 8]
99,2079696,[5 7 4 6 2 9 0 1 3 8],1331752,[3 7 0 2 6 9 5 8 1 4],3469658,[9 5 0 3 8 7 1 4 2 6],2825281,[7 8 0 5 1 2 3 4 9 6]
100,2947312,[8 1 0 7 4 9 5 6 2 3],2101242,[5 8 0 9 3 2 7 1 4 6],524462,[1 5 0 2 6 7 8 4 3 9],3061444,[8 3 9 4 0 1 2 7 5 6]
