100%,Optima 1, Optima [1]
99,3645,[5 0 2 6 3 4 1]
100,3106,[4 1 6 2 5 0 3]
1,867,[1 2 3 0 5 6 4]
2,3974,[5 3 0 4 2 1 6]
3,1756,[2 3 5 0 6 1 4]
4,1096,[1 4 0 5 6 2 3]
5,374,[0 4 1 5 3 2 6]
6,3551,[4 6 2 5 3 1 0]
7,4125,[5 4 1 6 2 3 0]
8,3106,[4 1 6 2 5 0 3]
9,2027,[2 5 6 1 4 3 0]
10,2830,[3 6 2 5 4 0 1]
11,4640,[6 2 4 1 3 0 5]
12,3136,[4 2 0 5 6 1 3]
13,1950,[2 5 1 3 0 4 6]
14,5,[0 1 2 3 6 5 4]
15,2112,[2 6 4 0 1 3 5]
16,960,[1 3 0 2 4 5 6]
17,421,[0 4 3 5 1 6 2]
18,3152,[4 2 1 3 5 0 6]
19,3407,[4 5 1 6 3 2 0]
20,3281,[4 3 1 5 6 2 0]
21,3141,[4 2 0 6 3 5 1]
22,202,[0 2 5 3 6 1 4]
23,3163,[4 2 1 6 0 5 3]
24,1815,[2 4 0 5 3 6 1]
25,1661,[2 1 6 0 5 4 3]
26,1344,[1 6 2 0 3 4 5]
27,1669,[2 1 6 4 0 5 3]
28,2070,[2 6 1 3 0 4 5]
29,2834,[3 6 4 0 2 1 5]
30,146,[0 2 3 1 5 4 6]
31,5037,[6 5 4 3 1 2 0]
32,4638,[6 2 4 1 0 3 5]
33,2525,[3 4 0 1 6 5 2]
34,5025,[6 5 4 1 2 3 0]
35,3137,[4 2 0 5 6 3 1]
36,3554,[4 6 3 0 2 1 5]
37,563,[0 5 4 2 6 3 1]
38,3528,[4 6 2 0 1 3 5]
39,4543,[6 1 5 2 0 4 3]
40,160,[0 2 3 5 6 1 4]
41,4998,[6 5 3 1 0 2 4]
42,4305,[5 6 4 1 2 3 0]
43,798,[1 0 5 3 2 4 6]
44,4512,[6 1 4 0 2 3 5]
45,2525,[3 4 0 1 6 5 2]
46,1533,[2 0 5 6 3 4 1]
47,752,[1 0 3 4 5 2 6]
48,2397,[3 1 6 5 2 4 0]
49,4161,[5 4 3 1 2 6 0]
50,999,[1 3 2 5 4 6 0]
51,3243,[4 3 0 1 5 6 2]
52,2451,[3 2 4 0 5 6 1]
53,3285,[4 3 1 6 2 5 0]
54,363,[0 4 1 2 5 6 3]
55,5005,[6 5 3 2 0 4 1]
56,665,[0 6 3 4 5 2 1]
57,811,[1 0 5 6 2 4 3]
58,4981,[6 5 2 3 0 4 1]
59,4475,[6 1 2 3 5 4 0]
60,4070,[5 3 6 2 1 0 4]
61,1882,[2 4 5 1 6 0 3]
62,2054,[2 6 0 4 3 1 5]
63,271,[0 3 2 4 1 6 5]
64,1880,[2 4 5 1 3 0 6]
65,2833,[3 6 4 0 1 5 2]
66,1,[0 1 2 3 4 6 5]
67,611,[0 6 1 3 5 4 2]
68,1965,[2 5 1 6 3 4 0]
69,1908,[2 4 6 3 0 1 5]
70,3599,[4 6 5 3 2 1 0]
71,396,[0 4 2 5 1 3 6]
72,1933,[2 5 0 4 1 6 3]
73,3650,[5 0 3 1 4 2 6]
74,3246,[4 3 0 2 1 5 6]
75,3324,[4 3 5 2 0 1 6]
76,3877,[5 2 1 4 0 6 3]
77,4444,[6 1 0 2 5 3 4]
78,3691,[5 0 4 6 1 3 2]
79,4331,[6 0 1 3 5 4 2]
80,128,[0 2 1 4 5 3 6]
81,592,[0 5 6 3 4 1 2]
82,4312,[5 6 4 2 3 0 1]
83,2950,[4 0 3 6 5 1 2]
84,1835,[2 4 1 3 6 5 0]
85,1944,[2 5 1 0 3 4 6]
86,2586,[3 4 2 6 0 1 5]
87,1353,[1 6 2 3 4 5 0]
88,2162,[3 0 1 2 5 4 6]
89,20,[0 1 2 6 4 3 5]
90,2472,[3 2 5 0 1 4 6]
91,2742,[3 5 6 1 0 2 4]
92,623,[0 6 1 5 4 3 2]
93,4093,[5 4 0 3 1 6 2]
94,472,[0 4 6 3 5 1 2]
95,3318,[4 3 5 1 0 2 6]
96,2944,[4 0 3 5 6 1 2]
97,4033,[5 3 4 0 1 6 2]
98,3958,[5 2 6 4 3 0 1]
99,1678,[2 1 6 5 4 0 3]
100,2523,[3 4 0 1 5 6 2]
1,921,[1 2 5 3 4 6 0]
2,3827,[5 1 6 2 4 3 0]
3,488,[0 5 1 3 4 2 6]
4,562,[0 5 4 2 6 1 3]
5,602,[0 6 1 2 4 3 5]
6,1309,[1 5 6 3 0 4 2]
7,3842,[5 2 0 1 4 3 6]
8,38,[0 1 3 5 4 2 6]
9,2079,[2 6 1 4 3 5 0]
10,1127,[1 4 2 6 5 3 0]
11,1261,[1 5 3 4 0 6 2]
12,2160,[3 0 1 2 4 5 6]
13,649,[0 6 3 1 2 5 4]
14,4347,[6 0 2 1 4 5 3]
15,3478,[4 5 6 3 2 0 1]
16,2610,[3 4 5 6 0 1 2]
17,4145,[5 4 2 3 6 1 0]
18,3477,[4 5 6 3 1 2 0]
19,4977,[6 5 2 1 3 4 0]
20,247,[0 3 1 4 2 6 5]
21,3689,[5 0 4 3 6 2 1]
22,3490,[4 6 0 2 5 1 3]
23,1945,[2 5 1 0 3 6 4]
24,4477,[6 1 2 4 0 5 3]
25,856,[1 2 0 5 6 3 4]
26,4814,[6 4 0 3 2 1 5]
27,2880,[4 0 1 2 3 5 6]
28,3177,[4 2 3 1 5 6 0]
29,4969,[6 5 2 0 1 4 3]
30,380,[0 4 1 6 3 2 5]
31,4885,[6 4 3 2 0 5 1]
32,486,[0 5 1 3 2 4 6]
33,2013,[2 5 4 6 1 3 0]
34,1808,[2 4 0 3 5 1 6]
35,4248,[5 6 2 0 1 3 4]
36,1805,[2 4 0 1 6 5 3]
37,3824,[5 1 6 2 3 0 4]
38,2388,[3 1 6 4 0 2 5]
39,1232,[1 5 2 3 4 0 6]
40,634,[0 6 2 3 5 1 4]
41,3784,[5 1 3 4 6 0 2]
42,1314,[1 5 6 4 0 2 3]
43,82,[0 1 5 3 6 2 4]
44,3933,[5 2 4 6 1 3 0]
45,1211,[1 5 0 3 6 4 2]
46,581,[0 5 6 1 4 3 2]
47,5014,[6 5 3 4 2 0 1]
48,4787,[6 3 5 1 4 2 0]
49,2035,[2 5 6 4 0 3 1]
50,707,[0 6 5 2 4 3 1]
51,3840,[5 2 0 1 3 4 6]
52,556,[0 5 4 1 6 2 3]
53,4022,[5 3 2 4 1 0 6]
54,1430,[1 6 5 3 2 0 4]
55,3874,[5 2 1 3 6 0 4]
56,2472,[3 2 5 0 1 4 6]
57,1882,[2 4 5 1 6 0 3]
58,1052,[1 3 5 6 2 0 4]
59,4746,[6 3 2 5 0 1 4]
60,829,[1 0 6 4 2 5 3]
61,5039,[6 5 4 3 2 1 0]
62,5039,[6 5 4 3 2 1 0]
63,5039,[6 5 4 3 2 1 0]
64,5039,[6 5 4 3 2 1 0]
65,5039,[6 5 4 3 2 1 0]
66,5039,[6 5 4 3 2 1 0]
67,5039,[6 5 4 3 2 1 0]
68,5039,[6 5 4 3 2 1 0]
69,5039,[6 5 4 3 2 1 0]
70,5039,[6 5 4 3 2 1 0]
71,5039,[6 5 4 3 2 1 0]
72,5039,[6 5 4 3 2 1 0]
73,5039,[6 5 4 3 2 1 0]
74,5039,[6 5 4 3 2 1 0]
75,5039,[6 5 4 3 2 1 0]
76,5039,[6 5 4 3 2 1 0]
77,5039,[6 5 4 3 2 1 0]
78,5039,[6 5 4 3 2 1 0]
79,5039,[6 5 4 3 2 1 0]
80,5039,[6 5 4 3 2 1 0]
81,5039,[6 5 4 3 2 1 0]
82,5039,[6 5 4 3 2 1 0]
83,5039,[6 5 4 3 2 1 0]
84,5039,[6 5 4 3 2 1 0]
85,5039,[6 5 4 3 2 1 0]
86,5039,[6 5 4 3 2 1 0]
87,5039,[6 5 4 3 2 1 0]
88,5039,[6 5 4 3 2 1 0]
89,5039,[6 5 4 3 2 1 0]
90,5039,[6 5 4 3 2 1 0]
91,5039,[6 5 4 3 2 1 0]
92,5039,[6 5 4 3 2 1 0]
93,5039,[6 5 4 3 2 1 0]
94,5039,[6 5 4 3 2 1 0]
95,5039,[6 5 4 3 2 1 0]
96,5039,[6 5 4 3 2 1 0]
97,5039,[6 5 4 3 2 1 0]
98,5039,[6 5 4 3 2 1 0]
99,5039,[6 5 4 3 2 1 0]
100,5039,[6 5 4 3 2 1 0]
