40%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
15,1932,[2 5 0 4 1 3 6],4235,[5 6 1 2 4 3 0],2669,[3 5 1 0 6 4 2],812,[1 0 5 6 3 2 4],2943,[4 0 3 5 2 6 1],1628,[2 1 4 6 3 0 5],2150,[2 6 5 3 1 0 4],3521,[4 6 1 3 5 2 0],2120,[2 6 4 1 3 0 5],3206,[4 2 5 3 1 0 6]
17,1383,[1 6 3 4 2 5 0],3361,[4 5 0 1 2 6 3],4354,[6 0 2 3 5 1 4],1942,[2 5 0 6 4 1 3],3366,[4 5 0 2 1 3 6],1852,[2 4 3 0 6 1 5],2799,[3 6 1 4 2 5 0],4302,[5 6 4 1 0 2 3],2937,[4 0 3 2 5 6 1],2907,[4 0 2 1 5 6 3]
19,1724,[2 3 1 6 4 0 5],2936,[4 0 3 2 5 1 6],3725,[5 1 0 2 6 4 3],1832,[2 4 1 3 5 0 6],2949,[4 0 3 6 2 5 1],1839,[2 4 1 5 3 6 0],2634,[3 4 6 5 0 1 2],4020,[5 3 2 4 0 1 6],2238,[3 0 5 2 1 4 6],4334,[6 0 1 4 3 2 5]
21,3276,[4 3 1 5 0 2 6],2886,[4 0 1 3 2 5 6],4326,[6 0 1 3 2 4 5],1532,[2 0 5 6 3 1 4],4035,[5 3 4 0 2 6 1],1462,[2 0 1 6 5 3 4],1231,[1 5 2 3 0 6 4],4290,[5 6 3 4 0 1 2],1954,[2 5 1 3 6 0 4],3437,[4 5 3 0 6 2 1]
23,2337,[3 1 4 2 5 6 0],3427,[4 5 2 6 0 3 1],4270,[5 6 2 4 3 0 1],1313,[1 5 6 3 4 2 0],2969,[4 0 5 3 6 2 1],824,[1 0 6 3 4 2 5],2906,[4 0 2 1 5 3 6],3772,[5 1 3 0 6 2 4],2418,[3 2 0 6 1 4 5],4214,[5 6 0 3 2 1 4]
25,2042,[2 6 0 1 4 3 5],3154,[4 2 1 3 6 0 5],3514,[4 6 1 2 5 0 3],2642,[3 5 0 1 4 2 6],4077,[5 3 6 4 1 2 0],1368,[1 6 3 0 2 4 5],2101,[2 6 3 4 0 5 1],2881,[4 0 1 2 3 6 5],2851,[3 6 4 5 0 2 1],3463,[4 5 6 1 0 3 2]
27,2835,[3 6 4 0 2 5 1],3456,[4 5 6 0 1 2 3],2715,[3 5 4 0 2 6 1],1760,[2 3 5 1 4 0 6],3013,[4 1 0 5 2 6 3],1018,[1 3 4 2 6 0 5],2168,[3 0 1 4 5 2 6],3409,[4 5 2 0 1 6 3],2911,[4 0 2 3 1 6 5],4147,[5 4 2 6 0 3 1]
29,1534,[2 0 5 6 4 1 3],2660,[3 5 0 6 2 1 4],2674,[3 5 1 2 6 0 4],2332,[3 1 4 0 6 2 5],4118,[5 4 1 3 2 0 6],1168,[1 4 5 3 6 0 2],2807,[3 6 1 5 4 2 0],4207,[5 6 0 2 1 4 3],2019,[2 5 6 0 3 4 1],4373,[6 0 3 1 5 4 2]
31,2884,[4 0 1 2 6 3 5],3712,[5 0 6 3 4 1 2],3919,[5 2 4 1 0 6 3],1463,[2 0 1 6 5 4 3],4279,[5 6 3 1 0 4 2],490,[0 5 1 3 6 2 4],1770,[2 3 5 6 0 1 4],3259,[4 3 0 6 1 5 2],3147,[4 2 1 0 5 6 3],2958,[4 0 5 2 1 3 6]
33,3103,[4 1 6 2 0 5 3],2960,[4 0 5 2 3 1 6],4263,[5 6 2 3 1 4 0],1915,[2 4 6 5 0 3 1],3304,[4 3 2 5 6 0 1],996,[1 3 2 5 0 4 6],1341,[1 6 0 5 3 4 2],4238,[5 6 1 3 2 0 4],3532,[4 6 2 0 5 1 3],4392,[6 0 4 1 2 3 5]
35,2135,[2 6 4 5 3 1 0],2780,[3 6 0 5 2 1 4],4201,[5 6 0 1 2 4 3],2472,[3 2 5 0 1 4 6],4643,[6 2 4 1 5 3 0],1934,[2 5 0 4 3 1 6],2747,[3 5 6 1 4 2 0],2672,[3 5 1 2 4 0 6],1822,[2 4 0 6 5 1 3],3772,[5 1 3 0 6 2 4]
37,1803,[2 4 0 1 5 6 3],3739,[5 1 0 6 2 4 3],3409,[4 5 2 0 1 6 3],2225,[3 0 4 5 6 2 1],4674,[6 2 5 4 0 1 3],336,[0 3 6 1 2 4 5],2258,[3 0 6 1 4 2 5],4352,[6 0 2 3 4 1 5],2033,[2 5 6 3 4 1 0],4235,[5 6 1 2 4 3 0]
39,3210,[4 2 5 6 0 1 3],3433,[4 5 3 0 1 6 2],4247,[5 6 1 4 3 2 0],1564,[2 1 0 3 6 4 5],4085,[5 4 0 1 6 3 2],1372,[1 6 3 0 5 2 4],1577,[2 1 0 5 6 4 3],3911,[5 2 3 6 4 1 0],1730,[2 3 4 0 5 1 6],3155,[4 2 1 3 6 5 0]
41,1407,[1 6 4 3 2 5 0],3844,[5 2 0 1 6 3 4],4032,[5 3 4 0 1 2 6],2537,[3 4 0 5 6 2 1],3264,[4 3 1 0 2 5 6],575,[0 5 4 6 3 2 1],2377,[3 1 6 0 2 5 4],4367,[6 0 2 5 4 3 1],2743,[3 5 6 1 0 4 2],3903,[5 2 3 4 1 6 0]
43,3295,[4 3 2 1 0 6 5],3849,[5 2 0 3 4 6 1],4194,[5 4 6 3 0 1 2],1913,[2 4 6 3 5 1 0],4422,[6 0 5 2 1 3 4],1505,[2 0 4 5 6 3 1],2284,[3 1 0 2 6 4 5],2974,[4 0 5 6 3 1 2],2014,[2 5 4 6 3 0 1],3631,[5 0 2 3 1 6 4]
45,1963,[2 5 1 6 0 4 3],3717,[5 0 6 4 2 3 1],2632,[3 4 6 2 5 0 1],2690,[3 5 2 0 4 1 6],3184,[4 2 3 5 6 0 1],1083,[1 4 0 2 5 6 3],2880,[4 0 1 2 3 5 6],3277,[4 3 1 5 0 6 2],2315,[3 1 2 4 6 5 0],4592,[6 2 1 3 4 0 5]
47,3038,[4 1 2 5 3 0 6],4553,[6 1 5 3 4 2 0],2802,[3 6 1 5 0 2 4],1588,[2 1 3 0 6 4 5],3197,[4 2 5 0 6 3 1],686,[0 6 4 3 2 1 5],1165,[1 4 5 3 0 6 2],3028,[4 1 2 0 6 3 5],2006,[2 5 4 3 1 0 6],4244,[5 6 1 4 2 0 3]
49,1773,[2 3 5 6 1 4 0],3233,[4 2 6 3 5 1 0],3084,[4 1 5 3 0 2 6],1214,[1 5 0 4 3 2 6],4471,[6 1 2 3 0 5 4],2011,[2 5 4 6 0 3 1],2040,[2 6 0 1 3 4 5],2760,[3 6 0 1 2 4 5],2306,[3 1 2 0 5 4 6],3260,[4 3 0 6 2 1 5]
51,1400,[1 6 4 2 3 0 5],3054,[4 1 3 2 0 5 6],3383,[4 5 0 6 3 2 1],1895,[2 4 5 6 3 1 0],3678,[5 0 4 2 1 3 6],985,[1 3 2 0 4 6 5],2319,[3 1 2 5 4 6 0],4196,[5 4 6 3 1 0 2],3323,[4 3 5 1 6 2 0],3614,[5 0 1 4 3 2 6]
53,1613,[2 1 4 0 6 5 3],3505,[4 6 1 0 2 5 3],3182,[4 2 3 5 1 0 6],1837,[2 4 1 5 0 6 3],3433,[4 5 3 0 1 6 2],1735,[2 3 4 1 0 6 5],2106,[2 6 3 5 0 1 4],3287,[4 3 1 6 5 2 0],3366,[4 5 0 2 1 3 6],3868,[5 2 1 0 6 3 4]
55,3234,[4 2 6 5 0 1 3],3504,[4 6 1 0 2 3 5],3612,[5 0 1 4 2 3 6],2516,[3 2 6 5 1 0 4],3239,[4 2 6 5 3 1 0],1843,[2 4 1 6 0 5 3],2524,[3 4 0 1 6 2 5],3866,[5 2 1 0 4 3 6],2257,[3 0 6 1 2 5 4],4229,[5 6 1 0 4 3 2]
57,3130,[4 2 0 3 6 1 5],3711,[5 0 6 3 2 4 1],2559,[3 4 1 5 2 6 0],1752,[2 3 5 0 1 4 6],3948,[5 2 6 3 0 1 4],1734,[2 3 4 1 0 5 6],1112,[1 4 2 3 5 0 6],4277,[5 6 3 0 4 2 1],1959,[2 5 1 4 3 6 0],2974,[4 0 5 6 3 1 2]
59,1366,[1 6 2 5 4 0 3],2667,[3 5 1 0 4 6 2],3047,[4 1 2 6 5 3 0],2427,[3 2 1 0 5 6 4],3974,[5 3 0 4 2 1 6],1399,[1 6 4 2 0 5 3],1878,[2 4 5 1 0 3 6],2864,[3 6 5 1 2 0 4],1944,[2 5 1 0 3 4 6],3002,[4 1 0 2 5 3 6]
61,2853,[3 6 4 5 1 2 0],3976,[5 3 0 4 6 1 2],3818,[5 1 6 0 3 2 4],1574,[2 1 0 5 4 3 6],2866,[3 6 5 1 4 0 2],769,[1 0 4 2 3 6 5],1144,[1 4 3 5 6 0 2],2846,[3 6 4 2 1 0 5],3041,[4 1 2 5 6 3 0],4480,[6 1 2 4 5 0 3]
63,1514,[2 0 5 1 4 3 6],3626,[5 0 2 1 4 3 6],3382,[4 5 0 6 3 1 2],2498,[3 2 6 0 4 1 5],2926,[4 0 2 6 5 1 3],94,[0 1 5 6 4 2 3],1041,[1 3 5 2 4 6 0],3641,[5 0 2 4 6 3 1],3679,[5 0 4 2 1 6 3],4556,[6 1 5 4 2 0 3]
65,2002,[2 5 4 1 6 0 3],4459,[6 1 0 5 2 4 3],3379,[4 5 0 6 1 3 2],2034,[2 5 6 4 0 1 3],4625,[6 2 3 4 5 1 0],1705,[2 3 1 0 4 6 5],2244,[3 0 5 4 1 2 6],3411,[4 5 2 0 3 6 1],3468,[4 5 6 2 0 1 3],3450,[4 5 3 6 0 1 2]
67,2806,[3 6 1 5 4 0 2],3666,[5 0 3 6 1 2 4],3229,[4 2 6 3 0 5 1],939,[1 2 6 0 4 5 3],3826,[5 1 6 2 4 0 3],1831,[2 4 1 3 0 6 5],2018,[2 5 6 0 3 1 4],3477,[4 5 6 3 1 2 0],3397,[4 5 1 3 0 6 2],4679,[6 2 5 4 3 1 0]
69,2289,[3 1 0 4 5 6 2],3005,[4 1 0 2 6 5 3],3682,[5 0 4 2 6 1 3],1113,[1 4 2 3 5 6 0],4669,[6 2 5 3 0 4 1],511,[0 5 2 3 1 6 4],2276,[3 0 6 5 2 1 4],4033,[5 3 4 0 1 6 2],3339,[4 3 6 0 2 5 1],3740,[5 1 0 6 3 2 4]
71,2478,[3 2 5 1 0 4 6],3737,[5 1 0 4 6 3 2],4297,[5 6 4 0 1 3 2],1578,[2 1 0 6 3 4 5],3423,[4 5 2 3 1 6 0],260,[0 3 1 6 4 2 5],1721,[2 3 1 5 6 4 0],3020,[4 1 0 6 3 2 5],3002,[4 1 0 2 5 3 6],4382,[6 0 3 4 2 1 5]
73,2603,[3 4 5 1 6 2 0],4017,[5 3 2 1 4 6 0],2693,[3 5 2 0 6 4 1],1616,[2 1 4 3 5 0 6],2954,[4 0 5 1 3 2 6],2033,[2 5 6 3 4 1 0],2682,[3 5 1 6 0 2 4],2572,[3 4 2 0 6 1 5],3066,[4 1 3 6 0 2 5],4718,[6 3 1 4 2 0 5]
75,2472,[3 2 5 0 1 4 6],3702,[5 0 6 2 1 3 4],4047,[5 3 4 2 1 6 0],2129,[2 6 4 3 5 1 0],3340,[4 3 6 0 5 1 2],418,[0 4 3 2 6 1 5],2955,[4 0 5 1 3 6 2],4287,[5 6 3 2 1 4 0],3527,[4 6 1 5 3 2 0],3301,[4 3 2 5 0 6 1]
77,2024,[2 5 6 1 3 0 4],3525,[4 6 1 5 2 3 0],3645,[5 0 2 6 3 4 1],2368,[3 1 5 4 6 0 2],4253,[5 6 2 0 4 3 1],660,[0 6 3 4 1 2 5],2208,[3 0 4 1 2 5 6],2413,[3 2 0 5 1 6 4],3647,[5 0 2 6 4 3 1],3902,[5 2 3 4 1 0 6]
79,3208,[4 2 5 3 6 0 1],2618,[3 4 6 0 2 1 5],3777,[5 1 3 2 4 6 0],1323,[1 6 0 2 4 5 3],4411,[6 0 4 5 1 3 2],1306,[1 5 6 2 4 0 3],1786,[2 3 6 1 5 0 4],3652,[5 0 3 1 6 2 4],1960,[2 5 1 4 6 0 3],4630,[6 2 3 5 4 0 1]
