40%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,1094,[1 4 0 5 3 2 6],2792,[3 6 1 2 4 0 5],2531,[3 4 0 2 6 5 1],2600,[3 4 5 1 2 0 6]
19,2093,[2 6 3 0 5 4 1],3448,[4 5 3 2 6 0 1],2780,[3 6 0 5 2 1 4],2173,[3 0 1 5 2 6 4]
20,1699,[2 3 0 6 1 5 4],2414,[3 2 0 5 4 1 6],1465,[2 0 3 1 4 6 5],2587,[3 4 2 6 0 5 1]
21,327,[0 3 5 4 2 6 1],3000,[4 1 0 2 3 5 6],2434,[3 2 1 4 6 0 5],1343,[1 6 0 5 4 3 2]
22,589,[0 5 6 3 1 4 2],2385,[3 1 6 2 4 5 0],2525,[3 4 0 1 6 5 2],2636,[3 4 6 5 1 0 2]
23,2164,[3 0 1 2 6 4 5],2015,[2 5 4 6 3 1 0],1445,[2 0 1 3 6 5 4],2545,[3 4 1 0 2 6 5]
24,1496,[2 0 4 3 5 1 6],3450,[4 5 3 6 0 1 2],2679,[3 5 1 4 2 6 0],1787,[2 3 6 1 5 4 0]
25,1220,[1 5 0 6 3 2 4],2560,[3 4 1 5 6 0 2],2914,[4 0 2 3 6 1 5],3299,[4 3 2 1 6 5 0]
26,366,[0 4 1 3 2 5 6],3100,[4 1 6 0 5 2 3],1529,[2 0 5 4 6 3 1],3232,[4 2 6 3 5 0 1]
27,1838,[2 4 1 5 3 0 6],2688,[3 5 2 0 1 4 6],1062,[1 3 6 2 0 4 5],2077,[2 6 1 4 0 5 3]
28,1890,[2 4 5 6 0 1 3],3124,[4 2 0 1 6 3 5],1200,[1 5 0 2 3 4 6],2948,[4 0 3 6 2 1 5]
29,2292,[3 1 0 5 2 4 6],2661,[3 5 0 6 2 4 1],2776,[3 6 0 4 5 1 2],2174,[3 0 1 5 4 2 6]
30,2237,[3 0 5 1 6 4 2],3367,[4 5 0 2 1 6 3],1517,[2 0 5 1 6 4 3],2752,[3 5 6 2 4 0 1]
31,387,[0 4 2 1 5 6 3],2556,[3 4 1 5 0 2 6],1788,[2 3 6 4 0 1 5],3071,[4 1 3 6 5 2 0]
32,1671,[2 1 6 4 3 5 0],1825,[2 4 1 0 3 6 5],2726,[3 5 4 2 1 0 6],2347,[3 1 4 6 0 5 2]
33,718,[0 6 5 4 3 1 2],2684,[3 5 1 6 2 0 4],2298,[3 1 0 6 2 4 5],3015,[4 1 0 5 3 6 2]
34,1578,[2 1 0 6 3 4 5],2007,[2 5 4 3 1 6 0],2234,[3 0 5 1 4 2 6],1365,[1 6 2 5 3 4 0]
35,1427,[1 6 5 2 4 3 0],2800,[3 6 1 4 5 0 2],1712,[2 3 1 4 5 0 6],2681,[3 5 1 4 6 2 0]
36,733,[1 0 2 5 3 6 4],2090,[2 6 3 0 4 1 5],2717,[3 5 4 0 6 2 1],1867,[2 4 3 6 0 5 1]
37,580,[0 5 6 1 4 2 3],3358,[4 3 6 5 2 0 1],1636,[2 1 5 0 6 3 4],2412,[3 2 0 5 1 4 6]
38,961,[1 3 0 2 4 6 5],2047,[2 6 0 3 1 5 4],2648,[3 5 0 2 4 1 6],2133,[2 6 4 5 1 3 0]
39,1898,[2 4 6 0 3 1 5],2486,[3 2 5 4 1 0 6],1192,[1 4 6 3 5 0 2],2760,[3 6 0 1 2 4 5]
40,2207,[3 0 2 6 5 4 1],3621,[5 0 1 6 3 4 2],1187,[1 4 6 2 5 3 0],1942,[2 5 0 6 4 1 3]
41,1226,[1 5 2 0 4 3 6],2379,[3 1 6 0 4 5 2],1411,[1 6 4 5 0 3 2],1322,[1 6 0 2 4 3 5]
42,1850,[2 4 3 0 5 1 6],2774,[3 6 0 4 2 1 5],1045,[1 3 5 4 0 6 2],1628,[2 1 4 6 3 0 5]
43,584,[0 5 6 2 3 1 4],2072,[2 6 1 3 4 0 5],2411,[3 2 0 4 6 5 1],1480,[2 0 3 5 6 1 4]
44,753,[1 0 3 4 5 6 2],2797,[3 6 1 4 0 5 2],1130,[1 4 3 0 5 2 6],3138,[4 2 0 6 1 3 5]
45,1341,[1 6 0 5 3 4 2],3739,[5 1 0 6 2 4 3],1098,[1 4 0 6 2 3 5],2747,[3 5 6 1 4 2 0]
46,689,[0 6 4 3 5 2 1],3403,[4 5 1 6 0 3 2],1937,[2 5 0 4 6 3 1],1749,[2 3 4 6 1 5 0]
47,1129,[1 4 3 0 2 6 5],3682,[5 0 4 2 6 1 3],1050,[1 3 5 6 0 2 4],1786,[2 3 6 1 5 0 4]
48,445,[0 4 5 3 1 6 2],3077,[4 1 5 0 6 3 2],2961,[4 0 5 2 3 6 1],2016,[2 5 6 0 1 3 4]
49,322,[0 3 5 2 6 1 4],3377,[4 5 0 3 6 2 1],2348,[3 1 4 6 2 0 5],3104,[4 1 6 2 3 0 5]
50,1160,[1 4 5 2 3 0 6],2396,[3 1 6 5 2 0 4],2461,[3 2 4 5 0 6 1],2264,[3 0 6 2 4 1 5]
51,431,[0 4 3 6 5 2 1],2686,[3 5 1 6 4 0 2],1725,[2 3 1 6 4 5 0],3172,[4 2 3 0 6 1 5]
52,1655,[2 1 5 6 4 3 0],3778,[5 1 3 2 6 0 4],2511,[3 2 6 4 1 5 0],3018,[4 1 0 6 2 3 5]
53,1813,[2 4 0 5 1 6 3],1821,[2 4 0 6 3 5 1],1450,[2 0 1 4 6 3 5],1960,[2 5 1 4 6 0 3]
54,1279,[1 5 4 2 0 6 3],2566,[3 4 1 6 5 0 2],2300,[3 1 0 6 4 2 5],1455,[2 0 1 5 4 6 3]
55,2159,[2 6 5 4 3 1 0],1897,[2 4 6 0 1 5 3],2100,[2 6 3 4 0 1 5],2806,[3 6 1 5 4 0 2]
56,914,[1 2 5 0 4 3 6],3497,[4 6 0 3 5 2 1],1696,[2 3 0 5 6 1 4],1896,[2 4 6 0 1 3 5]
57,1438,[1 6 5 4 3 0 2],3217,[4 2 6 0 1 5 3],2514,[3 2 6 5 0 1 4],3304,[4 3 2 5 6 0 1]
58,1602,[2 1 3 6 0 4 5],2714,[3 5 4 0 2 1 6],2401,[3 2 0 1 4 6 5],2503,[3 2 6 1 0 5 4]
59,1275,[1 5 4 0 3 6 2],3791,[5 1 3 6 4 2 0],1446,[2 0 1 4 3 5 6],2436,[3 2 1 5 0 4 6]
60,1993,[2 5 4 0 1 6 3],3140,[4 2 0 6 3 1 5],2120,[2 6 4 1 3 0 5],2219,[3 0 4 2 6 5 1]
61,669,[0 6 3 5 2 4 1],3546,[4 6 2 5 0 1 3],1580,[2 1 0 6 4 3 5],2475,[3 2 5 0 4 6 1]
62,2304,[3 1 2 0 4 5 6],2179,[3 0 1 6 2 5 4],2796,[3 6 1 4 0 2 5],1324,[1 6 0 2 5 3 4]
63,1669,[2 1 6 4 0 5 3],3073,[4 1 5 0 2 6 3],2634,[3 4 6 5 0 1 2],2065,[2 6 1 0 3 5 4]
64,1779,[2 3 6 0 4 5 1],2058,[2 6 0 5 1 3 4],1349,[1 6 2 0 5 4 3],3188,[4 2 3 6 1 0 5]
65,1699,[2 3 0 6 1 5 4],2288,[3 1 0 4 5 2 6],1105,[1 4 2 0 3 6 5],1613,[2 1 4 0 6 5 3]
66,2203,[3 0 2 6 1 5 4],3237,[4 2 6 5 1 3 0],1404,[1 6 4 3 0 2 5],2821,[3 6 2 4 0 5 1]
67,427,[0 4 3 6 1 5 2],3214,[4 2 5 6 3 0 1],2354,[3 1 5 0 4 2 6],2053,[2 6 0 4 1 5 3]
68,733,[1 0 2 5 3 6 4],2900,[4 0 1 6 3 2 5],2399,[3 1 6 5 4 2 0],2828,[3 6 2 5 1 0 4]
69,375,[0 4 1 5 3 6 2],2811,[3 6 2 0 4 5 1],1303,[1 5 6 2 0 4 3],3186,[4 2 3 6 0 1 5]
70,2080,[2 6 1 4 5 0 3],3254,[4 3 0 5 2 1 6],1483,[2 0 3 6 1 5 4],2600,[3 4 5 1 2 0 6]
71,566,[0 5 4 3 2 1 6],3197,[4 2 5 0 6 3 1],1086,[1 4 0 3 2 5 6],1837,[2 4 1 5 0 6 3]
72,483,[0 5 1 2 4 6 3],3452,[4 5 3 6 1 0 2],2484,[3 2 5 4 0 1 6],1531,[2 0 5 6 1 4 3]
73,1516,[2 0 5 1 6 3 4],3526,[4 6 1 5 3 0 2],2043,[2 6 0 1 4 5 3],3145,[4 2 1 0 3 6 5]
74,2206,[3 0 2 6 5 1 4],3659,[5 0 3 2 6 4 1],2287,[3 1 0 4 2 6 5],1469,[2 0 3 1 6 5 4]
75,777,[1 0 4 3 5 6 2],3796,[5 1 4 0 6 2 3],2970,[4 0 5 6 1 2 3],1675,[2 1 6 5 0 4 3]
76,953,[1 2 6 4 5 3 0],3605,[5 0 1 2 6 4 3],1799,[2 3 6 5 4 1 0],1863,[2 4 3 5 1 6 0]
77,502,[0 5 1 6 4 2 3],3519,[4 6 1 3 2 5 0],1566,[2 1 0 4 3 5 6],1467,[2 0 3 1 5 6 4]
78,1715,[2 3 1 4 6 5 0],2244,[3 0 5 4 1 2 6],2710,[3 5 2 6 4 0 1],2711,[3 5 2 6 4 1 0]
79,351,[0 3 6 4 2 5 1],3543,[4 6 2 3 1 5 0],2096,[2 6 3 1 4 0 5],2207,[3 0 2 6 5 4 1]
80,835,[1 0 6 5 2 4 3],2132,[2 6 4 5 1 0 3],1984,[2 5 3 4 6 0 1],2900,[4 0 1 6 3 2 5]
81,1635,[2 1 5 0 4 6 3],3250,[4 3 0 2 6 1 5],2545,[3 4 1 0 2 6 5],2871,[3 6 5 2 1 4 0]
82,1776,[2 3 6 0 1 4 5],1933,[2 5 0 4 1 6 3],1690,[2 3 0 4 6 1 5],3244,[4 3 0 1 6 2 5]
83,1705,[2 3 1 0 4 6 5],3578,[4 6 5 0 2 1 3],2165,[3 0 1 2 6 5 4],3149,[4 2 1 0 6 5 3]
84,1436,[1 6 5 4 2 0 3],3567,[4 6 3 2 1 5 0],1366,[1 6 2 5 4 0 3],3215,[4 2 5 6 3 1 0]
85,2162,[3 0 1 2 5 4 6],3027,[4 1 2 0 5 6 3],2471,[3 2 4 6 5 1 0],2885,[4 0 1 2 6 5 3]
86,1088,[1 4 0 3 5 2 6],2503,[3 2 6 1 0 5 4],2301,[3 1 0 6 4 5 2],2095,[2 6 3 1 0 5 4]
87,2178,[3 0 1 6 2 4 5],3827,[5 1 6 2 4 3 0],2496,[3 2 6 0 1 4 5],2159,[2 6 5 4 3 1 0]
88,1759,[2 3 5 1 0 6 4],3713,[5 0 6 3 4 2 1],3023,[4 1 0 6 5 3 2],2322,[3 1 2 6 0 4 5]
89,1739,[2 3 4 1 6 5 0],3721,[5 1 0 2 3 6 4],1546,[2 0 6 3 5 1 4],2569,[3 4 2 0 1 6 5]
90,816,[1 0 6 2 3 4 5],2465,[3 2 4 5 6 1 0],1664,[2 1 6 3 4 0 5],2430,[3 2 1 4 0 5 6]
91,1615,[2 1 4 3 0 6 5],3365,[4 5 0 1 6 3 2],1477,[2 0 3 5 1 6 4],1867,[2 4 3 6 0 5 1]
92,1297,[1 5 6 0 2 4 3],3046,[4 1 2 6 5 0 3],1013,[1 3 4 0 6 5 2],3213,[4 2 5 6 1 3 0]
93,2005,[2 5 4 3 0 6 1],2007,[2 5 4 3 1 6 0],2413,[3 2 0 5 1 6 4],2171,[3 0 1 4 6 5 2]
94,2224,[3 0 4 5 6 1 2],3045,[4 1 2 6 3 5 0],2400,[3 2 0 1 4 5 6],1607,[2 1 3 6 5 4 0]
95,1841,[2 4 1 5 6 3 0],2950,[4 0 3 6 5 1 2],1287,[1 5 4 3 2 6 0],2323,[3 1 2 6 0 5 4]
96,1241,[1 5 2 4 6 3 0],3632,[5 0 2 3 4 1 6],1182,[1 4 6 2 0 3 5],2145,[2 6 5 1 3 4 0]
97,326,[0 3 5 4 2 1 6],2015,[2 5 4 6 3 1 0],2033,[2 5 6 3 4 1 0],1710,[2 3 1 4 0 5 6]
98,1125,[1 4 2 6 3 5 0],3817,[5 1 6 0 2 4 3],2080,[2 6 1 4 5 0 3],1363,[1 6 2 5 0 4 3]
99,1374,[1 6 3 2 0 4 5],3322,[4 3 5 1 6 0 2],3000,[4 1 0 2 3 5 6],2604,[3 4 5 2 0 1 6]
100,1457,[2 0 1 5 6 4 3],2524,[3 4 0 1 6 2 5],1374,[1 6 3 2 0 4 5],3231,[4 2 6 3 1 5 0]
