70%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,1446,[2 0 1 4 3 5 6],3207,[4 2 5 3 1 6 0],3336,[4 3 6 0 1 2 5],3783,[5 1 3 4 2 6 0]
19,2010,[2 5 4 6 0 1 3],3331,[4 3 5 6 0 2 1],570,[0 5 4 6 1 2 3],1028,[1 3 4 6 2 0 5]
20,1979,[2 5 3 1 6 4 0],3542,[4 6 2 3 1 0 5],2627,[3 4 6 1 5 2 0],3789,[5 1 3 6 2 4 0]
21,713,[0 6 5 3 4 2 1],2584,[3 4 2 5 6 0 1],1628,[2 1 4 6 3 0 5],3369,[4 5 0 2 3 6 1]
22,1493,[2 0 4 1 6 5 3],3294,[4 3 2 1 0 5 6],1393,[1 6 4 0 2 5 3],3023,[4 1 0 6 5 3 2]
23,1240,[1 5 2 4 6 0 3],1040,[1 3 5 2 4 0 6],3339,[4 3 6 0 2 5 1],3730,[5 1 0 3 6 2 4]
24,1951,[2 5 1 3 0 6 4],4239,[5 6 1 3 2 4 0],837,[1 0 6 5 3 4 2],3765,[5 1 2 6 3 4 0]
25,1556,[2 0 6 5 3 1 4],2117,[2 6 4 0 5 3 1],3364,[4 5 0 1 6 2 3],2184,[3 0 2 1 4 5 6]
26,1157,[1 4 5 0 6 3 2],2754,[3 5 6 4 0 1 2],1141,[1 4 3 5 0 6 2],3802,[5 1 4 2 6 0 3]
27,2363,[3 1 5 2 6 4 0],2022,[2 5 6 1 0 3 4],1841,[2 4 1 5 6 3 0],1053,[1 3 5 6 2 4 0]
28,2205,[3 0 2 6 4 5 1],4304,[5 6 4 1 2 0 3],2241,[3 0 5 2 4 6 1],2801,[3 6 1 4 5 2 0]
29,606,[0 6 1 3 2 4 5],3778,[5 1 3 2 6 0 4],876,[1 2 3 5 0 4 6],2835,[3 6 4 0 2 5 1]
30,776,[1 0 4 3 5 2 6],2505,[3 2 6 1 4 5 0],2756,[3 5 6 4 1 0 2],2071,[2 6 1 3 0 5 4]
31,652,[0 6 3 1 5 2 4],2914,[4 0 2 3 6 1 5],3666,[5 0 3 6 1 2 4],1281,[1 5 4 2 3 6 0]
32,626,[0 6 2 1 4 3 5],947,[1 2 6 3 5 4 0],1572,[2 1 0 5 3 4 6],2993,[4 0 6 3 5 2 1]
33,747,[1 0 3 2 5 6 4],3906,[5 2 3 6 0 1 4],612,[0 6 1 4 2 3 5],3623,[5 0 1 6 4 3 2]
34,2345,[3 1 4 5 6 2 0],3713,[5 0 6 3 4 2 1],2226,[3 0 4 6 1 2 5],2506,[3 2 6 1 5 0 4]
35,2958,[4 0 5 2 1 3 6],3325,[4 3 5 2 0 6 1],2805,[3 6 1 5 2 4 0],961,[1 3 0 2 4 6 5]
36,2014,[2 5 4 6 3 0 1],4273,[5 6 3 0 1 4 2],1650,[2 1 5 6 0 3 4],1167,[1 4 5 3 2 6 0]
37,3566,[4 6 3 2 1 0 5],3585,[4 6 5 1 2 3 0],514,[0 5 2 3 6 1 4],3618,[5 0 1 6 2 3 4]
38,1038,[1 3 5 2 0 4 6],3782,[5 1 3 4 2 0 6],2062,[2 6 0 5 4 1 3],1851,[2 4 3 0 5 6 1]
39,1279,[1 5 4 2 0 6 3],3422,[4 5 2 3 1 0 6],2856,[3 6 5 0 1 2 4],2888,[4 0 1 3 5 2 6]
40,2070,[2 6 1 3 0 4 5],3702,[5 0 6 2 1 3 4],618,[0 6 1 5 2 3 4],2886,[4 0 1 3 2 5 6]
41,2711,[3 5 2 6 4 1 0],2048,[2 6 0 3 4 1 5],3516,[4 6 1 3 0 2 5],1538,[2 0 6 1 4 3 5]
42,3388,[4 5 1 0 6 2 3],4423,[6 0 5 2 1 4 3],3875,[5 2 1 3 6 4 0],3929,[5 2 4 3 6 1 0]
43,3116,[4 1 6 5 2 0 3],2057,[2 6 0 4 5 3 1],3281,[4 3 1 5 6 2 0],1904,[2 4 6 1 3 0 5]
44,1724,[2 3 1 6 4 0 5],2435,[3 2 1 4 6 5 0],1121,[1 4 2 5 6 3 0],2271,[3 0 6 4 2 5 1]
45,881,[1 2 3 5 6 4 0],1622,[2 1 4 5 3 0 6],3076,[4 1 5 0 6 2 3],1549,[2 0 6 4 1 5 3]
46,3176,[4 2 3 1 5 0 6],3148,[4 2 1 0 6 3 5],3963,[5 3 0 1 4 6 2],705,[0 6 5 2 3 4 1]
47,2211,[3 0 4 1 5 6 2],3173,[4 2 3 0 6 5 1],2611,[3 4 5 6 0 2 1],1760,[2 3 5 1 4 0 6]
48,2160,[3 0 1 2 4 5 6],3905,[5 2 3 4 6 1 0],2593,[3 4 5 0 1 6 2],4004,[5 3 1 6 2 0 4]
49,2223,[3 0 4 5 2 6 1],1083,[1 4 0 2 5 6 3],2675,[3 5 1 2 6 4 0],3957,[5 2 6 4 1 3 0]
50,248,[0 3 1 4 5 2 6],3915,[5 2 4 0 3 6 1],3948,[5 2 6 3 0 1 4],1192,[1 4 6 3 5 0 2]
51,3590,[4 6 5 2 1 0 3],1054,[1 3 5 6 4 0 2],3318,[4 3 5 1 0 2 6],2323,[3 1 2 6 0 5 4]
52,1760,[2 3 5 1 4 0 6],1055,[1 3 5 6 4 2 0],2020,[2 5 6 0 4 1 3],3905,[5 2 3 4 6 1 0]
53,2129,[2 6 4 3 5 1 0],2093,[2 6 3 0 5 4 1],1481,[2 0 3 5 6 4 1],1049,[1 3 5 4 6 2 0]
54,3127,[4 2 0 3 1 6 5],2086,[2 6 1 5 4 0 3],2236,[3 0 5 1 6 2 4],3853,[5 2 0 4 1 6 3]
55,1379,[1 6 3 2 5 4 0],1675,[2 1 6 5 0 4 3],1528,[2 0 5 4 6 1 3],1405,[1 6 4 3 0 5 2]
56,1806,[2 4 0 3 1 5 6],2394,[3 1 6 5 0 2 4],3639,[5 0 2 4 3 6 1],3537,[4 6 2 1 3 5 0]
57,1485,[2 0 3 6 4 5 1],2375,[3 1 5 6 4 2 0],2700,[3 5 2 4 0 1 6],725,[1 0 2 3 6 5 4]
58,1261,[1 5 3 4 0 6 2],1776,[2 3 6 0 1 4 5],3557,[4 6 3 0 5 2 1],1937,[2 5 0 4 6 3 1]
59,3578,[4 6 5 0 2 1 3],4162,[5 4 3 1 6 0 2],1116,[1 4 2 5 0 3 6],890,[1 2 4 0 5 3 6]
60,981,[1 3 0 6 4 5 2],2087,[2 6 1 5 4 3 0],1181,[1 4 6 0 5 3 2],3188,[4 2 3 6 1 0 5]
61,1472,[2 0 3 4 5 1 6],2583,[3 4 2 5 1 6 0],3710,[5 0 6 3 2 1 4],3803,[5 1 4 2 6 3 0]
62,222,[0 2 6 3 1 4 5],1453,[2 0 1 5 3 6 4],1231,[1 5 2 3 0 6 4],3052,[4 1 3 0 6 2 5]
63,2647,[3 5 0 2 1 6 4],3602,[5 0 1 2 4 3 6],1181,[1 4 6 0 5 3 2],657,[0 6 3 2 4 5 1]
64,3288,[4 3 2 0 1 5 6],4095,[5 4 0 3 2 6 1],1122,[1 4 2 6 0 3 5],3189,[4 2 3 6 1 5 0]
65,1678,[2 1 6 5 4 0 3],2762,[3 6 0 1 4 2 5],1766,[2 3 5 4 1 0 6],3249,[4 3 0 2 5 6 1]
66,2618,[3 4 6 0 2 1 5],1827,[2 4 1 0 5 6 3],3138,[4 2 0 6 1 3 5],3919,[5 2 4 1 0 6 3]
67,500,[0 5 1 6 3 2 4],3254,[4 3 0 5 2 1 6],2219,[3 0 4 2 6 5 1],1678,[2 1 6 5 4 0 3]
68,3103,[4 1 6 2 0 5 3],2263,[3 0 6 2 1 5 4],553,[0 5 4 1 2 6 3],3564,[4 6 3 2 0 1 5]
69,1107,[1 4 2 0 5 6 3],3537,[4 6 2 1 3 5 0],2790,[3 6 1 2 0 4 5],4149,[5 4 2 6 1 3 0]
70,1589,[2 1 3 0 6 5 4],979,[1 3 0 6 2 5 4],3406,[4 5 1 6 3 0 2],1061,[1 3 6 0 5 4 2]
71,2728,[3 5 4 2 6 0 1],1057,[1 3 6 0 2 5 4],1774,[2 3 5 6 4 0 1],1163,[1 4 5 2 6 3 0]
72,2144,[2 6 5 1 3 0 4],2069,[2 6 1 0 5 4 3],2593,[3 4 5 0 1 6 2],1560,[2 1 0 3 4 5 6]
73,339,[0 3 6 1 4 5 2],4220,[5 6 0 4 2 1 3],1200,[1 5 0 2 3 4 6],1252,[1 5 3 0 6 2 4]
74,3620,[5 0 1 6 3 2 4],4064,[5 3 6 1 2 0 4],1633,[2 1 5 0 3 6 4],3051,[4 1 3 0 5 6 2]
75,2947,[4 0 3 6 1 5 2],1368,[1 6 3 0 2 4 5],3143,[4 2 0 6 5 3 1],3180,[4 2 3 5 0 1 6]
76,1004,[1 3 2 6 4 0 5],2571,[3 4 2 0 5 6 1],1471,[2 0 3 4 1 6 5],3612,[5 0 1 4 2 3 6]
77,2057,[2 6 0 4 5 3 1],1608,[2 1 4 0 3 5 6],641,[0 6 2 4 5 3 1],2779,[3 6 0 5 1 4 2]
78,3196,[4 2 5 0 6 1 3],1630,[2 1 4 6 5 0 3],2780,[3 6 0 5 2 1 4],688,[0 6 4 3 5 1 2]
79,1221,[1 5 0 6 3 4 2],1098,[1 4 0 6 2 3 5],2304,[3 1 2 0 4 5 6],3166,[4 2 1 6 5 0 3]
80,2059,[2 6 0 5 1 4 3],3103,[4 1 6 2 0 5 3],3434,[4 5 3 0 2 1 6],2051,[2 6 0 3 5 4 1]
81,2625,[3 4 6 1 2 5 0],1492,[2 0 4 1 6 3 5],2465,[3 2 4 5 6 1 0],3415,[4 5 2 1 0 6 3]
82,304,[0 3 4 5 6 1 2],1491,[2 0 4 1 5 6 3],3280,[4 3 1 5 6 0 2],884,[1 2 3 6 4 0 5]
83,3661,[5 0 3 4 1 6 2],1571,[2 1 0 4 6 5 3],3598,[4 6 5 3 2 0 1],3017,[4 1 0 5 6 3 2]
84,310,[0 3 4 6 5 1 2],4298,[5 6 4 0 2 1 3],792,[1 0 5 2 3 4 6],913,[1 2 5 0 3 6 4]
85,865,[1 2 3 0 4 6 5],948,[1 2 6 4 0 3 5],3471,[4 5 6 2 1 3 0],2570,[3 4 2 0 5 1 6]
86,2571,[3 4 2 0 5 6 1],1356,[1 6 2 4 0 3 5],2149,[2 6 5 3 0 4 1],1014,[1 3 4 2 0 5 6]
87,2176,[3 0 1 5 6 2 4],1879,[2 4 5 1 0 6 3],3942,[5 2 6 1 0 3 4],897,[1 2 4 3 5 6 0]
88,1300,[1 5 6 0 4 2 3],967,[1 3 0 4 2 6 5],3369,[4 5 0 2 3 6 1],3943,[5 2 6 1 0 4 3]
89,1117,[1 4 2 5 0 6 3],1570,[2 1 0 4 6 3 5],2073,[2 6 1 3 4 5 0],1028,[1 3 4 6 2 0 5]
90,1304,[1 5 6 2 3 0 4],1240,[1 5 2 4 6 0 3],3198,[4 2 5 1 0 3 6],2466,[3 2 4 6 0 1 5]
91,681,[0 6 4 2 3 5 1],3622,[5 0 1 6 4 2 3],1867,[2 4 3 6 0 5 1],3731,[5 1 0 3 6 4 2]
92,2457,[3 2 4 1 5 6 0],1597,[2 1 3 5 0 6 4],2145,[2 6 5 1 3 4 0],3408,[4 5 2 0 1 3 6]
93,1140,[1 4 3 5 0 2 6],4055,[5 3 4 6 2 1 0],686,[0 6 4 3 2 1 5],3211,[4 2 5 6 0 3 1]
94,208,[0 2 5 4 6 1 3],1449,[2 0 1 4 5 6 3],2356,[3 1 5 0 6 2 4],3872,[5 2 1 3 4 0 6]
95,749,[1 0 3 2 6 5 4],3260,[4 3 0 6 2 1 5],1889,[2 4 5 3 6 1 0],3255,[4 3 0 5 2 6 1]
96,2426,[3 2 1 0 5 4 6],3840,[5 2 0 1 3 4 6],3067,[4 1 3 6 0 5 2],2374,[3 1 5 6 4 0 2]
97,893,[1 2 4 0 6 5 3],2205,[3 0 2 6 4 5 1],3376,[4 5 0 3 6 1 2],2439,[3 2 1 5 4 6 0]
98,3507,[4 6 1 0 3 5 2],1716,[2 3 1 5 0 4 6],2722,[3 5 4 1 6 0 2],920,[1 2 5 3 4 0 6]
99,460,[0 4 6 1 5 2 3],2699,[3 5 2 1 6 4 0],3329,[4 3 5 2 6 1 0],3195,[4 2 5 0 3 6 1]
100,1943,[2 5 0 6 4 3 1],2820,[3 6 2 4 0 1 5],3971,[5 3 0 2 6 4 1],1296,[1 5 6 0 2 3 4]
