100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,3168,[4 2 3 0 1 5 6],498,[0 5 1 6 2 3 4],2137,[2 6 5 0 1 4 3],3030,[4 1 2 3 0 5 6]
19,2241,[3 0 5 2 4 6 1],111,[0 1 6 4 3 5 2],421,[0 4 3 5 1 6 2],4669,[6 2 5 3 0 4 1]
20,1820,[2 4 0 6 3 1 5],5017,[6 5 4 0 1 3 2],4664,[6 2 5 1 3 0 4],2112,[2 6 4 0 1 3 5]
21,4939,[6 5 0 4 1 3 2],2183,[3 0 1 6 5 4 2],4618,[6 2 3 1 5 0 4],620,[0 6 1 5 3 2 4]
22,2416,[3 2 0 5 6 1 4],2742,[3 5 6 1 0 2 4],3981,[5 3 0 6 2 4 1],3002,[4 1 0 2 5 3 6]
23,1511,[2 0 4 6 5 3 1],761,[1 0 3 5 6 4 2],4319,[5 6 4 3 2 1 0],3606,[5 0 1 3 2 4 6]
24,1884,[2 4 5 3 0 1 6],2963,[4 0 5 2 6 3 1],3818,[5 1 6 0 3 2 4],3323,[4 3 5 1 6 2 0]
25,1344,[1 6 2 0 3 4 5],1875,[2 4 5 0 3 6 1],849,[1 2 0 4 5 6 3],4587,[6 2 1 0 4 5 3]
26,2691,[3 5 2 0 4 6 1],92,[0 1 5 6 3 2 4],2437,[3 2 1 5 0 6 4],2786,[3 6 1 0 4 2 5]
27,1875,[2 4 5 0 3 6 1],303,[0 3 4 5 2 6 1],2930,[4 0 3 1 5 2 6],1416,[1 6 5 0 2 3 4]
28,4245,[5 6 1 4 2 3 0],958,[1 2 6 5 4 0 3],1944,[2 5 1 0 3 4 6],4018,[5 3 2 1 6 0 4]
29,1897,[2 4 6 0 1 5 3],2988,[4 0 6 3 1 2 5],4719,[6 3 1 4 2 5 0],2375,[3 1 5 6 4 2 0]
30,3512,[4 6 1 2 3 0 5],1546,[2 0 6 3 5 1 4],578,[0 5 6 1 3 2 4],1405,[1 6 4 3 0 5 2]
31,2922,[4 0 2 6 1 3 5],2262,[3 0 6 2 1 4 5],4476,[6 1 2 4 0 3 5],4271,[5 6 2 4 3 1 0]
32,1362,[1 6 2 5 0 3 4],3291,[4 3 2 0 5 6 1],259,[0 3 1 6 2 5 4],2085,[2 6 1 5 3 4 0]
33,3528,[4 6 2 0 1 3 5],1050,[1 3 5 6 0 2 4],4269,[5 6 2 4 1 3 0],572,[0 5 4 6 2 1 3]
34,3378,[4 5 0 6 1 2 3],4342,[6 0 1 5 4 2 3],4565,[6 2 0 1 5 4 3],1285,[1 5 4 3 0 6 2]
35,3309,[4 3 2 6 1 5 0],1495,[2 0 4 3 1 6 5],801,[1 0 5 3 4 6 2],4894,[6 4 3 5 2 0 1]
36,3482,[4 6 0 1 3 2 5],1645,[2 1 5 4 0 6 3],191,[0 2 4 6 5 3 1],1780,[2 3 6 0 5 1 4]
37,2760,[3 6 0 1 2 4 5],836,[1 0 6 5 3 2 4],4618,[6 2 3 1 5 0 4],2085,[2 6 1 5 3 4 0]
38,1680,[2 3 0 1 4 5 6],595,[0 5 6 4 1 3 2],138,[0 2 1 6 3 4 5],1110,[1 4 2 3 0 5 6]
39,1648,[2 1 5 4 6 0 3],1087,[1 4 0 3 2 6 5],4763,[6 3 4 1 5 2 0],4644,[6 2 4 3 0 1 5]
40,595,[0 5 6 4 1 3 2],1260,[1 5 3 4 0 2 6],3626,[5 0 2 1 4 3 6],2719,[3 5 4 1 0 6 2]
41,816,[1 0 6 2 3 4 5],3014,[4 1 0 5 3 2 6],2842,[3 6 4 1 5 0 2],1885,[2 4 5 3 0 6 1]
42,2393,[3 1 6 4 5 2 0],3515,[4 6 1 2 5 3 0],3720,[5 1 0 2 3 4 6],3772,[5 1 3 0 6 2 4]
43,3411,[4 5 2 0 3 6 1],543,[0 5 3 4 2 6 1],1160,[1 4 5 2 3 0 6],3432,[4 5 3 0 1 2 6]
44,1369,[1 6 3 0 2 5 4],942,[1 2 6 3 0 4 5],971,[1 3 0 4 6 5 2],4070,[5 3 6 2 1 0 4]
45,1260,[1 5 3 4 0 2 6],242,[0 3 1 2 5 4 6],1329,[1 6 0 3 4 5 2],4675,[6 2 5 4 0 3 1]
46,2561,[3 4 1 5 6 2 0],4019,[5 3 2 1 6 4 0],741,[1 0 2 6 4 5 3],1837,[2 4 1 5 0 6 3]
47,3777,[5 1 3 2 4 6 0],733,[1 0 2 5 3 6 4],688,[0 6 4 3 5 1 2],1356,[1 6 2 4 0 3 5]
48,2906,[4 0 2 1 5 3 6],3241,[4 3 0 1 2 6 5],4879,[6 4 3 1 0 5 2],4472,[6 1 2 3 4 0 5]
49,802,[1 0 5 3 6 2 4],1813,[2 4 0 5 1 6 3],646,[0 6 2 5 4 1 3],3555,[4 6 3 0 2 5 1]
50,3813,[5 1 4 6 2 3 0],1434,[1 6 5 4 0 2 3],1025,[1 3 4 5 6 2 0],2086,[2 6 1 5 4 0 3]
51,3769,[5 1 3 0 2 6 4],1349,[1 6 2 0 5 4 3],3608,[5 0 1 3 4 2 6],1921,[2 5 0 1 3 6 4]
52,4736,[6 3 2 1 4 0 5],4296,[5 6 4 0 1 2 3],886,[1 2 3 6 5 0 4],3678,[5 0 4 2 1 3 6]
53,2266,[3 0 6 2 5 1 4],145,[0 2 3 1 4 6 5],1519,[2 0 5 3 1 6 4],3770,[5 1 3 0 4 2 6]
54,3545,[4 6 2 3 5 1 0],3230,[4 2 6 3 1 0 5],351,[0 3 6 4 2 5 1],149,[0 2 3 1 6 5 4]
55,4440,[6 1 0 2 3 4 5],2546,[3 4 1 0 5 2 6],3217,[4 2 6 0 1 5 3],1070,[1 3 6 4 2 0 5]
56,2286,[3 1 0 4 2 5 6],1015,[1 3 4 2 0 6 5],2352,[3 1 5 0 2 4 6],71,[0 1 4 6 5 3 2]
57,4843,[6 4 1 5 0 3 2],2715,[3 5 4 0 2 6 1],4914,[6 4 5 3 0 1 2],2512,[3 2 6 4 5 0 1]
58,3066,[4 1 3 6 0 2 5],1267,[1 5 3 6 0 4 2],554,[0 5 4 1 3 2 6],4746,[6 3 2 5 0 1 4]
59,3651,[5 0 3 1 4 6 2],4902,[6 4 5 1 0 2 3],3521,[4 6 1 3 5 2 0],1822,[2 4 0 6 5 1 3]
60,2195,[3 0 2 4 6 5 1],3293,[4 3 2 0 6 5 1],354,[0 3 6 5 1 2 4],474,[0 4 6 5 1 2 3]
61,4027,[5 3 2 6 0 4 1],2730,[3 5 4 6 0 1 2],3328,[4 3 5 2 6 0 1],4124,[5 4 1 6 2 0 3]
62,1291,[1 5 4 6 0 3 2],1877,[2 4 5 0 6 3 1],1762,[2 3 5 1 6 0 4],4442,[6 1 0 2 4 3 5]
63,610,[0 6 1 3 5 2 4],2442,[3 2 1 6 0 4 5],2053,[2 6 0 4 1 5 3],1995,[2 5 4 0 3 6 1]
64,2657,[3 5 0 4 6 2 1],1963,[2 5 1 6 0 4 3],2163,[3 0 1 2 5 6 4],3806,[5 1 4 3 2 0 6]
65,3203,[4 2 5 1 6 3 0],1894,[2 4 5 6 3 0 1],3717,[5 0 6 4 2 3 1],3088,[4 1 5 3 6 0 2]
66,4979,[6 5 2 1 4 3 0],5030,[6 5 4 2 1 0 3],2787,[3 6 1 0 4 5 2],3871,[5 2 1 3 0 6 4]
67,240,[0 3 1 2 4 5 6],299,[0 3 4 2 6 5 1],779,[1 0 4 3 6 5 2],4770,[6 3 4 5 0 1 2]
68,1202,[1 5 0 2 4 3 6],3140,[4 2 0 6 3 1 5],4955,[6 5 1 2 4 3 0],309,[0 3 4 6 2 5 1]
69,1085,[1 4 0 2 6 5 3],3338,[4 3 6 0 2 1 5],1850,[2 4 3 0 5 1 6],3776,[5 1 3 2 4 0 6]
70,4830,[6 4 1 2 0 3 5],1125,[1 4 2 6 3 5 0],518,[0 5 2 4 3 1 6],4555,[6 1 5 4 0 3 2]
71,2627,[3 4 6 1 5 2 0],157,[0 2 3 5 1 6 4],443,[0 4 5 2 6 3 1],1973,[2 5 3 0 6 4 1]
72,751,[1 0 3 4 2 6 5],2567,[3 4 1 6 5 2 0],3793,[5 1 4 0 2 6 3],4856,[6 4 2 1 3 0 5]
73,1520,[2 0 5 3 4 1 6],2436,[3 2 1 5 0 4 6],2415,[3 2 0 5 4 6 1],3426,[4 5 2 6 0 1 3]
74,1645,[2 1 5 4 0 6 3],1877,[2 4 5 0 6 3 1],2673,[3 5 1 2 4 6 0],198,[0 2 5 3 1 4 6]
75,1003,[1 3 2 6 0 5 4],5005,[6 5 3 2 0 4 1],1821,[2 4 0 6 3 5 1],4814,[6 4 0 3 2 1 5]
76,2545,[3 4 1 0 2 6 5],658,[0 6 3 2 5 1 4],783,[1 0 4 5 3 6 2],2796,[3 6 1 4 0 2 5]
77,4046,[5 3 4 2 1 0 6],183,[0 2 4 5 3 6 1],3460,[4 5 6 0 3 1 2],4610,[6 2 3 0 4 1 5]
78,365,[0 4 1 2 6 5 3],2845,[3 6 4 2 0 5 1],3609,[5 0 1 3 4 6 2],4577,[6 2 0 4 5 3 1]
79,623,[0 6 1 5 4 3 2],706,[0 6 5 2 4 1 3],3466,[4 5 6 1 3 0 2],3688,[5 0 4 3 6 1 2]
80,3824,[5 1 6 2 3 0 4],853,[1 2 0 5 3 6 4],4932,[6 5 0 3 1 2 4],4277,[5 6 3 0 4 2 1]
81,3955,[5 2 6 4 0 3 1],2384,[3 1 6 2 4 0 5],235,[0 2 6 5 1 4 3],153,[0 2 3 4 5 6 1]
82,4010,[5 3 2 0 4 1 6],4521,[6 1 4 2 3 5 0],3091,[4 1 5 6 0 3 2],847,[1 2 0 4 3 6 5]
83,3443,[4 5 3 1 6 2 0],2171,[3 0 1 4 6 5 2],771,[1 0 4 2 5 6 3],1685,[2 3 0 1 6 5 4]
84,3124,[4 2 0 1 6 3 5],3486,[4 6 0 2 1 3 5],4063,[5 3 6 1 0 4 2],2314,[3 1 2 4 6 0 5]
85,4783,[6 3 5 1 0 4 2],4844,[6 4 1 5 2 0 3],2534,[3 4 0 5 2 1 6],1632,[2 1 5 0 3 4 6]
86,3227,[4 2 6 1 5 3 0],1517,[2 0 5 1 6 4 3],3682,[5 0 4 2 6 1 3],1554,[2 0 6 5 1 3 4]
87,4136,[5 4 2 1 3 0 6],2614,[3 4 5 6 2 0 1],420,[0 4 3 5 1 2 6],815,[1 0 5 6 4 3 2]
88,5024,[6 5 4 1 2 0 3],3786,[5 1 3 6 0 2 4],2940,[4 0 3 5 1 2 6],4618,[6 2 3 1 5 0 4]
89,3978,[5 3 0 6 1 2 4],3862,[5 2 0 6 4 1 3],332,[0 3 5 6 2 1 4],4825,[6 4 1 0 2 5 3]
90,1023,[1 3 4 5 2 6 0],4560,[6 2 0 1 3 4 5],3568,[4 6 3 2 5 0 1],2817,[3 6 2 1 4 5 0]
91,3679,[5 0 4 2 1 6 3],1956,[2 5 1 4 0 3 6],65,[0 1 4 5 6 3 2],2896,[4 0 1 5 6 2 3]
92,4735,[6 3 2 1 0 5 4],2594,[3 4 5 0 2 1 6],3492,[4 6 0 3 1 2 5],1791,[2 3 6 4 1 5 0]
93,3069,[4 1 3 6 2 5 0],456,[0 4 6 1 2 3 5],3061,[4 1 3 5 0 6 2],1435,[1 6 5 4 0 3 2]
94,4494,[6 1 3 2 0 4 5],3686,[5 0 4 3 2 1 6],3437,[4 5 3 0 6 2 1],2971,[4 0 5 6 1 3 2]
95,1608,[2 1 4 0 3 5 6],1555,[2 0 6 5 1 4 3],1383,[1 6 3 4 2 5 0],3636,[5 0 2 4 1 3 6]
96,4565,[6 2 0 1 5 4 3],3903,[5 2 3 4 1 6 0],601,[0 6 1 2 3 5 4],1287,[1 5 4 3 2 6 0]
97,1782,[2 3 6 1 0 4 5],93,[0 1 5 6 3 4 2],13,[0 1 2 5 3 6 4],3619,[5 0 1 6 2 4 3]
98,754,[1 0 3 4 6 2 5],1605,[2 1 3 6 4 5 0],3398,[4 5 1 3 2 0 6],4667,[6 2 5 1 4 3 0]
99,3206,[4 2 5 3 1 0 6],2073,[2 6 1 3 4 5 0],2033,[2 5 6 3 4 1 0],1166,[1 4 5 3 2 0 6]
100,1322,[1 6 0 2 4 3 5],231,[0 2 6 4 3 5 1],2604,[3 4 5 2 0 1 6],1343,[1 6 0 5 4 3 2]
