99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
15,105727,[0 3 6 9 8 1 4 2 7 5],1547397,[4 2 5 0 1 9 8 6 7 3],2779195,[7 5 9 2 8 6 4 0 3 1],299119,[0 8 4 3 5 7 2 1 9 6],1517841,[4 1 7 2 0 8 5 6 9 3],1698896,[4 7 1 0 6 5 3 8 2 9],898245,[2 5 3 1 7 4 9 6 8 0],2489027,[6 8 5 7 9 4 1 3 2 0],467045,[1 3 6 7 8 0 2 9 5 4],3176908,[8 6 7 2 3 1 0 9 4 5],3188578,[8 7 0 5 4 3 2 9 1 6],357427,[0 9 7 8 3 4 6 1 5 2],966058,[2 6 9 5 7 3 1 8 0 4],2568207,[7 0 6 4 9 5 3 2 8 1],3287842,[9 0 5 3 4 7 2 8 1 6],405539,[1 2 0 6 4 7 5 9 8 3],1625639,[4 5 2 6 8 9 7 3 1 0],3272411,[9 0 2 4 1 3 6 8 7 5],3443641,[9 4 3 1 8 0 2 5 7 6],943624,[2 6 4 1 7 5 8 9 0 3]
17,2918833,[8 0 4 1 9 6 2 3 7 5],3304914,[9 0 8 6 1 7 5 2 3 4],2753455,[7 5 2 3 1 6 4 0 9 8],2124841,[5 8 6 4 1 0 2 3 9 7],2630970,[7 2 3 0 1 8 9 4 5 6],923633,[2 5 9 1 7 8 4 6 3 0],1681528,[4 6 7 5 2 8 3 9 0 1],1325416,[3 6 8 9 7 0 4 5 1 2],3424574,[9 3 8 4 2 0 6 5 1 7],835451,[2 3 7 8 4 0 5 9 6 1],3310279,[9 1 0 7 5 6 3 2 8 4],712415,[1 9 6 3 4 7 8 5 2 0],2581387,[7 1 0 3 4 6 9 2 8 5],2276935,[6 2 4 8 3 5 1 0 9 7],1556703,[4 2 6 9 0 5 7 3 8 1],234424,[0 6 8 4 5 3 7 9 1 2],3011398,[8 2 6 4 3 9 7 5 0 1],1717763,[4 7 5 8 6 3 1 9 2 0],1450234,[3 9 8 6 1 2 4 7 0 5],1315200,[3 6 5 9 7 0 1 2 4 8]
19,3561191,[9 7 2 5 0 4 8 6 3 1],3108449,[8 5 0 7 2 6 4 9 3 1],2781963,[7 5 9 8 6 0 1 3 4 2],2518650,[6 9 3 7 0 5 8 1 2 4],587844,[1 6 5 7 3 8 4 0 2 9],775568,[2 1 3 9 4 0 6 7 5 8],3027997,[8 3 0 7 5 2 6 1 9 4],573287,[1 6 2 8 3 4 9 7 5 0],3427624,[9 4 0 1 6 5 7 8 2 3],1720861,[4 7 6 3 0 5 8 1 9 2],2315867,[6 3 4 5 2 9 1 8 7 0],2326714,[6 3 7 5 4 1 2 9 0 8],3274306,[9 0 2 6 5 8 3 7 1 4],2354190,[6 4 3 0 8 2 5 1 7 9],848294,[2 4 0 5 3 1 8 7 6 9],3036609,[8 3 2 5 6 0 4 7 9 1],2226278,[6 1 2 8 0 4 7 5 3 9],2766052,[7 5 4 8 6 2 0 9 1 3],2307321,[6 3 1 8 5 7 2 4 9 0],362851,[0 9 8 7 6 4 5 1 3 2]
21,303848,[0 8 5 3 1 2 6 7 4 9],1429650,[3 9 4 6 5 7 8 0 1 2],282684,[0 8 1 2 6 7 5 3 4 9],614250,[1 7 2 9 0 6 8 3 4 5],1630308,[4 5 3 6 1 9 7 0 2 8],3127355,[8 5 4 3 6 1 2 9 7 0],3509295,[9 6 0 3 1 2 7 5 8 4],2648438,[7 2 6 4 3 1 8 5 0 9],2597435,[7 1 4 3 6 2 5 9 8 0],1330188,[3 6 9 8 2 7 4 0 1 5],1817741,[5 0 1 7 6 9 2 8 4 3],385583,[1 0 6 5 7 2 9 8 4 3],199965,[0 5 9 6 7 2 8 3 4 1],1354462,[3 7 5 8 1 0 9 6 2 4],2497743,[6 8 9 4 0 3 5 2 7 1],3339635,[9 1 7 5 3 2 4 8 6 0],3057386,[8 3 7 5 2 1 0 6 4 9],1278527,[3 5 7 6 8 1 9 4 2 0],297892,[0 8 4 1 7 5 2 9 3 6],69110,[0 2 7 6 9 8 4 3 1 5]
23,1799431,[4 9 6 0 2 3 5 1 8 7],2592443,[7 1 3 4 6 8 2 9 5 0],1460980,[4 0 2 9 1 8 3 7 5 6],2726266,[7 4 5 9 2 8 1 6 0 3],2188195,[6 0 3 2 1 9 8 4 7 5],429942,[1 2 7 4 0 9 5 3 6 8],3215966,[8 7 6 0 4 5 3 2 1 9],2717181,[7 4 3 0 9 1 8 5 6 2],1348759,[3 7 4 6 1 8 2 0 9 5],2302972,[6 3 0 9 5 4 1 8 2 7],188171,[0 5 7 3 4 1 6 9 8 2],3008234,[8 2 5 9 0 6 1 4 3 7],3222366,[8 7 9 2 4 0 3 1 5 6],462931,[1 3 5 8 9 6 7 0 4 2],1917500,[5 2 6 4 1 0 9 7 3 8],2987245,[8 2 0 6 9 5 4 1 7 3],3550451,[9 7 0 4 2 1 5 8 6 3],188983,[0 5 7 4 3 9 2 1 8 6],2875751,[7 9 2 5 0 4 8 6 3 1],772008,[2 1 3 4 5 7 0 6 8 9]
25,256759,[0 7 3 9 5 6 2 1 8 4],2258993,[6 2 0 3 5 9 7 8 4 1],3542397,[9 6 7 5 8 4 3 1 2 0],2313102,[6 3 2 9 5 8 1 0 4 7],133541,[0 4 3 6 5 9 1 8 7 2],1787512,[4 9 2 6 5 8 3 7 0 1],460499,[1 3 5 4 7 6 2 9 8 0],2530311,[6 9 7 0 2 8 4 3 5 1],685096,[1 8 9 7 4 0 5 6 2 3],46391,[0 2 3 4 6 7 9 8 5 1],2682895,[7 3 5 2 1 6 4 0 9 8],583834,[1 6 4 8 9 2 3 7 0 5],306897,[0 8 5 9 2 4 3 6 7 1],683029,[1 8 9 4 5 7 3 0 6 2],598473,[1 6 8 7 2 3 4 5 9 0],1287832,[3 5 9 4 6 8 2 7 0 1],108489,[0 3 7 5 8 1 4 6 9 2],1144658,[3 1 5 0 8 9 2 6 4 7],297805,[0 8 4 1 6 7 5 2 9 3],510097,[1 4 7 2 5 9 0 3 8 6]
27,1461109,[4 0 2 9 3 8 6 1 7 5],572574,[1 6 2 7 3 5 4 0 8 9],3224201,[8 7 9 5 0 2 4 6 3 1],306945,[0 8 5 9 2 7 3 4 6 1],317396,[0 8 7 9 5 6 4 2 1 3],163858,[0 5 1 6 7 4 3 9 2 8],2322201,[6 3 5 8 1 7 2 4 9 0],2615249,[7 1 8 9 2 5 4 6 3 0],1557620,[4 2 7 0 5 1 9 6 3 8],976004,[2 7 1 6 5 3 9 4 0 8],2615291,[7 1 8 9 3 0 4 6 5 2],790083,[2 1 6 8 4 0 3 7 9 5],629415,[1 7 5 9 2 0 6 4 8 3],1469235,[4 0 5 6 7 8 1 3 9 2],404786,[1 2 0 5 4 6 3 8 7 9],2950472,[8 1 2 4 9 3 5 6 0 7],1647245,[4 5 8 7 9 0 1 6 3 2],452443,[1 3 2 8 5 4 9 0 7 6],133864,[0 4 3 6 9 5 7 8 1 2],335779,[0 9 3 6 4 1 8 2 7 5]
29,1959760,[5 3 6 8 9 1 4 7 0 2],1563264,[4 2 8 1 3 5 0 6 7 9],1886684,[5 1 8 3 4 2 9 6 0 7],146732,[0 4 7 1 8 6 9 3 2 5],2692005,[7 3 8 0 9 2 6 4 5 1],2435311,[6 7 3 1 4 2 5 0 9 8],1753090,[4 8 3 7 9 0 2 6 1 5],1674412,[4 6 5 1 7 3 0 9 2 8],1115336,[3 0 7 4 1 6 5 8 2 9],1632488,[4 5 3 9 2 0 6 7 1 8],1438507,[3 9 6 2 8 4 7 0 5 1],889303,[2 5 0 6 1 9 4 3 8 7],2114572,[5 8 3 4 9 2 0 7 1 6],1538163,[4 2 1 3 6 0 5 8 9 7],2412900,[6 5 8 7 1 3 4 0 2 9],1196854,[3 2 7 5 1 8 9 6 0 4],808960,[2 3 0 6 7 4 8 9 1 5],2169581,[5 9 7 3 1 8 0 6 4 2],2565677,[7 0 6 1 4 8 2 9 5 3],2057585,[5 7 0 2 8 4 6 9 3 1]
31,3246363,[8 9 4 0 7 1 2 5 6 3],2361174,[6 4 5 3 2 7 1 0 8 9],1340370,[3 7 1 9 5 6 8 0 2 4],2467532,[6 8 1 5 0 7 9 3 2 4],170652,[0 5 2 9 1 3 7 4 6 8],3585815,[9 7 8 3 1 5 6 4 2 0],2379347,[6 5 0 1 7 9 3 8 4 2],1548460,[4 2 5 1 7 9 0 8 3 6],2522067,[6 9 4 2 8 1 0 5 7 3],3486423,[9 5 3 7 1 4 6 2 8 0],1507659,[4 1 5 0 9 8 2 6 7 3],2711785,[7 4 2 0 5 3 1 6 9 8],2417300,[6 5 9 4 2 0 8 3 1 7],1683218,[4 6 7 9 5 8 0 2 1 3],3182555,[8 6 9 3 1 2 4 7 5 0],1827773,[5 0 3 7 6 4 1 9 8 2],2874628,[7 9 2 3 5 1 0 8 4 6],1409532,[3 8 9 5 6 0 4 1 2 7],2477538,[6 8 3 5 0 1 9 2 4 7],1059178,[2 9 3 1 0 6 5 8 4 7]
33,1184245,[3 2 4 9 7 6 5 0 8 1],2110032,[5 8 2 6 4 7 0 1 3 9],2734393,[7 4 8 3 6 5 0 1 9 2],955553,[2 6 7 5 0 9 4 8 3 1],1186331,[3 2 5 4 8 0 6 9 7 1],1226719,[3 4 5 2 8 7 1 0 9 6],3001741,[8 2 4 6 0 5 7 1 9 3],1980143,[5 4 0 9 2 1 8 7 6 3],2819166,[7 6 9 2 4 0 3 1 5 8],1856745,[5 1 0 4 8 9 3 6 7 2],3453808,[9 4 6 1 8 5 3 7 0 2],2082247,[5 7 6 1 0 2 4 3 9 8],2557611,[7 0 4 5 2 6 1 8 9 3],2576346,[7 0 9 2 3 5 8 1 4 6],64816,[0 2 6 9 1 3 7 8 4 5],2271616,[6 2 3 8 0 1 7 9 4 5],2202921,[6 0 7 1 5 8 3 4 9 2],3108013,[8 5 0 6 7 1 4 2 9 3],3180989,[8 6 9 1 0 3 2 7 5 4],2309798,[6 3 2 4 0 5 8 7 1 9]
35,1842040,[5 0 7 4 3 2 8 9 1 6],2837935,[7 8 3 0 5 4 2 1 9 6],337923,[0 9 4 1 5 2 3 7 8 6],408163,[1 2 0 9 8 4 7 3 6 5],2511624,[6 9 2 3 4 1 0 5 7 8],300014,[0 8 4 5 7 1 6 3 2 9],1261878,[3 5 2 4 7 8 1 0 6 9],196011,[0 5 8 9 2 4 1 6 7 3],2504335,[6 9 0 8 2 4 3 1 7 5],1916928,[5 2 6 3 4 7 0 1 8 9],1355951,[3 7 6 0 2 5 9 8 4 1],2406407,[6 5 7 3 1 2 9 8 4 0],3224075,[8 7 9 4 6 1 2 5 3 0],807616,[2 3 0 4 8 1 7 9 5 6],755882,[2 0 7 9 8 1 3 5 4 6],3296644,[9 0 7 1 6 2 3 8 4 5],256214,[0 7 3 8 9 1 5 4 2 6],3412181,[9 3 6 0 1 8 2 7 5 4],3533657,[9 6 5 0 8 1 4 7 3 2],389337,[1 0 7 3 8 5 4 6 9 2]
37,719794,[1 9 7 6 5 2 3 8 0 4],2837881,[7 8 3 0 5 1 2 4 9 6],2125603,[5 8 6 7 1 2 9 0 4 3],2201577,[6 0 5 8 7 3 2 4 9 1],873028,[2 4 7 1 6 3 0 9 5 8],2794462,[7 6 2 4 1 0 9 8 3 5],2331108,[6 3 8 4 5 9 2 0 1 7],2576923,[7 0 9 3 1 4 8 2 6 5],2840357,[7 8 3 4 9 5 0 6 2 1],2790487,[7 6 1 5 8 0 3 2 9 4],1223306,[3 4 2 8 0 5 1 7 6 9],3542814,[9 6 7 8 3 2 1 0 4 5],1856389,[5 1 0 4 3 9 7 2 8 6],3197058,[8 7 2 3 4 0 9 1 5 6],1644468,[4 5 8 1 9 7 3 0 2 6],2320886,[6 3 5 4 2 8 7 1 0 9],1602045,[4 3 7 9 0 2 8 5 6 1],825053,[2 3 5 7 9 4 0 8 6 1],3052784,[8 3 6 5 9 7 1 2 0 4],3059349,[8 3 9 0 1 5 7 4 6 2]
39,420690,[1 2 5 6 3 8 9 0 4 7],2106056,[5 8 1 9 0 4 3 6 2 7],2208162,[6 0 8 1 9 3 7 2 4 5],1250984,[3 5 0 2 6 9 4 7 1 8],2990708,[8 2 1 4 7 5 9 3 0 6],2719412,[7 4 3 5 9 6 8 1 0 2],1744980,[4 8 2 1 6 5 7 0 3 9],1009719,[2 8 0 4 5 3 7 6 9 1],418769,[1 2 5 0 7 8 6 9 4 3],883794,[2 4 9 3 5 8 7 0 1 6],1725425,[4 7 8 2 3 5 6 9 1 0],718098,[1 9 7 4 3 0 8 2 5 6],128889,[0 4 2 7 1 3 6 8 9 5],3479783,[9 5 2 4 0 1 8 7 6 3],1455468,[4 0 1 8 5 9 6 2 3 7],1284224,[3 5 8 7 4 9 1 2 0 6],3476143,[9 5 1 6 8 7 2 0 4 3],150603,[0 4 7 9 2 1 3 6 8 5],505143,[1 4 6 2 7 5 8 3 9 0],222905,[0 6 5 2 7 4 8 9 3 1]
41,2765922,[7 5 4 8 3 1 9 0 2 6],1220234,[3 4 2 0 8 7 1 6 5 9],3277267,[9 0 3 2 7 5 8 1 6 4],1570336,[4 2 9 6 0 1 7 8 3 5],3425362,[9 3 8 5 2 6 1 7 0 4],2805948,[7 6 4 8 0 9 3 1 2 5],3422548,[9 3 8 0 5 2 1 7 4 6],2552847,[7 0 3 5 6 8 4 2 9 1],1865269,[5 1 3 0 7 9 6 2 8 4],3589939,[9 8 0 3 1 2 7 4 6 5],2345688,[6 4 1 3 9 5 0 2 7 8],456992,[1 3 4 7 8 2 5 6 0 9],1795928,[4 9 5 2 3 0 6 7 1 8],3039741,[8 3 4 0 9 1 7 5 6 2],2757443,[7 5 3 0 8 6 2 9 4 1],2465045,[6 8 1 0 7 2 3 9 5 4],1687066,[4 6 8 7 0 9 2 5 1 3],2248461,[6 1 8 0 9 2 7 4 5 3],1016744,[2 8 1 7 0 9 4 5 3 6],635319,[1 7 8 0 4 3 6 5 9 2]
43,2026168,[5 6 2 0 1 8 7 9 3 4],2664345,[7 3 0 6 4 9 2 5 8 1],3120673,[8 5 3 1 2 7 0 4 9 6],1375653,[3 8 0 9 5 6 7 2 4 1],2389353,[6 5 2 0 7 3 4 8 9 1],678563,[1 8 7 5 3 6 2 9 4 0],934737,[2 6 1 5 3 7 4 8 9 0],616254,[1 7 3 2 9 5 4 0 6 8],163249,[0 5 1 4 8 6 2 3 9 7],1615590,[4 5 0 6 9 2 3 1 7 8],3107172,[8 5 0 4 6 1 7 2 3 9],1387272,[3 8 4 1 7 6 0 2 5 9],1020558,[2 8 3 5 4 7 1 0 6 9],3222839,[8 7 9 3 0 6 5 4 2 1],2030721,[5 6 2 9 3 7 1 4 8 0],2044105,[5 6 7 4 0 2 1 3 9 8],402379,[1 0 9 7 8 2 6 3 5 4],1325904,[3 6 9 0 5 2 1 4 7 8],2381038,[6 5 0 3 9 8 7 4 1 2],1586843,[4 3 2 8 9 6 1 7 5 0]
45,1469447,[4 0 5 6 9 2 8 7 3 1],723258,[1 9 8 4 5 0 7 2 3 6],1981449,[5 4 1 2 0 3 7 8 9 6],2405940,[6 5 7 2 4 3 8 0 1 9],15618,[0 1 5 2 8 3 9 4 6 7],1045478,[2 8 9 4 0 3 6 5 1 7],386106,[1 0 6 7 3 5 9 2 4 8],920145,[2 5 8 4 9 7 1 3 6 0],2006783,[5 4 8 1 2 0 9 7 6 3],120954,[0 3 9 8 7 6 5 1 2 4],1172506,[3 2 0 7 5 9 4 8 1 6],206232,[0 6 1 9 4 7 2 3 5 8],648553,[1 8 0 6 7 5 2 3 9 4],727764,[2 0 1 5 8 7 6 3 4 9],761536,[2 0 9 1 7 3 6 8 4 5],397601,[1 0 8 9 3 4 6 7 5 2],1433653,[3 9 5 4 1 0 7 2 8 6],3349183,[9 2 0 5 6 8 3 1 7 4],2094175,[5 7 9 3 4 2 1 0 8 6],528043,[1 5 0 8 4 3 9 2 7 6]
47,706395,[1 9 5 2 0 7 3 6 8 4],3329228,[9 1 5 4 8 3 7 2 0 6],2090546,[5 7 8 6 3 1 0 4 2 9],2165950,[5 9 6 7 1 3 8 4 0 2],654064,[1 8 2 7 4 5 6 9 0 3],3528654,[9 6 4 0 8 3 2 1 5 7],1239992,[3 4 8 0 2 5 6 7 1 9],2679744,[7 3 4 6 9 1 0 2 5 8],1991141,[5 4 3 0 6 9 1 8 7 2],1663226,[4 6 2 0 1 5 3 8 7 9],1584029,[4 3 2 5 0 6 1 9 8 7],284079,[0 8 1 4 6 3 7 5 9 2],1022543,[2 8 3 9 1 0 7 6 5 4],2345642,[6 4 1 3 9 0 2 7 5 8],376189,[1 0 4 7 5 9 6 2 8 3],3061819,[8 3 9 4 5 0 7 1 6 2],1880788,[5 1 7 2 3 4 0 9 6 8],1653047,[4 5 9 8 7 1 6 3 2 0],3053063,[8 3 6 7 2 0 9 5 4 1],2807845,[7 6 5 0 8 4 3 1 9 2]
49,134335,[0 4 3 7 6 5 2 1 9 8],3460442,[9 4 7 5 1 0 2 6 3 8],385343,[1 0 6 5 3 2 9 8 7 4],671209,[1 8 6 2 3 5 0 4 9 7],1467424,[4 0 5 2 1 7 8 9 3 6],1869867,[5 1 4 0 2 6 3 8 9 7],1819469,[5 0 2 1 3 6 4 9 8 7],1373736,[3 8 0 5 9 7 1 2 4 6],1651382,[4 5 9 6 3 2 7 1 0 8],1364479,[3 7 8 6 0 5 2 1 9 4],2693791,[7 3 8 4 2 1 5 0 9 6],781353,[2 1 5 0 4 6 7 8 9 3],2517038,[6 9 3 2 8 1 5 4 0 7],1315957,[3 6 7 0 8 2 5 1 9 4],2842516,[7 8 3 9 6 4 0 5 1 2],2543677,[7 0 1 6 9 3 5 2 8 4],3215981,[8 7 6 0 4 9 1 5 3 2],3174126,[8 6 5 7 3 0 2 1 4 9],1003443,[2 7 9 0 6 1 3 5 8 4],1369685,[3 7 9 6 2 0 1 8 5 4]
