98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
15,1112513,[3 0 6 8 1 9 5 7 4 2],1070547,[2 9 5 3 8 1 0 6 7 4],2701035,[7 3 9 8 2 5 0 4 6 1],1878027,[5 1 6 7 3 2 0 8 9 4],103606,[0 3 6 5 9 2 8 7 1 4],2304020,[6 3 1 2 0 4 9 7 5 8],3596192,[9 8 1 4 6 2 3 5 0 7],1032600,[2 8 5 9 1 0 3 4 6 7],2314536,[6 3 4 1 7 9 0 2 5 8],1037748,[2 8 6 9 1 7 4 0 3 5],3247818,[8 9 4 2 7 0 6 1 3 5],2546377,[7 0 2 3 6 9 1 4 8 5],1595839,[4 3 6 7 2 8 1 0 9 5],163331,[0 5 1 4 9 2 6 8 7 3],2823175,[7 8 0 2 1 5 4 3 9 6],1868401,[5 1 3 8 0 2 4 6 9 7],2331692,[6 3 8 5 2 7 9 1 0 4],2629555,[7 2 1 8 0 9 6 3 5 4],3138214,[8 5 7 4 3 6 9 2 0 1],792330,[2 1 7 3 5 8 9 0 4 6]
17,296274,[0 8 3 7 4 9 6 1 2 5],3277943,[9 0 3 4 7 1 8 6 5 2],459609,[1 3 5 2 6 0 7 8 9 4],3503327,[9 5 8 0 6 2 7 4 3 1],351222,[0 9 6 5 7 8 2 1 3 4],479134,[1 3 9 0 5 7 8 6 2 4],2073579,[5 7 3 2 9 8 0 4 6 1],2467577,[6 8 1 5 2 0 7 9 4 3],859857,[2 4 3 7 1 6 5 8 9 0],2318547,[6 3 5 0 2 4 1 8 9 7],2340131,[6 4 0 3 2 1 7 9 8 5],3497969,[9 5 7 0 2 6 4 8 3 1],2709083,[7 4 1 5 6 8 2 9 3 0],1609397,[4 3 9 2 1 7 0 8 6 5],1207132,[3 2 9 5 6 4 0 8 1 7],1884005,[5 1 7 8 6 0 2 9 4 3],533634,[1 5 2 9 0 8 7 3 4 6],3351800,[9 2 1 0 4 7 5 6 3 8],1755574,[4 8 5 2 1 7 9 6 0 3],2607158,[7 1 6 3 0 4 8 5 2 9]
19,907173,[2 5 4 9 8 6 7 1 3 0],2252121,[6 1 8 7 9 4 2 3 5 0],2001079,[5 4 7 0 2 8 3 1 9 6],2658697,[7 2 9 4 5 8 0 1 6 3],1171962,[3 2 0 6 8 4 9 1 5 7],3347932,[9 2 0 3 8 5 1 7 4 6],1910870,[5 2 4 0 9 8 6 3 1 7],1805226,[4 9 7 1 2 5 8 0 3 6],2902563,[7 9 8 6 2 0 1 4 5 3],1465174,[4 0 3 7 9 6 8 5 1 2],1866050,[5 1 3 2 8 6 0 7 4 9],618740,[1 7 3 8 4 0 9 5 2 6],3423626,[9 3 8 2 0 4 1 6 5 7],237553,[0 6 9 1 8 5 2 3 7 4],2895900,[7 9 6 4 0 3 5 1 2 8],745480,[2 0 5 9 4 3 7 8 1 6],2250485,[6 1 8 4 7 0 2 9 5 3],754683,[2 0 7 8 3 1 4 6 9 5],1605676,[4 3 8 6 0 7 1 9 2 5],2136197,[5 8 9 6 7 3 0 4 2 1]
21,264967,[0 7 5 6 1 2 4 3 9 8],947924,[2 6 5 0 7 3 9 4 1 8],1836806,[5 0 6 4 1 8 7 3 2 9],2264133,[6 2 1 3 7 8 9 4 5 0],1530655,[4 1 9 6 8 3 2 0 7 5],2260869,[6 2 0 7 1 5 9 4 8 3],2450290,[6 7 8 1 2 0 4 9 3 5],820174,[2 3 4 8 0 7 9 6 1 5],3069999,[8 4 1 0 9 3 6 5 7 2],2456406,[6 7 9 2 5 0 3 1 4 8],158732,[0 4 9 5 3 7 8 2 1 6],1995655,[5 4 3 9 7 2 1 0 8 6],2885542,[7 9 4 3 6 0 8 5 1 2],2632461,[7 2 3 4 1 0 9 6 8 5],950896,[2 6 5 7 8 0 4 9 1 3],2205000,[6 0 7 4 5 1 2 3 8 9],339566,[0 9 4 3 6 7 5 2 1 8],2254822,[6 1 9 3 7 0 8 5 2 4],1124770,[3 0 9 2 4 1 6 8 5 7],342688,[0 9 4 8 7 5 3 6 1 2]
23,1545218,[4 2 3 7 0 9 1 6 5 8],3034445,[8 3 2 0 6 1 4 9 7 5],396879,[1 0 8 7 3 4 6 5 9 2],2871881,[7 9 1 6 5 2 4 8 3 0],2760346,[7 5 3 6 8 9 1 4 0 2],683136,[1 8 9 4 6 7 0 2 3 5],235109,[0 6 8 5 4 2 1 9 7 3],1731262,[4 7 9 3 5 0 8 6 1 2],1228224,[3 4 5 7 9 1 0 2 6 8],1458755,[4 0 2 6 1 5 7 9 8 3],864287,[2 4 5 6 3 1 9 8 7 0],981685,[2 7 3 8 4 6 5 0 9 1],2886869,[7 9 4 6 3 1 0 8 5 2],1569150,[4 2 9 3 5 1 6 0 7 8],3505477,[9 5 8 3 6 1 4 0 7 2],2166999,[5 9 6 8 4 1 3 2 7 0],650815,[1 8 2 0 9 5 4 3 7 6],1173058,[3 2 0 8 4 6 5 9 1 7],1824792,[5 0 3 1 6 8 2 4 7 9],1563170,[4 2 8 1 0 6 3 7 5 9]
25,3456466,[9 4 6 7 3 8 1 5 0 2],981831,[2 7 3 8 5 9 4 1 6 0],2301034,[6 3 0 5 9 2 4 8 1 7],1969031,[5 3 8 6 7 2 9 4 1 0],1730921,[4 7 9 3 0 2 6 8 5 1],569584,[1 6 2 0 3 7 8 9 4 5],2049370,[5 6 8 4 2 0 3 9 1 7],3190344,[8 7 1 0 2 4 3 5 6 9],581323,[1 6 4 3 5 2 9 0 8 7],2733319,[7 4 8 2 1 6 3 0 9 5],2364484,[6 4 7 1 0 2 3 9 5 8],854169,[2 4 1 6 5 0 7 8 9 3],236760,[0 6 8 9 7 1 2 3 4 5],1740089,[4 8 1 2 7 6 5 9 3 0],3429091,[9 4 0 3 6 7 8 1 5 2],218236,[0 6 4 3 1 8 2 9 5 7],1468394,[4 0 5 3 6 8 1 7 2 9],230579,[0 6 7 8 2 4 3 9 5 1],2362307,[6 4 5 7 9 8 1 3 2 0],2702765,[7 4 0 2 9 1 3 8 6 5]
27,2205034,[6 0 7 4 5 2 3 9 1 8],2029012,[5 6 2 7 0 4 1 9 3 8],1078376,[2 9 6 8 5 3 1 4 0 7],526369,[1 5 0 6 2 7 3 4 9 8],2911589,[8 0 2 6 9 3 1 7 5 4],625674,[1 7 5 0 9 8 6 2 3 4],2087243,[5 7 8 0 9 4 2 6 3 1],3539737,[9 6 7 2 1 8 0 3 5 4],227462,[0 6 7 1 9 4 5 3 2 8],2125212,[5 8 6 4 7 0 3 1 2 9],234615,[0 6 8 4 9 1 5 3 7 2],968235,[2 7 0 1 8 6 3 5 9 4],1933468,[5 2 9 6 3 1 0 8 4 7],160043,[0 4 9 7 2 6 3 8 5 1],2764880,[7 5 4 6 0 8 2 3 1 9],3608300,[9 8 3 7 4 0 6 2 1 5],3381599,[9 2 7 8 4 6 5 3 1 0],678446,[1 8 7 5 2 6 4 3 0 9],464327,[1 3 6 0 9 4 8 7 5 2],1350650,[3 7 4 9 8 2 0 5 1 6]
29,376909,[1 0 4 8 5 9 6 2 7 3],3425759,[9 3 8 5 7 6 4 2 1 0],2512605,[6 9 2 4 7 1 8 3 5 0],788108,[2 1 6 4 7 5 9 3 0 8],1330246,[3 6 9 8 4 1 7 5 0 2],443811,[1 3 0 2 6 7 4 8 9 5],653559,[1 8 2 6 7 3 5 4 9 0],1201533,[3 2 8 4 7 6 9 1 5 0],1115516,[3 0 7 4 2 9 8 5 1 6],434927,[1 2 8 4 0 5 9 7 6 3],2286777,[6 2 7 8 0 4 3 5 9 1],2608802,[7 1 6 5 3 0 2 8 4 9],1868422,[5 1 3 8 0 2 9 7 4 6],2336406,[6 3 9 5 0 1 4 2 7 8],1363792,[3 7 8 5 0 9 4 6 1 2],3587126,[9 7 8 5 0 4 3 2 1 6],2058813,[5 7 0 4 3 8 9 2 6 1],425849,[1 2 6 5 4 8 7 9 3 0],1398626,[3 8 6 4 5 1 0 7 2 9],3388886,[9 3 0 4 7 6 5 2 1 8]
31,2953262,[8 1 2 9 6 4 5 3 0 7],373295,[1 0 4 2 6 8 9 7 5 3],1944713,[5 3 1 8 9 7 4 6 2 0],1249523,[3 4 9 8 2 6 1 7 5 0],2743550,[7 5 0 3 4 9 6 2 1 8],361908,[0 9 8 6 4 7 3 1 2 5],1391326,[3 8 5 0 4 2 9 7 1 6],3346579,[9 2 0 1 3 4 8 5 7 6],2287554,[6 2 7 9 0 8 5 1 3 4],1854603,[5 0 9 8 7 1 2 4 6 3],1496052,[4 1 0 8 9 2 6 3 5 7],439588,[1 2 9 3 6 4 0 8 5 7],2562406,[7 0 5 3 9 2 8 6 1 4],2334691,[6 3 9 1 5 7 8 0 4 2],170364,[0 5 2 8 6 7 4 1 3 9],264261,[0 7 5 4 1 2 9 6 8 3],1500323,[4 1 2 7 8 6 3 9 5 0],2489654,[6 8 5 9 7 0 3 2 1 4],1386064,[3 8 4 0 1 6 7 9 2 5],614750,[1 7 2 9 6 8 4 3 0 5]
33,3354078,[9 2 1 5 4 7 3 0 6 8],92647,[0 3 4 5 8 1 6 2 9 7],1485281,[4 0 8 6 9 2 5 7 3 1],1992649,[5 4 3 2 7 6 0 1 9 8],1889093,[5 1 8 7 6 3 0 9 4 2],3017024,[8 2 7 5 1 9 3 4 0 6],301308,[0 8 4 7 3 9 5 1 2 6],3362955,[9 2 4 1 7 6 0 5 8 3],1646662,[4 5 8 7 0 1 9 6 2 3],2229881,[6 1 3 5 0 4 8 9 7 2],1055013,[2 9 1 4 3 7 8 5 6 0],870247,[2 4 6 7 8 0 3 1 9 5],2943841,[8 1 0 2 7 3 4 5 9 6],179079,[0 5 4 6 8 2 7 3 9 1],3365037,[9 2 4 6 5 8 7 1 3 0],1582021,[4 3 1 9 2 6 7 0 8 5],2098475,[5 8 0 3 6 2 4 9 7 1],3342962,[9 1 8 3 0 2 4 6 5 7],57231,[0 2 5 4 6 9 7 3 8 1],1208030,[3 2 9 6 7 8 4 1 0 5]
35,3462687,[9 4 8 0 2 6 5 3 7 1],1113364,[3 0 6 9 4 1 2 8 5 7],79032,[0 2 9 6 7 5 1 3 4 8],1818907,[5 0 1 9 3 6 8 2 7 4],2368754,[6 4 7 9 8 3 0 2 1 5],1926752,[5 2 8 3 0 4 6 7 1 9],1366647,[3 7 9 1 0 6 5 4 8 2],945099,[2 6 4 5 7 9 0 3 8 1],1276326,[3 5 7 1 8 0 4 2 6 9],1620331,[4 5 1 6 3 8 9 0 7 2],946738,[2 6 4 8 9 3 1 7 0 5],1016891,[2 8 1 7 4 0 5 9 6 3],3591555,[9 8 0 5 2 6 1 4 7 3],808922,[2 3 0 6 7 1 4 8 5 9],3394331,[9 3 1 5 4 0 6 8 7 2],1752372,[4 8 3 6 9 0 5 1 2 7],2586550,[7 1 2 3 5 6 9 8 0 4],3153231,[8 6 1 5 3 9 4 2 7 0],2510901,[6 9 2 1 4 0 8 5 7 3],2066519,[5 7 2 0 1 9 8 6 4 3]
37,1991806,[5 4 3 1 6 2 9 8 0 7],128966,[0 4 2 7 1 8 6 5 3 9],3540853,[9 6 7 3 8 0 4 1 5 2],359392,[0 9 8 3 1 7 5 6 2 4],3427725,[9 4 0 1 7 3 8 5 6 2],3119261,[8 5 2 9 1 7 0 6 4 3],1043700,[2 8 9 0 5 4 6 1 3 7],1794669,[4 9 5 0 6 3 8 2 7 1],2975381,[8 1 7 3 4 9 0 6 5 2],610524,[1 7 2 0 9 6 5 3 4 8],2267561,[6 2 1 9 4 3 7 8 5 0],3178685,[8 6 7 4 9 0 1 5 3 2],3544685,[9 6 8 2 1 0 3 7 5 4],349210,[0 9 6 3 1 2 5 8 4 7],818990,[2 3 4 6 5 9 7 1 0 8],279104,[0 7 9 3 5 8 2 4 1 6],3105116,[8 5 0 1 6 9 7 3 2 4],1863363,[5 1 2 8 0 3 4 7 9 6],427180,[1 2 6 8 3 9 0 7 4 5],277951,[0 7 9 2 1 4 5 3 8 6]
39,1585440,[4 3 2 7 0 1 5 6 8 9],3381407,[9 2 7 8 3 1 6 5 4 0],2956929,[8 1 3 6 9 0 4 5 7 2],2612882,[7 1 8 4 0 2 3 6 5 9],2836384,[7 8 2 6 3 4 5 9 0 1],1826134,[5 0 3 4 2 8 9 7 1 6],2708685,[7 4 1 5 0 3 9 6 8 2],2026142,[5 6 2 0 1 7 8 4 3 9],2818425,[7 6 9 1 3 8 2 4 5 0],1685286,[4 6 8 2 7 0 3 1 5 9],390818,[1 0 7 5 8 9 2 4 3 6],1203250,[3 2 8 7 1 0 5 9 4 6],1360876,[3 7 8 0 1 6 2 9 4 5],3330103,[9 1 5 7 0 8 3 2 6 4],117590,[0 3 9 4 2 8 6 5 1 7],1046274,[2 8 9 5 0 7 6 1 3 4],479069,[1 3 9 0 5 4 2 8 7 6],2169057,[5 9 7 2 4 3 1 6 8 0],316634,[0 8 7 6 5 4 1 3 2 9],1761438,[4 8 6 3 2 7 1 0 5 9]
41,739211,[2 0 4 7 8 1 5 9 6 3],2477941,[6 8 3 5 4 2 7 0 9 1],346141,[0 9 5 6 7 3 4 1 8 2],859587,[2 4 3 6 9 1 0 7 8 5],3066054,[8 4 0 3 5 6 2 1 7 9],1207864,[3 2 9 6 5 4 7 8 0 1],2027904,[5 6 2 3 7 1 0 4 8 9],2663953,[7 3 0 5 9 6 1 2 8 4],1242011,[3 4 8 5 0 1 6 9 7 2],1494177,[4 1 0 6 3 7 5 8 9 2],62830,[0 2 6 5 3 7 9 8 1 4],695898,[1 9 3 0 6 2 8 4 5 7],1790887,[4 9 3 2 5 0 6 1 8 7],1507329,[4 1 5 0 7 2 6 8 9 3],2308157,[6 3 1 9 7 5 0 8 4 2],1145073,[3 1 5 2 6 4 7 8 9 0],718096,[1 9 7 4 3 0 6 8 2 5],3459106,[9 4 7 2 1 8 3 6 0 5],167835,[0 5 2 4 1 8 3 7 9 6],243348,[0 7 1 3 9 8 5 2 4 6]
43,3268614,[9 0 1 5 7 4 3 2 6 8],2942513,[8 0 9 6 5 7 3 4 2 1],2588867,[7 1 2 6 5 9 3 8 4 0],596583,[1 6 8 3 5 4 7 2 9 0],2240316,[6 1 5 4 7 2 8 0 3 9],1456434,[4 0 1 9 7 8 6 2 3 5],1031546,[2 8 5 6 7 1 0 4 3 9],491550,[1 4 2 6 8 3 5 0 7 9],317359,[0 8 7 9 5 4 2 1 6 3],2467129,[6 8 1 4 5 3 0 2 9 7],2371378,[6 4 8 3 5 2 1 9 0 7],3356561,[9 2 1 8 7 3 5 6 4 0],52870,[0 2 4 6 5 7 9 8 1 3],3430504,[9 4 0 6 5 3 7 8 1 2],2202523,[6 0 7 1 2 4 9 3 8 5],88736,[0 3 2 7 4 6 5 8 1 9],3387666,[9 3 0 2 1 6 8 4 5 7],2455438,[6 7 9 1 2 8 5 4 0 3],1489812,[4 0 9 6 2 1 7 3 5 8],779407,[2 1 4 7 6 0 5 3 9 8]
45,1810085,[4 9 8 1 0 2 3 7 6 5],2105207,[5 8 1 6 9 2 7 4 3 0],1092489,[3 0 1 8 5 2 6 7 9 4],1787725,[4 9 2 6 8 5 3 0 7 1],1702387,[4 7 1 8 3 5 9 0 6 2],2169865,[5 9 7 3 6 1 0 2 8 4],408104,[1 2 0 9 7 8 4 5 3 6],260618,[0 7 4 6 9 8 1 3 2 5],1931185,[5 2 9 1 3 4 0 6 8 7],3132841,[8 5 6 4 1 0 2 3 9 7],916093,[2 5 7 8 3 0 6 1 9 4],1932980,[5 2 9 4 7 0 8 3 1 6],2915845,[8 0 3 5 7 6 4 1 9 2],3356205,[9 2 1 8 4 3 7 5 6 0],1800888,[4 9 6 2 1 5 0 3 7 8],2315475,[6 3 4 2 9 7 0 5 8 1],3241615,[8 9 3 1 2 5 4 0 7 6],997629,[2 7 6 9 4 3 8 1 5 0],395917,[1 0 8 5 9 3 6 2 7 4],2755951,[7 5 2 8 6 1 3 0 9 4]
47,2755325,[7 5 2 6 9 0 1 8 4 3],3230519,[8 9 0 7 5 6 4 3 2 1],130669,[0 4 2 9 5 8 6 1 7 3],44119,[0 2 1 8 4 7 5 3 9 6],281816,[0 7 9 8 3 4 2 5 1 6],1827822,[5 0 3 7 6 9 2 1 4 8],176361,[0 5 3 9 8 6 2 4 7 1],577474,[1 6 3 7 0 4 5 9 2 8],2711924,[7 4 2 0 6 3 9 5 1 8],2955254,[8 1 3 4 6 0 7 5 2 9],2251381,[6 1 8 5 9 3 4 0 7 2],1042344,[2 8 7 6 5 1 0 3 4 9],1025107,[2 8 4 3 7 5 9 0 6 1],3061952,[8 3 9 4 6 1 2 5 0 7],2632546,[7 2 3 4 1 9 5 8 0 6],1678043,[4 6 5 9 3 7 1 8 2 0],301115,[0 8 4 7 2 3 5 9 6 1],1168639,[3 1 9 8 0 6 4 2 7 5],3208113,[8 7 4 3 6 1 2 5 9 0],3267486,[9 0 1 4 3 2 6 5 7 8]
49,1037277,[2 8 6 7 4 9 5 1 3 0],2762924,[7 5 4 1 3 2 9 6 0 8],310087,[0 8 6 4 7 1 3 2 9 5],868042,[2 4 6 1 7 8 3 9 0 5],2970674,[8 1 6 3 9 5 0 4 2 7],3431188,[9 4 0 7 5 2 1 8 3 6],988605,[2 7 5 1 0 4 9 6 8 3],2836319,[7 8 2 6 1 9 5 4 3 0],1635354,[4 5 6 3 1 9 8 0 2 7],1142347,[3 1 4 7 6 5 9 0 8 2],450466,[1 3 2 5 7 9 4 8 0 6],166578,[0 5 2 1 6 3 9 4 7 8],1720225,[4 7 6 2 1 3 0 5 9 8],3036374,[8 3 2 5 1 0 7 6 4 9],1149334,[3 1 6 0 4 8 9 7 2 5],170099,[0 5 2 8 3 6 4 9 7 1],401970,[1 0 9 7 3 6 8 2 4 5],3180509,[8 6 9 0 3 2 1 7 5 4],2041147,[5 6 4 9 8 2 7 0 3 1],1628947,[4 5 3 1 6 7 9 0 8 2]
