10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
15,176405,[0 5 4 1 2 3 6 9 8 7],1815077,[5 0 1 2 9 7 3 8 6 4],460344,[1 3 5 4 6 2 0 7 8 9],611546,[1 7 2 4 5 3 0 8 6 9],1036192,[2 8 6 5 0 9 4 7 1 3],1732344,[4 7 9 6 0 2 1 3 5 8],2110050,[5 8 2 6 4 7 9 0 1 3],1334292,[3 7 0 8 2 1 6 4 5 9],1235059,[3 4 7 0 5 1 9 2 8 6],480527,[1 3 9 4 5 2 8 7 6 0],565142,[1 6 0 2 9 5 7 4 3 8],1270838,[3 5 6 1 0 4 8 7 2 9],2436724,[6 7 3 4 2 0 1 9 5 8],1447830,[3 9 8 1 7 2 4 0 5 6],3161784,[8 6 3 2 4 1 0 5 7 9],2943254,[8 0 9 7 6 1 4 3 2 5],480623,[1 3 9 4 6 0 8 7 5 2],674519,[1 8 6 7 5 9 4 3 2 0],756614,[2 0 8 1 9 3 6 5 4 7],1677929,[4 6 5 9 2 7 3 8 1 0]
17,300378,[0 8 4 6 2 1 9 3 5 7],1717107,[4 7 5 6 9 1 0 3 8 2],468176,[1 3 6 9 2 5 4 7 0 8],435720,[1 2 8 5 3 0 4 6 7 9],1353315,[3 7 5 4 6 8 0 2 9 1],1671061,[4 6 3 5 9 2 7 0 8 1],1950078,[5 3 2 9 4 7 1 0 6 8],1300413,[3 6 2 0 1 8 9 5 7 4],1167719,[3 1 9 6 7 8 5 4 2 0],561986,[1 5 9 4 6 2 0 7 3 8],472757,[1 3 7 8 5 6 0 9 4 2],1062370,[2 9 3 7 5 0 4 8 1 6],2646709,[7 2 6 0 9 8 4 1 5 3],1417201,[3 9 1 2 5 0 4 6 8 7],2974492,[8 1 7 2 3 5 0 9 4 6],3038292,[8 3 2 7 9 0 5 1 4 6],517427,[1 4 8 6 5 9 2 7 3 0],546456,[1 5 6 3 9 8 0 2 4 7],987503,[2 7 4 9 5 0 8 6 3 1],1844757,[5 0 8 1 2 9 7 4 6 3]
19,284172,[0 8 1 4 7 2 6 3 5 9],1703451,[4 7 1 9 8 3 0 5 6 2],503027,[1 4 5 8 6 9 2 7 3 0],375711,[1 0 4 6 8 9 5 3 7 2],1308662,[3 6 4 7 5 2 8 1 0 9],1885728,[5 1 8 2 0 6 3 4 7 9],2020942,[5 6 0 9 8 1 7 4 2 3],1311840,[3 6 5 2 0 1 4 7 8 9],1102952,[3 0 4 8 9 2 5 6 1 7],529130,[1 5 0 9 8 4 2 6 3 7],625187,[1 7 5 0 3 9 4 8 6 2],1110843,[3 0 6 4 9 1 2 7 8 5],2381944,[6 5 0 7 2 4 8 9 1 3],1403678,[3 8 7 4 5 1 6 2 0 9],2948504,[8 1 2 0 3 9 5 6 4 7],2873609,[7 9 2 1 0 6 5 8 4 3],628101,[1 7 5 6 3 0 9 4 8 2],515015,[1 4 8 2 3 7 9 6 5 0],825484,[2 3 5 8 6 0 1 9 4 7],1759728,[4 8 6 1 0 5 2 3 7 9]
21,352411,[0 9 6 8 3 5 7 1 4 2],1686348,[4 6 8 5 0 9 3 1 2 7],610044,[1 7 2 0 4 8 6 3 5 9],416148,[1 2 4 6 9 8 5 0 3 7],1066831,[2 9 4 6 7 1 3 0 8 5],1543653,[4 2 3 1 9 7 8 5 6 0],1911326,[5 2 4 1 7 8 6 3 0 9],1461671,[4 0 3 1 2 7 9 8 6 5],1369344,[3 7 9 5 8 1 0 2 4 6],356349,[0 9 7 5 8 3 6 2 4 1],491472,[1 4 2 6 7 8 0 3 5 9],1127396,[3 0 9 6 7 8 5 2 1 4],2370175,[6 4 8 1 9 3 2 0 7 5],1508874,[4 1 5 3 7 9 8 0 2 6],3044871,[8 3 5 0 9 7 4 2 6 1],3064421,[8 4 0 1 2 9 3 7 6 5],427796,[1 2 6 9 0 8 7 4 3 5],507352,[1 4 6 7 5 9 3 8 0 2],735853,[2 0 4 1 3 5 8 6 9 7],1774693,[4 9 0 1 8 2 6 3 7 5]
23,142539,[0 4 6 2 9 8 1 5 7 3],1669546,[4 6 3 1 8 9 2 7 0 5],634668,[1 7 6 9 3 8 4 0 2 5],531525,[1 5 2 6 3 4 9 7 8 0],1233356,[3 4 6 7 9 8 5 1 0 2],1633601,[4 5 6 0 9 2 7 8 3 1],2153260,[5 9 3 1 6 8 0 7 2 4],1379827,[3 8 1 7 4 5 9 0 6 2],1429870,[3 9 4 6 8 2 7 5 0 1],285618,[0 8 1 6 7 2 9 3 4 5],513523,[1 4 7 9 2 3 8 0 6 5],1330181,[3 6 9 8 2 7 0 5 4 1],2607980,[7 1 6 4 2 0 9 5 3 8],1505053,[4 1 3 7 5 0 8 2 9 6],2933807,[8 0 7 1 6 3 9 5 4 2],2848805,[7 8 5 1 6 0 2 9 4 3],716582,[1 9 7 2 3 5 6 4 0 8],506741,[1 4 6 5 8 9 0 7 3 2],865639,[2 4 5 8 1 7 3 0 9 6],1844745,[5 0 8 1 2 9 4 6 7 3]
25,52449,[0 2 4 5 9 1 6 7 8 3],1625073,[4 5 2 6 0 3 7 8 9 1],520145,[1 4 9 2 5 6 7 8 3 0],483140,[1 3 9 8 0 2 7 5 4 6],1022927,[2 8 3 9 6 1 7 5 4 0],1683610,[4 6 8 0 3 1 5 9 2 7],2181194,[6 0 1 8 4 7 2 5 3 9],1328149,[3 6 9 4 5 8 2 0 7 1],1351146,[3 7 5 0 6 4 9 1 2 8],507911,[1 4 6 8 3 5 9 7 2 0],323653,[0 9 1 3 6 2 7 4 8 5],1174929,[3 2 1 0 9 4 6 7 8 5],2495417,[6 8 9 0 7 1 4 5 3 2],1449035,[3 9 8 4 5 1 2 7 6 0],2814151,[7 6 8 2 4 1 3 0 9 5],2813694,[7 6 8 1 9 3 2 0 4 5],446567,[1 3 0 7 4 5 9 8 6 2],394730,[1 0 8 4 3 6 2 7 5 9],1051013,[2 9 0 5 7 4 1 8 6 3],1772941,[4 8 9 6 2 3 5 0 7 1]
27,184080,[0 5 6 4 8 1 2 3 7 9],1601946,[4 3 7 8 9 2 6 0 1 5],444699,[1 3 0 4 7 9 2 6 8 5],508425,[1 4 6 9 0 8 3 5 7 2],1256781,[3 5 1 4 7 0 9 6 8 2],1730960,[4 7 9 3 0 6 2 5 1 8],2074903,[5 7 3 6 8 9 1 0 4 2],1569027,[4 2 9 3 1 5 0 7 8 6],1292068,[3 6 0 4 7 2 1 9 5 8],376200,[1 0 4 7 6 2 3 5 8 9],276924,[0 7 8 9 4 5 3 1 2 6],1255283,[3 5 1 0 6 8 4 9 7 2],2633234,[7 2 3 5 1 8 0 6 4 9],1276559,[3 5 7 1 9 8 6 4 2 0],3112956,[8 5 1 6 4 2 7 0 3 9],2949792,[8 1 2 3 9 6 0 4 5 7],537166,[1 5 3 7 0 4 9 8 2 6],346607,[0 9 5 7 3 2 8 6 4 1],1033392,[2 8 6 0 3 7 1 4 5 9],1525055,[4 1 8 6 0 7 9 5 3 2]
29,189244,[0 5 7 4 9 1 2 8 3 6],1653499,[4 6 0 1 7 2 9 3 8 5],712024,[1 9 6 2 8 4 5 7 0 3],553748,[1 5 7 9 0 4 8 3 2 6],1324596,[3 6 8 7 5 1 4 0 2 9],1824552,[5 0 3 1 2 8 4 6 7 9],2194019,[6 0 4 3 2 7 5 9 8 1],1428013,[3 9 4 2 5 0 7 1 8 6],1202623,[3 2 8 6 1 9 4 0 7 5],368680,[1 0 3 4 2 6 8 9 5 7],421632,[1 2 5 7 6 8 0 3 4 9],1212090,[3 4 0 6 5 8 9 1 2 7],2357083,[6 4 3 7 8 1 9 0 5 2],1252003,[3 5 0 4 9 2 8 1 7 6],2923294,[8 0 5 1 2 7 9 6 3 4],2989931,[8 2 1 3 7 0 5 9 6 4],708920,[1 9 5 6 4 7 2 3 0 8],409317,[1 2 3 4 6 9 8 5 7 0],1051961,[2 9 0 7 1 4 6 8 5 3],1618932,[4 5 1 2 7 0 8 3 6 9]
31,258201,[0 7 4 2 6 8 3 5 9 1],1772265,[4 8 9 5 2 7 1 3 6 0],616646,[1 7 3 4 5 8 6 2 0 9],500216,[1 4 5 2 8 6 3 7 0 9],1030857,[2 8 5 4 7 3 1 6 9 0],1666398,[4 6 2 7 3 8 1 0 5 9],2201047,[6 0 5 8 1 2 4 3 9 7],1571442,[4 2 9 7 5 1 8 0 3 6],1325613,[3 6 9 0 1 7 8 4 5 2],401008,[1 0 9 5 8 6 4 7 2 3],521958,[1 4 9 5 8 6 2 0 3 7],1355752,[3 7 5 9 8 6 2 4 0 1],2642655,[7 2 5 3 4 0 8 6 9 1],1481735,[4 0 7 9 8 5 6 3 2 1],2884485,[7 9 4 2 1 3 8 5 6 0],3035639,[8 3 2 4 0 9 7 6 5 1],479890,[1 3 9 2 6 0 5 8 4 7],376887,[1 0 4 8 5 7 6 3 9 2],754806,[2 0 7 8 4 1 5 3 6 9],1744762,[4 8 2 1 3 7 5 9 0 6]
33,285988,[0 8 1 7 3 4 2 9 5 6],1566721,[4 2 8 9 0 1 3 5 7 6],648314,[1 8 0 6 4 7 2 5 3 9],340271,[0 9 4 5 6 3 8 7 2 1],1009975,[2 8 0 4 7 5 3 1 9 6],1840747,[5 0 7 2 6 4 9 1 8 3],2069019,[5 7 2 4 6 9 0 3 8 1],1362180,[3 7 8 1 9 4 5 0 2 6],1141366,[3 1 4 6 2 5 9 8 0 7],516955,[1 4 8 5 9 7 6 0 3 2],274984,[0 7 8 4 9 3 5 6 1 2],1272395,[3 5 6 4 1 2 7 9 8 0],2391357,[6 5 2 4 1 9 8 3 7 0],1325190,[3 6 8 9 4 1 2 0 5 7],3076706,[8 4 2 5 1 3 0 7 6 9],2999179,[8 2 4 0 6 1 9 3 7 5],434403,[1 2 8 3 5 0 4 7 9 6],398489,[1 0 9 2 5 7 6 8 4 3],823651,[2 3 5 4 9 7 8 0 6 1],1715323,[4 7 5 2 3 1 9 0 8 6]
35,159771,[0 4 9 6 8 3 1 5 7 2],1669985,[4 6 3 2 5 7 8 9 1 0],503373,[1 4 5 9 0 7 8 3 6 2],321875,[0 8 9 7 1 3 4 6 5 2],1334751,[3 7 0 8 6 9 4 2 5 1],1875216,[5 1 6 0 4 9 2 3 7 8],1941908,[5 3 1 4 0 7 9 6 2 8],1343387,[3 7 2 5 8 9 1 6 4 0],1102079,[3 0 4 7 6 9 8 5 2 1],263147,[0 7 5 2 4 9 3 8 6 1],447805,[1 3 0 8 9 6 5 2 7 4],1269781,[3 5 4 9 6 2 7 0 8 1],2461714,[6 8 0 4 1 3 5 9 2 7],1218733,[3 4 1 8 7 0 6 2 9 5],3018635,[8 2 7 9 4 1 3 6 5 0],2997741,[8 2 3 7 5 0 9 4 6 1],464031,[1 3 6 0 5 9 7 4 8 2],386671,[1 0 6 8 2 4 5 3 9 7],1024847,[2 8 4 3 5 1 9 7 6 0],1871707,[5 1 4 3 7 6 9 0 8 2]
37,343696,[0 9 5 2 4 1 7 8 3 6],1744739,[4 8 2 1 3 6 5 9 7 0],698544,[1 9 3 6 2 4 0 5 7 8],586784,[1 6 5 3 9 8 2 4 0 7],1320713,[3 6 8 0 2 9 5 7 4 1],1683189,[4 6 7 9 5 2 8 1 3 0],2165728,[5 9 6 4 8 3 2 7 0 1],1288530,[3 5 9 6 4 7 8 0 1 2],1116043,[3 0 7 5 1 4 9 2 8 6],310041,[0 8 6 4 5 7 2 3 9 1],341416,[0 9 4 7 2 1 6 8 3 5],1122760,[3 0 8 7 4 2 6 9 1 5],2316267,[6 3 4 7 0 2 1 8 9 5],1365076,[3 7 8 6 9 4 0 5 1 2],3097359,[8 4 7 3 9 1 5 2 6 0],2869999,[7 9 1 4 0 6 3 2 8 5],721584,[1 9 8 2 3 4 0 5 6 7],460653,[1 3 5 4 8 7 9 2 6 0],774054,[2 1 3 7 0 6 5 4 8 9],1743063,[4 8 1 7 9 3 5 2 6 0]
39,172956,[0 5 3 4 2 6 8 1 7 9],1664120,[4 6 2 1 3 8 5 7 0 9],577180,[1 6 3 5 7 9 0 8 2 4],438112,[1 2 8 9 4 7 5 6 0 3],1078255,[2 9 6 8 4 3 1 0 7 5],1838808,[5 0 6 8 9 3 1 2 4 7],2242851,[6 1 7 0 2 5 3 8 9 4],1447828,[3 9 8 1 7 2 0 6 4 5],1117955,[3 0 7 8 6 2 4 9 5 1],554146,[1 5 7 9 4 8 2 6 0 3],616517,[1 7 3 4 2 8 0 9 6 5],1343036,[3 7 2 5 1 9 8 4 0 6],2597302,[7 1 4 3 5 0 9 8 2 6],1474164,[4 0 6 5 3 8 7 1 2 9],2866440,[7 9 0 6 2 1 3 4 5 8],2774776,[7 5 8 3 9 0 4 6 1 2],458986,[1 3 5 0 6 9 4 8 2 7],417769,[1 2 4 9 3 6 0 5 8 7],988405,[2 7 5 0 8 6 4 1 9 3],1644113,[4 5 8 1 3 9 6 7 2 0]
41,280383,[0 7 9 5 3 4 6 2 8 1],1703892,[4 7 2 0 6 1 8 3 5 9],585820,[1 6 5 2 7 9 0 8 3 4],360877,[0 9 8 5 2 3 6 1 7 4],1219100,[3 4 1 9 2 0 8 6 5 7],1706690,[4 7 2 6 3 5 0 8 1 9],2142926,[5 9 1 2 3 7 6 4 0 8],1376282,[3 8 1 0 6 2 4 7 5 9],1400848,[3 8 6 9 4 5 2 7 0 1],570954,[1 6 2 3 9 8 7 0 4 5],586029,[1 6 5 2 9 4 8 3 7 0],1395868,[3 8 5 9 6 1 0 7 2 4],2396992,[6 5 3 7 0 9 4 8 1 2],1440985,[3 9 6 8 2 1 0 4 7 5],2934647,[8 0 7 2 9 3 6 5 4 1],2868419,[7 9 1 0 8 4 3 6 5 2],538715,[1 5 3 9 2 4 6 8 7 0],684445,[1 8 9 6 4 5 3 0 7 2],846703,[2 3 9 8 7 6 1 0 5 4],1527765,[4 1 9 0 8 3 7 5 6 2]
43,294169,[0 8 3 4 6 5 1 2 9 7],1538044,[4 2 1 3 5 0 6 9 7 8],566784,[1 6 0 5 3 4 2 7 8 9],409218,[1 2 3 4 6 0 9 5 7 8],1138275,[3 1 2 8 9 6 0 5 7 4],1630497,[4 5 3 6 7 2 1 8 9 0],2232548,[6 1 3 9 7 4 8 2 0 5],1583412,[4 3 2 1 5 0 8 6 7 9],1104929,[3 0 5 2 7 8 6 9 4 1],408086,[1 2 0 9 7 6 5 4 3 8],314760,[0 8 7 4 2 1 3 5 6 9],1336885,[3 7 1 2 8 6 5 0 9 4],2381484,[6 5 0 4 7 8 3 1 2 9],1485892,[4 0 8 7 6 3 1 9 2 5],2814680,[7 6 8 3 1 5 2 4 0 9],2899309,[7 9 8 1 5 6 3 0 4 2],542684,[1 5 4 7 8 2 9 3 0 6],351938,[0 9 6 7 5 8 1 3 2 4],789858,[2 1 6 8 0 3 9 4 5 7],1528169,[4 1 9 2 5 7 6 8 3 0]
45,129066,[0 4 2 7 3 6 9 1 5 8],1532669,[4 2 0 1 8 5 3 9 7 6],571266,[1 6 2 4 5 7 9 0 3 8],582610,[1 6 4 7 2 0 5 9 3 8],1202837,[3 2 8 6 5 7 0 9 4 1],1581837,[4 3 1 8 9 7 6 2 5 0],2254024,[6 1 9 2 5 4 7 8 0 3],1585955,[4 3 2 7 8 1 5 9 6 0],1305748,[3 6 4 0 7 2 1 9 5 8],407408,[1 2 0 8 9 3 5 6 4 7],455908,[1 3 4 6 2 5 0 9 7 8],1132397,[3 1 0 7 8 6 2 9 5 4],2323619,[6 3 7 0 2 5 4 9 8 1],1221491,[3 4 2 5 7 0 6 9 8 1],3003166,[8 2 4 9 0 3 7 6 1 5],2777328,[7 5 9 0 3 4 1 2 6 8],674942,[1 8 6 9 3 4 5 2 0 7],446454,[1 3 0 7 2 6 5 4 8 9],940959,[2 6 3 7 9 1 5 4 8 0],1867250,[5 1 3 6 4 7 0 8 2 9]
47,344784,[0 9 5 3 8 2 1 4 6 7],1700598,[4 7 1 3 9 6 2 0 5 8],559099,[1 5 8 9 4 0 7 2 6 3],403262,[1 2 0 3 4 7 8 6 5 9],1150894,[3 1 6 4 5 8 9 7 0 2],1638398,[4 5 7 0 6 2 8 3 1 9],1965964,[5 3 8 0 6 1 2 9 4 7],1581634,[4 3 1 8 7 2 5 9 0 6],1097970,[3 0 2 8 9 6 7 1 4 5],275029,[0 7 8 4 9 6 3 1 5 2],338904,[0 9 4 2 7 3 1 5 6 8],1313394,[3 6 5 7 0 9 8 1 2 4],2366017,[6 4 7 3 0 9 1 2 8 5],1410825,[3 8 9 7 2 6 1 4 5 0],2832051,[7 8 1 9 3 4 0 5 6 2],3052004,[8 3 6 4 9 1 7 2 0 5],737481,[2 0 4 5 3 8 6 7 9 1],397209,[1 0 8 7 6 2 4 5 9 3],795729,[2 1 7 9 3 0 5 6 8 4],1863795,[5 1 2 8 6 7 0 4 9 3]
49,239969,[0 6 9 5 2 7 4 8 3 1],1877985,[5 1 6 7 2 9 3 4 8 0],632631,[1 7 6 4 5 9 3 2 8 0],414987,[1 2 4 5 6 3 0 8 9 7],1053870,[2 9 1 0 7 4 5 3 6 8],1709285,[4 7 3 1 0 2 5 9 8 6],2218782,[6 1 0 3 7 9 4 2 5 8],1325752,[3 6 9 0 2 8 5 7 1 4],1227398,[3 4 5 6 8 1 7 2 0 9],408690,[1 2 3 0 7 8 9 4 5 6],566968,[1 6 0 5 4 8 7 9 2 3],1152504,[3 1 6 7 8 2 0 4 5 9],2559840,[7 0 4 9 3 1 2 5 6 8],1403549,[3 8 7 4 2 1 0 9 6 5],2943916,[8 1 0 2 7 6 3 9 4 5],2959091,[8 1 4 0 9 2 5 7 6 3],665553,[1 8 5 0 4 3 6 7 9 2],513572,[1 4 7 9 2 6 8 3 0 5],750042,[2 0 6 8 7 3 9 1 4 5],1736181,[4 8 0 5 3 1 9 6 7 2]
