98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
9,3135880,[8 5 7 1 3 2 6 9 0 4],454173,[1 3 4 0 8 7 9 5 6 2],3349082,[9 2 0 5 6 1 3 7 4 8],1246499,[3 4 9 2 1 6 5 8 7 0],1543728,[4 2 3 5 0 7 1 6 8 9]
10,582040,[1 6 4 5 3 2 8 9 0 7],505973,[1 4 6 3 8 5 0 9 7 2],1243223,[3 4 8 6 7 0 9 5 2 1],279674,[0 7 9 4 3 6 1 5 2 8],1911068,[5 2 4 1 3 7 9 6 0 8]
11,2228979,[6 1 3 2 8 9 0 5 7 4],1151731,[3 1 6 5 7 8 9 0 4 2],1545239,[4 2 3 7 0 9 8 6 5 1],3455379,[9 4 6 5 0 8 1 3 7 2],1639328,[4 5 7 1 9 0 3 6 2 8]
12,857686,[2 4 3 1 5 6 9 8 0 7],2207521,[6 0 8 1 2 3 4 5 9 7],2670852,[7 3 1 9 5 0 6 2 4 8],91431,[0 3 4 1 9 8 6 5 7 2],474930,[1 3 8 2 6 7 9 0 4 5]
13,273437,[0 7 8 2 6 5 1 9 4 3],3425263,[9 3 8 5 1 7 2 0 6 4],1071067,[2 9 5 4 6 3 8 0 7 1],182424,[0 5 6 2 4 3 1 7 8 9],3129129,[8 5 4 9 0 1 3 6 7 2]
14,743942,[2 0 5 7 3 6 8 4 1 9],422451,[1 2 5 8 7 4 0 6 9 3],2680361,[7 3 4 8 6 1 5 9 2 0],3201331,[8 7 3 1 2 6 9 0 5 4],3201324,[8 7 3 1 2 6 5 0 4 9]
15,3042497,[8 3 4 6 7 0 5 9 2 1],3282344,[9 0 4 2 7 8 3 5 1 6],2387671,[6 5 1 8 2 3 4 0 9 7],2595726,[7 1 4 0 3 2 6 5 8 9],1406112,[3 8 7 9 6 4 0 1 2 5]
16,1965981,[5 3 8 0 6 1 9 4 7 2],341311,[0 9 4 7 1 3 5 2 8 6],2183902,[6 0 2 4 3 1 9 8 5 7],1237207,[3 4 7 5 2 0 6 1 9 8],656992,[1 8 3 4 5 9 6 7 0 2]
17,1085805,[2 9 8 4 0 3 7 5 6 1],1672969,[4 6 3 9 5 2 0 1 8 7],937630,[2 6 3 0 4 7 9 8 1 5],2706995,[7 4 1 0 8 3 5 9 6 2],1979970,[5 4 0 8 9 6 7 1 2 3]
18,2777417,[7 5 9 0 4 1 6 8 3 2],846575,[2 3 9 8 6 5 7 4 1 0],1800593,[4 9 6 1 7 8 3 5 2 0],3495542,[9 5 6 3 8 2 4 1 0 7],1183529,[3 2 4 8 7 6 5 9 1 0]
19,1556183,[4 2 6 8 3 0 9 7 5 1],2725067,[7 4 5 6 8 9 1 3 2 0],3043933,[8 3 4 9 6 0 5 1 7 2],2410792,[6 5 8 2 1 9 4 7 0 3],2977798,[8 1 7 6 5 9 4 3 0 2]
20,1378855,[3 8 1 6 0 5 4 2 9 7],2541494,[7 0 1 3 9 2 6 5 4 8],1773296,[4 8 9 6 7 2 1 3 0 5],2321727,[6 3 5 7 4 8 2 1 9 0],1427126,[3 9 4 1 0 7 6 5 2 8]
21,2276222,[6 2 4 7 3 5 8 1 0 9],2336191,[6 3 9 4 7 1 2 0 8 5],1064421,[2 9 4 1 5 0 8 6 7 3],1904619,[5 2 1 9 3 8 0 6 7 4],1718983,[4 7 6 0 3 9 2 1 8 5]
22,2660811,[7 2 9 8 4 3 0 5 6 1],2548659,[7 0 2 6 8 9 1 4 5 3],2017069,[5 6 0 2 4 9 7 1 8 3],1164616,[3 1 9 0 6 2 7 8 4 5],2432065,[6 7 2 4 9 1 0 3 8 5]
23,3383905,[9 2 8 3 7 1 0 4 6 5],795035,[2 1 7 8 3 4 5 9 6 0],492086,[1 4 2 7 5 8 6 3 0 9],2571783,[7 0 8 2 9 4 5 3 6 1],3099383,[8 4 7 9 5 0 6 3 2 1]
24,2196510,[6 0 4 8 7 2 3 1 5 9],3335958,[9 1 6 8 2 5 3 0 4 7],2335312,[6 3 9 2 4 8 5 7 0 1],3072739,[8 4 1 6 7 0 9 2 5 3],3084788,[8 4 5 0 3 6 9 2 1 7]
25,529623,[1 5 2 0 7 6 8 4 9 3],1621264,[4 5 1 7 8 3 6 9 0 2],2019857,[5 6 0 8 3 1 7 9 4 2],2515171,[6 9 3 0 2 7 8 1 5 4],2021117,[5 6 1 0 2 8 3 9 7 4]
26,386527,[1 0 6 7 9 2 4 3 8 5],3500885,[9 5 7 4 2 0 1 8 6 3],1229990,[3 4 6 0 2 9 7 5 1 8],996902,[2 7 6 8 4 3 5 1 0 9],2135268,[5 8 9 4 3 7 2 0 1 6]
27,1401913,[3 8 7 1 0 6 2 4 9 5],973460,[2 7 1 3 0 4 9 6 5 8],673462,[1 8 6 5 3 0 9 7 2 4],1840239,[5 0 7 1 9 3 6 4 8 2],888724,[2 5 0 4 6 1 3 9 7 8]
28,1140573,[3 1 4 5 0 8 9 6 7 2],86139,[0 3 2 1 7 9 4 6 8 5],281150,[0 7 9 6 3 8 4 2 1 5],1593986,[4 3 6 1 9 2 0 7 5 8],2298968,[6 3 0 2 1 4 7 8 5 9]
29,1863288,[5 1 2 7 9 4 0 3 6 8],1201543,[3 2 8 4 7 9 1 0 6 5],2884074,[7 9 4 1 5 8 6 0 2 3],3388536,[9 3 0 4 2 8 1 5 6 7],1722339,[4 7 6 8 0 9 1 3 5 2]
30,251194,[0 7 2 8 9 3 4 6 1 5],2425482,[6 7 1 2 8 3 9 0 4 5],3135224,[8 5 7 0 3 9 2 4 1 6],1756342,[4 8 5 3 2 0 9 7 1 6],1533326,[4 2 0 3 7 8 6 5 1 9]
31,1616201,[4 5 0 7 8 2 6 9 3 1],2552404,[7 0 3 5 1 2 4 9 6 8],2335478,[6 3 9 2 7 1 5 4 0 8],2100506,[5 8 0 7 3 2 1 6 4 9],3041174,[8 3 4 2 9 0 6 5 1 7]
32,1627092,[4 5 2 8 9 0 6 1 3 7],468191,[1 3 6 9 2 5 8 7 4 0],705108,[1 9 4 8 2 7 5 0 3 6],3153168,[8 6 1 5 3 4 0 2 7 9],1508225,[4 1 5 2 8 6 7 9 3 0]
33,3286113,[9 0 5 1 2 4 6 7 8 3],2097217,[5 8 0 1 7 9 2 3 6 4],1396752,[3 8 6 0 9 5 1 2 4 7],728365,[2 0 1 6 7 8 5 3 9 4],3554367,[9 7 1 2 5 6 4 3 8 0]
34,3356473,[9 2 1 8 6 5 0 3 7 4],2399993,[6 5 4 1 2 9 7 8 3 0],508357,[1 4 6 9 0 3 7 2 8 5],2295068,[6 2 9 3 5 4 8 1 0 7],2919695,[8 0 4 3 1 7 9 6 5 2]
35,2222530,[6 1 0 9 8 2 4 7 3 5],3256345,[8 9 6 0 5 2 1 3 7 4],2262772,[6 2 0 9 7 4 1 8 3 5],84020,[0 3 1 7 8 2 9 5 4 6],520052,[1 4 9 2 3 7 8 5 0 6]
36,1547872,[4 2 5 0 8 9 6 7 1 3],2449475,[6 7 8 0 1 3 4 9 5 2],1714982,[4 7 5 1 9 3 6 2 0 8],1982633,[5 4 1 3 7 9 6 8 2 0],1292365,[3 6 0 4 9 7 5 1 8 2]
37,2620645,[7 1 9 8 5 4 3 0 6 2],678552,[1 8 7 5 3 6 0 2 4 9],3118155,[8 5 2 6 7 4 0 3 9 1],1493472,[4 1 0 5 3 8 2 6 7 9],319774,[0 8 9 4 1 6 7 5 2 3]
38,2954905,[8 1 3 4 0 5 2 6 9 7],2201844,[6 0 5 9 1 7 4 2 3 8],1152921,[3 1 6 8 2 7 4 5 9 0],637457,[1 7 8 4 3 0 6 9 5 2],2056212,[5 6 9 8 7 0 3 1 2 4]
39,2927879,[8 0 5 9 3 7 6 4 2 1],1287414,[3 5 9 4 0 6 2 1 7 8],108619,[0 3 7 5 9 1 8 2 6 4],382626,[1 0 5 9 4 6 8 2 3 7],3297807,[9 0 7 3 2 6 5 4 8 1]
40,2466070,[6 8 1 3 0 5 9 7 2 4],2610882,[7 1 8 0 3 4 9 2 5 6],1177712,[3 2 1 7 8 4 5 6 0 9],837636,[2 3 8 1 5 4 7 0 6 9],1180571,[3 2 4 1 8 0 6 9 7 5]
41,248067,[0 7 2 3 6 4 1 8 9 5],3281070,[9 0 4 1 2 5 6 3 7 8],1041132,[2 8 7 5 0 1 6 3 4 9],626648,[1 7 5 3 4 0 6 8 2 9],1488238,[4 0 9 2 8 7 6 5 1 3]
42,1395251,[3 8 5 7 9 0 2 6 4 1],1090155,[3 0 1 5 2 8 4 7 9 6],563828,[1 5 9 8 0 4 7 3 2 6],1471565,[4 0 5 9 8 1 2 7 6 3],2088904,[5 7 8 3 1 4 6 9 0 2]
43,3534340,[9 6 5 1 7 8 0 4 2 3],372878,[1 0 3 9 8 4 6 5 2 7],3142709,[8 5 9 3 7 1 0 6 4 2],177004,[0 5 4 1 9 2 3 8 6 7],865714,[2 4 5 8 3 1 6 9 0 7]
44,4781,[0 1 2 9 6 8 3 7 5 4],1861606,[5 1 2 4 7 3 9 8 0 6],3396587,[9 3 1 8 4 7 2 6 5 0],94874,[0 3 4 8 7 6 1 5 2 9],3520750,[9 6 2 4 8 3 7 5 0 1]
45,3116949,[8 5 2 4 0 6 9 3 7 1],2849451,[7 8 5 2 4 3 0 6 9 1],201822,[0 6 1 2 4 9 5 3 7 8],2130928,[5 8 7 6 3 4 2 9 0 1],1868269,[5 1 3 7 8 9 4 0 6 2]
46,1010244,[2 8 0 5 1 7 6 3 4 9],552264,[1 5 7 6 0 3 2 4 8 9],1810228,[4 9 8 1 2 3 0 7 5 6],192533,[0 5 8 2 4 6 1 9 7 3],1977282,[5 4 0 3 2 6 9 1 7 8]
47,1349647,[3 7 4 8 5 0 2 1 9 6],2647761,[7 2 6 3 4 8 1 5 9 0],1447472,[3 9 8 1 4 2 5 6 0 7],754914,[2 0 7 8 4 9 6 1 3 5],2079256,[5 7 4 3 9 0 6 8 1 2]
48,516595,[1 4 8 5 3 9 7 0 6 2],651260,[1 8 2 3 6 0 9 5 4 7],1206774,[3 2 9 5 0 6 4 1 7 8],588501,[1 6 5 8 3 0 9 4 7 2],312299,[0 8 6 9 5 3 2 7 4 1]
49,2642723,[7 2 5 3 4 8 1 9 6 0],2902483,[7 9 8 6 1 2 5 0 4 3],615401,[1 7 3 0 8 4 6 9 5 2],2947144,[8 1 0 7 3 5 6 9 2 4],426470,[1 2 6 7 3 9 5 4 0 8]
50,1892985,[5 1 9 6 0 8 3 4 7 2],1678190,[4 6 5 9 7 8 2 1 0 3],3363580,[9 2 4 3 6 8 0 7 1 5],782661,[2 1 5 4 0 3 9 7 8 6],1092175,[3 0 1 7 9 5 4 2 8 6]
51,2893139,[7 9 6 0 2 4 3 8 5 1],1548523,[4 2 5 1 8 3 9 0 7 6],2298835,[6 3 0 1 8 9 7 2 5 4],532753,[1 5 2 7 9 6 0 3 8 4],2492228,[6 8 7 3 2 4 9 1 0 5]
52,360101,[0 9 8 4 1 7 2 6 5 3],1750820,[4 8 3 2 7 0 9 5 1 6],2664749,[7 3 0 8 1 4 2 9 6 5],2467690,[6 8 1 5 3 0 4 9 2 7],2517801,[6 9 3 4 8 5 1 2 7 0]
53,3171671,[8 6 5 2 0 4 9 7 3 1],1604056,[4 3 8 1 9 0 6 7 2 5],2702571,[7 4 0 2 6 5 1 8 9 3],3344057,[9 1 8 4 5 0 6 7 3 2],148083,[0 4 7 3 8 1 2 6 9 5]
54,1992571,[5 4 3 2 6 8 9 0 7 1],1783275,[4 9 1 7 6 5 0 3 8 2],1740522,[4 8 1 3 5 2 9 0 6 7],121254,[0 4 1 2 6 7 5 3 8 9],118453,[0 3 9 5 6 1 7 2 8 4]
55,3253418,[8 9 5 3 4 7 0 2 1 6],3172470,[8 6 5 3 1 2 4 0 7 9],799902,[2 1 8 6 9 7 3 0 4 5],367722,[1 0 2 9 7 4 8 3 5 6],3460057,[9 4 7 3 5 8 0 1 6 2]
56,382675,[1 0 5 9 4 8 7 2 6 3],1489430,[4 0 9 5 6 8 3 2 1 7],64189,[0 2 6 8 1 9 5 3 7 4],859569,[2 4 3 6 9 0 5 7 8 1],320996,[0 8 9 5 6 7 4 2 1 3]
57,613671,[1 7 2 8 3 9 5 4 6 0],2776277,[7 5 8 6 9 3 0 4 2 1],3449448,[9 4 5 2 8 3 0 1 6 7],1937755,[5 3 0 6 2 9 8 1 7 4],1651939,[4 5 9 7 2 0 8 1 6 3]
58,565589,[1 6 0 3 7 4 2 9 8 5],2025411,[5 6 1 9 0 4 2 7 8 3],797301,[2 1 8 3 5 0 9 6 7 4],2432915,[6 7 2 8 0 3 4 9 5 1],2328122,[6 3 7 9 4 0 1 5 2 8]
59,232125,[0 6 8 1 4 3 9 5 7 2],2661462,[7 3 0 1 5 9 4 2 6 8],2806488,[7 6 4 8 9 2 0 1 3 5],597143,[1 6 8 4 3 0 9 7 5 2],56853,[0 2 5 3 9 7 8 4 6 1]
60,2819490,[7 6 9 2 8 4 5 0 1 3],412472,[1 2 3 8 9 4 5 6 0 7],3518000,[9 6 2 0 1 7 4 5 3 8],1124110,[3 0 9 1 4 6 8 7 2 5],550868,[1 5 7 3 0 6 9 4 2 8]
61,1653261,[4 6 0 1 3 2 9 7 8 5],1775302,[4 9 0 2 7 1 8 6 3 5],1205841,[3 2 9 1 7 6 4 5 8 0],1919975,[5 2 6 9 4 7 8 3 1 0],75618,[0 2 9 1 3 4 8 5 6 7]
62,2723088,[7 4 5 2 0 6 1 3 8 9],1561131,[4 2 7 8 1 5 0 6 9 3],656343,[1 8 3 2 6 5 7 4 9 0],3467998,[9 5 0 1 6 8 7 4 2 3],2726196,[7 4 5 9 2 1 6 0 3 8]
63,813541,[2 3 1 5 9 6 7 0 8 4],2212238,[6 0 8 9 4 2 5 3 1 7],2140787,[5 9 0 7 2 8 3 6 4 1],2998031,[8 2 3 7 9 4 6 5 1 0],3419099,[9 3 7 2 6 4 1 8 5 0]
64,2887266,[7 9 4 8 0 3 6 1 2 5],1587629,[4 3 5 0 1 6 2 9 8 7],272145,[0 7 6 9 8 5 2 3 4 1],3052875,[8 3 6 7 0 5 1 4 9 2],1110032,[3 0 6 2 8 4 5 7 1 9]
65,2524643,[6 9 4 8 2 5 1 7 3 0],1512507,[4 1 6 0 8 3 2 7 9 5],2473690,[6 8 2 7 5 0 3 9 1 4],1513771,[4 1 6 3 5 8 9 0 7 2],2448527,[6 7 5 8 4 1 9 3 2 0]
66,604467,[1 6 9 8 4 2 0 5 7 3],686252,[1 9 0 3 2 7 8 5 4 6],849852,[2 4 0 7 5 1 8 3 6 9],22528,[0 1 6 5 3 8 7 9 2 4],989331,[2 7 5 3 0 6 1 8 9 4]
67,1130377,[3 1 0 4 9 8 2 5 7 6],25346,[0 1 7 2 4 5 3 8 6 9],1283821,[3 5 8 7 0 4 6 1 9 2],3074156,[8 4 1 9 5 7 6 2 0 3],450664,[1 3 2 5 9 6 7 8 0 4]
68,475769,[1 3 8 4 7 6 5 9 2 0],1027982,[2 8 4 9 6 3 5 1 0 7],572431,[1 6 2 7 0 4 5 3 9 8],1416459,[3 9 1 0 4 8 2 6 7 5],911001,[2 5 6 8 1 7 3 4 9 0]
69,2080217,[5 7 4 8 1 0 6 9 3 2],725044,[1 9 8 7 0 2 3 6 4 5],68414,[0 2 7 6 1 3 8 5 4 9],2960613,[8 1 4 3 9 6 7 2 5 0],2600941,[7 1 5 0 4 6 8 2 9 3]
70,1497204,[4 1 2 0 6 8 7 3 5 9],835582,[2 3 7 8 5 0 9 6 1 4],682409,[1 8 9 3 6 5 4 7 2 0],619587,[1 7 3 9 5 2 0 6 8 4],1006687,[2 7 9 6 1 0 4 3 8 5]
71,2904140,[8 0 1 3 6 2 9 5 4 7],3221696,[8 7 9 1 4 3 2 5 0 6],2631691,[7 2 3 1 0 8 9 4 6 5],3306453,[9 1 0 2 4 7 8 5 6 3],3241415,[8 9 3 0 7 5 6 4 2 1]
72,1689705,[4 6 9 1 7 8 2 3 5 0],3030063,[8 3 1 2 5 6 7 4 9 0],3350653,[9 2 0 7 6 1 5 3 8 4],2076033,[5 7 3 9 2 1 4 6 8 0],3502390,[9 5 7 8 2 3 6 4 0 1]
73,3408343,[9 3 5 1 7 8 2 0 6 4],3118098,[8 5 2 6 7 0 9 1 3 4],1423209,[3 9 2 4 7 0 5 6 8 1],3119411,[8 5 2 9 4 0 3 7 6 1],1464355,[4 0 3 6 8 9 7 1 5 2]
74,2648917,[7 2 6 5 0 3 8 1 9 4],21465,[0 1 6 3 8 9 4 5 7 2],1875942,[5 1 6 2 4 9 3 0 7 8],1579650,[4 3 1 5 9 7 8 0 2 6],1819636,[5 0 2 1 4 8 3 9 6 7]
75,1133368,[3 1 0 9 2 7 6 8 4 5],2819361,[7 6 9 2 5 4 1 3 8 0],741885,[2 0 5 3 6 4 9 7 8 1],1701574,[4 7 1 6 2 8 9 5 0 3],3517520,[9 6 1 8 3 5 2 4 0 7]
76,883551,[2 4 9 3 0 8 6 5 7 1],1248748,[3 4 9 7 2 1 0 8 5 6],510314,[1 4 7 2 8 6 0 5 3 9],439548,[1 2 9 3 5 8 6 0 4 7],3208711,[8 7 4 5 3 1 2 0 9 6]
77,2685276,[7 3 5 8 4 1 6 0 2 9],2178493,[6 0 1 3 8 2 7 4 9 5],2440304,[6 7 4 1 2 9 3 5 0 8],1016881,[2 8 1 7 4 0 3 5 9 6],2177345,[6 0 1 2 3 7 8 9 5 4]
78,3259686,[8 9 6 5 2 0 3 1 4 7],2492366,[6 8 7 3 4 5 2 1 0 9],661444,[1 8 4 2 7 0 3 9 5 6],2341918,[6 4 0 7 5 9 8 3 1 2],3157265,[8 6 2 4 0 5 7 9 3 1]
79,2638366,[7 2 4 5 3 1 9 8 0 6],489219,[1 4 2 0 6 9 3 7 8 5],2051132,[5 6 8 9 4 3 7 1 0 2],948306,[2 6 5 1 0 7 9 3 4 8],1238928,[3 4 7 8 6 2 0 1 5 9]
80,3078184,[8 4 2 7 1 5 6 9 0 3],1071712,[2 9 5 6 3 8 4 7 0 1],276374,[0 7 8 6 9 1 4 3 2 5],2382965,[6 5 0 8 7 1 2 9 4 3],1076600,[2 9 6 5 1 7 3 4 0 8]
81,2595684,[7 1 4 0 2 8 6 3 5 9],855837,[2 4 1 8 6 9 7 3 5 0],3348462,[9 2 0 4 6 8 3 1 5 7],82750,[0 3 1 5 9 6 8 7 2 4],1064423,[2 9 4 1 5 0 8 7 6 3]
82,887898,[2 5 0 3 4 1 9 6 7 8],324913,[0 9 1 5 3 7 2 4 8 6],3032632,[8 3 1 6 9 7 4 5 0 2],1258232,[3 5 1 7 6 2 4 8 0 9],3002208,[8 2 4 6 7 3 0 1 5 9]
83,2056655,[5 7 0 1 4 8 9 6 3 2],708678,[1 9 5 6 2 7 3 0 4 8],3165116,[8 6 3 9 7 5 4 1 0 2],2209561,[6 0 8 3 9 1 2 4 7 5],1605003,[4 3 8 5 1 0 2 7 9 6]
84,3529107,[9 6 4 1 5 2 0 7 8 3],3082291,[8 4 3 5 9 6 7 0 2 1],3086438,[8 4 5 2 7 1 6 3 0 9],2612369,[7 1 8 3 2 6 5 9 4 0],1694079,[4 7 0 1 9 3 6 5 8 2]
85,916859,[2 5 7 9 3 4 1 8 6 0],879671,[2 4 8 5 7 3 9 6 1 0],846109,[2 3 9 8 0 7 5 1 6 4],1230084,[3 4 6 0 5 8 7 1 2 9],2619730,[7 1 9 6 4 0 3 8 2 5]
86,1258680,[3 5 1 8 2 0 4 6 7 9],804297,[2 1 9 6 0 5 4 7 8 3],3236673,[8 9 2 1 4 3 5 6 7 0],3195535,[8 7 2 0 3 5 4 1 9 6],597062,[1 6 8 4 2 5 7 3 0 9]
87,2014225,[5 4 9 6 3 1 0 2 8 7],2423072,[6 7 0 8 3 2 4 5 1 9],1568481,[4 2 9 1 5 7 3 6 8 0],3371830,[9 2 6 0 1 5 8 7 3 4],606970,[1 7 0 5 2 3 6 9 4 8]
88,1296122,[3 6 1 2 4 0 5 8 7 9],316654,[0 8 7 6 5 4 9 3 1 2],3222174,[8 7 9 2 1 4 3 0 5 6],524880,[1 5 0 3 2 4 6 7 8 9],2552385,[7 0 3 4 9 8 2 5 6 1]
89,25946,[0 1 7 3 2 5 4 8 6 9],2786461,[7 6 0 9 1 4 5 2 8 3],3274399,[9 0 2 6 7 5 3 1 8 4],1933841,[5 2 9 6 8 1 4 7 3 0],3038271,[8 3 2 7 6 9 4 1 5 0]
90,1842435,[5 0 7 4 9 6 1 3 8 2],1769628,[4 8 9 0 6 7 3 1 2 5],1840959,[5 0 7 2 9 3 6 4 8 1],2950362,[8 1 2 4 7 3 9 0 5 6],3379577,[9 2 7 4 8 0 5 6 3 1]
91,936780,[2 6 1 9 0 5 7 3 4 8],3232136,[8 9 1 3 0 5 4 6 2 7],1831479,[5 0 4 3 8 2 7 6 9 1],279860,[0 7 9 4 6 1 8 3 2 5],3219058,[8 7 6 4 9 2 1 5 0 3]
92,2057636,[5 7 0 2 8 9 6 3 1 4],2212079,[6 0 8 9 2 7 5 4 3 1],2330575,[6 3 8 2 9 4 1 0 7 5],2623276,[7 2 0 5 4 8 1 9 3 6],2073579,[5 7 3 2 9 8 0 4 6 1]
93,2725359,[7 4 5 8 1 2 6 3 9 0],3099320,[8 4 7 9 3 5 1 2 0 6],1912378,[5 2 4 6 0 7 3 9 1 8],284425,[0 8 1 5 2 4 3 6 9 7],150212,[0 4 7 8 5 6 9 2 1 3]
94,20612,[0 1 6 2 7 8 9 4 3 5],877655,[2 4 8 0 9 6 7 5 3 1],60675,[0 2 6 1 4 8 3 7 9 5],2821234,[7 6 9 5 2 1 3 8 0 4],2728241,[7 4 6 2 1 3 8 9 5 0]
95,815389,[2 3 1 8 5 9 6 0 7 4],838292,[2 3 8 4 1 7 9 5 0 6],3537815,[9 6 5 8 3 4 7 2 1 0],2480380,[6 8 4 0 9 7 1 5 2 3],1007089,[2 7 9 6 5 3 0 1 8 4]
96,1083783,[2 9 8 0 3 5 6 4 7 1],1722651,[4 7 6 8 3 2 0 5 9 1],101214,[0 3 6 1 7 5 4 2 8 9],721369,[1 9 8 0 7 4 2 3 6 5],2340674,[6 4 0 3 9 7 1 5 2 8]
97,584289,[1 6 4 9 5 0 3 7 8 2],2436855,[6 7 3 4 5 0 8 2 9 1],1988985,[5 4 2 7 3 9 1 6 8 0],2036252,[5 6 4 0 1 8 9 3 2 7],2248438,[6 1 8 0 7 9 5 4 2 3]
98,649654,[1 8 0 9 3 6 7 5 2 4],2344186,[6 4 1 0 8 9 3 7 2 5],2928851,[8 0 6 1 9 2 4 7 5 3],664072,[1 8 4 7 2 9 5 6 0 3],876116,[2 4 7 8 6 9 5 1 0 3]
99,1160960,[3 1 8 4 5 7 2 6 0 9],351812,[0 9 6 7 4 5 8 2 1 3],932618,[2 6 1 0 4 9 3 7 5 8],2285307,[6 2 7 4 0 3 1 8 9 5],48212,[0 2 3 6 9 7 8 4 1 5]
100,2515062,[6 9 3 0 1 8 4 2 5 7],2165912,[5 9 6 7 1 2 3 4 0 8],3009993,[8 2 6 1 5 3 4 7 9 0],1828717,[5 0 3 8 9 2 6 1 7 4],1737165,[4 8 0 6 7 2 9 3 5 1]
1,3438672,[9 4 2 1 8 6 0 3 5 7],441960,[1 2 9 6 8 0 3 4 5 7],536128,[1 5 3 4 7 8 6 9 0 2],627263,[1 7 5 4 2 0 9 8 6 3],1307511,[3 6 4 2 9 8 5 1 7 0]
2,876457,[2 4 7 9 1 8 0 3 6 5],1622491,[4 5 1 9 3 7 8 0 6 2],884762,[2 4 9 5 8 0 1 6 3 7],2901174,[7 9 8 4 2 3 1 0 5 6],1869823,[5 1 3 9 8 7 2 0 6 4]
3,1995183,[5 4 3 9 0 6 7 2 8 1],3485154,[9 5 3 4 2 8 7 0 1 6],789185,[2 1 6 7 0 5 8 9 4 3],1190607,[3 2 6 1 7 8 5 4 9 0],1808235,[4 9 7 6 2 5 0 3 8 1]
4,1148098,[3 1 5 8 6 4 2 9 0 7],2069614,[5 7 2 6 3 8 9 4 0 1],3498936,[9 5 7 1 4 8 0 2 3 6],2334051,[6 3 9 0 7 4 1 5 8 2],540217,[1 5 4 2 3 9 0 6 8 7]
5,2547649,[7 0 2 5 4 6 1 3 9 8],2015432,[5 4 9 8 1 2 3 6 0 7],741610,[2 0 5 3 1 4 7 9 6 8],1038926,[2 8 7 0 9 5 4 3 1 6],754958,[2 0 7 8 5 3 6 4 1 9]
6,1206014,[3 2 9 4 0 1 7 6 5 8],2077398,[5 7 4 1 2 8 3 0 6 9],2514127,[6 9 2 7 8 0 3 1 5 4],2019439,[5 6 0 7 8 4 2 1 9 3],2568470,[7 0 6 5 2 9 4 3 1 8]
7,510562,[1 4 7 3 0 8 5 9 2 6],2191659,[6 0 3 8 9 7 1 4 5 2],1251261,[3 5 0 2 9 1 8 6 7 4],2910997,[8 0 2 6 1 4 7 3 9 5],66988,[0 2 7 4 1 5 3 9 6 8]
8,525334,[1 5 0 3 7 8 9 6 2 4],1489871,[4 0 9 6 2 5 8 7 3 1],836350,[2 3 7 9 5 4 8 6 0 1],1770901,[4 8 9 2 5 3 6 0 7 1],2753757,[7 5 2 3 6 9 8 1 4 0]
