100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
8,1738215,[4 8 0 9 2 1 6 5 7 3],2076536,[5 7 4 0 1 6 3 8 2 9],3592293,[9 8 0 6 2 5 7 3 4 1],401236,[1 0 9 6 3 7 2 8 4 5],3008272,[8 2 5 9 0 7 4 6 1 3],673302,[1 8 6 5 0 9 3 2 4 7],1361267,[3 7 8 0 5 9 2 6 4 1],2242274,[6 1 5 9 2 7 0 4 3 8],3334788,[9 1 6 5 4 8 3 0 2 7],262221,[0 7 5 1 3 2 9 6 8 4],608823,[1 7 0 8 5 4 6 3 9 2],925626,[2 5 9 6 4 3 8 0 1 7],2229416,[6 1 3 4 5 7 2 8 0 9],2054926,[5 6 9 7 0 2 8 4 1 3],3129443,[8 5 4 9 2 6 1 7 3 0],2335779,[6 3 9 4 0 8 1 5 7 2],3585741,[9 7 8 3 1 0 6 4 5 2],82050,[0 3 1 4 9 7 8 2 5 6],121145,[0 4 1 2 5 7 8 9 6 3],2741176,[7 4 9 8 1 0 5 6 2 3]
9,1521602,[4 1 7 9 3 0 2 6 5 8],509824,[1 4 7 2 0 6 8 9 3 5],2904060,[8 0 1 3 5 6 7 2 4 9],934390,[2 6 1 4 8 5 9 7 0 3],1286569,[3 5 9 1 8 4 0 2 7 6],493134,[1 4 2 8 9 5 3 0 6 7],674123,[1 8 6 7 2 5 3 9 4 0],1113363,[3 0 6 9 4 1 2 7 8 5],1076773,[2 9 6 5 4 0 7 1 8 3],2702840,[7 4 0 2 9 6 3 5 1 8],380831,[1 0 5 6 9 4 8 7 3 2],569462,[1 6 0 9 8 4 5 3 2 7],2100468,[5 8 0 7 2 9 4 1 3 6],2885635,[7 9 4 3 6 8 5 0 2 1],1150198,[3 1 6 2 5 9 8 7 0 4],2230740,[6 1 3 7 2 5 8 0 4 9],2791823,[7 6 1 9 4 0 8 5 3 2],1701918,[4 7 1 6 8 5 2 0 3 9],3343452,[9 1 8 3 6 0 5 2 4 7],3281765,[9 0 4 2 1 3 5 8 7 6]
10,2636731,[7 2 4 1 0 8 9 3 6 5],1446714,[3 9 8 0 2 7 6 1 4 5],405959,[1 2 0 6 8 9 7 5 4 3],732230,[2 0 3 4 9 8 6 5 1 7],2570306,[7 0 6 9 8 2 1 4 3 5],166091,[0 5 1 9 7 2 4 8 6 3],2838856,[7 8 3 1 9 0 5 6 2 4],2186514,[6 0 2 8 7 9 5 1 3 4],1179909,[3 2 4 0 8 6 9 5 7 1],259142,[0 7 4 3 9 5 6 2 1 8],1253390,[3 5 0 7 8 9 4 2 1 6],1930756,[5 2 9 0 6 7 1 8 3 4],3134031,[8 5 6 7 4 9 2 1 3 0],845879,[2 3 9 7 6 8 5 4 1 0],1526881,[4 1 8 9 6 0 2 3 7 5],1094965,[3 0 2 4 8 7 6 1 9 5],1119998,[3 0 8 2 6 4 7 5 1 9],2587152,[7 1 2 4 3 8 0 5 6 9],305519,[0 8 5 6 2 9 7 4 3 1],2970779,[8 1 6 4 0 5 3 9 7 2]
11,3128981,[8 5 4 7 6 9 0 3 2 1],3206034,[8 7 4 0 6 9 5 1 2 3],228847,[0 6 7 3 9 1 4 2 8 5],1413122,[3 9 0 4 7 1 2 6 5 8],1410724,[3 8 9 7 2 0 1 6 4 5],885584,[2 4 9 6 8 7 1 3 0 5],2429093,[6 7 1 9 5 3 0 8 4 2],632409,[1 7 6 4 3 0 5 8 9 2],3231844,[8 9 1 2 6 0 3 7 4 5],2745995,[7 5 0 8 9 2 3 6 4 1],2554922,[7 0 3 9 5 1 2 6 4 8],3007585,[8 2 5 7 1 3 0 4 9 6],1788377,[4 9 2 7 8 0 5 6 3 1],617084,[1 7 3 5 0 4 9 6 2 8],2953718,[8 1 3 0 5 4 7 6 2 9],3458673,[9 4 7 1 6 2 3 5 8 0],2709655,[7 4 1 6 3 5 2 0 9 8],982307,[2 7 3 9 1 8 4 6 5 0],2394945,[6 5 3 1 2 9 4 7 8 0],1221984,[3 4 2 6 1 5 0 7 8 9]
12,2968239,[8 1 5 9 4 2 6 3 7 0],1707745,[4 7 2 8 9 1 0 3 6 5],3422865,[9 3 8 0 7 6 2 4 5 1],3564806,[9 7 3 2 0 6 5 4 1 8],1054294,[2 9 1 3 4 7 8 6 0 5],3163435,[8 6 3 5 4 9 7 0 2 1],1149066,[3 1 5 9 8 4 7 0 2 6],551605,[1 5 7 4 0 8 6 2 9 3],926091,[2 5 9 7 1 4 0 6 8 3],1215398,[3 4 1 2 0 6 8 7 5 9],2137675,[5 9 0 1 8 7 6 2 4 3],2990248,[8 2 1 4 0 7 6 9 3 5],550117,[1 5 7 2 0 4 8 3 9 6],3495521,[9 5 6 3 8 1 4 7 2 0],1989640,[5 4 2 8 3 1 7 9 0 6],2803341,[7 6 4 1 5 0 9 3 8 2],3175273,[8 6 7 0 1 5 2 3 9 4],2629397,[7 2 1 6 9 5 0 8 4 3],2767953,[7 5 6 1 3 2 4 8 9 0],1758857,[4 8 5 9 7 0 3 6 2 1]
13,1842708,[5 0 7 6 2 9 4 1 3 8],339750,[0 9 4 3 8 2 5 1 6 7],393291,[1 0 8 2 4 6 3 7 9 5],3074152,[8 4 1 9 5 7 3 6 0 2],2884356,[7 9 4 2 0 3 6 1 5 8],1804145,[4 9 6 8 5 2 3 7 1 0],911368,[2 5 6 8 7 4 3 9 0 1],2802963,[7 6 4 1 0 2 3 8 9 5],1576785,[4 3 0 8 9 7 2 5 6 1],1158618,[3 1 7 9 2 0 8 4 5 6],1927302,[5 2 8 3 7 9 1 0 4 6],2638158,[7 2 4 5 0 8 3 1 6 9],485926,[1 4 0 5 9 3 8 7 2 6],1485266,[4 0 8 6 9 2 1 5 3 7],2022975,[5 6 1 3 8 0 7 4 9 2],1406107,[3 8 7 9 6 2 5 0 4 1],371814,[1 0 3 8 5 6 4 2 7 9],2439304,[6 7 3 9 8 2 4 5 0 1],808443,[2 3 0 5 9 1 4 7 8 6],3067490,[8 4 0 6 3 5 1 7 2 9]
14,2208439,[6 0 8 2 3 7 4 1 9 5],2494024,[6 8 7 5 9 2 3 4 0 1],1511848,[4 1 5 9 7 6 3 8 0 2],876988,[2 4 8 0 1 5 3 9 6 7],3619527,[9 8 6 1 0 5 4 3 7 2],1903048,[5 2 1 7 0 8 6 9 3 4],146889,[0 4 7 2 1 3 6 8 9 5],3322925,[9 1 4 3 2 0 5 8 7 6],427888,[1 2 6 9 3 7 5 8 0 4],418932,[1 2 5 0 9 3 7 4 6 8],2830217,[7 8 1 4 9 0 5 6 3 2],689223,[1 9 0 7 3 5 6 4 8 2],1054079,[2 9 1 0 8 7 6 5 4 3],3559025,[9 7 2 1 0 5 6 8 4 3],2088794,[5 7 8 3 0 6 1 4 2 9],3126455,[8 5 4 2 1 7 9 6 3 0],2517117,[6 9 3 2 8 7 5 1 4 0],1138659,[3 1 2 9 5 8 0 6 7 4],557963,[1 5 8 6 9 4 2 7 3 0],2344301,[6 4 1 0 9 8 2 7 5 3]
15,813158,[2 3 1 5 6 4 8 7 0 9],2746491,[7 5 0 9 4 3 1 6 8 2],757923,[2 0 8 4 7 1 3 6 9 5],1626867,[4 5 2 8 6 1 0 7 9 3],202508,[0 6 1 3 4 7 9 5 2 8],2026808,[5 6 2 1 0 3 7 8 4 9],722757,[1 9 8 3 6 7 5 2 4 0],810734,[2 3 0 9 1 4 7 6 5 8],3504183,[9 5 8 1 7 3 4 2 6 0],3334872,[9 1 6 5 7 4 0 2 3 8],548177,[1 5 6 8 3 0 7 9 4 2],3462293,[9 4 7 8 5 2 0 6 3 1],2629134,[7 2 1 6 5 4 3 0 8 9],384956,[1 0 6 4 7 9 8 3 2 5],3236745,[8 9 2 1 4 7 3 5 6 0],1296065,[3 6 1 2 0 7 8 9 5 4],3214468,[8 7 5 6 3 1 0 9 2 4],2424341,[6 7 1 0 2 9 3 8 5 4],2772828,[7 5 8 1 0 9 4 2 3 6],2346067,[6 4 1 5 3 7 9 0 8 2]
16,1247187,[3 4 9 5 1 2 0 7 8 6],1005794,[2 7 9 4 8 5 0 3 1 6],2968789,[8 1 6 0 3 9 5 2 7 4],1424342,[3 9 2 6 1 5 7 4 0 8],3590126,[9 8 0 3 2 6 5 4 1 7],1697943,[4 7 0 9 2 5 6 3 8 1],822933,[2 3 5 1 9 7 8 4 6 0],2402201,[6 5 4 7 2 1 8 9 3 0],391845,[1 0 7 8 3 4 9 5 6 2],1850527,[5 0 9 2 3 1 6 4 8 7],924908,[2 5 9 4 6 3 8 1 0 7],1244905,[3 4 9 0 1 5 2 6 8 7],3236740,[8 9 2 1 4 7 0 6 3 5],2138458,[5 9 0 3 1 6 4 8 2 7],3272317,[9 0 2 3 8 4 6 1 7 5],1055457,[2 9 1 4 8 5 3 6 7 0],1219200,[3 4 1 9 5 0 2 6 7 8],2534855,[6 9 7 8 3 4 5 2 1 0],3303525,[9 0 8 4 2 3 7 5 6 1],2135253,[5 8 9 4 3 6 7 1 2 0]
17,453173,[1 3 2 9 5 6 0 8 7 4],283096,[0 8 1 3 4 2 7 9 5 6],2191279,[6 0 3 8 4 7 2 1 9 5],1098272,[3 0 2 9 5 4 6 7 1 8],360020,[0 9 8 4 1 2 7 5 3 6],2324267,[6 3 7 1 0 9 4 8 5 2],1506005,[4 1 3 8 7 0 2 9 6 5],1915063,[5 2 4 9 7 8 1 0 6 3],2263284,[6 2 1 0 5 8 7 3 4 9],382799,[1 0 5 9 6 8 7 4 3 2],3342724,[9 1 8 2 6 0 3 7 4 5],1521652,[4 1 7 9 3 5 0 8 2 6],701137,[1 9 4 0 7 8 2 3 6 5],3191510,[8 7 1 2 5 9 4 3 0 6],806174,[2 1 9 8 6 0 5 4 3 7],2264861,[6 2 1 4 7 9 0 8 5 3],2805065,[7 6 4 3 9 2 5 8 1 0],3152561,[8 6 1 4 5 2 7 9 3 0],2356212,[6 4 3 5 7 0 8 1 2 9],2642567,[7 2 5 3 1 4 9 8 6 0]
18,164054,[0 5 1 6 9 2 7 4 3 8],482141,[1 3 9 6 5 8 0 7 4 2],2617845,[7 1 9 3 8 2 6 4 5 0],1283951,[3 5 8 7 1 4 9 6 2 0],151806,[0 4 8 1 9 2 5 3 6 7],2441400,[6 7 4 2 9 0 1 3 5 8],121862,[0 4 1 3 5 7 8 6 2 9],189673,[0 5 7 6 3 8 1 2 9 4],1793359,[4 9 3 7 6 5 1 0 8 2],3506565,[9 5 8 6 1 2 7 3 4 0],2504960,[6 9 1 0 2 7 4 5 3 8],3297164,[9 0 7 2 4 3 8 5 1 6],520756,[1 4 9 3 2 7 0 8 5 6],671667,[1 8 6 2 9 3 0 5 7 4],523454,[1 4 9 8 0 2 6 5 3 7],977616,[2 7 1 9 6 8 0 3 4 5],1957857,[5 3 6 4 1 7 2 8 9 0],710645,[1 9 6 0 2 3 4 8 7 5],1218971,[3 4 1 9 0 2 6 8 7 5],1402430,[3 8 7 1 6 9 4 2 0 5]
19,885190,[2 4 9 6 3 5 8 7 0 1],2847109,[7 8 4 9 1 6 3 0 5 2],249636,[0 7 2 5 8 3 6 1 4 9],3497467,[9 5 6 8 3 2 7 0 4 1],3136234,[8 5 7 1 9 2 3 6 0 4],175515,[0 5 3 8 7 6 1 4 9 2],509860,[1 4 7 2 0 9 3 8 5 6],2267083,[6 2 1 8 7 3 9 0 5 4],1115033,[3 0 7 2 6 9 5 8 4 1],2043360,[5 6 7 3 0 1 2 4 8 9],1516118,[4 1 6 8 7 2 5 3 0 9],1781125,[4 9 1 3 7 6 5 0 8 2],2618215,[7 1 9 4 3 5 2 0 8 6],697488,[1 9 3 4 7 5 0 2 6 8],87039,[0 3 2 4 9 5 7 6 8 1],1169338,[3 2 0 1 4 7 6 9 5 8],1790219,[4 9 3 1 5 6 2 8 7 0],3353433,[9 2 1 4 6 3 5 7 8 0],67000,[0 2 7 4 1 5 8 9 3 6],58377,[0 2 5 7 1 6 4 8 9 3]
20,2348188,[6 4 1 9 3 2 0 8 5 7],1045719,[2 8 9 4 3 1 6 5 7 0],3497402,[9 5 6 8 3 0 1 4 2 7],1014216,[2 8 1 3 6 9 0 4 5 7],358051,[0 9 8 1 3 6 7 2 5 4],3303707,[9 0 8 4 3 7 2 6 5 1],888226,[2 5 0 3 7 9 4 8 1 6],2147359,[5 9 2 0 4 7 3 1 8 6],2054753,[5 6 9 4 7 8 2 3 1 0],2964481,[8 1 5 2 4 0 3 6 9 7],2578328,[7 0 9 5 1 2 4 6 3 8],173162,[0 5 3 4 7 1 2 8 6 9],3370308,[9 2 5 6 8 7 3 0 1 4],1840699,[5 0 7 2 6 1 9 3 8 4],2944953,[8 1 0 4 3 5 6 7 9 2],2508841,[6 9 1 7 4 0 2 3 8 5],2951566,[8 1 2 6 4 3 9 7 0 5],878215,[2 4 8 1 7 5 3 0 9 6],1412633,[3 9 0 2 8 7 5 6 4 1],3520877,[9 6 2 5 0 7 1 8 4 3]
21,443404,[1 2 9 8 7 0 3 6 4 5],1797033,[4 9 5 3 8 1 2 6 7 0],449461,[1 3 2 4 5 7 8 0 9 6],113226,[0 3 8 5 2 6 9 1 4 7],1923410,[5 2 7 6 3 4 0 8 1 9],1555106,[4 2 6 5 9 1 0 7 3 8],1099860,[3 0 4 2 7 6 8 1 5 9],203033,[0 6 1 3 9 8 5 7 4 2],1470345,[4 0 5 8 1 9 3 6 7 2],2517466,[6 9 3 4 2 8 1 7 0 5],777772,[2 1 4 5 3 7 0 9 6 8],799262,[2 1 8 6 0 5 7 4 3 9],2435875,[6 7 3 2 0 9 8 1 5 4],2119994,[5 8 4 6 2 7 0 3 1 9],1800249,[4 9 6 1 3 0 5 7 8 2],1202197,[3 2 8 5 7 1 6 0 9 4],3554713,[9 7 1 3 0 6 2 4 8 5],1035292,[2 8 6 3 9 4 0 7 1 5],1117488,[3 0 7 8 1 5 2 4 6 9],389927,[1 0 7 4 6 3 9 8 5 2]
22,1927798,[5 2 8 4 3 9 7 6 0 1],1964439,[5 3 7 8 2 1 6 4 9 0],1748611,[4 8 2 9 5 6 7 0 3 1],128649,[0 4 2 6 8 1 5 7 9 3],1339669,[3 7 1 8 5 9 4 0 6 2],2588322,[7 1 2 5 9 3 8 0 4 6],2087171,[5 7 8 0 9 1 3 6 4 2],3560873,[9 7 2 4 5 8 3 6 1 0],2161470,[5 9 4 8 0 2 3 1 6 7],2218896,[6 1 0 3 8 9 2 4 5 7],1211750,[3 4 0 5 9 8 6 2 1 7],2442666,[6 7 4 5 3 2 9 0 1 8],763936,[2 0 9 6 1 3 7 8 4 5],3620237,[9 8 6 2 0 5 1 7 4 3],2283609,[6 2 7 0 8 1 4 5 9 3],2516801,[6 9 3 2 5 1 7 8 4 0],47573,[0 2 3 6 1 7 4 9 8 5],3339261,[9 1 7 4 8 0 6 3 5 2],3560405,[9 7 2 4 0 1 3 8 6 5],64770,[0 2 6 8 9 5 7 1 3 4]
23,2567258,[7 0 6 3 5 9 1 4 2 8],1926540,[5 2 8 1 7 4 6 0 3 9],1891399,[5 1 9 2 8 6 3 0 7 4],1191872,[3 2 6 5 4 1 7 8 0 9],1588582,[4 3 5 1 6 0 9 8 2 7],3153086,[8 6 1 5 2 7 4 3 0 9],1161139,[3 1 8 4 7 0 9 2 6 5],593849,[1 6 7 8 5 4 3 9 2 0],1060207,[2 9 3 4 6 0 5 1 8 7],3245860,[8 9 4 0 1 7 2 6 3 5],2215435,[6 0 9 4 8 7 5 1 3 2],905210,[2 5 4 7 1 6 0 8 3 9],3344099,[9 1 8 4 5 3 2 7 6 0],1567624,[4 2 9 0 3 6 7 8 1 5],1526768,[4 1 8 9 5 0 3 6 2 7],3047507,[8 3 5 6 4 9 1 7 2 0],3396270,[9 3 1 8 0 4 5 2 6 7],132127,[0 4 3 2 7 1 6 5 9 8],3459059,[9 4 7 2 1 5 3 8 6 0],1224845,[3 4 5 0 2 1 6 9 8 7]
24,1474278,[4 0 6 5 7 8 2 1 3 9],2115919,[5 8 3 7 6 4 1 0 9 2],1865022,[5 1 3 0 4 9 6 2 7 8],3504282,[9 5 8 2 0 3 7 1 4 6],947941,[2 6 5 0 7 4 8 1 9 3],3578049,[9 7 5 8 3 0 2 4 6 1],3221405,[8 7 9 1 2 0 3 6 5 4],1450217,[3 9 8 6 1 0 5 7 4 2],1519153,[4 1 7 3 9 6 0 2 8 5],1116383,[3 0 7 5 6 1 9 8 4 2],623283,[1 7 4 6 8 0 2 5 9 3],2665296,[7 3 0 8 6 9 1 2 4 5],2930468,[8 0 6 4 1 5 9 3 2 7],936020,[2 6 1 8 0 3 9 5 4 7],1188223,[3 2 5 8 1 9 4 0 7 6],3508756,[9 6 0 2 3 7 1 8 4 5],408838,[1 2 3 0 8 9 7 6 4 5],573272,[1 6 2 8 3 4 5 7 0 9],1834647,[5 0 6 1 2 8 7 4 9 3],2077345,[5 7 4 1 2 3 0 6 9 8]
25,1921833,[5 2 7 3 1 4 6 8 9 0],1180567,[3 2 4 1 8 0 6 5 9 7],1920809,[5 2 7 0 8 6 4 9 3 1],1633129,[4 5 6 0 2 7 1 3 9 8],173785,[0 5 3 6 4 2 1 7 9 8],2440489,[6 7 4 1 5 3 0 2 9 8],2620591,[7 1 9 8 5 2 3 0 6 4],2499358,[6 8 9 7 1 5 4 3 0 2],3368339,[9 2 5 3 1 6 4 8 7 0],3215444,[8 7 5 9 6 1 4 2 0 3],2958472,[8 1 3 9 7 6 4 5 0 2],3024212,[8 3 0 1 4 7 9 5 2 6],1101203,[3 0 4 6 5 8 2 9 7 1],339721,[0 9 4 3 8 1 2 5 7 6],54855,[0 2 4 9 3 1 7 6 8 5],3311392,[9 1 2 0 3 8 6 7 4 5],3554979,[9 7 1 3 4 8 0 5 6 2],1859649,[5 1 0 9 8 2 4 6 7 3],2001204,[5 4 7 0 3 8 6 1 2 9],2658050,[7 2 9 3 6 4 0 5 1 8]
