10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
8,200466,[0 5 9 7 3 4 8 1 2 6],326440,[0 9 1 7 4 3 6 8 2 5],742623,[2 0 5 4 6 7 8 3 9 1],536972,[1 5 3 6 8 7 9 2 0 4],1148017,[3 1 5 8 4 9 0 2 7 6],1867246,[5 1 3 6 4 2 9 8 0 7],2017075,[5 6 0 2 4 9 8 1 7 3],1418631,[3 9 1 5 2 8 6 4 7 0],1413817,[3 9 0 5 6 8 1 2 7 4],413709,[1 2 4 0 7 6 9 5 8 3],373548,[1 0 4 2 8 9 6 3 5 7],1163433,[3 1 8 7 9 2 4 5 6 0],2364790,[6 4 7 1 3 5 9 8 0 2],1286284,[3 5 9 1 6 0 2 8 4 7],2951789,[8 1 2 6 7 3 0 9 5 4],2932363,[8 0 6 7 5 2 9 1 4 3],691021,[1 9 2 0 7 5 6 3 8 4],435757,[1 2 8 5 3 4 7 0 9 6],1032577,[2 8 5 9 0 7 1 3 6 4],1811465,[4 9 8 2 7 3 5 6 1 0]
9,300709,[0 8 4 6 5 9 3 1 7 2],322673,[0 9 1 2 3 8 6 7 5 4],767174,[2 1 0 4 7 3 8 6 5 9],417811,[1 2 4 9 3 7 8 0 6 5],1346815,[3 7 4 1 6 5 2 0 9 8],1585709,[4 3 2 7 5 1 0 9 8 6],2159538,[5 9 4 3 2 0 8 1 6 7],1517514,[4 1 7 0 6 9 8 2 3 5],1159646,[3 1 8 0 6 7 5 4 2 9],417768,[1 2 4 9 3 6 0 5 7 8],513276,[1 4 7 8 9 2 5 0 3 6],1417595,[3 9 1 2 8 4 5 7 6 0],2427341,[6 7 1 5 2 9 0 8 4 3],1316359,[3 6 7 1 2 8 4 0 9 5],2962419,[8 1 4 7 3 9 0 5 6 2],2884306,[7 9 4 1 8 6 2 5 0 3],635466,[1 7 8 0 5 4 9 2 3 6],597558,[1 6 8 4 9 5 2 0 3 7],1028327,[2 8 5 0 3 4 9 7 6 1],1680099,[4 6 7 2 3 9 0 5 8 1]
10,427163,[1 2 6 8 3 7 4 9 5 0],265739,[0 7 5 8 1 4 3 9 6 2],616281,[1 7 3 2 9 6 4 5 8 0],519651,[1 4 9 0 7 5 2 6 8 3],1309057,[3 6 4 8 0 9 1 2 7 5],1645748,[4 5 8 3 7 2 9 1 0 6],2087443,[5 7 8 1 2 3 9 0 6 4],1318357,[3 6 7 5 0 2 8 1 9 4],1364771,[3 7 8 6 4 0 2 9 5 1],520263,[1 4 9 2 6 5 7 3 8 0],554148,[1 5 7 9 4 8 3 0 2 6],1358276,[3 7 6 4 2 9 8 1 0 5],2430859,[6 7 2 3 1 0 9 4 8 5],1443498,[3 9 7 2 8 0 6 1 4 5],2875204,[7 9 2 4 3 0 1 8 5 6],3119647,[8 5 2 9 7 0 3 1 6 4],540085,[1 5 4 2 0 8 7 3 9 6],554980,[1 5 8 0 7 9 2 6 3 4],897012,[2 5 1 9 8 0 6 3 4 7],1762951,[4 8 6 7 3 1 2 0 9 5]
11,287578,[0 8 2 1 5 6 4 9 3 7],459472,[1 3 5 2 0 9 7 8 4 6],439037,[1 2 9 0 7 6 3 8 5 4],543505,[1 5 4 8 9 2 0 3 7 6],1179284,[3 2 1 9 8 4 7 5 0 6],1713483,[4 7 3 9 8 0 1 5 6 2],2233382,[6 1 4 0 9 5 7 3 2 8],1289584,[3 5 9 8 0 4 6 7 1 2],1205603,[3 2 9 1 5 7 4 8 6 0],497279,[1 4 3 7 6 9 8 5 2 0],480509,[1 3 9 4 5 2 0 8 7 6],1141517,[3 1 4 6 5 8 0 9 7 2],2640855,[7 2 4 9 8 0 5 3 6 1],1213329,[3 4 0 8 2 1 6 7 9 5],2922293,[8 0 4 7 6 3 1 9 5 2],2945693,[8 1 0 5 3 6 2 9 7 4],466564,[1 3 6 7 0 2 4 9 5 8],654326,[1 8 2 7 6 5 4 3 0 9],1067215,[2 9 4 7 1 5 3 0 8 6],1679311,[4 6 7 1 3 2 5 0 9 8]
12,126838,[0 4 2 3 1 9 8 7 5 6],259187,[0 7 4 3 9 8 2 6 5 1],660968,[1 8 4 2 0 3 6 7 5 9],594201,[1 6 7 9 2 5 3 4 8 0],1198263,[3 2 7 8 1 5 6 4 9 0],1566520,[4 2 8 7 6 1 5 9 0 3],2261545,[6 2 0 8 1 4 3 5 9 7],1555573,[4 2 6 7 5 0 8 1 9 3],1278245,[3 5 7 6 2 0 1 9 8 4],393359,[1 0 8 2 4 9 7 6 5 3],393172,[1 0 8 2 3 6 4 9 5 7],1317677,[3 6 7 4 0 8 1 9 5 2],2615121,[7 1 8 9 0 5 3 4 6 2],1415214,[3 9 0 7 5 4 2 1 6 8],3038183,[8 3 2 7 6 0 9 5 4 1],2790328,[7 6 1 5 3 8 4 9 0 2],604445,[1 6 9 8 4 0 2 7 5 3],654405,[1 8 2 7 9 3 6 4 5 0],896782,[2 5 1 9 6 0 8 7 3 4],1806402,[4 9 7 2 8 1 6 0 3 5]
13,381021,[1 0 5 7 3 2 9 6 8 4],361550,[0 9 8 6 1 7 4 3 2 5],676866,[1 8 7 3 0 5 9 2 4 6],567405,[1 6 0 7 2 4 9 5 8 3],1326540,[3 6 9 1 4 5 7 0 2 8],1716823,[4 7 5 6 2 9 1 0 8 3],2137739,[5 9 0 2 1 6 4 8 7 3],1288518,[3 5 9 6 4 7 1 0 2 8],1424747,[3 9 2 6 7 8 1 5 4 0],569682,[1 6 2 0 4 5 9 3 7 8],512268,[1 4 7 6 3 9 5 0 2 8],1072473,[2 9 5 7 4 1 3 6 8 0],2566158,[7 0 6 2 1 8 4 3 5 9],1310020,[3 6 4 9 2 8 0 7 1 5],2995648,[8 2 3 4 6 7 5 9 0 1],3041526,[8 3 4 5 2 0 6 1 7 9],383091,[1 0 6 2 3 7 4 8 9 5],605920,[1 7 0 3 6 4 8 9 2 5],944396,[2 6 4 3 7 9 8 1 0 5],1840717,[5 0 7 2 6 3 8 1 9 4]
14,443686,[1 3 0 2 5 6 9 8 4 7],339993,[0 9 4 5 2 3 6 7 8 1],624289,[1 7 4 9 0 5 2 3 8 6],572950,[1 6 2 7 8 4 9 5 0 3],1081729,[2 9 7 5 3 4 0 1 8 6],1887889,[5 1 8 6 0 4 2 3 9 7],2018230,[5 6 0 4 1 7 9 8 2 3],1623442,[4 5 2 0 8 7 3 9 1 6],1121750,[3 0 8 5 9 7 4 2 1 6],360826,[0 9 8 5 1 7 3 6 2 4],579347,[1 6 3 9 5 8 2 7 4 0],1264602,[3 5 2 9 4 1 8 0 6 7],2331289,[6 3 8 4 9 2 0 1 7 5],1468738,[4 0 5 3 9 6 2 8 1 7],2979841,[8 1 9 2 6 0 3 4 7 5],2840822,[7 8 3 5 4 2 6 1 0 9],548953,[1 5 6 9 3 7 0 2 8 4],436595,[1 2 8 6 4 3 5 9 7 0],931284,[2 6 0 8 4 7 5 1 3 9],1610158,[4 3 9 5 1 8 7 6 0 2]
15,190420,[0 5 7 8 3 9 1 6 2 4],309043,[0 8 6 3 2 4 9 1 7 5],603781,[1 6 9 7 4 3 5 0 8 2],557472,[1 5 8 6 2 7 0 3 4 9],1314809,[3 6 5 9 0 7 4 8 2 1],1773019,[4 8 9 6 3 0 7 1 5 2],2071681,[5 7 3 0 4 1 2 6 9 8],1577079,[4 3 0 9 5 2 7 6 8 1],1135745,[3 1 2 5 6 7 8 9 4 0],335976,[0 9 3 6 5 8 1 2 4 7],430048,[1 2 7 4 3 8 6 9 0 5],1271003,[3 5 6 1 2 8 4 9 7 0],2633295,[7 2 3 5 4 0 8 6 9 1],1450436,[3 9 8 6 2 7 5 1 0 4],2857867,[7 8 9 0 2 4 6 1 5 3],2833694,[7 8 2 1 6 0 5 4 3 9],532111,[1 5 2 7 0 4 6 3 9 8],386856,[1 0 6 8 3 9 2 4 5 7],1075911,[2 9 6 4 1 8 5 3 7 0],1533400,[4 2 0 3 8 5 7 9 1 6]
16,154568,[0 4 8 6 7 1 3 5 2 9],470837,[1 3 7 4 9 6 0 8 5 2],614466,[1 7 2 9 4 5 8 0 3 6],489825,[1 4 2 3 5 9 6 7 8 0],1250957,[3 5 0 2 6 8 1 9 7 4],1793013,[4 9 3 7 1 6 8 2 5 0],1918066,[5 2 6 4 9 8 1 7 0 3],1610227,[4 3 9 5 2 6 8 0 7 1],1105092,[3 0 5 2 9 1 7 4 6 8],353004,[0 9 7 1 3 6 5 2 4 8],370651,[1 0 3 6 8 7 9 2 5 4],1318378,[3 6 7 5 0 4 2 9 1 8],2655608,[7 2 8 9 3 0 4 5 1 6],1411764,[3 9 0 1 7 6 5 2 4 8],3072505,[8 4 1 6 3 2 0 5 9 7],2780756,[7 5 9 6 0 8 4 2 1 3],722414,[1 9 8 3 4 0 6 5 2 7],513255,[1 4 7 8 9 0 5 3 6 2],840133,[2 3 8 6 9 0 5 1 7 4],1715889,[4 7 5 3 1 0 6 8 9 2]
17,190742,[0 5 7 8 9 3 4 2 1 6],135091,[0 4 3 8 6 7 9 1 5 2],591434,[1 6 7 3 4 8 0 5 2 9],385797,[1 0 6 5 8 9 7 3 4 2],1132753,[3 1 0 8 4 7 2 5 9 6],1828919,[5 0 3 9 1 8 7 6 4 2],2111704,[5 8 2 9 7 3 4 6 0 1],1545385,[4 2 3 7 5 1 0 6 9 8],1142511,[3 1 4 7 8 9 5 2 6 0],241789,[0 6 9 8 5 7 3 1 4 2],378396,[1 0 5 2 7 4 8 3 6 9],1294202,[3 6 0 8 5 1 2 7 4 9],2345510,[6 4 1 3 7 9 5 2 0 8],1446136,[3 9 7 8 4 0 5 6 1 2],3008461,[8 2 5 9 3 4 6 0 7 1],2779253,[7 5 9 3 0 4 1 8 6 2],580441,[1 6 4 2 3 0 5 7 9 8],631039,[1 7 6 2 4 8 3 0 9 5],779362,[2 1 4 7 5 8 3 9 0 6],1576009,[4 3 0 7 9 5 1 2 8 6]
18,460660,[1 3 5 4 8 9 0 7 2 6],229485,[0 6 7 4 8 2 9 3 5 1],604073,[1 6 9 7 8 5 3 4 2 0],362826,[0 9 8 7 6 3 5 1 2 4],1244870,[3 4 8 9 7 6 2 1 0 5],1666322,[4 6 2 7 3 0 1 8 5 9],2024574,[5 6 1 7 9 3 2 0 4 8],1370039,[3 7 9 6 5 8 4 2 1 0],1173167,[3 2 0 8 5 4 9 7 6 1],462157,[1 3 5 7 9 2 6 0 8 4],279457,[0 7 9 4 1 8 2 3 6 5],1350907,[3 7 5 0 2 6 9 1 8 4],2587923,[7 1 2 5 4 0 3 8 9 6],1351451,[3 7 5 1 0 2 6 9 8 4],3072012,[8 4 1 5 7 0 6 2 3 9],2785468,[7 6 0 5 8 2 1 9 3 4],621437,[1 7 4 3 0 8 2 9 6 5],337541,[0 9 3 8 6 7 1 5 4 2],809866,[2 3 0 7 8 9 4 6 1 5],1667701,[4 6 2 9 1 5 7 0 8 3]
19,343221,[0 9 5 1 7 2 8 4 6 3],441101,[1 2 9 5 6 8 0 7 4 3],767291,[2 1 0 4 8 3 6 9 7 5],535698,[1 5 3 4 0 2 9 6 7 8],1253017,[3 5 0 7 2 9 1 4 8 6],1783425,[4 9 1 7 8 6 2 3 5 0],2098085,[5 8 0 3 1 2 4 9 7 6],1348407,[3 7 4 5 8 6 2 1 9 0],1248370,[3 4 9 6 8 0 2 7 1 5],431072,[1 2 7 5 8 3 4 6 0 9],525084,[1 5 0 3 4 8 7 2 6 9],1112248,[3 0 6 7 8 5 4 9 1 2],2568215,[7 0 6 4 9 5 8 3 2 1],1305132,[3 6 2 9 7 0 5 1 4 8],3135468,[8 5 7 0 6 9 3 1 2 4],2903669,[8 0 1 2 9 4 3 7 6 5],613236,[1 7 2 6 8 3 5 0 4 9],362949,[1 0 2 3 4 7 9 6 8 5],1008982,[2 8 0 3 5 1 9 7 4 6],1577746,[4 3 1 0 5 9 6 8 2 7]
20,453283,[1 3 2 9 6 4 8 0 7 5],246067,[0 7 1 8 6 4 9 2 5 3],492258,[1 4 2 7 8 0 9 3 5 6],459322,[1 3 5 0 9 7 4 8 2 6],1305683,[3 6 4 0 5 8 2 9 7 1],1815419,[5 0 1 3 6 7 4 9 8 2],2146811,[5 9 1 8 6 0 3 7 4 2],1463587,[4 0 3 5 8 6 9 1 7 2],1262158,[3 5 2 4 9 8 7 6 0 1],514281,[1 4 8 0 3 7 5 6 9 2],529411,[1 5 2 0 4 8 9 3 7 6],1207872,[3 2 9 6 5 7 0 1 4 8],2342918,[6 4 0 9 1 3 7 5 2 8],1537928,[4 2 1 3 0 5 7 8 6 9],3153993,[8 6 1 7 4 2 3 5 9 0],3087943,[8 4 5 6 7 9 1 0 3 2],412691,[1 2 3 9 4 0 6 8 7 5],437033,[1 2 8 6 9 7 4 5 3 0],739463,[2 0 4 8 1 3 9 7 6 5],1644406,[4 5 8 1 9 2 7 6 0 3]
21,393485,[1 0 8 2 6 3 4 9 7 5],400175,[1 0 9 4 7 6 8 5 3 2],677624,[1 8 7 4 0 9 3 5 2 6],389169,[1 0 7 3 6 2 5 8 9 4],1116834,[3 0 7 6 1 9 8 2 4 5],1740278,[4 8 1 3 0 5 7 6 2 9],2036463,[5 6 4 0 3 7 8 2 9 1],1496433,[4 1 0 9 5 3 6 7 8 2],1142884,[3 1 4 8 5 0 2 9 6 7],358365,[0 9 8 1 6 3 7 4 5 2],380601,[1 0 5 6 7 8 3 4 9 2],1203732,[3 2 8 7 9 0 5 1 4 6],2496243,[6 8 9 2 0 1 3 5 7 4],1323882,[3 6 8 5 7 1 9 0 2 4],3012234,[8 2 6 5 4 9 7 0 1 3],2990189,[8 2 1 4 0 5 3 9 7 6],624102,[1 7 4 8 6 9 2 0 3 5],392209,[1 0 7 8 6 4 2 3 9 5],1037551,[2 8 6 9 0 3 4 1 7 5],1880422,[5 1 7 0 8 2 9 6 3 4]
22,348407,[0 9 6 1 8 3 7 5 4 2],337494,[0 9 3 8 6 4 2 1 5 7],485607,[1 4 0 5 6 8 7 3 9 2],468078,[1 3 6 9 0 7 4 2 5 8],1305751,[3 6 4 0 7 2 5 1 9 8],1533769,[4 2 0 5 3 7 1 6 9 8],2025062,[5 6 1 8 4 3 7 2 0 9],1536709,[4 2 0 9 3 8 6 1 7 5],1132589,[3 1 0 8 2 5 4 9 7 6],268083,[0 7 6 2 4 1 3 8 9 5],354492,[0 9 7 3 4 1 6 2 5 8],1389122,[3 8 4 6 2 0 1 7 5 9],2415886,[6 5 9 2 3 1 8 7 0 4],1420571,[3 9 1 8 0 2 5 7 6 4],2815795,[7 6 8 4 5 9 3 0 2 1],2925119,[8 0 5 3 6 9 7 4 2 1],628883,[1 7 5 8 3 6 2 9 4 0],460303,[1 3 5 4 2 9 6 0 8 7],1073974,[2 9 6 0 5 7 8 4 1 3],1576634,[4 3 0 8 7 6 1 5 2 9]
23,299973,[0 8 4 5 6 7 9 2 3 1],256128,[0 7 3 8 6 4 1 2 5 9],614365,[1 7 2 9 3 6 5 0 8 4],340788,[0 9 4 6 2 8 5 1 3 7],1245302,[3 4 9 0 6 5 7 2 1 8],1802900,[4 9 6 7 0 1 8 3 2 5],2244362,[6 1 7 3 2 0 4 8 5 9],1514259,[4 1 6 5 0 9 2 7 8 3],1383968,[3 8 2 6 1 0 5 7 4 9],516523,[1 4 8 5 3 2 9 0 7 6],562253,[1 5 9 4 8 3 0 7 6 2],1161035,[3 1 8 4 6 2 5 9 7 0],2429399,[6 7 2 0 1 9 8 5 4 3],1236939,[3 4 7 2 9 8 0 5 6 1],2892241,[7 9 5 8 0 1 2 3 6 4],2835610,[7 8 2 5 3 0 4 9 1 6],702781,[1 9 4 5 0 6 7 2 8 3],375114,[1 0 4 5 9 8 7 2 3 6],1009639,[2 8 0 4 3 7 5 1 9 6],1571834,[4 2 9 8 0 6 1 5 3 7]
24,243781,[0 7 1 4 6 5 8 2 9 3],356525,[0 9 7 6 2 1 3 8 5 4],743147,[2 0 5 6 1 9 4 8 7 3],303042,[0 8 5 1 9 3 7 2 4 6],1300427,[3 6 2 0 1 9 5 8 7 4],1585464,[4 3 2 7 0 5 1 6 8 9],2260969,[6 2 0 7 3 5 1 4 9 8],1291408,[3 6 0 2 7 8 5 9 1 4],1355433,[3 7 5 9 4 1 2 6 8 0],468904,[1 3 7 0 4 6 8 9 2 5],361816,[0 9 8 6 4 1 5 7 2 3],1369544,[3 7 9 6 0 8 2 4 1 5],2563390,[7 0 5 6 2 4 9 8 1 3],1329056,[3 6 9 5 8 2 1 4 0 7],2813268,[7 6 8 1 2 9 4 0 3 5],2813572,[7 6 8 1 5 3 0 9 2 4],511709,[1 4 7 5 8 2 0 9 6 3],538234,[1 5 3 8 6 2 4 9 0 7],987314,[2 7 4 9 1 6 0 5 3 8],1762476,[4 8 6 5 9 1 3 0 2 7]
25,214850,[0 6 3 7 4 5 1 8 2 9],393069,[1 0 7 9 8 4 6 3 5 2],474573,[1 3 8 2 0 7 9 5 6 4],374486,[1 0 4 5 2 8 7 6 3 9],1100465,[3 0 4 5 6 7 8 9 2 1],1576992,[4 3 0 9 2 7 1 5 6 8],1918779,[5 2 6 7 9 8 0 3 4 1],1522740,[4 1 8 0 9 5 6 2 3 7],1115853,[3 0 7 4 8 6 9 2 5 1],257378,[0 7 4 1 5 9 2 6 3 8],619235,[1 7 3 9 0 4 5 8 6 2],1304800,[3 6 2 9 1 4 7 8 0 5],2358397,[6 4 3 9 5 1 7 0 8 2],1540846,[4 2 1 8 0 5 9 7 3 6],2859276,[7 8 9 2 1 3 5 0 4 6],2915719,[8 0 3 5 6 7 2 1 9 4],558519,[1 5 8 7 6 2 4 3 9 0],425096,[1 2 6 4 5 7 3 8 0 9],829815,[2 3 6 7 5 0 8 4 9 1],1753901,[4 8 3 9 7 6 0 5 2 1]
